"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","190","180","44520","41330"
"In post","2021","Undeclared","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Birmingham","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Aberdeen City and Aberdeenshire","200","180","24790","22920"
"In post","2021","Unknown","AA/AO","Angus and Dundee City","310","280","20870","21010"
"In post","2021","Unknown","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Barnet","50","40","[c]","[c]"
"In post","2021","Unknown","AA/AO","Barnsley, Doncaster and Rotherham","350","300","22960","21010"
"In post","2021","Unknown","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","130","120","23600","21550"
"In post","2021","Unknown","AA/AO","Bedford","70","60","24910","22850"
"In post","2021","Unknown","AA/AO","Belfast","380","340","20480","20140"
"In post","2021","Unknown","AA/AO","Berkshire","250","230","26970","25540"
"In post","2021","Unknown","AA/AO","Bexley and Greenwich","260","240","28730","28720"
"In post","2021","Unknown","AA/AO","Birmingham","1090","980","20810","20140"
"In post","2021","Unknown","AA/AO","Blackburn with Darwen","50","40","[c]","[c]"
"In post","2021","Unknown","AA/AO","Blackpool","440","370","20750","21010"
"In post","2021","Unknown","AA/AO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Bradford","540","460","20530","20140"
"In post","2021","Unknown","AA/AO","Breckland and South Norfolk","50","50","24100","23240"
"In post","2021","Unknown","AA/AO","Brent","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Bridgend and Neath Port Talbot","60","50","20620","21010"
"In post","2021","Unknown","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Bristol, City of","360","320","21640","21050"
"In post","2021","Unknown","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Buckinghamshire CC","70","70","26260","23270"
"In post","2021","Unknown","AA/AO","Caithness and Sutherland and Ross and Cromarty","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Calderdale and Kirklees","70","60","20630","21010"
"In post","2021","Unknown","AA/AO","Cambridgeshire CC","250","230","25840","25850"
"In post","2021","Unknown","AA/AO","Camden and City of London","230","210","23280","22680"
"In post","2021","Unknown","AA/AO","Cardiff and Vale of Glamorgan","1010","880","21060","20140"
"In post","2021","Unknown","AA/AO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Central Hampshire","100","100","24600","21650"
"In post","2021","Unknown","AA/AO","Central Valleys","80","70","20890","21010"
"In post","2021","Unknown","AA/AO","Cheshire East","100","90","23570","21050"
"In post","2021","Unknown","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Chorley and West Lancashire","230","210","26160","25790"
"In post","2021","Unknown","AA/AO","City of Edinburgh","1330","1250","22210","21440"
"In post","2021","Unknown","AA/AO","Clackmannanshire and Fife","150","140","23140","22240"
"In post","2021","Unknown","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Cornwall and Isles of Scilly","150","130","20850","21010"
"In post","2021","Unknown","AA/AO","Coventry","80","70","21160","21010"
"In post","2021","Unknown","AA/AO","Croydon","310","290","24150","24120"
"In post","2021","Unknown","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Derby","150","130","21650","21010"
"In post","2021","Unknown","AA/AO","Devon CC","490","430","22120","21010"
"In post","2021","Unknown","AA/AO","Dorset CC","210","190","23880","22350"
"In post","2021","Unknown","AA/AO","Dudley","150","130","20780","21010"
"In post","2021","Unknown","AA/AO","Dumfries and Galloway","140","130","24470","25140"
"In post","2021","Unknown","AA/AO","Durham CC","880","780","24040","21550"
"In post","2021","Unknown","AA/AO","Ealing","30","20","[c]","[c]"
"In post","2021","Unknown","AA/AO","East Ayrshire and North Ayrshire mainland","60","50","21430","21010"
"In post","2021","Unknown","AA/AO","East Cumbria","70","70","21630","21050"
"In post","2021","Unknown","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","320","310","26360","24450"
"In post","2021","Unknown","AA/AO","East Kent","200","190","23280","24180"
"In post","2021","Unknown","AA/AO","East Lancashire","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","East Merseyside","80","60","20690","20490"
"In post","2021","Unknown","AA/AO","East Riding of Yorkshire","180","170","25700","24920"
"In post","2021","Unknown","AA/AO","East Surrey","140","130","30060","31500"
"In post","2021","Unknown","AA/AO","East Sussex CC","190","160","22570","21010"
"In post","2021","Unknown","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Essex Haven Gateway","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Essex Thames Gateway","100","80","23640","24180"
"In post","2021","Unknown","AA/AO","Falkirk","300","250","21730","21010"
"In post","2021","Unknown","AA/AO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Flintshire and Wrexham","240","220","22120","21010"
"In post","2021","Unknown","AA/AO","Glasgow City","1000","910","21140","20810"
"In post","2021","Unknown","AA/AO","Gloucestershire","100","90","22290","22350"
"In post","2021","Unknown","AA/AO","Greater Manchester North East","110","100","22250","21010"
"In post","2021","Unknown","AA/AO","Greater Manchester North West","300","260","21790","21010"
"In post","2021","Unknown","AA/AO","Greater Manchester South East","150","130","20780","21010"
"In post","2021","Unknown","AA/AO","Greater Manchester South West","690","620","20470","20140"
"In post","2021","Unknown","AA/AO","Gwent Valleys","90","80","20410","20200"
"In post","2021","Unknown","AA/AO","Gwynedd","120","100","21000","21010"
"In post","2021","Unknown","AA/AO","Hackney and Newham","290","240","24100","24320"
"In post","2021","Unknown","AA/AO","Haringey and Islington","260","250","27880","26630"
"In post","2021","Unknown","AA/AO","Harrow and Hillingdon","90","80","24860","25110"
"In post","2021","Unknown","AA/AO","Hartlepool and Stockton-on-Tees","190","160","23290","21010"
"In post","2021","Unknown","AA/AO","Heart of Essex","110","100","25640","25850"
"In post","2021","Unknown","AA/AO","Herefordshire, County of","50","50","24070","20970"
"In post","2021","Unknown","AA/AO","Hertfordshire","130","120","25770","25090"
"In post","2021","Unknown","AA/AO","Hounslow and Richmond upon Thames","250","230","26860","25110"
"In post","2021","Unknown","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","100","90","22220","21010"
"In post","2021","Unknown","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","120","120","23150","22920"
"In post","2021","Unknown","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Isle of Wight","90","80","28120","31650"
"In post","2021","Unknown","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","110","100","29910","30220"
"In post","2021","Unknown","AA/AO","Kent Thames Gateway","270","260","27230","27850"
"In post","2021","Unknown","AA/AO","Kingston upon Hull, City of","190","170","23880","22350"
"In post","2021","Unknown","AA/AO","Lambeth","120","110","29080","28670"
"In post","2021","Unknown","AA/AO","Lancaster and Wyre","100","90","24250","21570"
"In post","2021","Unknown","AA/AO","Leeds","890","840","21640","20140"
"In post","2021","Unknown","AA/AO","Leicester","360","310","21220","21010"
"In post","2021","Unknown","AA/AO","Leicestershire CC and Rutland","180","170","23710","22850"
"In post","2021","Unknown","AA/AO","Lewisham and Southwark","90","80","29610","32740"
"In post","2021","Unknown","AA/AO","Lincolnshire","150","130","22540","21010"
"In post","2021","Unknown","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Liverpool","710","620","21960","21010"
"In post","2021","Unknown","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","90","90","25120","26530"
"In post","2021","Unknown","AA/AO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Manchester","480","440","22050","20880"
"In post","2021","Unknown","AA/AO","Medway","130","120","24620","23240"
"In post","2021","Unknown","AA/AO","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Mid Kent","40","40","[c]","[c]"
"In post","2021","Unknown","AA/AO","Mid Lancashire","880","760","21640","21010"
"In post","2021","Unknown","AA/AO","Milton Keynes","200","200","25320","23270"
"In post","2021","Unknown","AA/AO","Monmouthshire and Newport","380","330","20400","19520"
"In post","2021","Unknown","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","North and North East Lincolnshire","80","70","21070","21010"
"In post","2021","Unknown","AA/AO","North and West Norfolk","60","50","24970","21280"
"In post","2021","Unknown","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","North Lanarkshire","520","440","21050","20180"
"In post","2021","Unknown","AA/AO","North Northamptonshire","50","50","21170","21010"
"In post","2021","Unknown","AA/AO","North Nottinghamshire","110","100","25000","24440"
"In post","2021","Unknown","AA/AO","North Yorkshire CC","90","90","24250","20920"
"In post","2021","Unknown","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Norwich and East Norfolk","120","100","22280","21010"
"In post","2021","Unknown","AA/AO","Nottingham","660","600","20950","20140"
"In post","2021","Unknown","AA/AO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Oxfordshire","210","200","25910","24670"
"In post","2021","Unknown","AA/AO","Perth and Kinross and Stirling","270","260","23850","24450"
"In post","2021","Unknown","AA/AO","Peterborough","70","60","21780","22350"
"In post","2021","Unknown","AA/AO","Plymouth","270","250","22570","21100"
"In post","2021","Unknown","AA/AO","Portsmouth","370","320","22320","20140"
"In post","2021","Unknown","AA/AO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Redbridge and Waltham Forest","120","100","23540","25110"
"In post","2021","Unknown","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Scottish Borders","80","70","24000","24110"
"In post","2021","Unknown","AA/AO","Sefton","790","670","20620","20140"
"In post","2021","Unknown","AA/AO","Sheffield","220","200","20930","21430"
"In post","2021","Unknown","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Shropshire CC","90","80","25140","23240"
"In post","2021","Unknown","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Somerset","80","70","20590","20560"
"In post","2021","Unknown","AA/AO","South and West Derbyshire","60","60","26260","25550"
"In post","2021","Unknown","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","South Hampshire","300","210","20720","19520"
"In post","2021","Unknown","AA/AO","South Lanarkshire","710","610","20490","20140"
"In post","2021","Unknown","AA/AO","South Nottinghamshire","60","50","25470","23240"
"In post","2021","Unknown","AA/AO","South Teesside","100","80","20630","21010"
"In post","2021","Unknown","AA/AO","South West Wales","70","60","21010","21010"
"In post","2021","Unknown","AA/AO","Southampton","60","50","21340","21100"
"In post","2021","Unknown","AA/AO","Southend-on-Sea","110","90","21110","20760"
"In post","2021","Unknown","AA/AO","Staffordshire CC","390","360","24040","22850"
"In post","2021","Unknown","AA/AO","Stoke-on-Trent","110","90","19770","19860"
"In post","2021","Unknown","AA/AO","Suffolk","390","350","23120","21050"
"In post","2021","Unknown","AA/AO","Sunderland","700","570","20600","20140"
"In post","2021","Unknown","AA/AO","Swansea","860","750","21330","21590"
"In post","2021","Unknown","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Telford and Wrekin","140","120","22010","22350"
"In post","2021","Unknown","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Torbay","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Tower Hamlets","140","130","23770","23500"
"In post","2021","Unknown","AA/AO","Tyneside","2440","2010","20700","21010"
"In post","2021","Unknown","AA/AO","Unknown","60","50","22320","21310"
"In post","2021","Unknown","AA/AO","Wakefield","160","140","25040","23570"
"In post","2021","Unknown","AA/AO","Walsall","90","70","20650","21010"
"In post","2021","Unknown","AA/AO","Wandsworth","240","220","28810","29660"
"In post","2021","Unknown","AA/AO","Warrington","210","190","24440","22600"
"In post","2021","Unknown","AA/AO","Warwickshire","70","60","20600","21010"
"In post","2021","Unknown","AA/AO","West Cumbria","290","250","21630","21050"
"In post","2021","Unknown","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","West Lothian","60","50","23180","22230"
"In post","2021","Unknown","AA/AO","West Northamptonshire","110","100","21730","20600"
"In post","2021","Unknown","AA/AO","West Surrey","130","120","26000","24370"
"In post","2021","Unknown","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","West Sussex (South West)","140","120","21970","21440"
"In post","2021","Unknown","AA/AO","Westminster","520","490","24240","23520"
"In post","2021","Unknown","AA/AO","Wiltshire","140","140","22060","20920"
"In post","2021","Unknown","AA/AO","Wirral","390","330","21220","21010"
"In post","2021","Unknown","AA/AO","Wolverhampton","110","90","20450","21010"
"In post","2021","Unknown","AA/AO","Worcestershire","250","230","24240","21550"
"In post","2021","Unknown","AA/AO","York","180","160","21260","20920"
"In post","2021","Unknown","EO","Aberdeen City and Aberdeenshire","150","140","30600","29920"
"In post","2021","Unknown","EO","Angus and Dundee City","100","90","27290","27570"
"In post","2021","Unknown","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Barking & Dagenham and Havering","90","90","31070","31060"
"In post","2021","Unknown","EO","Barnet","80","70","30970","31060"
"In post","2021","Unknown","EO","Barnsley, Doncaster and Rotherham","200","170","28690","27570"
"In post","2021","Unknown","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","280","270","24400","26060"
"In post","2021","Unknown","EO","Bedford","40","30","[c]","[c]"
"In post","2021","Unknown","EO","Belfast","210","210","26080","25560"
"In post","2021","Unknown","EO","Berkshire","150","140","31190","29290"
"In post","2021","Unknown","EO","Bexley and Greenwich","110","100","32030","31060"
"In post","2021","Unknown","EO","Birmingham","890","820","26670","27440"
"In post","2021","Unknown","EO","Blackburn with Darwen","50","40","[c]","[c]"
