"Status","Year","Sex","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Knowledge and Information Management","White","1000","930","34280","31880"
"In post","2022","Female","Legal","Asian","680","630","49600","50930"
"In post","2022","Female","Legal","Black","360","340","48280","49580"
"In post","2022","Female","Legal","Mixed","190","180","51350","52290"
"In post","2022","Female","Legal","Other ethnicity","60","50","52890","52890"
"In post","2022","Female","Legal","Undeclared","210","190","49350","48830"
"In post","2022","Female","Legal","Unknown","970","900","46530","45600"
"In post","2022","Female","Legal","White","5000","4520","49750","50520"
"In post","2022","Female","Medicine","Asian","130","110","64520","54760"
"In post","2022","Female","Medicine","Black","40","40","[c]","[c]"
"In post","2022","Female","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medicine","Undeclared","40","40","[c]","[c]"
"In post","2022","Female","Medicine","Unknown","270","230","45860","39030"
"In post","2022","Female","Medicine","White","1240","1080","50720","39630"
"In post","2022","Female","Operational Delivery","Asian","10090","8890","27870","27570"
"In post","2022","Female","Operational Delivery","Black","6220","5810","29310","28310"
"In post","2022","Female","Operational Delivery","Mixed","2670","2460","28810","27570"
"In post","2022","Female","Operational Delivery","Other ethnicity","710","650","29600","27740"
"In post","2022","Female","Operational Delivery","Undeclared","4570","3960","28260","27370"
"In post","2022","Female","Operational Delivery","Unknown","19140","17370","26980","24800"
"In post","2022","Female","Operational Delivery","White","106700","93900","27990","26820"
"In post","2022","Female","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","Unknown","40","40","[c]","[c]"
"In post","2022","Female","Operational Research","White","340","320","44730","42520"
"In post","2022","Female","Other","Asian","1000","900","30560","27570"
"In post","2022","Female","Other","Black","550","530","30190","29370"
"In post","2022","Female","Other","Mixed","280","260","31020","27570"
"In post","2022","Female","Other","Other ethnicity","60","60","34450","29430"
"In post","2022","Female","Other","Undeclared","510","470","28270","26670"
"In post","2022","Female","Other","Unknown","1430","1350","32180","27570"
"In post","2022","Female","Other","White","12250","11230","28910","26350"
"In post","2022","Female","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","White","90","80","46220","42560"
"In post","2022","Female","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","White","120","100","55180","58810"
"In post","2022","Female","Policy","Asian","1450","1400","43810","40050"
"In post","2022","Female","Policy","Black","880","870","40060","35900"
"In post","2022","Female","Policy","Mixed","630","610","44680","40720"
"In post","2022","Female","Policy","Other ethnicity","170","160","44670","40050"
"In post","2022","Female","Policy","Undeclared","460","440","45710","41950"
"In post","2022","Female","Policy","Unknown","2170","2090","45620","41850"
"In post","2022","Female","Policy","White","12180","11600","47170","43320"
"In post","2022","Female","Project Delivery","Asian","530","500","40470","37230"
"In post","2022","Female","Project Delivery","Black","360","350","39920","37930"
"In post","2022","Female","Project Delivery","Mixed","150","150","41580","38600"
"In post","2022","Female","Project Delivery","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Female","Project Delivery","Undeclared","250","240","40980","39860"
"In post","2022","Female","Project Delivery","Unknown","740","710","41860","39470"
"In post","2022","Female","Project Delivery","White","6070","5700","41800","39360"
"In post","2022","Female","Property","Asian","160","150","37140","33190"
"In post","2022","Female","Property","Black","100","100","37700","34640"
"In post","2022","Female","Property","Mixed","50","40","[c]","[c]"
"In post","2022","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Undeclared","230","200","35740","31900"
"In post","2022","Female","Property","Unknown","330","310","32090","29000"
"In post","2022","Female","Property","White","2250","2110","36400","33300"
"In post","2022","Female","Psychology","Asian","30","30","[c]","[c]"
"In post","2022","Female","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Psychology","Mixed","40","30","[c]","[c]"
"In post","2022","Female","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Psychology","Unknown","160","150","32060","30450"
"In post","2022","Female","Psychology","White","1060","1010","36030","31180"
"In post","2022","Female","Science and Engineering","Asian","300","290","38630","35320"
"In post","2022","Female","Science and Engineering","Black","150","140","37520","38070"
"In post","2022","Female","Science and Engineering","Mixed","90","90","35880","33770"
"In post","2022","Female","Science and Engineering","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Female","Science and Engineering","Undeclared","220","200","41940","40060"
"In post","2022","Female","Science and Engineering","Unknown","200","190","36900","33170"
"In post","2022","Female","Science and Engineering","White","3370","3140","38600","37240"
"In post","2022","Female","Security","Asian","120","110","34340","31630"
"In post","2022","Female","Security","Black","40","40","[c]","[c]"
"In post","2022","Female","Security","Mixed","30","30","[c]","[c]"
"In post","2022","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Undeclared","80","80","35500","33000"
"In post","2022","Female","Security","Unknown","220","210","32430","29750"
"In post","2022","Female","Security","White","1650","1590","32860","30820"
"In post","2022","Female","Social Research","Asian","40","40","[c]","[c]"
"In post","2022","Female","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","Unknown","100","100","40490","38340"
"In post","2022","Female","Social Research","White","730","690","42310","38340"
"In post","2022","Female","Statistics","Asian","90","80","44490","40520"
"In post","2022","Female","Statistics","Black","30","30","[c]","[c]"
"In post","2022","Female","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","Unknown","130","120","36840","34710"
"In post","2022","Female","Statistics","White","820","760","44820","40520"
"In post","2022","Female","Tax","Asian","820","770","33090","33080"
"In post","2022","Female","Tax","Black","330","320","32180","32880"
"In post","2022","Female","Tax","Mixed","150","140","33670","33080"
"In post","2022","Female","Tax","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Female","Tax","Undeclared","270","250","39140","33600"
"In post","2022","Female","Tax","Unknown","2070","1940","28710","26820"
"In post","2022","Female","Tax","White","5620","5190","36030","33370"
"In post","2022","Female","Unknown","Asian","740","710","38930","34550"
"In post","2022","Female","Unknown","Black","410","400","38680","35430"
"In post","2022","Female","Unknown","Mixed","300","290","41020","36130"
"In post","2022","Female","Unknown","Other ethnicity","70","70","41640","36650"
"In post","2022","Female","Unknown","Undeclared","230","220","42300","37970"
"In post","2022","Female","Unknown","Unknown","4960","4790","39480","32000"
"In post","2022","Female","Unknown","White","10570","10020","41670","36130"
"In post","2022","Female","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Veterinarian","White","170","160","43810","38530"
"In post","2022","Male","Commercial","Asian","130","130","40260","37220"
"In post","2022","Male","Commercial","Black","70","70","38390","36650"
"In post","2022","Male","Commercial","Mixed","40","40","[c]","[c]"
"In post","2022","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Undeclared","140","140","41410","38980"
"In post","2022","Male","Commercial","Unknown","330","320","40390","37400"
"In post","2022","Male","Commercial","White","2070","2030","42020","38980"
"In post","2022","Male","Communications","Asian","70","70","39800","37090"
"In post","2022","Male","Communications","Black","40","40","[c]","[c]"
"In post","2022","Male","Communications","Mixed","40","40","[c]","[c]"
"In post","2022","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Undeclared","60","60","42280","39980"
"In post","2022","Male","Communications","Unknown","300","300","44550","40520"
"In post","2022","Male","Communications","White","1170","1150","42550","38680"
"In post","2022","Male","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","White","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Asian","250","240","29440","27570"
"In post","2022","Male","Counter Fraud","Black","100","100","29180","27570"
"In post","2022","Male","Counter Fraud","Mixed","50","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Undeclared","210","190","29350","27570"
"In post","2022","Male","Counter Fraud","Unknown","200","200","35270","31060"
"In post","2022","Male","Counter Fraud","White","1850","1730","30300","27570"
"In post","2022","Male","Digital, Data and Technology","Asian","880","870","43110","40180"
"In post","2022","Male","Digital, Data and Technology","Black","370","360","40140","37100"
"In post","2022","Male","Digital, Data and Technology","Mixed","170","170","41840","38110"
"In post","2022","Male","Digital, Data and Technology","Other ethnicity","70","60","45090","39910"
"In post","2022","Male","Digital, Data and Technology","Undeclared","830","820","42420","40000"
"In post","2022","Male","Digital, Data and Technology","Unknown","2080","2060","42200","38060"
"In post","2022","Male","Digital, Data and Technology","White","8630","8480","42990","39910"
"In post","2022","Male","Economics","Asian","130","130","45260","39610"
"In post","2022","Male","Economics","Black","40","40","[c]","[c]"
"In post","2022","Male","Economics","Mixed","50","50","43220","41700"
"In post","2022","Male","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Economics","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Economics","Unknown","230","220","43480","35330"
"In post","2022","Male","Economics","White","820","820","49870","51210"
"In post","2022","Male","Finance","Asian","500","500","41530","38160"
"In post","2022","Male","Finance","Black","180","180","41330","39960"
"In post","2022","Male","Finance","Mixed","90","90","42510","38410"
"In post","2022","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Undeclared","310","310","41750","38150"
"In post","2022","Male","Finance","Unknown","590","580","41250","37830"
"In post","2022","Male","Finance","White","3750","3680","43290","39740"
"In post","2022","Male","Geography","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Unknown","90","90","31270","29290"
"In post","2022","Male","Geography","White","210","200","31850","33290"
"In post","2022","Male","Human Resources","Asian","160","160","37000","33370"
"In post","2022","Male","Human Resources","Black","60","60","35810","32160"
"In post","2022","Male","Human Resources","Mixed","60","60","41910","39380"
"In post","2022","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Undeclared","110","110","37710","33350"
"In post","2022","Male","Human Resources","Unknown","270","260","38520","33660"
"In post","2022","Male","Human Resources","White","2150","2110","40530","36820"
"In post","2022","Male","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","White","240","230","73840","75500"
"In post","2022","Male","Intelligence Analysis","Asian","90","80","33340","29080"
"In post","2022","Male","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Intelligence Analysis","Undeclared","140","140","37030","33300"
"In post","2022","Male","Intelligence Analysis","Unknown","150","150","34450","33080"
"In post","2022","Male","Intelligence Analysis","White","1320","1290","35310","32670"
"In post","2022","Male","Internal Audit","Asian","40","40","[c]","[c]"
"In post","2022","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","White","270","260","48400","45390"
"In post","2022","Male","International Trade","Asian","70","70","45280","38540"
"In post","2022","Male","International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","International Trade","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","International Trade","Unknown","230","220","46030","40520"
"In post","2022","Male","International Trade","White","490","490","48980","51030"
"In post","2022","Male","Knowledge and Information Management","Asian","40","40","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Knowledge and Information Management","Undeclared","90","90","37020","33300"
"In post","2022","Male","Knowledge and Information Management","Unknown","100","100","36210","31820"
"In post","2022","Male","Knowledge and Information Management","White","790","780","37230","33590"
"In post","2022","Male","Legal","Asian","370","360","47250","48080"
"In post","2022","Male","Legal","Black","130","130","50840","51250"
"In post","2022","Male","Legal","Mixed","110","110","50160","49580"
"In post","2022","Male","Legal","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Male","Legal","Undeclared","290","280","46120","41080"
"In post","2022","Male","Legal","Unknown","780","760","43800","38390"
"In post","2022","Male","Legal","White","3520","3410","49320","49580"
"In post","2022","Male","Medicine","Asian","70","60","80900","78970"
"In post","2022","Male","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medicine","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","Medicine","Unknown","120","110","57350","49320"
"In post","2022","Male","Medicine","White","490","460","63690","54280"
"In post","2022","Male","Operational Delivery","Asian","7330","7050","28680","27570"
"In post","2022","Male","Operational Delivery","Black","3380","3290","30150","28850"
"In post","2022","Male","Operational Delivery","Mixed","1700","1650","30310","27570"
"In post","2022","Male","Operational Delivery","Other ethnicity","550","530","30920","28550"
"In post","2022","Male","Operational Delivery","Undeclared","5150","4880","30480","27570"
"In post","2022","Male","Operational Delivery","Unknown","15660","15030","28230","26140"
"In post","2022","Male","Operational Delivery","White","71120","67940","30180","27570"
"In post","2022","Male","Operational Research","Asian","30","30","[c]","[c]"
"In post","2022","Male","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Undeclared","50","50","[c]","[c]"
"In post","2022","Male","Operational Research","Unknown","80","80","41070","38070"
"In post","2022","Male","Operational Research","White","520","500","46870","47010"
"In post","2022","Male","Other","Asian","680","660","29660","27570"
"In post","2022","Male","Other","Black","250","250","30370","28670"
"In post","2022","Male","Other","Mixed","170","170","31940","27570"
"In post","2022","Male","Other","Other ethnicity","60","60","40410","31770"
"In post","2022","Male","Other","Undeclared","730","700","31030","27570"
"In post","2022","Male","Other","Unknown","2760","2730","35990","32700"
"In post","2022","Male","Other","White","9670","9450","31640","27570"
"In post","2022","Male","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","White","100","100","45860","41980"
"In post","2022","Male","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","White","200","180","57580","58810"
"In post","2022","Male","Policy","Asian","960","960","43650","39640"
"In post","2022","Male","Policy","Black","420","410","40640","37780"
"In post","2022","Male","Policy","Mixed","450","450","47440","45160"
"In post","2022","Male","Policy","Other ethnicity","160","150","47100","48920"
"In post","2022","Male","Policy","Undeclared","760","740","50050","49500"
"In post","2022","Male","Policy","Unknown","1810","1790","46310","42470"
"In post","2022","Male","Policy","White","10480","10340","49820","49170"
"In post","2022","Male","Project Delivery","Asian","430","430","42400","40180"
"In post","2022","Male","Project Delivery","Black","200","200","40450","37610"
"In post","2022","Male","Project Delivery","Mixed","120","120","43370","40350"
"In post","2022","Male","Project Delivery","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Male","Project Delivery","Undeclared","460","440","46230","42580"
"In post","2022","Male","Project Delivery","Unknown","770","760","43630","40410"
"In post","2022","Male","Project Delivery","White","5730","5610","46080","41500"
"In post","2022","Male","Property","Asian","170","170","38840","34260"
"In post","2022","Male","Property","Black","70","60","39370","35310"
"In post","2022","Male","Property","Mixed","40","40","[c]","[c]"
"In post","2022","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Undeclared","360","340","40090","36450"
"In post","2022","Male","Property","Unknown","520","500","36400","32890"
"In post","2022","Male","Property","White","3310","3230","39870","36460"
"In post","2022","Male","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","White","150","140","37250","31180"
"In post","2022","Male","Science and Engineering","Asian","300","300","37580","37280"
"In post","2022","Male","Science and Engineering","Black","130","120","38830","37490"
"In post","2022","Male","Science and Engineering","Mixed","130","130","39050","38070"
"In post","2022","Male","Science and Engineering","Other ethnicity","50","50","41930","40930"
"In post","2022","Male","Science and Engineering","Undeclared","770","750","41770","40580"
"In post","2022","Male","Science and Engineering","Unknown","710","700","36180","32720"
"In post","2022","Male","Science and Engineering","White","7480","7290","39660","38070"
"In post","2022","Male","Security","Asian","230","230","30770","27200"
"In post","2022","Male","Security","Black","100","100","31220","25630"
"In post","2022","Male","Security","Mixed","70","70","35620","34290"
"In post","2022","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Undeclared","370","360","36190","39070"
"In post","2022","Male","Security","Unknown","910","900","31900","27690"
"In post","2022","Male","Security","White","5450","5340","32040","28890"
"In post","2022","Male","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Unknown","50","50","39160","36920"
"In post","2022","Male","Social Research","White","310","310","44140","39300"
"In post","2022","Male","Statistics","Asian","90","90","41890","39600"
"In post","2022","Male","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Statistics","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Statistics","Unknown","150","150","40860","37880"
"In post","2022","Male","Statistics","White","950","930","44520","40160"
"In post","2022","Male","Tax","Asian","1150","1120","34010","33080"
"In post","2022","Male","Tax","Black","260","250","34000","33370"
"In post","2022","Male","Tax","Mixed","150","140","37750","33370"
"In post","2022","Male","Tax","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Male","Tax","Undeclared","480","460","42560","40180"
"In post","2022","Male","Tax","Unknown","2500","2440","30910","26820"
"In post","2022","Male","Tax","White","5720","5530","38490","33370"
"In post","2022","Male","Unknown","Asian","710","710","38790","33370"
"In post","2022","Male","Unknown","Black","220","220","41370","37300"
"In post","2022","Male","Unknown","Mixed","210","210","46080","40180"
"In post","2022","Male","Unknown","Other ethnicity","50","50","42610","35850"
"In post","2022","Male","Unknown","Undeclared","390","380","46040","40520"
"In post","2022","Male","Unknown","Unknown","4410","4350","42320","33250"
"In post","2022","Male","Unknown","White","8970","8830","43530","37300"
"In post","2022","Male","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","White","150","140","45590","47550"
"In post","2022","Unknown","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","White","70","60","37960","35050"
"Leaver CS","2021","Female","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Female","Communications","White","70","60","38060","34490"
"Leaver CS","2021","Female","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","White","80","70","39750","36740"
"Leaver CS","2021","Female","Economics","Asian","[c]","[c]","[c]","[c]"
