"Status","Year","Sexual_orientation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","LGBO","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","East Wales","40","40","[c]","[c]"
"In post","2022","LGBO","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Greater Manchester","40","30","[c]","[c]"
"In post","2022","LGBO","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Inner London - West","140","140","45010","43010"
"In post","2022","LGBO","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Northumberland, and Tyne and Wear","70","70","30010","26820"
"In post","2022","LGBO","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","West Yorkshire","30","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Greater Manchester","50","50","33560","29280"
"In post","2022","LGBO","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Inner London - East","60","60","37120","37610"
"In post","2022","LGBO","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","West Central Scotland","40","40","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","West Yorkshire","40","40","[c]","[c]"
"In post","2022","LGBO","Debt","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Eastern Scotland","40","30","[c]","[c]"
"In post","2022","LGBO","Debt","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","LGBO","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Devon","80","80","33710","36160"
"In post","2022","LGBO","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","East Wales","50","50","35410","33210"
"In post","2022","LGBO","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","34660","33080"
"In post","2022","LGBO","Digital, Data & Technology","Greater Manchester","80","80","40570","37000"
"In post","2022","LGBO","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Inner London - East","120","120","49640","54700"
"In post","2022","LGBO","Digital, Data & Technology","Inner London - West","150","150","51010","53360"
"In post","2022","LGBO","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Northumberland, and Tyne and Wear","80","80","39610","35240"
"In post","2022","LGBO","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","LGBO","Finance","Greater Manchester","40","40","[c]","[c]"
"In post","2022","LGBO","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Inner London - West","90","90","49340","44540"
"In post","2022","LGBO","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","West Yorkshire","40","40","[c]","[c]"
"In post","2022","LGBO","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","LGBO","Human Resources","Greater Manchester","50","40","[c]","[c]"
"In post","2022","LGBO","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Inner London - East","30","30","[c]","[c]"
"In post","2022","LGBO","Human Resources","Inner London - West","170","170","45860","40050"
"In post","2022","LGBO","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Northumberland, and Tyne and Wear","60","60","33100","31990"
"In post","2022","LGBO","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
