"Status","Year","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data and Technology","40-49","90","90","48100","44310"
"Leaver CS","2021","Digital, Data and Technology","50-59","60","60","49160","44380"
"Leaver CS","2021","Digital, Data and Technology","60-64","60","60","43350","36180"
"Leaver CS","2021","Digital, Data and Technology","65+","40","30","[c]","[c]"
"Leaver CS","2021","Economics","20-29","90","90","25080","23220"
"Leaver CS","2021","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Finance","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","70","70","46910","41350"
"Leaver CS","2021","Finance","60-64","60","50","45850","44950"
"Leaver CS","2021","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","50","40","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","60","50","41510","40860"
"Leaver CS","2021","Human Resources","50-59","60","60","47820","40980"
"Leaver CS","2021","Human Resources","60-64","70","60","40130","37180"
"Leaver CS","2021","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Legal","30-39","80","80","49650","51120"
"Leaver CS","2021","Legal","40-49","60","50","52650","54490"
"Leaver CS","2021","Legal","50-59","100","90","57880","55610"
"Leaver CS","2021","Legal","60-64","90","70","59130","55610"
"Leaver CS","2021","Legal","65+","50","30","[c]","[c]"
"Leaver CS","2021","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","30-39","60","50","40030","35470"
"Leaver CS","2021","Medicine","40-49","70","60","45750","37890"
"Leaver CS","2021","Medicine","50-59","50","40","59840","45750"
"Leaver CS","2021","Medicine","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","16-19","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","20-29","2090","2040","22940","21460"
"Leaver CS","2021","Operational Delivery","30-39","1400","1300","27940","24110"
"Leaver CS","2021","Operational Delivery","40-49","990","900","30000","24890"
"Leaver CS","2021","Operational Delivery","50-59","1560","1420","31070","25900"
"Leaver CS","2021","Operational Delivery","60-64","1090","880","31020","26520"
"Leaver CS","2021","Operational Delivery","65+","1090","780","25840","21590"
"Leaver CS","2021","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","20-29","210","210","26180","24260"
"Leaver CS","2021","Other","30-39","180","180","30060","28760"
"Leaver CS","2021","Other","40-49","180","180","34010","29930"
"Leaver CS","2021","Other","50-59","330","310","32620","28940"
"Leaver CS","2021","Other","60-64","300","290","31710","29050"
"Leaver CS","2021","Other","65+","250","230","26870","22040"
"Leaver CS","2021","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","20-29","240","240","30340","28650"
"Leaver CS","2021","Policy","30-39","210","200","45060","40860"
"Leaver CS","2021","Policy","40-49","130","130","57620","55330"
"Leaver CS","2021","Policy","50-59","110","110","54080","52300"
"Leaver CS","2021","Policy","60-64","90","80","52110","47080"
"Leaver CS","2021","Policy","65+","40","30","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","20-29","100","90","26680","25970"
"Leaver CS","2021","Project Delivery","30-39","60","60","41730","38670"
"Leaver CS","2021","Project Delivery","40-49","60","50","44460","40000"
"Leaver CS","2021","Project Delivery","50-59","100","90","49330","40580"
"Leaver CS","2021","Project Delivery","60-64","80","70","48110","41180"
"Leaver CS","2021","Project Delivery","65+","70","60","37700","35160"
"Leaver CS","2021","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","20-29","90","70","25790","24500"
"Leaver CS","2021","Property","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Property","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Property","50-59","100","90","35090","32100"
"Leaver CS","2021","Property","60-64","100","80","36540","33250"
"Leaver CS","2021","Property","65+","80","70","32170","32430"
"Leaver CS","2021","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","260","260","23680","23090"
"Leaver CS","2021","Science and Engineering","30-39","150","140","33250","33070"
"Leaver CS","2021","Science and Engineering","40-49","100","90","37070","36580"
"Leaver CS","2021","Science and Engineering","50-59","120","110","41860","39710"
"Leaver CS","2021","Science and Engineering","60-64","90","80","38880","38010"
"Leaver CS","2021","Science and Engineering","65+","80","60","35840","31060"
"Leaver CS","2021","Security","20-29","60","60","26230","25680"
"Leaver CS","2021","Security","30-39","60","50","32830","30890"
"Leaver CS","2021","Security","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Security","50-59","110","110","34000","38120"
"Leaver CS","2021","Security","60-64","90","80","32230","38120"
"Leaver CS","2021","Security","65+","70","60","24220","20310"
"Leaver CS","2021","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","1730","1600","25800","24180"
"Leaver CS","2021","Unknown","30-39","1400","1240","30860","27570"
"Leaver CS","2021","Unknown","40-49","1440","1260","31590","27570"
"Leaver CS","2021","Unknown","50-59","3440","3030","32630","27570"
"Leaver CS","2021","Unknown","60-64","2400","1890","31290","27570"
"Leaver CS","2021","Unknown","65+","1690","1140","26770","26120"
"Leaver CS","2021","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","20-29","100","80","27930","26060"
"Leaver CS","2022","Commercial","30-39","70","50","[c]","[c]"
"Leaver CS","2022","Commercial","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Commercial","50-59","80","70","44990","40990"
"Leaver CS","2022","Commercial","60-64","70","60","42440","39730"
"Leaver CS","2022","Commercial","65+","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","20-29","130","120","30910","29000"
"Leaver CS","2022","Communications","30-39","110","90","40090","37930"
"Leaver CS","2022","Communications","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Communications","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","50-59","60","50","29000","27570"
"Leaver CS","2022","Counter Fraud","60-64","90","60","27820","27570"
"Leaver CS","2022","Counter Fraud","65+","70","50","27360","27570"
"Leaver CS","2022","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","20-29","330","310","32470","30830"
"Leaver CS","2022","Digital, Data and Technology","30-39","350","340","41920","38650"
"Leaver CS","2022","Digital, Data and Technology","40-49","260","240","47480","43160"
"Leaver CS","2022","Digital, Data and Technology","50-59","210","190","47620","42160"
"Leaver CS","2022","Digital, Data and Technology","60-64","140","120","43760","40670"
"Leaver CS","2022","Digital, Data and Technology","65+","100","80","37280","33360"
"Leaver CS","2022","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","20-29","140","130","27730","26870"
"Leaver CS","2022","Economics","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","20-29","110","90","27020","25560"
"Leaver CS","2022","Finance","30-39","110","80","39550","34000"
"Leaver CS","2022","Finance","40-49","90","80","45300","40070"
"Leaver CS","2022","Finance","50-59","130","110","43560","38910"
"Leaver CS","2022","Finance","60-64","130","120","42030","37930"
"Leaver CS","2022","Finance","65+","90","80","34520","33300"
"Leaver CS","2022","Geography","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","20-29","140","120","27150","24710"
"Leaver CS","2022","Human Resources","30-39","130","120","36070","33300"
"Leaver CS","2022","Human Resources","40-49","100","90","40780","37390"
"Leaver CS","2022","Human Resources","50-59","110","100","42890","38650"
"Leaver CS","2022","Human Resources","60-64","90","80","42330","36460"
"Leaver CS","2022","Human Resources","65+","40","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","20-29","50","40","[c]","[c]"
"Leaver CS","2022","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","20-29","60","60","28730","28590"
"Leaver CS","2022","Knowledge and Information Management","30-39","100","90","35620","36330"
"Leaver CS","2022","Knowledge and Information Management","40-49","100","90","40600","37460"
"Leaver CS","2022","Knowledge and Information Management","50-59","100","100","35880","30790"
"Leaver CS","2022","Knowledge and Information Management","60-64","50","40","32250","27570"
"Leaver CS","2022","Knowledge and Information Management","65+","30","30","[c]","[c]"
"Leaver CS","2022","Legal","20-29","60","60","40010","40000"
"Leaver CS","2022","Legal","30-39","130","130","52090","52390"
"Leaver CS","2022","Legal","40-49","110","100","61890","57520"
"Leaver CS","2022","Legal","50-59","100","90","58590","55610"
"Leaver CS","2022","Legal","60-64","70","60","61900","62590"
"Leaver CS","2022","Legal","65+","30","20","[c]","[c]"
"Leaver CS","2022","Medicine","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Medicine","30-39","90","80","42770","35000"
"Leaver CS","2022","Medicine","40-49","110","90","55140","41090"
"Leaver CS","2022","Medicine","50-59","90","80","74630","87210"
"Leaver CS","2022","Medicine","60-64","60","50","74930","82490"
"Leaver CS","2022","Medicine","65+","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","16-19","110","100","20880","21010"
"Leaver CS","2022","Operational Delivery","20-29","5420","5260","24660","22600"
"Leaver CS","2022","Operational Delivery","30-39","3970","3710","28640","27570"
"Leaver CS","2022","Operational Delivery","40-49","2850","2620","30540","27570"
"Leaver CS","2022","Operational Delivery","50-59","4050","3620","30880","27570"
"Leaver CS","2022","Operational Delivery","60-64","2730","2160","30140","27570"
"Leaver CS","2022","Operational Delivery","65+","2460","1730","26430","25050"
"Leaver CS","2022","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","20-29","550","540","25030","22460"
"Leaver CS","2022","Other","30-39","380","370","30360","27570"
"Leaver CS","2022","Other","40-49","320","300","33650","26900"
"Leaver CS","2022","Other","50-59","550","520","31280","26670"
"Leaver CS","2022","Other","60-64","570","520","30880","26670"
"Leaver CS","2022","Other","65+","490","420","27540","22330"
"Leaver CS","2022","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","20-29","590","520","33940","33210"
"Leaver CS","2022","Policy","30-39","370","320","45120","41990"
"Leaver CS","2022","Policy","40-49","200","160","55200","53960"
"Leaver CS","2022","Policy","50-59","210","170","56540","55130"
"Leaver CS","2022","Policy","60-64","150","130","54220","52290"
"Leaver CS","2022","Policy","65+","80","60","46020","39190"
"Leaver CS","2022","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","150","150","30420","29750"
"Leaver CS","2022","Project Delivery","30-39","150","150","40480","38550"
"Leaver CS","2022","Project Delivery","40-49","110","100","47110","40840"
"Leaver CS","2022","Project Delivery","50-59","160","150","45970","41000"
"Leaver CS","2022","Project Delivery","60-64","120","110","46300","40580"
"Leaver CS","2022","Project Delivery","65+","60","50","40410","39410"
"Leaver CS","2022","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","20-29","60","60","26710","25000"
"Leaver CS","2022","Property","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Property","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Property","50-59","80","70","36500","34610"
"Leaver CS","2022","Property","60-64","100","90","40160","36460"
"Leaver CS","2022","Property","65+","80","70","34480","33300"
"Leaver CS","2022","Psychology","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","20-29","390","380","26690","26780"
"Leaver CS","2022","Science and Engineering","30-39","290","270","37410","36330"
"Leaver CS","2022","Science and Engineering","40-49","200","180","42930","40060"
"Leaver CS","2022","Science and Engineering","50-59","240","220","46540","44000"
"Leaver CS","2022","Science and Engineering","60-64","170","150","44760","42290"
"Leaver CS","2022","Science and Engineering","65+","150","120","40340","37990"
"Leaver CS","2022","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","20-29","100","100","26050","25680"
"Leaver CS","2022","Security","30-39","100","100","30520","27750"
"Leaver CS","2022","Security","40-49","70","70","31170","26610"
"Leaver CS","2022","Security","50-59","190","190","34350","39070"
"Leaver CS","2022","Security","60-64","140","130","37200","39070"
"Leaver CS","2022","Security","65+","100","80","27380","24170"
"Leaver CS","2022","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","20-29","60","60","28420","25140"
"Leaver CS","2022","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","2070","1880","27720","27230"
"Leaver CS","2022","Unknown","30-39","1460","1310","37660","31060"
"Leaver CS","2022","Unknown","40-49","1100","970","41550","31060"
"Leaver CS","2022","Unknown","50-59","1660","1430","41700","29970"
"Leaver CS","2022","Unknown","60-64","1400","1090","45670","38040"
"Leaver CS","2022","Unknown","65+","880","620","39300","33350"
"Leaver CS","2022","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","70","70","34510","32560"
"Leaver Dept.","2021","Communications","30-39","70","70","44540","43020"
"Leaver Dept.","2021","Communications","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","30-39","80","80","40140","39490"
"Leaver Dept.","2021","Digital, Data and Technology","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","20-29","70","70","37680","33760"
"Leaver Dept.","2021","Economics","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Finance","30-39","80","80","48610","45340"
"Leaver Dept.","2021","Finance","40-49","50","50","50500","50670"
"Leaver Dept.","2021","Finance","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","20-29","110","110","31420","30540"
"Leaver Dept.","2021","Human Resources","30-39","100","90","40450","36600"
