"Status","Year","Organisation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Inner London - West","240","230","34880","32540"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Devon","230","210","20830","21100"
"In post","2021","Valuation Office Agency","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","East Wales","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Inner London - East","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","Tees Valley and Durham","180","170","20790","20880"
"In post","2021","Valuation Office Agency","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","West Yorkshire","120","100","20860","21100"
"In post","2021","Valuation Office Agency","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Devon","80","80","25640","25860"
"In post","2021","Valuation Office Agency","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","East Wales","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Inner London - East","80","70","30930","30680"
"In post","2021","Valuation Office Agency","EO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Merseyside","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Northumberland and Tyne and Wear","50","50","25670","25860"
"In post","2021","Valuation Office Agency","EO","Outer London - South","80","70","29940","29450"
"In post","2021","Valuation Office Agency","EO","Outer London - West and North West","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Tees Valley and Durham","50","50","25540","25500"
"In post","2021","Valuation Office Agency","EO","West Midlands","60","50","26290","26000"
"In post","2021","Valuation Office Agency","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","West Yorkshire","90","80","26050","25930"
"In post","2021","Valuation Office Agency","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Inner London - East","70","70","63490","62050"
"In post","2021","Valuation Office Agency","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Derbyshire and Nottinghamshire","70","60","37950","41230"
"In post","2021","Valuation Office Agency","SEO/HEO","Devon","80","80","36870","34510"
"In post","2021","Valuation Office Agency","SEO/HEO","East Anglia","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","East Wales","90","80","38310","40380"
"In post","2021","Valuation Office Agency","SEO/HEO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","38080","40380"
"In post","2021","Valuation Office Agency","SEO/HEO","Greater Manchester","70","70","37500","38690"
"In post","2021","Valuation Office Agency","SEO/HEO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Inner London - East","140","130","41880","38430"
"In post","2021","Valuation Office Agency","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Lancashire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Merseyside","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Northumberland and Tyne and Wear","80","80","36770","35500"
"In post","2021","Valuation Office Agency","SEO/HEO","Outer London - South","80","80","40980","37380"
"In post","2021","Valuation Office Agency","SEO/HEO","Outer London - West and North West","60","50","41670","37380"
"In post","2021","Valuation Office Agency","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","West Midlands","80","80","37460","33250"
"In post","2021","Valuation Office Agency","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","West Yorkshire","110","100","36050","33250"
"In post","2021","Vehicle Certification Agency","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","40590","39520"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","Surrey, East and West Sussex","60","60","57620","56200"
"In post","2021","Veterinary Medicines Directorate","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","Surrey, East and West Sussex","50","50","37230","38160"
"In post","2021","Wales Office","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Inner London - West","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","West Midlands","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","West Midlands","110","100","47300","46920"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","East Wales","480","440","23340","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","West Wales and The Valleys","480","440","23360","23830"
"In post","2021","Welsh Government (excl. agencies)","EO","East Wales","570","530","28670","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","West Wales and The Valleys","440","420","28750","28850"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","East Wales","690","660","61280","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","West Wales and The Valleys","330","320","62270","60830"
"In post","2021","Welsh Government (excl. agencies)","SCS","East Wales","140","140","90390","82200"
"In post","2021","Welsh Government (excl. agencies)","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","West Wales and The Valleys","30","30","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","East Wales","1300","1220","40750","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","West Wales and The Valleys","1230","1170","40930","37410"
"In post","2021","Welsh Revenue Authority","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","Southern Scotland","40","30","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","Southern Scotland","30","30","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","East Wales","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Greater Manchester","50","50","24540","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Inner London - West","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Northumberland, and Tyne and Wear","60","60","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","West Central Scotland","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","East Wales","40","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Greater Manchester","70","70","34450","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Inner London - West","120","110","41330","39120"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Northumberland, and Tyne and Wear","70","70","33460","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","West Central Scotland","60","50","34590","31640"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","West Midlands","50","50","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Cumbria","100","90","21430","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Devon","100","90","21320","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","East Wales","40","40","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Lancashire","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","North Yorkshire","70","70","22000","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
