"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","White","30","30","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Asian","90","90","40920","33680"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Mixed","70","60","39090","32960"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","White","320","300","56940","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Asian","170","160","41880","33100"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Black","60","60","36410","32960"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","White","370","350","49030","41130"
"In post","2021","Met Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","White","90","90","36570","33860"
"In post","2021","Met Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Mixed","30","30","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Undeclared","120","110","40390","39670"
"In post","2021","Met Office","Declared non-disabled","Unknown","260","240","39510","39650"
"In post","2021","Met Office","Declared non-disabled","White","1550","1480","40550","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Asian","60","60","37000","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Black","50","50","33200","31240"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Mixed","60","50","38270","33750"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Undeclared","200","200","33410","33150"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Unknown","100","90","34440","33200"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","White","2980","2860","31230","27200"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Asian","700","680","33290","30750"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Black","390","380","32660","30750"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Chinese","60","50","32820","28970"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Mixed","280","270","34090","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Other ethnicity","110","110","31500","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Undeclared","710","690","33280","33200"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","Unknown","490","470","32470","30620"
"In post","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","White","22780","22030","32070","27680"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Undeclared","970","950","34220","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Unknown","70","70","33660","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","White","1600","1550","30640","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Asian","110","110","35540","30370"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Black","40","40","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Mixed","30","30","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Undeclared","190","180","36130","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","2360","2280","33430","29890"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","White","3240","3120","31810","27680"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Asian","30","30","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","White","190","190","44370","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Asian","160","160","40300","36170"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Black","110","110","42160","38290"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Mixed","70","60","44000","39840"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","White","1470","1420","47690","46120"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Undeclared","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","White","70","60","42510","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Unknown","220","210","45990","40710"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Asian","50","50","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Black","40","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared disabled","White","420","400","40730","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Asian","380","370","38750","34470"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Black","270","260","36140","32340"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Mixed","130","120","40750","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Undeclared","80","80","41610","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Unknown","100","90","38140","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","White","2590","2520","43680","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Asian","30","30","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Undeclared","80","80","43780","37710"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Unknown","50","50","43100","37540"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","White","230","220","42530","40680"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","710","700","42310","37360"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","White","170","160","38880","36740"
"In post","2021","National Crime Agency","Declared non-disabled","Asian","70","70","42090","40170"
"In post","2021","National Crime Agency","Declared non-disabled","Black","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Mixed","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Unknown","70","60","42440","40210"
"In post","2021","National Crime Agency","Declared non-disabled","White","1480","1440","43630","40690"
"In post","2021","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Asian","160","150","33830","33420"
"In post","2021","National Crime Agency","Unknown","Black","60","60","36370","36200"
"In post","2021","National Crime Agency","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Mixed","70","70","36860","36410"
"In post","2021","National Crime Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Undeclared","130","130","35330","32770"
"In post","2021","National Crime Agency","Unknown","Unknown","600","580","41260","39820"
"In post","2021","National Crime Agency","Unknown","White","2480","2430","38470","36410"
"In post","2021","National Infrastructure Commission","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared disabled","White","50","40","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Declared non-disabled","White","200","180","36680","35110"
"In post","2021","National Records of Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Unknown","80","80","33200","27150"
"In post","2021","National Records of Scotland","Unknown","White","90","90","32910","28680"
"In post","2021","National Savings and Investments","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Declared non-disabled","White","130","120","52350","45480"
"In post","2021","National Savings and Investments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","White","70","70","45150","38990"
"In post","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Unknown","60","60","40550","37080"
"In post","2021","Northern Ireland Office","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","Unknown","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","White","130","120","45890","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Asian","90","80","41400","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","White","1290","1240","51410","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","White","110","110","43970","51360"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","White","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Asian","100","100","44340","39150"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Mixed","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Undeclared","60","60","44000","35720"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","White","750","730","45090","38190"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","White","60","60","46580","40320"
