"Status","Year","Profession_of_post","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Veterinarian","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","West Wales and The Valleys","30","30","[c]","[c]"
"In post","2022","Veterinarian","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Inner London - West","70","60","43300","38910"
"Leaver CS","2021","Communications","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","East Wales","50","50","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Inner London - West","60","60","49510","52470"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Inner London - West","60","50","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Inner London - West","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","No function","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Inner London - West","60","50","51100","45200"
"Leaver CS","2021","Human Resources","Human Resources","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
