"Status","Year","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Declared non-disabled","110","90","[c]","[c]"
"Leaver CS","2021","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Declared non-disabled","200","180","33830","27570"
"Leaver CS","2021","Bristol, City of","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","100","90","35030","27570"
"Leaver CS","2021","Bromley","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Declared non-disabled","100","100","31300","29930"
"Leaver CS","2021","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Declared non-disabled","110","110","40790","33300"
"Leaver CS","2021","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Declared non-disabled","230","210","38000","27340"
"Leaver CS","2021","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","140","120","32830","22680"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Declared non-disabled","330","290","37460","28180"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","150","130","[c]","[c]"
"Leaver CS","2021","Causeway Coast and Glens","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Causeway Coast and Glens","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Declared non-disabled","130","120","31900","28650"
"Leaver CS","2021","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Central Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Declared non-disabled","230","200","41890","35110"
"Leaver CS","2021","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Unknown","290","260","37490","32140"
"Leaver CS","2021","Clackmannanshire and Fife","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Coventry","Declared non-disabled","110","90","32250","27570"
"Leaver CS","2021","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Croydon","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Croydon","Declared non-disabled","240","210","37020","29870"
"Leaver CS","2021","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Darlington","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Derby","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Devon CC","Declared non-disabled","270","230","24260","21010"
"Leaver CS","2021","Devon CC","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Dorset CC","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Declared non-disabled","100","100","[c]","[c]"
"Leaver CS","2021","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Declared non-disabled","70","50","[c]","[c]"
"Leaver CS","2021","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Declared non-disabled","180","140","26480","21430"
"Leaver CS","2021","Durham CC","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Ealing","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Declared non-disabled","60","40","[c]","[c]"
"Leaver CS","2021","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","60","50","32640","29960"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","East Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Declared non-disabled","100","90","27060","25110"
"Leaver CS","2021","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Surrey","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Declared non-disabled","70","60","26410","21010"
"Leaver CS","2021","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2021","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Declared non-disabled","200","170","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Glasgow City","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","Declared non-disabled","250","220","30880","25280"
"Leaver CS","2021","Glasgow City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Unknown","140","120","31590","27150"
"Leaver CS","2021","Gloucestershire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Declared non-disabled","60","50","28520","27130"
"Leaver CS","2021","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Declared non-disabled","70","60","23560","21010"
"Leaver CS","2021","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Declared non-disabled","60","50","25170","21010"
"Leaver CS","2021","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Declared non-disabled","120","100","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Declared non-disabled","90","70","31260","29480"
"Leaver CS","2021","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","140","110","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Declared non-disabled","140","120","32630","27750"
"Leaver CS","2021","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Declared non-disabled","90","80","29250","25120"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Declared non-disabled","120","100","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Lambeth","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Declared non-disabled","140","130","44810","38930"
"Leaver CS","2021","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Unknown","70","70","46620","39840"
"Leaver CS","2021","Lancaster and Wyre","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Leeds","Declared non-disabled","340","290","31610","27570"
"Leaver CS","2021","Leeds","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Leeds","Unknown","190","140","31300","25080"
"Leaver CS","2021","Leicester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Declared non-disabled","90","80","27420","22350"
"Leaver CS","2021","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Declared non-disabled","110","100","28850","26750"
"Leaver CS","2021","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Declared non-disabled","80","70","34850","31060"
"Leaver CS","2021","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
