"Status","Year","Sex","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","UK Health Security Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Outer London - West and North West","390","360","46470","40070"
"In post","2022","Male","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","West Midlands","80","80","45430","35110"
"In post","2022","Male","UK Health Security Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","West Yorkshire","250","240","44450","38920"
"In post","2022","Male","UK Hydrographic Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","Dorset and Somerset","590","580","35780","33290"
"In post","2022","Male","UK Hydrographic Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","46510","49080"
"In post","2022","Male","UK Space Agency","Inner London - West","70","70","49830","40220"
"In post","2022","Male","UK Statistics Authority","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","East Wales","1290","1270","38000","36840"
"In post","2022","Male","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","Hampshire and Isle of Wight","1050","880","30070","23880"
"In post","2022","Male","UK Statistics Authority","Inner London - West","150","150","47290","41340"
"In post","2022","Male","UK Statistics Authority","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Derbyshire and Nottinghamshire","80","80","35760","31900"
"In post","2022","Male","Valuation Office Agency","Devon","210","200","29320","22130"
"In post","2022","Male","Valuation Office Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","East Anglia","50","50","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","East Wales","80","80","35890","31900"
"In post","2022","Male","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Essex","40","40","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","40720","42940"
"In post","2022","Male","Valuation Office Agency","Greater Manchester","80","80","37630","33370"
"In post","2022","Male","Valuation Office Agency","Hampshire and Isle of Wight","50","50","38890","35390"
"In post","2022","Male","Valuation Office Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Inner London - East","170","160","48320","46800"
"In post","2022","Male","Valuation Office Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Lancashire","50","40","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Merseyside","70","70","35330","31900"
"In post","2022","Male","Valuation Office Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Northumberland, and Tyne and Wear","100","90","35620","31900"
"In post","2022","Male","Valuation Office Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Outer London - South","110","100","38960","34720"
"In post","2022","Male","Valuation Office Agency","Outer London - West and North West","80","80","38920","34630"
"In post","2022","Male","Valuation Office Agency","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Tees Valley and Durham","150","140","27130","22010"
"In post","2022","Male","Valuation Office Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","West Midlands","100","100","35040","32890"
"In post","2022","Male","Valuation Office Agency","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","West Yorkshire","140","130","34440","31450"
"In post","2022","Male","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","37410","37260"
"In post","2022","Male","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","Surrey, East and West Sussex","60","60","44760","47550"
"In post","2022","Male","Water Services Regulation Authority","Inner London - West","40","40","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","West Midlands","80","80","51760","50220"
"In post","2022","Male","Welsh Government (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","East Wales","1410","1370","44900","38160"
"In post","2022","Male","Welsh Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","West Wales and The Valleys","960","930","41600","38160"
"In post","2022","Male","Welsh Government (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Savings and Investments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Savings and Investments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Surrey, East and West Sussex","30","30","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Inner London - West","70","70","47060","38700"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Unknown","60","50","47040","32000"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Inner London - West","30","30","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","31870","28950"
"Leaver CS","2021","Female","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","80","80","46670","40550"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Inner London - West","80","80","45200","40510"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
