"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East of England","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Unknown","150","140","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","White","380","340","25500","20650"
"Leaver CS","2021","East of England","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","White","120","110","54560","52560"
"Leaver CS","2021","London","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Unknown","80","80","48670","40600"
"Leaver CS","2021","London","Cabinet Office","White","80","80","53750","54700"
"Leaver CS","2021","London","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","White","50","50","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","60","50","46450","37180"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","White","120","120","50630","52190"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","White","40","40","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","London","Department for Education","White","90","80","51760","50130"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Unknown","150","140","38410","33120"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Undeclared","50","50","22300","18200"
"Leaver CS","2021","London","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","White","60","60","44250","35330"
"Leaver CS","2021","London","Department for Work and Pensions","Asian","80","70","30180","31060"
"Leaver CS","2021","London","Department for Work and Pensions","Black","60","60","28220","25110"
"Leaver CS","2021","London","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Unknown","160","150","34300","31060"
"Leaver CS","2021","London","Department for Work and Pensions","White","160","150","35470","31060"
"Leaver CS","2021","London","Department of Health and Social Care","Asian","80","80","35940","32650"
"Leaver CS","2021","London","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","White","250","210","47200","40340"
"Leaver CS","2021","London","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","White","90","30","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Asian","130","100","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Black","30","30","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Unknown","140","120","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","White","280","250","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","White","60","60","[c]","[c]"
"Leaver CS","2021","London","Home Office","Asian","80","70","29760","28000"
"Leaver CS","2021","London","Home Office","Black","40","40","[c]","[c]"
"Leaver CS","2021","London","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Home Office","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","London","Home Office","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","London","Home Office","White","300","280","41400","35900"
"Leaver CS","2021","London","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Defence","White","100","90","43730","37640"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","White","40","40","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Asian","70","60","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Black","110","110","27660","23500"
"Leaver CS","2021","London","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","London","Ministry of Justice","Unknown","320","310","30420","26410"
"Leaver CS","2021","London","Ministry of Justice","White","380","350","37630","28860"
"Leaver CS","2021","London","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","National Crime Agency","White","40","40","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","White","30","30","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
