"Status","Year","Function_of_post","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Birmingham","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Birmingham","SEO/HEO","120","110","36740","33300"
"In post","2021","Property","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bournemouth and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brent","EO","50","40","[c]","[c]"
"In post","2021","Property","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brent","SEO/HEO","60","50","41470","37380"
"In post","2021","Property","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bristol, City of","EO","40","40","[c]","[c]"
"In post","2021","Property","Bristol, City of","G6/G7","40","40","[c]","[c]"
"In post","2021","Property","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bristol, City of","SEO/HEO","80","80","36740","36260"
"In post","2021","Property","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Buckinghamshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Buckinghamshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Caithness and Sutherland and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Calderdale and Kirklees","AA/AO","70","60","20830","21100"
"In post","2021","Property","Calderdale and Kirklees","EO","30","30","[c]","[c]"
"In post","2021","Property","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Calderdale and Kirklees","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cambridgeshire CC","EO","50","40","[c]","[c]"
"In post","2021","Property","Cambridgeshire CC","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cambridgeshire CC","SEO/HEO","120","110","37840","35890"
"In post","2021","Property","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","SEO/HEO","70","60","36290","34610"
"In post","2021","Property","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Hampshire","G6/G7","40","40","[c]","[c]"
"In post","2021","Property","Central Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Hampshire","SEO/HEO","70","70","37880","37150"
"In post","2021","Property","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","City of Edinburgh","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","City of Edinburgh","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","City of Edinburgh","SEO/HEO","70","70","39880","39500"
"In post","2021","Property","Clackmannanshire and Fife","AA/AO","30","30","[c]","[c]"
"In post","2021","Property","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Clackmannanshire and Fife","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Clackmannanshire and Fife","SEO/HEO","60","50","37480","37980"
"In post","2021","Property","Conwy and Denbighshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Croydon","EO","80","80","29850","29450"
"In post","2021","Property","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Croydon","SEO/HEO","90","90","40850","37380"
"In post","2021","Property","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Derby","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Derry City and Strabane","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Devon CC","EO","40","40","[c]","[c]"
"In post","2021","Property","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Devon CC","SEO/HEO","60","60","37820","39640"
"In post","2021","Property","Dorset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dorset CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dumfries and Galloway","AA/AO","100","100","25620","26530"
"In post","2021","Property","Dumfries and Galloway","EO","50","50","[c]","[c]"
"In post","2021","Property","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Durham CC","AA/AO","190","170","20720","20880"
"In post","2021","Property","Durham CC","EO","50","50","[c]","[c]"
"In post","2021","Property","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","40","30","[c]","[c]"
"In post","2021","Property","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Kent","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Essex Haven Gateway","EO","30","30","[c]","[c]"
"In post","2021","Property","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Essex Haven Gateway","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Property","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","Glasgow City","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","60","60","24010","22920"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","30","30","[c]","[c]"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","EO","30","30","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lambeth","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leeds","AA/AO","50","40","[c]","[c]"
"In post","2021","Property","Leeds","EO","60","50","25930","26000"
"In post","2021","Property","Leeds","G6/G7","60","50","55150","53410"
"In post","2021","Property","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leeds","SEO/HEO","110","100","34790","32960"
"In post","2021","Property","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire CC and Rutland","AA/AO","70","70","18980","18760"
"In post","2021","Property","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lisburn and Castlereagh","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","90","80","26080","26530"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","40","40","[c]","[c]"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Luton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Manchester","EO","50","50","25600","25860"
"In post","2021","Property","Manchester","G6/G7","50","50","56970","55690"
"In post","2021","Property","Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Manchester","SEO/HEO","80","80","36820","36640"
"In post","2021","Property","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid and East Antrim","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Milton Keynes","EO","40","40","[c]","[c]"
"In post","2021","Property","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Milton Keynes","SEO/HEO","80","80","41040","41160"
"In post","2021","Property","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Newry, Mourne and Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Newry, Mourne and Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","SEO/HEO","60","60","37070","35480"
"In post","2021","Property","Northumberland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Nottingham","AA/AO","30","30","[c]","[c]"
"In post","2021","Property","Nottingham","EO","70","60","26160","26000"
"In post","2021","Property","Nottingham","G6/G7","70","70","55520","54990"
"In post","2021","Property","Nottingham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Nottingham","SEO/HEO","140","130","37260","38630"
"In post","2021","Property","Orkney Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","30","30","[c]","[c]"
"In post","2021","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","SEO/HEO","140","130","38110","38080"
"In post","2021","Property","Oxfordshire","AA/AO","30","30","[c]","[c]"
"In post","2021","Property","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Oxfordshire","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Property","Perth and Kinross and Stirling","AA/AO","100","100","24970","25870"
"In post","2021","Property","Perth and Kinross and Stirling","EO","40","40","[c]","[c]"
"In post","2021","Property","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Plymouth","AA/AO","240","210","20740","21100"
"In post","2021","Property","Plymouth","EO","60","60","25640","25860"
"In post","2021","Property","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Plymouth","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Plymouth","SEO/HEO","80","70","36260","33300"
"In post","2021","Property","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Portsmouth","SEO/HEO","60","60","36790","33300"
"In post","2021","Property","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
