"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Rail and Road","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","No function","100","90","49660","50810"
"In post","2022","Office of Rail and Road","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Analysis","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","No function","140","140","58910","57540"
"In post","2022","Office of Rail and Road","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","No function","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","Unknown","50","50","47620","48670"
"In post","2022","Office of the Secretary of State for Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","No function","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","No function","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Commercial","50","40","[c]","[c]"
"In post","2022","Scottish Government","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Digital, Data & Technology","70","70","39470","37250"
"In post","2022","Scottish Government","Female","Finance","110","100","36380","33490"
"In post","2022","Scottish Government","Female","Human Resources","180","170","35150","35000"
"In post","2022","Scottish Government","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Legal","550","510","53360","53490"
"In post","2022","Scottish Government","Female","No function","4130","3810","29100","27080"
"In post","2022","Scottish Government","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Property","40","30","[c]","[c]"
"In post","2022","Scottish Government","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Unknown","8420","7940","39780","34600"
"In post","2022","Scottish Government","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Male","Commercial","60","60","34720","29550"
"In post","2022","Scottish Government","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Male","Digital, Data & Technology","170","170","39450","36360"
"In post","2022","Scottish Government","Male","Finance","40","40","[c]","[c]"
"In post","2022","Scottish Government","Male","Human Resources","70","70","38500","39530"
"In post","2022","Scottish Government","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Male","Legal","240","240","53880","53490"
"In post","2022","Scottish Government","Male","No function","3920","3680","32080","34600"
"In post","2022","Scottish Government","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Male","Property","240","230","33090","31050"
"In post","2022","Scottish Government","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Male","Unknown","6920","6790","40610","36130"
"In post","2022","The National Archives","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Digital, Data & Technology","60","60","39910","38250"
"In post","2022","The National Archives","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","No function","190","180","34160","30930"
"In post","2022","The National Archives","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Digital, Data & Technology","70","70","40870","40130"
"In post","2022","The National Archives","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","No function","150","140","33660","28460"
"In post","2022","The National Archives","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Commercial","80","80","45190","42750"
"In post","2022","UK Export Finance","Female","Communications","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Commercial","130","130","56790","51680"
"In post","2022","UK Export Finance","Male","Communications","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Finance","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Analysis","1110","1040","37600","36840"
"In post","2022","UK Statistics Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Communications","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Digital, Data & Technology","230","220","41890","37360"
"In post","2022","UK Statistics Authority","Female","Finance","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Human Resources","110","100","39280","35180"
"In post","2022","UK Statistics Authority","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","No function","1630","1320","26760","23470"
"In post","2022","UK Statistics Authority","Female","Project Delivery","160","160","39440","36840"
"In post","2022","UK Statistics Authority","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Analysis","860","840","38840","36840"
"In post","2022","UK Statistics Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Digital, Data & Technology","440","430","41910","37570"
"In post","2022","UK Statistics Authority","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Human Resources","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","No function","990","810","27440","20350"
"In post","2022","UK Statistics Authority","Male","Project Delivery","90","90","44150","38160"
"In post","2022","UK Statistics Authority","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","Security","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","No function","50","50","50110","41620"
"In post","2022","Water Services Regulation Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","No function","50","50","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Security","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","No function","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Unknown","3510","3250","40780","38160"
"In post","2022","Welsh Government","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","No function","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Male","Unknown","2380","2320","43640","38160"
"Leaver CS","2021","Attorney General's Departments","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Legal","210","190","46090","51250"
"Leaver CS","2021","Attorney General's Departments","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Legal","150","130","50430","55000"
"Leaver CS","2021","Attorney General's Departments","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","No function","70","60","37800","28520"
"Leaver CS","2021","Cabinet Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","No function","50","50","46710","32910"
"Leaver CS","2021","Cabinet Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","No function","140","130","36600","27590"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","No function","160","150","43840","39250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","No function","40","40","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Unknown","190","180","42910","36980"
"Leaver CS","2021","Department for Education","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Unknown","160","150","43940","40300"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","No function","170","160","30910","24430"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Property","[c]","[c]","[c]","[c]"
