"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","White","Declared non-disabled","520","500","64880","59870"
"In post","2022","Competition and Markets Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Asian","Declared disabled","80","80","40900","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Asian","Declared non-disabled","720","710","39810","39120"
"In post","2022","Department for Business, Energy and Industrial Strategy","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Asian","Unknown","100","90","37840","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Black","Declared disabled","70","70","41780","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Black","Declared non-disabled","360","360","38320","34080"
"In post","2022","Department for Business, Energy and Industrial Strategy","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Black","Unknown","50","50","37350","35090"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mixed","Declared disabled","50","50","37940","37220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mixed","Declared non-disabled","270","260","44150","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mixed","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Declared non-disabled","100","100","44900","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Declared non-disabled","320","310","44700","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","160","160","47650","48940"
"In post","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","100","90","37790","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Declared disabled","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Declared non-disabled","450","410","39060","39250"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","1330","1300","35960","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy","White","Declared disabled","970","920","39970","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","White","Declared non-disabled","7760","7420","43420","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","White","Undeclared","230","220","43370","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","White","Unknown","750","700","36270","33570"
"In post","2022","Department for Digital, Culture, Media and Sport","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Asian","Declared non-disabled","130","130","43810","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Black","Declared non-disabled","80","80","38980","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Mixed","Declared non-disabled","80","80","44560","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","130","130","45940","41970"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Declared disabled","130","130","48130","42330"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Declared non-disabled","1230","1200","48410","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Undeclared","50","50","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Education","Asian","Declared disabled","60","60","37950","36500"
"In post","2022","Department for Education","Asian","Declared non-disabled","560","550","41620","37100"
"In post","2022","Department for Education","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Asian","Unknown","210","210","36300","32940"
"In post","2022","Department for Education","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Black","Declared non-disabled","210","210","40250","36780"
"In post","2022","Department for Education","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Black","Unknown","80","80","37740","36500"
"In post","2022","Department for Education","Mixed","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department for Education","Mixed","Declared non-disabled","120","110","45160","45250"
"In post","2022","Department for Education","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Mixed","Unknown","60","60","38660","36500"
"In post","2022","Department for Education","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Undeclared","Declared non-disabled","140","140","44280","40940"
"In post","2022","Department for Education","Undeclared","Undeclared","80","80","46470","44890"
"In post","2022","Department for Education","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Education","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Declared non-disabled","200","190","44350","42580"
"In post","2022","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Unknown","640","630","41300","36500"
"In post","2022","Department for Education","White","Declared disabled","610","580","41750","37100"
"In post","2022","Department for Education","White","Declared non-disabled","4080","3910","46720","49860"
"In post","2022","Department for Education","White","Undeclared","210","200","44160","37420"
"In post","2022","Department for Education","White","Unknown","1170","1140","38210","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Declared disabled","60","60","35580","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Declared non-disabled","390","380","35870","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Declared non-disabled","210","210","34820","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Declared non-disabled","180","170","36800","32790"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Declared non-disabled","50","50","38090","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared disabled","60","60","33660","31360"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared non-disabled","240","230","35460","31160"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","190","180","37180","35060"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","1000","950","26080","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","1030","990","38880","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Declared disabled","1200","1130","35170","30610"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Declared non-disabled","7530","7150","36590","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Undeclared","260","250","37340","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Unknown","180","170","38970","36520"
"In post","2022","Department for International Trade","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Asian","Declared non-disabled","190","190","43690","38540"
"In post","2022","Department for International Trade","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Asian","Unknown","70","70","44540","38160"
"In post","2022","Department for International Trade","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Black","Declared non-disabled","90","90","40680","38160"
"In post","2022","Department for International Trade","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Declared non-disabled","70","60","46410","41880"
"In post","2022","Department for International Trade","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Unknown","70","70","52520","52400"
"In post","2022","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Declared non-disabled","130","130","44170","38950"
"In post","2022","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Unknown","600","600","44530","38540"
"In post","2022","Department for International Trade","White","Declared disabled","160","160","46660","47980"
"In post","2022","Department for International Trade","White","Declared non-disabled","1050","1040","48740","51710"
"In post","2022","Department for International Trade","White","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for International Trade","White","Unknown","250","240","48440","47980"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Declared disabled","50","50","40280","36060"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Declared non-disabled","240","240","41670","36460"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Declared non-disabled","160","160","40280","38040"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Declared non-disabled","80","80","42820","38160"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Undeclared","60","60","45720","46120"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","530","510","44600","40600"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Declared disabled","320","310","41420","36580"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Declared non-disabled","2360","2270","46990","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Undeclared","90","90","44900","42980"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Unknown","60","60","45620","47660"
"In post","2022","Department for Transport","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department for Transport","Asian","Declared non-disabled","540","530","38980","34710"
"In post","2022","Department for Transport","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Declared non-disabled","230","230","37780","34710"
"In post","2022","Department for Transport","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Declared non-disabled","200","200","36170","34650"
"In post","2022","Department for Transport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Declared non-disabled","60","60","36970","32660"
"In post","2022","Department for Transport","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Declared disabled","60","50","31900","28550"
"In post","2022","Department for Transport","Undeclared","Declared non-disabled","500","470","33380","29730"
"In post","2022","Department for Transport","Undeclared","Undeclared","370","350","36490","31860"
"In post","2022","Department for Transport","Undeclared","Unknown","110","110","30360","26840"
"In post","2022","Department for Transport","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Declared non-disabled","160","140","34600","26840"
"In post","2022","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Unknown","2180","2080","31310","26700"
"In post","2022","Department for Transport","White","Declared disabled","1220","1060","29520","26700"
"In post","2022","Department for Transport","White","Declared non-disabled","9580","8860","33630","26830"
"In post","2022","Department for Transport","White","Undeclared","640","590","31760","26780"
"In post","2022","Department for Transport","White","Unknown","290","270","30160","26840"
"In post","2022","Department for Work and Pensions","Asian","Declared disabled","1060","940","27930","27570"
"In post","2022","Department for Work and Pensions","Asian","Declared non-disabled","6710","6100","28300","27570"
"In post","2022","Department for Work and Pensions","Asian","Undeclared","380","340","28230","27570"
"In post","2022","Department for Work and Pensions","Asian","Unknown","70","70","28550","27570"
"In post","2022","Department for Work and Pensions","Black","Declared disabled","630","580","29490","30330"
"In post","2022","Department for Work and Pensions","Black","Declared non-disabled","3260","3100","29430","29550"
"In post","2022","Department for Work and Pensions","Black","Undeclared","150","140","30010","30040"
"In post","2022","Department for Work and Pensions","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Mixed","Declared disabled","370","340","28220","27570"
"In post","2022","Department for Work and Pensions","Mixed","Declared non-disabled","1220","1140","28810","27570"
"In post","2022","Department for Work and Pensions","Mixed","Undeclared","90","80","28280","27570"
"In post","2022","Department for Work and Pensions","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Declared disabled","110","100","29450","27570"
"In post","2022","Department for Work and Pensions","Other ethnicity","Declared non-disabled","360","330","29820","27570"
"In post","2022","Department for Work and Pensions","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Declared disabled","700","620","27500","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Declared non-disabled","2900","2540","28410","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Undeclared","790","750","31410","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Declared disabled","180","160","28120","27570"
"In post","2022","Department for Work and Pensions","Unknown","Declared non-disabled","2680","2360","28470","27570"
"In post","2022","Department for Work and Pensions","Unknown","Undeclared","90","80","29990","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","2930","2820","30220","27570"
"In post","2022","Department for Work and Pensions","White","Declared disabled","13070","11450","27400","27570"
"In post","2022","Department for Work and Pensions","White","Declared non-disabled","53240","47700","28650","27570"
"In post","2022","Department for Work and Pensions","White","Undeclared","2780","2560","27820","27570"
"In post","2022","Department for Work and Pensions","White","Unknown","300","280","27830","27570"
"In post","2022","Department of Health and Social Care","Asian","Declared disabled","50","50","35090","32330"
"In post","2022","Department of Health and Social Care","Asian","Declared non-disabled","730","680","39960","33100"
"In post","2022","Department of Health and Social Care","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Asian","Unknown","490","470","45800","40450"
"In post","2022","Department of Health and Social Care","Black","Declared disabled","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Declared non-disabled","420","390","34980","32330"
"In post","2022","Department of Health and Social Care","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Black","Unknown","210","200","46440","40470"
"In post","2022","Department of Health and Social Care","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Declared non-disabled","160","150","40680","33480"
"In post","2022","Department of Health and Social Care","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Mixed","Unknown","120","120","43570","40650"
"In post","2022","Department of Health and Social Care","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Declared non-disabled","70","60","45890","39880"
"In post","2022","Department of Health and Social Care","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other ethnicity","Unknown","60","60","49040","41990"
"In post","2022","Department of Health and Social Care","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Declared non-disabled","70","70","39590","36690"
"In post","2022","Department of Health and Social Care","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Unknown","340","310","47630","41470"
"In post","2022","Department of Health and Social Care","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Declared non-disabled","60","60","49110","40070"
"In post","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","2270","2210","46780","40650"
"In post","2022","Department of Health and Social Care","White","Declared disabled","450","430","42380","36820"
"In post","2022","Department of Health and Social Care","White","Declared non-disabled","3650","3400","44510","40060"
"In post","2022","Department of Health and Social Care","White","Undeclared","70","70","45560","41510"
"In post","2022","Department of Health and Social Care","White","Unknown","2450","2340","48700","43370"
"In post","2022","Estyn","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","Declared non-disabled","100","90","58880","75480"
"In post","2022","Estyn","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Declared non-disabled","70","60","38640","37350"
"In post","2022","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","White","Declared disabled","90","80","38000","32830"
"In post","2022","Food Standards Agency","White","Declared non-disabled","730","700","37890","32790"
"In post","2022","Food Standards Agency","White","Undeclared","280","270","37860","36340"
"In post","2022","Food Standards Agency","White","Unknown","70","70","35120","37350"
"In post","2022","Foreign, Commonwealth and Development Office","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Asian","Declared non-disabled","390","380","42980","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Black","Declared disabled","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Black","Declared non-disabled","190","190","39060","34920"
"In post","2022","Foreign, Commonwealth and Development Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Mixed","Declared disabled","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Mixed","Declared non-disabled","210","210","46460","41230"
"In post","2022","Foreign, Commonwealth and Development Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Declared non-disabled","70","70","46130","41350"
"In post","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
