"Status","Year","Function_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Male","20-29","20280","20130","29240","27570"
"In post","2022","No function","Male","30-39","26400","26100","33570","29950"
"In post","2022","No function","Male","40-49","24140","23730","35460","30840"
"In post","2022","No function","Male","50-59","31120","30040","35010","31650"
"In post","2022","No function","Male","60-64","9280","7730","32800","28150"
"In post","2022","No function","Male","65+","3320","2510","31580","27570"
"In post","2022","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","20-29","1670","1650","32450","31600"
"In post","2022","Project Delivery","Female","30-39","2900","2730","40950","38650"
"In post","2022","Project Delivery","Female","40-49","3010","2800","44460","40520"
"In post","2022","Project Delivery","Female","50-59","3400","3210","43130","40150"
"In post","2022","Project Delivery","Female","60-64","690","580","38510","34870"
"In post","2022","Project Delivery","Female","65+","160","120","36340","33440"
"In post","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","16-19","90","90","18350","17930"
"In post","2022","Project Delivery","Male","20-29","2110","2110","30880","29340"
"In post","2022","Project Delivery","Male","30-39","3130","3110","41620","40050"
"In post","2022","Project Delivery","Male","40-49","3260","3240","46870","42770"
"In post","2022","Project Delivery","Male","50-59","4470","4410","47320","42950"
"In post","2022","Project Delivery","Male","60-64","1260","1120","44270","41190"
"In post","2022","Project Delivery","Male","65+","400","330","42780","40580"
"In post","2022","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","20-29","550","540","28780","26270"
"In post","2022","Property","Female","30-39","730","680","35510","33000"
"In post","2022","Property","Female","40-49","970","910","37270","33370"
"In post","2022","Property","Female","50-59","1390","1320","36110","33000"
"In post","2022","Property","Female","60-64","370","330","32100","27220"
"In post","2022","Property","Female","65+","110","80","28890","26880"
"In post","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Male","20-29","570","570","29470","27650"
"In post","2022","Property","Male","30-39","820","810","36590","33370"
"In post","2022","Property","Male","40-49","1130","1120","40290","37280"
"In post","2022","Property","Male","50-59","1900","1870","41230","38000"
"In post","2022","Property","Male","60-64","690","630","38170","34850"
"In post","2022","Property","Male","65+","280","240","34110","33000"
"In post","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","20-29","520","520","29520","27680"
"In post","2022","Security","Female","30-39","600","580","34690","33300"
"In post","2022","Security","Female","40-49","640","610","35870","33300"
"In post","2022","Security","Female","50-59","820","790","33170","31870"
"In post","2022","Security","Female","60-64","140","120","30130","26670"
"In post","2022","Security","Female","65+","30","20","[c]","[c]"
"In post","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","20-29","1000","1000","28060","26670"
"In post","2022","Security","Male","30-39","1480","1470","33830","33200"
"In post","2022","Security","Male","40-49","1550","1540","35520","36480"
"In post","2022","Security","Male","50-59","2820","2790","33800","33300"
"In post","2022","Security","Male","60-64","810","740","29480","23900"
"In post","2022","Security","Male","65+","270","230","29070","25000"
"In post","2022","Unknown","Female","16-19","80","80","22340","21680"
"In post","2022","Unknown","Female","20-29","5920","5810","29740","27230"
"In post","2022","Unknown","Female","30-39","9470","8750","34690","30820"
"In post","2022","Unknown","Female","40-49","10610","9710","37350","31540"
"In post","2022","Unknown","Female","50-59","11640","10910","35010","29370"
"In post","2022","Unknown","Female","60-64","2890","2470","30810","25930"
"In post","2022","Unknown","Female","65+","920","740","29100","25630"
"In post","2022","Unknown","Male","16-19","80","80","21120","21050"
"In post","2022","Unknown","Male","20-29","4810","4770","29600","27230"
"In post","2022","Unknown","Male","30-39","8040","7960","35340","30830"
"In post","2022","Unknown","Male","40-49","8800","8700","38440","32700"
"In post","2022","Unknown","Male","50-59","11480","11200","36920","31520"
"In post","2022","Unknown","Male","60-64","3580","3260","34410","29430"
"In post","2022","Unknown","Male","65+","1340","1150","32510","29080"
"Leaver CS","2021","Analysis","Female","20-29","80","70","26920","24970"
"Leaver CS","2021","Analysis","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Male","20-29","90","90","25640","24300"
"Leaver CS","2021","Analysis","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Commercial","Male","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Communications","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Male","20-29","70","70","30560","28000"
"Leaver CS","2021","Digital, Data & Technology","Male","30-39","70","70","45680","42510"
"Leaver CS","2021","Digital, Data & Technology","Male","40-49","50","50","48470","45000"
"Leaver CS","2021","Digital, Data & Technology","Male","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Male","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","20-29","80","80","27840","25040"
"Leaver CS","2021","Legal","Female","30-39","70","60","40620","41100"
"Leaver CS","2021","Legal","Female","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Female","50-59","100","80","49190","46870"
"Leaver CS","2021","Legal","Female","60-64","70","50","52990","55610"
"Leaver CS","2021","Legal","Female","65+","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Legal","Male","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Legal","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","50-59","50","50","54990","55610"
"Leaver CS","2021","Legal","Male","60-64","60","50","49680","50520"
"Leaver CS","2021","Legal","Male","65+","50","40","42620","45190"
"Leaver CS","2021","No function","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Female","20-29","1380","1340","23260","21520"
"Leaver CS","2021","No function","Female","30-39","840","750","31700","26960"
"Leaver CS","2021","No function","Female","40-49","620","550","35680","28040"
"Leaver CS","2021","No function","Female","50-59","770","680","32840","25860"
"Leaver CS","2021","No function","Female","60-64","550","430","34520","25340"
"Leaver CS","2021","No function","Female","65+","460","320","25440","21170"
"Leaver CS","2021","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","20-29","1060","1040","24590","22350"
"Leaver CS","2021","No function","Male","30-39","820","800","34810","31670"
"Leaver CS","2021","No function","Male","40-49","540","520","37060","30830"
"Leaver CS","2021","No function","Male","50-59","890","840","41660","33650"
"Leaver CS","2021","No function","Male","60-64","590","500","40310","33650"
"Leaver CS","2021","No function","Male","65+","600","430","32820","26180"
"Leaver CS","2021","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","20-29","60","60","24550","23800"
"Leaver CS","2021","Project Delivery","Female","30-39","50","50","38790","34780"
"Leaver CS","2021","Project Delivery","Female","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","50-59","50","50","37830","33300"
"Leaver CS","2021","Project Delivery","Female","60-64","50","50","34600","32720"
"Leaver CS","2021","Project Delivery","Female","65+","40","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","20-29","110","110","26190","25590"
"Leaver CS","2021","Project Delivery","Male","30-39","80","80","37330","35820"
"Leaver CS","2021","Project Delivery","Male","40-49","50","50","46470","41830"
"Leaver CS","2021","Project Delivery","Male","50-59","120","110","47650","41810"
"Leaver CS","2021","Project Delivery","Male","60-64","100","100","46120","41060"
"Leaver CS","2021","Project Delivery","Male","65+","80","70","36700","34580"
"Leaver CS","2021","Property","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","20-29","40","30","[c]","[c]"
"Leaver CS","2021","Property","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","50-59","50","40","31370","26500"
"Leaver CS","2021","Property","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","20-29","80","70","25390","24500"
"Leaver CS","2021","Property","Male","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","50-59","80","70","36030","33280"
"Leaver CS","2021","Property","Male","60-64","90","80","35140","33250"
"Leaver CS","2021","Property","Male","65+","70","60","31500","30160"
"Leaver CS","2021","Security","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Security","Male","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Security","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","50-59","90","90","33260","38120"
"Leaver CS","2021","Security","Male","60-64","80","80","31740","33730"
"Leaver CS","2021","Security","Male","65+","60","50","24860","20310"
"Leaver CS","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","20-29","1010","940","25870","24440"
"Leaver CS","2021","Unknown","Female","30-39","940","800","29350","27570"
"Leaver CS","2021","Unknown","Female","40-49","1030","860","31160","27570"
"Leaver CS","2021","Unknown","Female","50-59","2320","1970","30040","27570"
"Leaver CS","2021","Unknown","Female","60-64","1560","1180","29660","26890"
"Leaver CS","2021","Unknown","Female","65+","1160","780","25800","23830"
"Leaver CS","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","20-29","950","890","26480","25000"
"Leaver CS","2021","Unknown","Male","30-39","720","680","30990","27570"
"Leaver CS","2021","Unknown","Male","40-49","690","660","33130","27570"
"Leaver CS","2021","Unknown","Male","50-59","1510","1420","33250","27570"
"Leaver CS","2021","Unknown","Male","60-64","1210","1040","35040","29290"
"Leaver CS","2021","Unknown","Male","65+","870","660","29500","26890"
"Leaver CS","2021","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","20-29","120","100","27100","25000"
"Leaver CS","2022","Analysis","Female","30-39","60","50","39300","37420"
"Leaver CS","2022","Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","20-29","160","150","29880","29230"
"Leaver CS","2022","Analysis","Male","30-39","70","60","41500","36840"
"Leaver CS","2022","Analysis","Male","40-49","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Female","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","Female","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Commercial","Female","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","Female","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","20-29","60","50","[c]","[c]"
"Leaver CS","2022","Commercial","Male","30-39","60","50","51510","51410"
"Leaver CS","2022","Commercial","Male","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Male","50-59","60","60","69350","65240"
"Leaver CS","2022","Commercial","Male","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","20-29","90","80","30740","29540"
"Leaver CS","2022","Communications","Female","30-39","70","60","41950","40050"
"Leaver CS","2022","Communications","Female","40-49","50","30","[c]","[c]"
"Leaver CS","2022","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Communications","Male","30-39","60","50","42770","40470"
"Leaver CS","2022","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","60-64","60","50","27880","27570"
"Leaver CS","2022","Counter Fraud","Female","65+","50","30","26550","27570"
"Leaver CS","2022","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","65+","40","20","[c]","[c]"
"Leaver CS","2022","Debt","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","50-59","30","20","[c]","[c]"
"Leaver CS","2022","Debt","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","65+","40","20","[c]","[c]"
"Leaver CS","2022","Debt","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","20-29","110","100","31430","29080"
"Leaver CS","2022","Digital, Data & Technology","Female","30-39","120","110","42070","38690"
"Leaver CS","2022","Digital, Data & Technology","Female","40-49","90","80","48620","42120"
"Leaver CS","2022","Digital, Data & Technology","Female","50-59","60","50","40750","38260"
"Leaver CS","2022","Digital, Data & Technology","Female","60-64","40","20","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","65+","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","20-29","230","220","31720","30210"
"Leaver CS","2022","Digital, Data & Technology","Male","30-39","240","230","42600","39410"
"Leaver CS","2022","Digital, Data & Technology","Male","40-49","180","180","49940","46270"
"Leaver CS","2022","Digital, Data & Technology","Male","50-59","140","130","48700","45750"
"Leaver CS","2022","Digital, Data & Technology","Male","60-64","110","100","43780","40670"
"Leaver CS","2022","Digital, Data & Technology","Male","65+","60","50","39850","34970"
"Leaver CS","2022","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
