"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Shropshire and Staffordshire","Declared disabled","230","220","37800","36300"
"In post","2022","SEO/HEO","Shropshire and Staffordshire","Declared non-disabled","1440","1370","37320","36300"
"In post","2022","SEO/HEO","Shropshire and Staffordshire","Undeclared","140","130","37850","37710"
"In post","2022","SEO/HEO","Shropshire and Staffordshire","Unknown","190","180","37290","37980"
"In post","2022","SEO/HEO","South Yorkshire","Declared disabled","340","310","35140","34290"
"In post","2022","SEO/HEO","South Yorkshire","Declared non-disabled","1900","1800","35290","35310"
"In post","2022","SEO/HEO","South Yorkshire","Undeclared","190","180","36120","35680"
"In post","2022","SEO/HEO","South Yorkshire","Unknown","350","340","34890","36480"
"In post","2022","SEO/HEO","Southern Scotland","Declared disabled","110","100","36020","33930"
"In post","2022","SEO/HEO","Southern Scotland","Declared non-disabled","930","880","36420","33930"
"In post","2022","SEO/HEO","Southern Scotland","Undeclared","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Southern Scotland","Unknown","320","300","36320","33930"
"In post","2022","SEO/HEO","Surrey, East and West Sussex","Declared disabled","180","160","37220","35820"
"In post","2022","SEO/HEO","Surrey, East and West Sussex","Declared non-disabled","1180","1120","37620","36260"
"In post","2022","SEO/HEO","Surrey, East and West Sussex","Undeclared","160","150","38610","38670"
"In post","2022","SEO/HEO","Surrey, East and West Sussex","Unknown","130","130","37880","38300"
"In post","2022","SEO/HEO","Tees Valley and Durham","Declared disabled","180","170","35310","34290"
"In post","2022","SEO/HEO","Tees Valley and Durham","Declared non-disabled","1190","1130","36290","35640"
"In post","2022","SEO/HEO","Tees Valley and Durham","Undeclared","140","130","37220","36480"
"In post","2022","SEO/HEO","Tees Valley and Durham","Unknown","180","180","34210","33840"
"In post","2022","SEO/HEO","Unknown","Declared disabled","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Declared non-disabled","240","230","36830","36250"
"In post","2022","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Unknown","310","300","32500","29250"
"In post","2022","SEO/HEO","West Central Scotland","Declared disabled","450","430","37440","35540"
"In post","2022","SEO/HEO","West Central Scotland","Declared non-disabled","3320","3200","37380","34800"
"In post","2022","SEO/HEO","West Central Scotland","Undeclared","180","170","37280","34500"
"In post","2022","SEO/HEO","West Central Scotland","Unknown","1210","1150","38420","37710"
"In post","2022","SEO/HEO","West Midlands","Declared disabled","520","500","35000","33370"
"In post","2022","SEO/HEO","West Midlands","Declared non-disabled","3310","3180","35810","34000"
"In post","2022","SEO/HEO","West Midlands","Undeclared","240","230","35360","33370"
"In post","2022","SEO/HEO","West Midlands","Unknown","1020","990","35250","33370"
"In post","2022","SEO/HEO","West Wales and The Valleys","Declared disabled","240","220","36890","36110"
"In post","2022","SEO/HEO","West Wales and The Valleys","Declared non-disabled","2700","2570","38410","38160"
"In post","2022","SEO/HEO","West Wales and The Valleys","Undeclared","210","200","39040","38160"
"In post","2022","SEO/HEO","West Wales and The Valleys","Unknown","260","260","37930","38160"
"In post","2022","SEO/HEO","West Yorkshire","Declared disabled","470","450","35850","34290"
"In post","2022","SEO/HEO","West Yorkshire","Declared non-disabled","3370","3200","35830","34000"
"In post","2022","SEO/HEO","West Yorkshire","Undeclared","270","260","37340","36480"
"In post","2022","SEO/HEO","West Yorkshire","Unknown","1110","1090","34450","33370"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Declared disabled","70","70","29160","28200"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Declared non-disabled","240","220","30730","30210"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","80","70","26950","24800"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","110","110","30580","28200"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","390","360","29380","26310"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","130","26510","24270"
"In post","2022","Unknown","Cheshire","Declared disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Cheshire","Declared non-disabled","190","180","29720","28200"
"In post","2022","Unknown","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cheshire","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Cumbria","Declared non-disabled","220","210","37410","34340"
"In post","2022","Unknown","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Declared disabled","170","150","30290","28200"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Declared non-disabled","410","380","29470","28200"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","150","130","28090","26060"
"In post","2022","Unknown","Devon","Declared disabled","80","70","31380","29270"
"In post","2022","Unknown","Devon","Declared non-disabled","330","310","31760","29750"
"In post","2022","Unknown","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Devon","Unknown","80","70","28190","24090"
"In post","2022","Unknown","Dorset and Somerset","Declared disabled","70","60","29650","28200"
"In post","2022","Unknown","Dorset and Somerset","Declared non-disabled","220","200","28890","26170"
"In post","2022","Unknown","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Unknown","60","50","26850","24090"
"In post","2022","Unknown","East Anglia","Declared disabled","130","110","29180","28200"
"In post","2022","Unknown","East Anglia","Declared non-disabled","540","500","28810","26990"
"In post","2022","Unknown","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Anglia","Unknown","170","160","26440","24800"
"In post","2022","Unknown","East Wales","Declared disabled","90","80","30650","29660"
"In post","2022","Unknown","East Wales","Declared non-disabled","400","380","30030","28200"
"In post","2022","Unknown","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Unknown","120","110","27430","25560"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared disabled","60","60","29780","28320"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared non-disabled","260","240","30420","28200"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","60","50","28240","27510"
"In post","2022","Unknown","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Declared disabled","70","60","28510","28200"
"In post","2022","Unknown","Essex","Declared non-disabled","270","250","30330","26310"
"In post","2022","Unknown","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Unknown","120","110","26020","24800"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","290","270","34770","32570"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1540","1470","38140","34340"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","120","120","43260","40820"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","300","280","35300","31390"
"In post","2022","Unknown","Greater Manchester","Declared disabled","170","160","31260","30210"
"In post","2022","Unknown","Greater Manchester","Declared non-disabled","730","690","30100","28200"
"In post","2022","Unknown","Greater Manchester","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Greater Manchester","Unknown","250","230","26590","24800"
"In post","2022","Unknown","Hampshire and Isle of Wight","Declared disabled","90","80","30220","28200"
"In post","2022","Unknown","Hampshire and Isle of Wight","Declared non-disabled","300","280","30570","28200"
"In post","2022","Unknown","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","Unknown","100","80","28250","26660"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared disabled","80","70","29950","28200"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","270","250","30460","28200"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","Declared disabled","180","170","35740","34100"
"In post","2022","Unknown","Inner London - East","Declared non-disabled","640","620","36010","34100"
"In post","2022","Unknown","Inner London - East","Undeclared","60","50","35320","32090"
"In post","2022","Unknown","Inner London - East","Unknown","150","140","33240","32240"
"In post","2022","Unknown","Inner London - West","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Declared non-disabled","170","170","37280","35990"
"In post","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Unknown","60","60","[c]","[c]"
"In post","2022","Unknown","Kent","Declared disabled","100","90","30120","28760"
"In post","2022","Unknown","Kent","Declared non-disabled","260","240","30840","29300"
"In post","2022","Unknown","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Unknown","110","100","27620","26560"
"In post","2022","Unknown","Lancashire","Declared disabled","90","90","30090","28200"
"In post","2022","Unknown","Lancashire","Declared non-disabled","420","390","30160","28540"
"In post","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","Unknown","130","110","27470","24800"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared disabled","90","80","30410","30880"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","360","330","29850","28200"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","100","90","27780","24800"
"In post","2022","Unknown","Lincolnshire","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Declared non-disabled","130","120","30010","27260"
"In post","2022","Unknown","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Declared disabled","150","150","29730","28200"
"In post","2022","Unknown","Merseyside","Declared non-disabled","420","390","29910","28200"
"In post","2022","Unknown","Merseyside","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Merseyside","Unknown","220","200","26380","24800"
"In post","2022","Unknown","North Yorkshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Declared non-disabled","160","140","30290","28200"
"In post","2022","Unknown","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Declared disabled","110","100","29700","28200"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Declared non-disabled","360","340","29560","28200"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","80","80","28220","27000"
"In post","2022","Unknown","Outer London - East and North East","Declared disabled","70","60","33160","32890"
"In post","2022","Unknown","Outer London - East and North East","Declared non-disabled","250","240","33850","33950"
"In post","2022","Unknown","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","Unknown","50","40","[c]","[c]"
"In post","2022","Unknown","Outer London - South","Declared disabled","60","60","34440","32090"
"In post","2022","Unknown","Outer London - South","Declared non-disabled","190","170","33630","32530"
"In post","2022","Unknown","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - South","Unknown","70","60","[c]","[c]"
"In post","2022","Unknown","Outer London - West and North West","Declared disabled","70","70","36100","35290"
"In post","2022","Unknown","Outer London - West and North West","Declared non-disabled","250","240","32970","32090"
"In post","2022","Unknown","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - West and North West","Unknown","80","70","30830","27980"
"In post","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","170","170","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Declared disabled","100","90","30750","28660"
"In post","2022","Unknown","Shropshire and Staffordshire","Declared non-disabled","340","310","30080","28200"
"In post","2022","Unknown","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Unknown","60","50","26430","24800"
"In post","2022","Unknown","South Yorkshire","Declared disabled","100","90","30410","28200"
"In post","2022","Unknown","South Yorkshire","Declared non-disabled","330","290","29570","28200"
"In post","2022","Unknown","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Unknown","100","90","27870","25480"
"In post","2022","Unknown","Surrey, East and West Sussex","Declared disabled","80","80","29980","28090"
"In post","2022","Unknown","Surrey, East and West Sussex","Declared non-disabled","380","330","31150","30210"
"In post","2022","Unknown","Surrey, East and West Sussex","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Unknown","140","120","28570","26390"
"In post","2022","Unknown","Tees Valley and Durham","Declared disabled","110","100","30880","28200"
"In post","2022","Unknown","Tees Valley and Durham","Declared non-disabled","400","380","29660","28200"
"In post","2022","Unknown","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tees Valley and Durham","Unknown","70","60","28460","28200"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","80","70","29730","27370"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37330","33570"
"In post","2022","Unknown","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands","Declared disabled","210","190","30220","28200"
"In post","2022","Unknown","West Midlands","Declared non-disabled","720","670","29430","28200"
"In post","2022","Unknown","West Midlands","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","West Midlands","Unknown","210","180","27540","24800"
"In post","2022","Unknown","West Wales and The Valleys","Declared disabled","140","130","28810","28200"
"In post","2022","Unknown","West Wales and The Valleys","Declared non-disabled","510","480","29970","28200"
"In post","2022","Unknown","West Wales and The Valleys","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","West Wales and The Valleys","Unknown","130","120","26620","24800"
"In post","2022","Unknown","West Yorkshire","Declared disabled","170","160","31140","28200"
"In post","2022","Unknown","West Yorkshire","Declared non-disabled","550","510","30290","28200"
"In post","2022","Unknown","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Yorkshire","Unknown","170","150","27010","25200"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Declared non-disabled","110","100","[c]","[c]"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Bedfordshire and Hertfordshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","170","160","22620","21010"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","120","110","21300","20920"
"Leaver CS","2021","AA/AO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cheshire","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Declared non-disabled","180","160","20530","20500"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Derbyshire and Nottinghamshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Devon","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Devon","Declared non-disabled","170","150","20610","21010"
"Leaver CS","2021","AA/AO","Devon","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Devon","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Declared non-disabled","90","90","20280","21010"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","East Anglia","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","East Anglia","Declared non-disabled","290","260","20880","21000"
"Leaver CS","2021","AA/AO","East Anglia","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","East Anglia","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","AA/AO","East Wales","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","East Wales","Declared non-disabled","300","250","20870","21010"
"Leaver CS","2021","AA/AO","East Wales","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","East Wales","Unknown","210","190","19500","19130"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","150","120","[c]","[c]"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Eastern Scotland","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Eastern Scotland","Declared non-disabled","230","200","21770","21010"
"Leaver CS","2021","AA/AO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Eastern Scotland","Unknown","230","200","22120","21150"
"Leaver CS","2021","AA/AO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Essex","Declared non-disabled","80","70","23300","23590"
"Leaver CS","2021","AA/AO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Essex","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","220","210","20370","20060"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Greater Manchester","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Greater Manchester","Declared non-disabled","250","220","20450","20740"
"Leaver CS","2021","AA/AO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Greater Manchester","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Declared non-disabled","190","160","21400","20770"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Hampshire and Isle of Wight","Unknown","110","80","20700","19130"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - East","Declared non-disabled","130","130","23190","23250"
"Leaver CS","2021","AA/AO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - East","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - West","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - West","Declared non-disabled","310","280","23540","23500"
"Leaver CS","2021","AA/AO","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Inner London - West","Unknown","240","230","21670","22670"
"Leaver CS","2021","AA/AO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Kent","Declared non-disabled","200","180","21380","21010"
"Leaver CS","2021","AA/AO","Kent","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Kent","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Lancashire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Lancashire","Declared non-disabled","270","230","20650","21010"
"Leaver CS","2021","AA/AO","Lancashire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Lancashire","Unknown","110","100","20940","21010"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","200","170","20220","20100"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Merseyside","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Merseyside","Declared non-disabled","230","180","20620","21010"
"Leaver CS","2021","AA/AO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Merseyside","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Yorkshire","Declared non-disabled","50","50","20430","20170"
"Leaver CS","2021","AA/AO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
