"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","Declared disabled","40","40","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","Declared non-disabled","280","260","49310","47060"
"In post","2022","Internal Audit","Government Internal Audit Agency","Undeclared","40","40","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Declared non-disabled","50","50","47270","43560"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Declared non-disabled","100","90","37760","34630"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Declared non-disabled","150","140","67660","71370"
"In post","2022","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Declared disabled","50","40","[c]","[c]"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Declared non-disabled","630","600","54210","53490"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Crown Prosecution Service","Declared disabled","740","680","41500","35020"
"In post","2022","Legal","Crown Prosecution Service","Declared non-disabled","4230","3910","42430","38180"
"In post","2022","Legal","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Crown Prosecution Service","Unknown","1330","1260","38970","38000"
"In post","2022","Legal","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Declared non-disabled","60","60","54490","60350"
"In post","2022","Legal","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Declared non-disabled","50","30","[c]","[c]"
"In post","2022","Legal","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","60","60","61960","66980"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Government Legal Department","Declared disabled","200","190","53680","51940"
"In post","2022","Legal","Government Legal Department","Declared non-disabled","1830","1700","54410","51830"
"In post","2022","Legal","Government Legal Department","Undeclared","110","100","58490","63730"
"In post","2022","Legal","Government Legal Department","Unknown","320","300","58650","63730"
"In post","2022","Legal","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Declared non-disabled","170","150","49730","56870"
"In post","2022","Legal","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Unknown","50","50","46740","45610"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","Declared disabled","140","130","38020","33370"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","Declared non-disabled","780","740","44150","37930"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","Undeclared","70","60","44910","39100"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","Unknown","380","350","41050","33370"
"In post","2022","Legal","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Unknown","40","40","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Declared non-disabled","80","70","61880","63000"
"In post","2022","Legal","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Declared disabled","150","140","30640","30950"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Declared non-disabled","300","270","31160","30950"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Undeclared","30","30","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Unknown","330","300","31090","30950"
"In post","2022","No function","Animal and Plant Health Agency","Declared disabled","360","340","28740","25190"
"In post","2022","No function","Animal and Plant Health Agency","Declared non-disabled","2020","1930","30980","27960"
"In post","2022","No function","Animal and Plant Health Agency","Undeclared","140","130","31990","29180"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","190","170","28390","24920"
"In post","2022","No function","Cabinet Office (excl. agencies)","Declared disabled","230","230","46930","40600"
"In post","2022","No function","Cabinet Office (excl. agencies)","Declared non-disabled","1480","1460","48340","47760"
"In post","2022","No function","Cabinet Office (excl. agencies)","Undeclared","80","80","48430","40600"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","2220","2210","35300","29250"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","Declared non-disabled","150","140","33600","29160"
"In post","2022","No function","Charity Commission","Unknown","140","130","29290","29160"
"In post","2022","No function","Companies House","Declared disabled","50","50","29030","22740"
"In post","2022","No function","Companies House","Declared non-disabled","330","300","28100","22740"
"In post","2022","No function","Companies House","Undeclared","30","30","[c]","[c]"
"In post","2022","No function","Companies House","Unknown","140","120","23760","22740"
"In post","2022","No function","Criminal Injuries Compensation Authority","Declared disabled","40","30","[c]","[c]"
"In post","2022","No function","Criminal Injuries Compensation Authority","Declared non-disabled","160","150","29450","25120"
"In post","2022","No function","Criminal Injuries Compensation Authority","Undeclared","70","60","25050","25120"
"In post","2022","No function","Criminal Injuries Compensation Authority","Unknown","50","50","27000","25120"
"In post","2022","No function","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","Declared non-disabled","70","70","46240","51100"
"In post","2022","No function","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","Unknown","120","110","38770","34730"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Declared disabled","80","70","25970","23230"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Declared non-disabled","1350","1260","28120","23230"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Undeclared","30","30","[c]","[c]"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Declared non-disabled","170","170","27870","28810"
"In post","2022","No function","Defence Electronics and Components Agency","Undeclared","160","150","29230","29470"
"In post","2022","No function","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Declared non-disabled","90","90","37200","33900"
"In post","2022","No function","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Declared disabled","140","130","40520","38110"
"In post","2022","No function","Defence Science and Technology Laboratory","Declared non-disabled","2600","2520","41150","38460"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","490","480","47040","43110"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","3710","3620","50000","53380"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","270","270","49590","53380"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","670","660","45480","40050"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Declared disabled","130","130","45450","37000"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Declared non-disabled","1230","1210","46980","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Undeclared","70","70","43300","37270"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Unknown","150","150","46620","51610"
"In post","2022","No function","Department for Education (excl. agencies)","Declared disabled","340","320","42690","37100"
"In post","2022","No function","Department for Education (excl. agencies)","Declared non-disabled","2010","1900","47560","49860"
"In post","2022","No function","Department for Education (excl. agencies)","Undeclared","130","120","44910","40230"
"In post","2022","No function","Department for Education (excl. agencies)","Unknown","840","820","40080","36500"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","470","460","41170","36100"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","2890","2790","42560","38750"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","150","150","41970","38750"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","600","580","42280","38750"
"In post","2022","No function","Department for International Trade","Declared disabled","170","170","46220","41060"
"In post","2022","No function","Department for International Trade","Declared non-disabled","1060","1050","47790","47190"
"In post","2022","No function","Department for International Trade","Undeclared","40","40","[c]","[c]"
"In post","2022","No function","Department for International Trade","Unknown","750","740","46300","40040"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","280","280","41430","36340"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","1690","1650","46260","41920"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","120","120","43870","39600"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","350","350","45030","39600"
"In post","2022","No function","Department for Transport (excl. agencies)","Declared disabled","120","120","48630","48770"
"In post","2022","No function","Department for Transport (excl. agencies)","Declared non-disabled","1410","1360","50530","46330"
"In post","2022","No function","Department for Transport (excl. agencies)","Undeclared","170","170","46560","42470"
