"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Croydon","40","40","[c]","[c]"
"In post","2022","EO","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Durham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Hackney and Newham","30","30","[c]","[c]"
"In post","2022","EO","Other ethnicity","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Medway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Westminster","110","100","28680","28310"
"In post","2022","EO","Other ethnicity","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other ethnicity","York","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Barnsley, Doncaster and Rotherham","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","26380","26750"
"In post","2022","EO","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Berkshire","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Bexley and Greenwich","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Birmingham","200","180","27250","27570"
"In post","2022","EO","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Blackpool","80","70","27420","27570"
"In post","2022","EO","Undeclared","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Bradford","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Bristol, City of","70","60","27060","27530"
"In post","2022","EO","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Calderdale and Kirklees","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Camden and City of London","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Cardiff and Vale of Glamorgan","90","90","28140","27570"
"In post","2022","EO","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Central Hampshire","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Central Valleys","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","City of Edinburgh","90","80","30700","30040"
"In post","2022","EO","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Croydon","150","140","30300","30050"
"In post","2022","EO","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Devon CC","70","70","27120","27400"
"In post","2022","EO","Undeclared","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Durham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","East Kent","180","160","27610","27370"
"In post","2022","EO","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","East Sussex CC","50","40","27570","27570"
"In post","2022","EO","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Falkirk","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Glasgow City","140","130","29730","27570"
"In post","2022","EO","Undeclared","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Greater Manchester South West","50","50","27210","27570"
"In post","2022","EO","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Hackney and Newham","120","110","31440","31060"
"In post","2022","EO","Undeclared","Haringey and Islington","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Harrow and Hillingdon","150","130","29540","29170"
"In post","2022","EO","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Hertfordshire CC","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Kingston upon Hull, City of","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Lambeth","70","70","32770","31880"
"In post","2022","EO","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Leeds","140","130","26950","27370"
"In post","2022","EO","Undeclared","Leicester","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Lewisham and Southwark","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Lincolnshire CC","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Liverpool","90","80","26160","26160"
"In post","2022","EO","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Manchester","100","90","26840","27000"
"In post","2022","EO","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Mid Lancashire","50","40","[c]","[c]"
"In post","2022","EO","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North Lanarkshire","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Nottingham","80","80","27070","27000"
"In post","2022","EO","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Perth and Kinross, and Stirling","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Plymouth","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Portsmouth","70","60","28050","27370"
"In post","2022","EO","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Redbridge and Waltham Forest","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Sefton","80","70","27270","27570"
"In post","2022","EO","Undeclared","Sheffield","80","70","26480","26120"
"In post","2022","EO","Undeclared","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South Hampshire","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Staffordshire CC","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Suffolk CC","60","60","27480","27570"
"In post","2022","EO","Undeclared","Sunderland","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Swansea","60","60","27050","26780"
"In post","2022","EO","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Tower Hamlets","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Tyneside","130","120","26850","26820"
"In post","2022","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Warrington","50","40","[c]","[c]"
"In post","2022","EO","Undeclared","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Sussex (North East)","60","50","28840","28350"
"In post","2022","EO","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Westminster","220","220","29750","29560"
"In post","2022","EO","Undeclared","Wiltshire","50","40","[c]","[c]"
"In post","2022","EO","Undeclared","Wirral","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Aberdeen City and Aberdeenshire","140","130","31100","30450"
"In post","2022","EO","Unknown","Angus and Dundee City","90","80","27720","27230"
"In post","2022","EO","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Barking & Dagenham and Havering","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Barnsley, Doncaster and Rotherham","60","50","29340","27570"
