"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","London","120","110","25980","25060"
"Leaver CS","2021","Black","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","London","140","130","30140","25560"
"Leaver CS","2021","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","London","[c]","[c]","[c]","[c]"
