"Status","Year","Region_ITL3","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Dorset CC","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","West Midlands","Declared non-disabled","70","50","[c]","[c]"
"Leaver CS","2021","Dudley","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","West Midlands","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Tees Valley and Durham","Declared non-disabled","180","140","26480","21430"
"Leaver CS","2021","Durham CC","Tees Valley and Durham","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Durham CC","Tees Valley and Durham","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Ealing","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Outer London - West and North West","Declared non-disabled","60","40","[c]","[c]"
"Leaver CS","2021","Ealing","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Cumbria","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Declared non-disabled","60","50","32640","29960"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","East Kent","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Kent","Declared non-disabled","100","90","27060","25110"
"Leaver CS","2021","East Kent","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Surrey","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Surrey, East and West Sussex","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","East Surrey","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Surrey, East and West Sussex","Declared non-disabled","70","60","26410","21010"
"Leaver CS","2021","East Sussex CC","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Essex","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Essex","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Eastern Scotland","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2021","Falkirk","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","East Wales","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","East Wales","Declared non-disabled","200","170","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","East Wales","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Glasgow City","West Central Scotland","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","West Central Scotland","Declared non-disabled","250","220","30880","25280"
"Leaver CS","2021","Glasgow City","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","West Central Scotland","Unknown","140","120","31590","27150"
"Leaver CS","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","60","50","28520","27130"
"Leaver CS","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Greater Manchester","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Greater Manchester","Declared non-disabled","70","60","23560","21010"
"Leaver CS","2021","Greater Manchester North West","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Greater Manchester","Declared non-disabled","60","50","25170","21010"
"Leaver CS","2021","Greater Manchester South East","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Greater Manchester","Declared non-disabled","120","100","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Greater Manchester","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Inner London - East","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Inner London - East","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Inner London - East","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Outer London - West and North West","Declared non-disabled","90","70","31260","29480"
"Leaver CS","2021","Harrow and Hillingdon","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Declared non-disabled","140","110","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Essex","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Bedfordshire and Hertfordshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Bedfordshire and Hertfordshire","Declared non-disabled","140","120","32630","27750"
"Leaver CS","2021","Hertfordshire","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Bedfordshire and Hertfordshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","Declared non-disabled","90","80","29250","25120"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","West Wales and The Valleys","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Kent","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Kent","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Declared non-disabled","120","100","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Lambeth","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Inner London - East","Declared non-disabled","140","130","44810","38930"
"Leaver CS","2021","Lambeth","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Inner London - East","Unknown","70","70","46620","39840"
"Leaver CS","2021","Lancaster and Wyre","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Lancashire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","West Yorkshire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Leeds","West Yorkshire","Declared non-disabled","340","290","31610","27570"
"Leaver CS","2021","Leeds","West Yorkshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Leeds","West Yorkshire","Unknown","190","140","31300","25080"
"Leaver CS","2021","Leicester","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","90","80","27420","22350"
"Leaver CS","2021","Leicester","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Leicestershire, Rutland and Northamptonshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","110","100","28850","26750"
"Leaver CS","2021","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Inner London - East","Declared non-disabled","80","70","34850","31060"
"Leaver CS","2021","Lewisham and Southwark","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Lincolnshire","Declared non-disabled","210","190","28710","27680"
"Leaver CS","2021","Lincolnshire","Lincolnshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Lincolnshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Merseyside","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Liverpool","Merseyside","Declared non-disabled","250","210","25860","23090"
"Leaver CS","2021","Liverpool","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Merseyside","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Bedfordshire and Hertfordshire","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Luton","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","Greater Manchester","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Manchester","Greater Manchester","Declared non-disabled","290","260","35850","28510"
"Leaver CS","2021","Manchester","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","Greater Manchester","Unknown","80","80","32660","26240"
"Leaver CS","2021","Medway","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medway","Kent","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Medway","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medway","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Kent","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Mid Kent","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Lancashire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Lancashire","Declared non-disabled","170","130","27600","26670"
"Leaver CS","2021","Mid Lancashire","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Lancashire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","90","80","36790","30680"
"Leaver CS","2021","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","East Wales","Declared non-disabled","110","90","34450","27570"
"Leaver CS","2021","Monmouthshire and Newport","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","East Wales","Unknown","110","100","28320","23050"
"Leaver CS","2021","Na h-Eileanan Siar","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Na h-Eileanan Siar","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","East Anglia","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Hampshire and Isle of Wight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","North Hampshire","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
