"Status","Year","Profession_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","West Yorkshire","60","50","31360","31140"
"In post","2022","Knowledge and Information Management","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","East Wales","50","50","35390","34900"
"In post","2022","Knowledge and Information Management","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Gloucestershire, Wiltshire and Bath/Bristol area","180","180","36600","33300"
"In post","2022","Knowledge and Information Management","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Hampshire and Isle of Wight","60","60","31740","29220"
"In post","2022","Knowledge and Information Management","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Inner London - West","270","270","43650","39390"
"In post","2022","Knowledge and Information Management","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Merseyside","50","50","31610","28600"
"In post","2022","Knowledge and Information Management","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Outer London - West and North West","50","50","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Bedfordshire and Hertfordshire","80","70","54770","53720"
"In post","2022","Legal","Female","Berkshire, Buckinghamshire and Oxfordshire","120","100","44320","43410"
"In post","2022","Legal","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Derbyshire and Nottinghamshire","200","180","42110","38230"
"In post","2022","Legal","Female","Devon","60","50","46800","48080"
"In post","2022","Legal","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","East Anglia","220","190","32620","28920"
"In post","2022","Legal","Female","East Wales","370","330","46690","48080"
"In post","2022","Legal","Female","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"In post","2022","Legal","Female","Eastern Scotland","220","210","51110","52520"
"In post","2022","Legal","Female","Essex","110","100","49040","53050"
"In post","2022","Legal","Female","Gloucestershire, Wiltshire and Bath/Bristol area","240","220","43100","41120"
"In post","2022","Legal","Female","Greater Manchester","400","370","41910","40180"
"In post","2022","Legal","Female","Hampshire and Isle of Wight","140","130","48120","53050"
"In post","2022","Legal","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Inner London - East","570","550","48470","40910"
"In post","2022","Legal","Female","Inner London - West","2090","1900","58950","58650"
"In post","2022","Legal","Female","Kent","110","90","40580","36050"
"In post","2022","Legal","Female","Lancashire","100","90","48320","48080"
"In post","2022","Legal","Female","Leicestershire, Rutland and Northamptonshire","90","80","48440","48830"
"In post","2022","Legal","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Merseyside","180","160","45380","48080"
"In post","2022","Legal","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Northern Ireland","70","70","32820","28920"
"In post","2022","Legal","Female","Northumberland, and Tyne and Wear","180","170","40220","36050"
"In post","2022","Legal","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Outer London - South","200","190","43090","37930"
"In post","2022","Legal","Female","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","Legal","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Shropshire and Staffordshire","60","50","49640","48080"
"In post","2022","Legal","Female","South Yorkshire","60","60","44150","48080"
"In post","2022","Legal","Female","Southern Scotland","80","70","51350","52520"
"In post","2022","Legal","Female","Surrey, East and West Sussex","90","80","51070","53050"
"In post","2022","Legal","Female","Tees Valley and Durham","90","80","47940","48080"
"In post","2022","Legal","Female","West Central Scotland","330","300","48740","46100"
"In post","2022","Legal","Female","West Midlands","340","310","45560","48080"
"In post","2022","Legal","Female","West Wales and The Valleys","70","70","46910","48080"
"In post","2022","Legal","Female","West Yorkshire","330","300","44240","44780"
"In post","2022","Legal","Male","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"In post","2022","Legal","Male","Berkshire, Buckinghamshire and Oxfordshire","80","70","51020","53430"
"In post","2022","Legal","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Derbyshire and Nottinghamshire","210","200","40440","34480"
"In post","2022","Legal","Male","Devon","40","40","[c]","[c]"
"In post","2022","Legal","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","East Anglia","180","170","35250","33220"
"In post","2022","Legal","Male","East Wales","240","230","45900","42980"
"In post","2022","Legal","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Eastern Scotland","100","100","53810","53490"
"In post","2022","Legal","Male","Essex","30","30","[c]","[c]"
"In post","2022","Legal","Male","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","44710","40520"
"In post","2022","Legal","Male","Greater Manchester","400","380","39440","33370"
"In post","2022","Legal","Male","Hampshire and Isle of Wight","100","100","49670","53050"
"In post","2022","Legal","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Inner London - East","600","590","48660","40910"
"In post","2022","Legal","Male","Inner London - West","1110","1080","60780","62140"
"In post","2022","Legal","Male","Kent","90","90","41060","35980"
"In post","2022","Legal","Male","Lancashire","50","50","50180","50950"
"In post","2022","Legal","Male","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","Legal","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Merseyside","110","110","48890","48450"
"In post","2022","Legal","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Northern Ireland","100","100","31060","27790"
"In post","2022","Legal","Male","Northumberland, and Tyne and Wear","160","150","38970","33370"
"In post","2022","Legal","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Outer London - South","270","260","42740","37930"
"In post","2022","Legal","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Legal","Male","Southern Scotland","30","30","[c]","[c]"
"In post","2022","Legal","Male","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","Legal","Male","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","Legal","Male","West Central Scotland","200","190","42340","40520"
"In post","2022","Legal","Male","West Midlands","240","240","44040","40600"
"In post","2022","Legal","Male","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2022","Legal","Male","West Yorkshire","270","270","43380","40520"
"In post","2022","Medicine","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Berkshire, Buckinghamshire and Oxfordshire","90","80","48750","39030"
"In post","2022","Medicine","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Derbyshire and Nottinghamshire","90","90","45230","41090"
"In post","2022","Medicine","Female","Devon","90","80","34410","23280"
"In post","2022","Medicine","Female","Dorset and Somerset","40","30","[c]","[c]"
"In post","2022","Medicine","Female","East Anglia","50","50","53420","39030"
"In post","2022","Medicine","Female","East Wales","120","110","43840","38160"
"In post","2022","Medicine","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","Medicine","Female","Essex","40","30","[c]","[c]"
"In post","2022","Medicine","Female","Gloucestershire, Wiltshire and Bath/Bristol area","150","120","45970","37280"
"In post","2022","Medicine","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Hampshire and Isle of Wight","140","120","49320","39630"
"In post","2022","Medicine","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Inner London - East","130","120","72910","72280"
"In post","2022","Medicine","Female","Inner London - West","60","60","68650","65540"
"In post","2022","Medicine","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Lincolnshire","40","30","[c]","[c]"
"In post","2022","Medicine","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","North Yorkshire","90","80","44330","36290"
"In post","2022","Medicine","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Outer London - West and North West","50","40","[c]","[c]"
"In post","2022","Medicine","Female","Overseas","40","40","[c]","[c]"
"In post","2022","Medicine","Female","Shropshire and Staffordshire","80","70","47170","39030"
"In post","2022","Medicine","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","Medicine","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","West Wales and The Valleys","60","50","60400","57190"
"In post","2022","Medicine","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Devon","50","40","[c]","[c]"
"In post","2022","Medicine","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","East Anglia","30","30","[c]","[c]"
"In post","2022","Medicine","Male","East Wales","90","80","49920","47470"
"In post","2022","Medicine","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2022","Medicine","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Hampshire and Isle of Wight","60","50","61030","47680"
"In post","2022","Medicine","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Inner London - East","70","70","70520","68180"
"In post","2022","Medicine","Male","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","North Yorkshire","40","30","[c]","[c]"
"In post","2022","Medicine","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Female","Bedfordshire and Hertfordshire","1780","1620","29570","28550"
"In post","2022","Operational Delivery","Female","Berkshire, Buckinghamshire and Oxfordshire","2540","2310","28840","27570"
"In post","2022","Operational Delivery","Female","Cheshire","1860","1710","29420","27570"
"In post","2022","Operational Delivery","Female","Cornwall and Isles of Scilly","680","590","25840","26310"
"In post","2022","Operational Delivery","Female","Cumbria","1090","940","25560","24030"
"In post","2022","Operational Delivery","Female","Derbyshire and Nottinghamshire","4850","4320","27700","26700"
"In post","2022","Operational Delivery","Female","Devon","2730","2320","26540","25190"
"In post","2022","Operational Delivery","Female","Dorset and Somerset","1420","1240","27430","27130"
"In post","2022","Operational Delivery","Female","East Anglia","3990","3510","27020","26120"
"In post","2022","Operational Delivery","Female","East Wales","5850","5260","27900","25040"
"In post","2022","Operational Delivery","Female","East Yorkshire and Northern Lincolnshire","2060","1800","26580","26610"
"In post","2022","Operational Delivery","Female","Eastern Scotland","4310","3860","27250","26900"
"In post","2022","Operational Delivery","Female","Essex","2350","2100","28310","27370"
"In post","2022","Operational Delivery","Female","Gloucestershire, Wiltshire and Bath/Bristol area","4160","3700","28770","27570"
"In post","2022","Operational Delivery","Female","Greater Manchester","6830","6160","27060","25610"
"In post","2022","Operational Delivery","Female","Hampshire and Isle of Wight","3390","2850","26820","25120"
"In post","2022","Operational Delivery","Female","Herefordshire, Worcestershire and Warwickshire","1570","1430","27170","25700"
"In post","2022","Operational Delivery","Female","Highlands and Islands","390","340","27370","27570"
"In post","2022","Operational Delivery","Female","Inner London - East","5080","4730","34130","31060"
"In post","2022","Operational Delivery","Female","Inner London - West","5770","5460","37150","31980"
"In post","2022","Operational Delivery","Female","Kent","3450","3140","28300","27370"
"In post","2022","Operational Delivery","Female","Lancashire","6280","5480","25930","25120"
"In post","2022","Operational Delivery","Female","Leicestershire, Rutland and Northamptonshire","2890","2550","26280","24920"
"In post","2022","Operational Delivery","Female","Lincolnshire","880","790","26820","26470"
"In post","2022","Operational Delivery","Female","Merseyside","9060","7960","26280","24890"
"In post","2022","Operational Delivery","Female","North Eastern Scotland","490","440","30500","27570"
"In post","2022","Operational Delivery","Female","North Yorkshire","790","700","28880","27570"
"In post","2022","Operational Delivery","Female","Northern Ireland","920","820","27390","25580"
"In post","2022","Operational Delivery","Female","Northumberland, and Tyne and Wear","8610","7190","25560","22080"
"In post","2022","Operational Delivery","Female","Outer London - East and North East","1850","1690","30370","31060"
"In post","2022","Operational Delivery","Female","Outer London - South","3710","3390","32340","29370"
"In post","2022","Operational Delivery","Female","Outer London - West and North West","3500","3160","30980","30410"
"In post","2022","Operational Delivery","Female","Overseas","100","100","39600","29080"
"In post","2022","Operational Delivery","Female","Shropshire and Staffordshire","3080","2750","26920","25610"
"In post","2022","Operational Delivery","Female","South Yorkshire","3720","3220","27030","25310"
"In post","2022","Operational Delivery","Female","Southern Scotland","2110","1810","26180","24740"
"In post","2022","Operational Delivery","Female","Surrey, East and West Sussex","3600","3180","28680","27570"
"In post","2022","Operational Delivery","Female","Tees Valley and Durham","4590","4030","26360","24840"
"In post","2022","Operational Delivery","Female","Unknown","330","300","28790","27570"
"In post","2022","Operational Delivery","Female","West Central Scotland","5380","4670","26280","24890"
"In post","2022","Operational Delivery","Female","West Midlands","8030","7110","27350","26130"
"In post","2022","Operational Delivery","Female","West Wales and The Valleys","7680","6600","25160","21840"
"In post","2022","Operational Delivery","Female","West Yorkshire","6370","5670","28170","26880"
"In post","2022","Operational Delivery","Male","Bedfordshire and Hertfordshire","1220","1180","30820","29290"
"In post","2022","Operational Delivery","Male","Berkshire, Buckinghamshire and Oxfordshire","1930","1880","30900","29290"
"In post","2022","Operational Delivery","Male","Cheshire","1430","1380","32360","31650"
"In post","2022","Operational Delivery","Male","Cornwall and Isles of Scilly","380","370","27420","27570"
"In post","2022","Operational Delivery","Male","Cumbria","580","560","26990","24920"
"In post","2022","Operational Delivery","Male","Derbyshire and Nottinghamshire","3330","3200","28780","27120"
"In post","2022","Operational Delivery","Male","Devon","2020","1910","29300","27370"
"In post","2022","Operational Delivery","Male","Dorset and Somerset","1160","1100","28900","27570"
"In post","2022","Operational Delivery","Male","East Anglia","3540","3390","29260","27570"
"In post","2022","Operational Delivery","Male","East Wales","4090","3940","29880","26820"
"In post","2022","Operational Delivery","Male","East Yorkshire and Northern Lincolnshire","1810","1720","28810","27130"
"In post","2022","Operational Delivery","Male","Eastern Scotland","3420","3250","29700","27570"
"In post","2022","Operational Delivery","Male","Essex","1490","1420","29880","29090"
"In post","2022","Operational Delivery","Male","Gloucestershire, Wiltshire and Bath/Bristol area","2920","2800","31130","27570"
"In post","2022","Operational Delivery","Male","Greater Manchester","4900","4710","28100","26820"
"In post","2022","Operational Delivery","Male","Hampshire and Isle of Wight","2730","2480","28850","26840"
"In post","2022","Operational Delivery","Male","Herefordshire, Worcestershire and Warwickshire","1180","1140","28940","27380"
"In post","2022","Operational Delivery","Male","Highlands and Islands","250","230","30170","27570"
"In post","2022","Operational Delivery","Male","Inner London - East","3670","3580","37080","33140"
"In post","2022","Operational Delivery","Male","Inner London - West","4170","4100","39940","34260"
"In post","2022","Operational Delivery","Male","Kent","3500","3360","29840","28610"
"In post","2022","Operational Delivery","Male","Lancashire","4310","4090","27060","27120"
"In post","2022","Operational Delivery","Male","Leicestershire, Rutland and Northamptonshire","2050","1970","27850","27120"
"In post","2022","Operational Delivery","Male","Lincolnshire","750","710","28980","27570"
"In post","2022","Operational Delivery","Male","Merseyside","5440","5230","27610","25050"
"In post","2022","Operational Delivery","Male","North Eastern Scotland","450","440","43470","32170"
"In post","2022","Operational Delivery","Male","North Yorkshire","490","470","30140","27570"
"In post","2022","Operational Delivery","Male","Northern Ireland","870","840","28030","25130"
"In post","2022","Operational Delivery","Male","Northumberland, and Tyne and Wear","4840","4600","26340","22080"
"In post","2022","Operational Delivery","Male","Outer London - East and North East","1260","1220","32420","31060"
"In post","2022","Operational Delivery","Male","Outer London - South","2130","2080","34570","31020"
"In post","2022","Operational Delivery","Male","Outer London - West and North West","2670","2540","32150","31020"
"In post","2022","Operational Delivery","Male","Overseas","200","200","49990","55550"
"In post","2022","Operational Delivery","Male","Shropshire and Staffordshire","2350","2230","28950","27380"
"In post","2022","Operational Delivery","Male","South Yorkshire","2520","2410","28320","26160"
"In post","2022","Operational Delivery","Male","Southern Scotland","1130","1060","26980","26470"
"In post","2022","Operational Delivery","Male","Surrey, East and West Sussex","2690","2540","30000","28140"
"In post","2022","Operational Delivery","Male","Tees Valley and Durham","3230","3030","28080","27130"
"In post","2022","Operational Delivery","Male","Unknown","220","210","31330","27570"
"In post","2022","Operational Delivery","Male","West Central Scotland","3990","3780","28480","26900"
"In post","2022","Operational Delivery","Male","West Midlands","4820","4640","28660","27130"
"In post","2022","Operational Delivery","Male","West Wales and The Valleys","4180","3980","26800","24890"
"In post","2022","Operational Delivery","Male","West Yorkshire","4590","4410","29250","27570"
"In post","2022","Operational Delivery","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2022","Operational Research","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Hampshire and Isle of Wight","130","120","41890","42700"
"In post","2022","Operational Research","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Inner London - East","50","50","[c]","[c]"
"In post","2022","Operational Research","Female","Inner London - West","90","80","51330","53360"
"In post","2022","Operational Research","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","East Wales","[c]","[c]","[c]","[c]"
