"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","No function","150","140","28270","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","No function","70","70","26970","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Analysis","350","330","34300","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","No function","60","60","34380","29550"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Project Delivery","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Thurrock","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Grants Management","260","230","25330","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","No function","100","90","37020","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Project Delivery","70","70","41340","37230"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Digital, Data & Technology","70","70","45470","48370"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Communications","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Grants Management","420","370","23300","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","No function","550","520","33210","28590"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Property","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Unknown","150","150","43500","40060"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Communications","130","130","44540","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Digital, Data & Technology","100","100","48400","42540"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Finance","70","60","49610","43920"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Human Resources","60","50","48400","48620"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","No function","1980","1920","45080","39510"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Project Delivery","110","100","43610","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Wiltshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Digital, Data & Technology","50","50","43160","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Grants Management","140","120","25060","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","No function","140","130","31640","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Analysis","50","50","34510","30230"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Digital, Data & Technology","60","60","44120","47590"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Finance","60","50","43490","40080"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Grants Management","130","120","26510","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","York","No function","330","320","35290","32160"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire","No function","70","70","43490","38540"
"In post","2021","Department for International Trade","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Birmingham","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Devon CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Merseyside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Glasgow City","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Leeds","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Nottingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","No function","160","160","56610","54470"
"In post","2021","Department for International Trade","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Tyneside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Surrey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Westminster","Analysis","230","230","42740","38540"
"In post","2021","Department for International Trade","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Westminster","Communications","100","100","42590","38540"
"In post","2021","Department for International Trade","Westminster","Digital, Data & Technology","120","120","46630","43000"
"In post","2021","Department for International Trade","Westminster","Finance","90","90","47250","44030"
"In post","2021","Department for International Trade","Westminster","Human Resources","110","110","43070","37820"
"In post","2021","Department for International Trade","Westminster","No function","1560","1550","45730","39070"
"In post","2021","Department for International Trade","Westminster","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Aberdeen City and Aberdeenshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Aberdeen City and Aberdeenshire","No function","70","70","32830","27680"
"In post","2021","Department for Transport","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Angus and Dundee City","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Ards and North Down","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Barking & Dagenham and Havering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Barnet","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Barnsley, Doncaster and Rotherham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Barnsley, Doncaster and Rotherham","No function","60","50","27410","26780"
"In post","2021","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Bedford","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bedford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bedford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bedford","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Berkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Berkshire","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Bexley and Greenwich","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bexley and Greenwich","No function","60","50","33630","31680"
"In post","2021","Department for Transport","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Birmingham","No function","130","130","29250","26780"
"In post","2021","Department for Transport","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Blackpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bournemouth and Poole","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bradford","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Communications","30","30","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Finance","30","30","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Human Resources","40","40","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","No function","200","180","32610","27390"
"In post","2021","Department for Transport","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Bromley","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Buckinghamshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Caithness and Sutherland and Ross and Cromarty","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Calderdale and Kirklees","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cambridgeshire CC","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cardiff and Vale of Glamorgan","No function","60","50","31280","26580"
"In post","2021","Department for Transport","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Valleys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cheshire East","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Cornwall and Isles of Scilly","No function","60","50","29350","26780"
"In post","2021","Department for Transport","Croydon","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Darlington","No function","40","30","[c]","[c]"
"In post","2021","Department for Transport","Derby","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Derby","No function","60","60","41060","28380"
"In post","2021","Department for Transport","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Devon CC","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Dorset CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Dudley","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Durham CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Ealing","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Cumbria","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","50","40","[c]","[c]"
"In post","2021","Department for Transport","East Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Kent","No function","100","90","31120","30650"
"In post","2021","Department for Transport","East Lancashire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Merseyside","No function","60","50","29450","27680"
"In post","2021","Department for Transport","East Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Riding of Yorkshire","No function","90","80","37400","31470"
"In post","2021","Department for Transport","East Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Surrey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","No function","80","70","29820","26780"
"In post","2021","Department for Transport","East Sussex CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Enfield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Enfield","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Essex Haven Gateway","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Falkirk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Falkirk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Flintshire and Wrexham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Flintshire and Wrexham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Flintshire and Wrexham","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Glasgow City","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Gloucestershire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North East","No function","60","60","27670","26780"
"In post","2021","Department for Transport","Greater Manchester North West","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester North West","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester South East","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester South East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Gwynedd","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Haringey and Islington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Haringey and Islington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Harrow and Hillingdon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Harrow and Hillingdon","No function","80","70","32760","30780"
"In post","2021","Department for Transport","Harrow and Hillingdon","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Heart of Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Heart of Essex","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
