"Status","Year","Sexual_orientation","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","West Midlands (England)","50-59","1800","1640","31210","27570"
"In post","2022","Unknown","West Midlands (England)","60-64","540","430","29690","27380"
"In post","2022","Unknown","West Midlands (England)","65+","150","100","29150","26750"
"In post","2022","Unknown","Yorkshire and The Humber","16-19","40","40","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","20-29","1840","1810","26090","24880"
"In post","2022","Unknown","Yorkshire and The Humber","30-39","1630","1530","30760","27570"
"In post","2022","Unknown","Yorkshire and The Humber","40-49","1620","1490","34190","27570"
"In post","2022","Unknown","Yorkshire and The Humber","50-59","1850","1690","33290","27570"
"In post","2022","Unknown","Yorkshire and The Humber","60-64","500","390","29700","27570"
"In post","2022","Unknown","Yorkshire and The Humber","65+","130","90","29690","27570"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","20-29","140","130","23110","21170"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","30-39","110","110","26960","24800"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","40-49","110","100","31770","27570"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","50-59","170","150","29450","27160"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","60-64","110","90","30420","27570"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","65+","100","80","24440","21640"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","20-29","150","150","24510","23930"
"Leaver CS","2021","Heterosexual / straight","East of England","30-39","130","120","27860","24540"
"Leaver CS","2021","Heterosexual / straight","East of England","40-49","110","100","31410","27570"
"Leaver CS","2021","Heterosexual / straight","East of England","50-59","170","150","32990","27370"
"Leaver CS","2021","Heterosexual / straight","East of England","60-64","120","110","34870","27240"
"Leaver CS","2021","Heterosexual / straight","East of England","65+","120","90","28040","26220"
"Leaver CS","2021","Heterosexual / straight","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","London","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","London","20-29","650","640","29710","27400"
"Leaver CS","2021","Heterosexual / straight","London","30-39","560","530","44000","40600"
"Leaver CS","2021","Heterosexual / straight","London","40-49","340","310","49030","42000"
"Leaver CS","2021","Heterosexual / straight","London","50-59","410","390","49490","40560"
"Leaver CS","2021","Heterosexual / straight","London","60-64","280","250","48890","43170"
"Leaver CS","2021","Heterosexual / straight","London","65+","220","180","38600","30170"
"Leaver CS","2021","Heterosexual / straight","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","20-29","110","100","22700","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","30-39","70","70","25870","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","50-59","140","120","30480","27130"
"Leaver CS","2021","Heterosexual / straight","North East (England)","60-64","130","100","29390","26890"
"Leaver CS","2021","Heterosexual / straight","North East (England)","65+","100","70","22760","21010"
"Leaver CS","2021","Heterosexual / straight","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North West (England)","20-29","210","210","23680","21010"
"Leaver CS","2021","Heterosexual / straight","North West (England)","30-39","160","150","25790","23690"
"Leaver CS","2021","Heterosexual / straight","North West (England)","40-49","130","120","29030","24890"
"Leaver CS","2021","Heterosexual / straight","North West (England)","50-59","310","280","32450","27130"
"Leaver CS","2021","Heterosexual / straight","North West (England)","60-64","260","210","31930","27570"
"Leaver CS","2021","Heterosexual / straight","North West (England)","65+","220","150","25300","21070"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","20-29","80","70","23500","21430"
"Leaver CS","2021","Heterosexual / straight","Scotland","30-39","110","100","31520","27870"
"Leaver CS","2021","Heterosexual / straight","Scotland","40-49","100","90","33110","26780"
"Leaver CS","2021","Heterosexual / straight","Scotland","50-59","200","190","35000","32140"
"Leaver CS","2021","Heterosexual / straight","Scotland","60-64","190","160","37070","31190"
"Leaver CS","2021","Heterosexual / straight","Scotland","65+","130","90","29380","26120"
"Leaver CS","2021","Heterosexual / straight","South East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South East (England)","20-29","260","250","23600","22360"
"Leaver CS","2021","Heterosexual / straight","South East (England)","30-39","220","200","29940","27050"
"Leaver CS","2021","Heterosexual / straight","South East (England)","40-49","190","170","31840","29290"
"Leaver CS","2021","Heterosexual / straight","South East (England)","50-59","290","270","32060","28400"
"Leaver CS","2021","Heterosexual / straight","South East (England)","60-64","240","210","32170","27750"
"Leaver CS","2021","Heterosexual / straight","South East (England)","65+","240","190","27350","23870"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South West (England)","20-29","290","280","24230","22350"
"Leaver CS","2021","Heterosexual / straight","South West (England)","30-39","200","190","32110","29980"
"Leaver CS","2021","Heterosexual / straight","South West (England)","40-49","160","140","34680","30620"
"Leaver CS","2021","Heterosexual / straight","South West (England)","50-59","290","270","37360","31560"
"Leaver CS","2021","Heterosexual / straight","South West (England)","60-64","270","240","37530","33300"
"Leaver CS","2021","Heterosexual / straight","South West (England)","65+","210","170","30270","27570"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","20-29","170","170","22480","21510"
"Leaver CS","2021","Heterosexual / straight","Wales","30-39","130","120","28730","23830"
"Leaver CS","2021","Heterosexual / straight","Wales","40-49","90","90","30200","26170"
"Leaver CS","2021","Heterosexual / straight","Wales","50-59","170","150","33050","27570"
"Leaver CS","2021","Heterosexual / straight","Wales","60-64","170","130","35870","27570"
"Leaver CS","2021","Heterosexual / straight","Wales","65+","110","80","28410","21970"
"Leaver CS","2021","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","20-29","150","150","24780","22350"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","30-39","130","120","28840","24910"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","40-49","100","90","30830","25280"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","50-59","160","140","34010","27570"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","60-64","140","120","32180","27570"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","65+","140","100","27450","22150"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","20-29","190","180","24530","21010"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","30-39","110","100","29270","26100"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","40-49","120","110","33260","27570"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","50-59","240","210","33510","27570"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","60-64","170","140","31810","27570"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","65+","140","100","27410","22570"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","20-29","90","90","31440","28580"
"Leaver CS","2021","LGBO","London","30-39","50","40","[c]","[c]"
"Leaver CS","2021","LGBO","London","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","20-29","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","20-29","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","20-29","70","70","34800","31830"
"Leaver CS","2021","Undeclared","London","30-39","80","70","43490","40470"
"Leaver CS","2021","Undeclared","London","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","London","50-59","90","80","52670","44570"
"Leaver CS","2021","Undeclared","London","60-64","60","60","50320","43590"
"Leaver CS","2021","Undeclared","London","65+","50","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","65+","30","20","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","50-59","60","50","33890","29350"
"Leaver CS","2021","Undeclared","Scotland","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","65+","60","40","27110","22520"
"Leaver CS","2021","Undeclared","South East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","60-64","70","60","32580","32430"
"Leaver CS","2021","Undeclared","South East (England)","65+","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","50-59","50","50","31690","26890"
"Leaver CS","2021","Undeclared","South West (England)","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","65+","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","65+","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","20-29","110","100","21660","18890"
"Leaver CS","2021","Unknown","East Midlands (England)","30-39","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","40-49","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","50-59","240","210","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","60-64","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","65+","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","20-29","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","30-39","90","90","29200","29290"
"Leaver CS","2021","Unknown","East of England","40-49","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","50-59","280","250","32970","27570"
"Leaver CS","2021","Unknown","East of England","60-64","150","120","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","65+","100","70","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","20-29","700","630","27940","26970"
"Leaver CS","2021","Unknown","London","30-39","360","320","41380","38750"
"Leaver CS","2021","Unknown","London","40-49","260","230","49640","40850"
"Leaver CS","2021","Unknown","London","50-59","420","380","49840","39480"
"Leaver CS","2021","Unknown","London","60-64","260","210","48970","38310"
"Leaver CS","2021","Unknown","London","65+","200","140","38100","29570"
"Leaver CS","2021","Unknown","London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","20-29","130","120","22210","21010"
"Leaver CS","2021","Unknown","North East (England)","30-39","110","90","[c]","[c]"
