"Status","Year","Region_ITL1","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Heterosexual / straight","430","400","31800","29180"
"In post","2022","Unknown","No function","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","No function","Undeclared","70","60","31480","27570"
"In post","2022","Unknown","No function","Unknown","360","350","31340","29250"
"In post","2022","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Heterosexual / straight","80","80","30620","27370"
"In post","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heterosexual / straight","130","120","35270","33000"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37620","34460"
"In post","2022","Wales","Analysis","Heterosexual / straight","840","800","37240","36840"
"In post","2022","Wales","Analysis","LGBO","100","90","36320","32160"
"In post","2022","Wales","Analysis","Undeclared","70","60","35790","31320"
"In post","2022","Wales","Analysis","Unknown","310","300","38160","36840"
"In post","2022","Wales","Commercial","Heterosexual / straight","240","230","34790","31040"
"In post","2022","Wales","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Commercial","Undeclared","60","60","32580","31250"
"In post","2022","Wales","Commercial","Unknown","50","50","[c]","[c]"
"In post","2022","Wales","Communications","Heterosexual / straight","570","550","31650","26820"
"In post","2022","Wales","Communications","LGBO","40","40","[c]","[c]"
"In post","2022","Wales","Communications","Undeclared","50","50","30320","26820"
"In post","2022","Wales","Communications","Unknown","270","260","30130","26820"
"In post","2022","Wales","Counter Fraud","Heterosexual / straight","690","630","29470","27570"
"In post","2022","Wales","Counter Fraud","LGBO","40","40","[c]","[c]"
"In post","2022","Wales","Counter Fraud","Undeclared","110","100","28800","27340"
"In post","2022","Wales","Counter Fraud","Unknown","210","190","28580","27570"
"In post","2022","Wales","Debt","Heterosexual / straight","260","250","23960","21250"
"In post","2022","Wales","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Debt","Unknown","150","130","23500","21250"
"In post","2022","Wales","Digital, Data & Technology","Heterosexual / straight","1360","1330","40780","38650"
"In post","2022","Wales","Digital, Data & Technology","LGBO","70","70","36440","33370"
"In post","2022","Wales","Digital, Data & Technology","Undeclared","260","250","40680","39920"
"In post","2022","Wales","Digital, Data & Technology","Unknown","420","400","39320","36840"
"In post","2022","Wales","Finance","Heterosexual / straight","320","300","35800","31990"
"In post","2022","Wales","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Finance","Undeclared","50","50","35090","31850"
"In post","2022","Wales","Finance","Unknown","80","80","34420","30210"
"In post","2022","Wales","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Human Resources","Heterosexual / straight","610","570","35300","31370"
"In post","2022","Wales","Human Resources","LGBO","30","30","[c]","[c]"
"In post","2022","Wales","Human Resources","Undeclared","50","50","35180","29440"
"In post","2022","Wales","Human Resources","Unknown","80","70","34330","30210"
"In post","2022","Wales","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Legal","Heterosexual / straight","330","310","41080","41420"
"In post","2022","Wales","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Legal","Unknown","120","100","44510","48830"
"In post","2022","Wales","No function","Heterosexual / straight","13670","12530","27960","26310"
"In post","2022","Wales","No function","LGBO","930","890","27310","25610"
"In post","2022","Wales","No function","Undeclared","2410","2080","26340","22080"
"In post","2022","Wales","No function","Unknown","4350","3900","26700","23170"
"In post","2022","Wales","Project Delivery","Heterosexual / straight","460","440","43980","37940"
"In post","2022","Wales","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Project Delivery","Undeclared","50","40","[c]","[c]"
"In post","2022","Wales","Project Delivery","Unknown","110","100","44020","40180"
"In post","2022","Wales","Property","Heterosexual / straight","360","340","35340","32890"
"In post","2022","Wales","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Property","Undeclared","60","50","33700","31900"
"In post","2022","Wales","Property","Unknown","90","80","31780","26880"
"In post","2022","Wales","Security","Heterosexual / straight","230","220","26830","24720"
"In post","2022","Wales","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Security","Undeclared","40","30","[c]","[c]"
"In post","2022","Wales","Security","Unknown","50","50","33170","24720"
"In post","2022","Wales","Unknown","Heterosexual / straight","5740","5420","39510","38160"
"In post","2022","Wales","Unknown","LGBO","280","270","40340","38160"
"In post","2022","Wales","Unknown","Undeclared","800","750","40700","38160"
"In post","2022","Wales","Unknown","Unknown","300","280","34770","27370"
"In post","2022","West Midlands (England)","Analysis","Heterosexual / straight","80","80","40220","38650"
"In post","2022","West Midlands (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Heterosexual / straight","180","180","37050","33370"
"In post","2022","West Midlands (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Unknown","110","110","55320","54160"
"In post","2022","West Midlands (England)","Communications","Heterosexual / straight","330","320","31440","29200"
"In post","2022","West Midlands (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Communications","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Communications","Unknown","250","240","29400","26820"
"In post","2022","West Midlands (England)","Counter Fraud","Heterosexual / straight","820","750","31570","27570"
"In post","2022","West Midlands (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Counter Fraud","Undeclared","110","90","30860","27570"
"In post","2022","West Midlands (England)","Counter Fraud","Unknown","350","320","30580","27570"
"In post","2022","West Midlands (England)","Debt","Heterosexual / straight","570","500","23140","21260"
"In post","2022","West Midlands (England)","Debt","LGBO","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Debt","Undeclared","90","70","22300","21260"
"In post","2022","West Midlands (England)","Debt","Unknown","180","150","22660","21250"
"In post","2022","West Midlands (England)","Digital, Data & Technology","Heterosexual / straight","910","880","39400","36050"
"In post","2022","West Midlands (England)","Digital, Data & Technology","LGBO","50","50","37690","33700"
"In post","2022","West Midlands (England)","Digital, Data & Technology","Undeclared","90","90","40430","35980"
"In post","2022","West Midlands (England)","Digital, Data & Technology","Unknown","260","260","40090","36500"
"In post","2022","West Midlands (England)","Finance","Heterosexual / straight","580","560","38600","36500"
"In post","2022","West Midlands (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Finance","Undeclared","70","70","39170","35310"
"In post","2022","West Midlands (England)","Finance","Unknown","180","180","37440","36500"
"In post","2022","West Midlands (England)","Grants Management","Heterosexual / straight","70","60","25160","24920"
"In post","2022","West Midlands (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Grants Management","Unknown","100","90","25080","21300"
"In post","2022","West Midlands (England)","Human Resources","Heterosexual / straight","390","370","39300","35310"
"In post","2022","West Midlands (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Human Resources","Undeclared","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Human Resources","Unknown","80","80","34680","30900"
"In post","2022","West Midlands (England)","Internal Audit","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Heterosexual / straight","480","460","41100","38960"
"In post","2022","West Midlands (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Unknown","160","150","43470","48080"
"In post","2022","West Midlands (England)","No function","Heterosexual / straight","14900","13810","29880","27570"
"In post","2022","West Midlands (England)","No function","LGBO","870","840","29290","27380"
"In post","2022","West Midlands (England)","No function","Undeclared","1710","1560","29720","27570"
"In post","2022","West Midlands (England)","No function","Unknown","4340","3920","27830","26610"
"In post","2022","West Midlands (England)","Project Delivery","Heterosexual / straight","650","630","38120","35900"
"In post","2022","West Midlands (England)","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Undeclared","80","80","38600","39880"
"In post","2022","West Midlands (England)","Project Delivery","Unknown","130","130","39480","40000"
"In post","2022","West Midlands (England)","Property","Heterosexual / straight","510","490","37900","33630"
"In post","2022","West Midlands (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Undeclared","60","60","37480","33090"
"In post","2022","West Midlands (England)","Property","Unknown","110","100","38190","32000"
"In post","2022","West Midlands (England)","Security","Heterosexual / straight","280","280","30690","26820"
"In post","2022","West Midlands (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Unknown","60","60","31890","26820"
"In post","2022","West Midlands (England)","Unknown","Heterosexual / straight","1930","1820","29530","26670"
"In post","2022","West Midlands (England)","Unknown","LGBO","70","60","28880","26670"
"In post","2022","West Midlands (England)","Unknown","Undeclared","240","220","30580","27370"
"In post","2022","West Midlands (England)","Unknown","Unknown","270","260","28460","24880"
"In post","2022","Yorkshire and The Humber","Analysis","Heterosexual / straight","350","320","43660","40630"
"In post","2022","Yorkshire and The Humber","Analysis","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Analysis","Undeclared","50","50","39350","35590"
"In post","2022","Yorkshire and The Humber","Analysis","Unknown","70","60","37870","35310"
"In post","2022","Yorkshire and The Humber","Commercial","Heterosexual / straight","280","280","40000","36500"
"In post","2022","Yorkshire and The Humber","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Undeclared","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Unknown","160","160","59690","61710"
"In post","2022","Yorkshire and The Humber","Communications","Heterosexual / straight","390","380","34380","33080"
"In post","2022","Yorkshire and The Humber","Communications","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Undeclared","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Unknown","280","270","30100","26820"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Heterosexual / straight","900","830","32400","28860"
"In post","2022","Yorkshire and The Humber","Counter Fraud","LGBO","50","50","31040","27570"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Undeclared","120","110","33570","31990"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Unknown","350","320","30140","27570"
"In post","2022","Yorkshire and The Humber","Debt","Heterosexual / straight","620","530","23840","21260"
"In post","2022","Yorkshire and The Humber","Debt","LGBO","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Debt","Undeclared","70","60","23290","21260"
"In post","2022","Yorkshire and The Humber","Debt","Unknown","240","210","22860","21250"
"In post","2022","Yorkshire and The Humber","Digital, Data & Technology","Heterosexual / straight","1040","1000","42110","38480"
"In post","2022","Yorkshire and The Humber","Digital, Data & Technology","LGBO","60","60","40560","36500"
"In post","2022","Yorkshire and The Humber","Digital, Data & Technology","Undeclared","140","140","40400","37640"
"In post","2022","Yorkshire and The Humber","Digital, Data & Technology","Unknown","310","300","42020","38470"
"In post","2022","Yorkshire and The Humber","Finance","Heterosexual / straight","1120","1050","37340","34290"
"In post","2022","Yorkshire and The Humber","Finance","LGBO","70","70","36700","32590"
"In post","2022","Yorkshire and The Humber","Finance","Undeclared","210","200","35820","31660"
"In post","2022","Yorkshire and The Humber","Finance","Unknown","360","320","31350","26820"
"In post","2022","Yorkshire and The Humber","Grants Management","Heterosexual / straight","100","90","28510","25390"
"In post","2022","Yorkshire and The Humber","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Grants Management","Unknown","130","120","24180","21300"
"In post","2022","Yorkshire and The Humber","Human Resources","Heterosexual / straight","690","640","39350","35310"
"In post","2022","Yorkshire and The Humber","Human Resources","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Undeclared","50","50","34840","32100"
"In post","2022","Yorkshire and The Humber","Human Resources","Unknown","100","100","41860","36820"
"In post","2022","Yorkshire and The Humber","Internal Audit","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Heterosexual / straight","610","570","41240","38000"
"In post","2022","Yorkshire and The Humber","Legal","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Undeclared","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Legal","Unknown","250","220","42540","37780"
"In post","2022","Yorkshire and The Humber","No function","Heterosexual / straight","14440","13270","30780","27570"
"In post","2022","Yorkshire and The Humber","No function","LGBO","960","920","30510","27570"
"In post","2022","Yorkshire and The Humber","No function","Undeclared","1810","1630","31280","27570"
"In post","2022","Yorkshire and The Humber","No function","Unknown","4230","3860","28590","27260"
"In post","2022","Yorkshire and The Humber","Project Delivery","Heterosexual / straight","500","460","41050","36680"
"In post","2022","Yorkshire and The Humber","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Project Delivery","Undeclared","60","60","40890","37650"
"In post","2022","Yorkshire and The Humber","Project Delivery","Unknown","110","100","37870","34290"
"In post","2022","Yorkshire and The Humber","Property","Heterosexual / straight","640","600","38520","34000"
"In post","2022","Yorkshire and The Humber","Property","LGBO","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Property","Undeclared","80","80","38820","36050"
"In post","2022","Yorkshire and The Humber","Property","Unknown","120","120","33890","30450"
"In post","2022","Yorkshire and The Humber","Security","Heterosexual / straight","630","610","31780","32000"
"In post","2022","Yorkshire and The Humber","Security","LGBO","60","60","31940","33000"
"In post","2022","Yorkshire and The Humber","Security","Undeclared","90","90","36010","39070"
"In post","2022","Yorkshire and The Humber","Security","Unknown","220","210","30880","26670"
"In post","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","4240","3960","29270","25310"
"In post","2022","Yorkshire and The Humber","Unknown","LGBO","210","200","29900","26800"
"In post","2022","Yorkshire and The Humber","Unknown","Undeclared","510","490","29200","26160"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","700","670","29140","24880"
"Leaver CS","2021","East Midlands (England)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","No function","Heterosexual / straight","390","360","24720","21170"
"Leaver CS","2021","East Midlands (England)","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","No function","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","No function","Unknown","190","160","23320","21170"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Heterosexual / straight","240","220","27780","27570"
"Leaver CS","2021","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","480","410","26080","26890"
"Leaver CS","2021","East of England","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","No function","Heterosexual / straight","430","390","32850","24750"
"Leaver CS","2021","East of England","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","No function","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","East of England","No function","Unknown","260","230","30920","24500"
"Leaver CS","2021","East of England","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Heterosexual / straight","260","230","27040","25280"
"Leaver CS","2021","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","510","440","27710","27570"
"Leaver CS","2021","London","Analysis","Heterosexual / straight","90","80","39220","28830"
"Leaver CS","2021","London","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Analysis","Undeclared","[c]","[c]","[c]","[c]"
