"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Department for Work and Pensions","110","100","25750","27570"
"Leaver CS","2022","Undeclared","20-29","Department of Health and Social Care","240","70","28960","27150"
"Leaver CS","2022","Undeclared","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Department for Work and Pensions","60","60","29260","27570"
"Leaver CS","2022","Undeclared","30-39","Department of Health and Social Care","180","70","41180","37190"
"Leaver CS","2022","Undeclared","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Ministry of Justice","90","90","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Department for Work and Pensions","60","60","30980","27570"
"Leaver CS","2022","Undeclared","40-49","Department of Health and Social Care","130","50","46060","47130"
"Leaver CS","2022","Undeclared","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Department for Work and Pensions","140","120","30150","27570"
"Leaver CS","2022","Undeclared","50-59","Department of Health and Social Care","140","80","50330","46020"
"Leaver CS","2022","Undeclared","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Home Office","70","60","33800","30410"
"Leaver CS","2022","Undeclared","50-59","Ministry of Defence","120","120","37540","36300"
"Leaver CS","2022","Undeclared","50-59","Ministry of Justice","160","140","29800","24060"
"Leaver CS","2022","Undeclared","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Department for Transport","60","50","28960","26780"
"Leaver CS","2022","Undeclared","60-64","Department for Work and Pensions","120","90","27660","27570"
"Leaver CS","2022","Undeclared","60-64","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Home Office","70","50","34760","30940"
"Leaver CS","2022","Undeclared","60-64","Ministry of Defence","190","170","35010","33300"
"Leaver CS","2022","Undeclared","60-64","Ministry of Justice","90","70","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Department for Transport","60","40","27170","26780"
"Leaver CS","2022","Undeclared","65+","Department for Work and Pensions","140","100","26400","26120"
"Leaver CS","2022","Undeclared","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Ministry of Defence","130","110","29940","28590"
"Leaver CS","2022","Undeclared","65+","Ministry of Justice","80","60","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Cabinet Office","120","120","29710","29250"
"Leaver CS","2022","Unknown","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Department for Business, Energy and Industrial Strategy","70","70","28290","24140"
"Leaver CS","2022","Unknown","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Department for Education","50","50","29050","28500"
"Leaver CS","2022","Unknown","20-29","Department for Environment, Food and Rural Affairs","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Department for International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Department for Transport","110","100","25110","21840"
"Leaver CS","2022","Unknown","20-29","Department for Work and Pensions","380","370","25160","21260"
"Leaver CS","2022","Unknown","20-29","Department of Health and Social Care","50","50","36180","32790"
"Leaver CS","2022","Unknown","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Foreign, Commonwealth and Development Office","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","HM Revenue and Customs","960","910","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Home Office","160","160","27560","25630"
"Leaver CS","2022","Unknown","20-29","Ministry of Defence","290","280","25090","23700"
"Leaver CS","2022","Unknown","20-29","Ministry of Justice","1120","1090","22700","20970"
"Leaver CS","2022","Unknown","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Scottish Government","170","160","25910","25420"
"Leaver CS","2022","Unknown","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","UK Statistics Authority","70","70","24230","22370"
"Leaver CS","2022","Unknown","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Cabinet Office","100","100","52620","54700"
"Leaver CS","2022","Unknown","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Business, Energy and Industrial Strategy","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Department for Transport","70","60","31590","26840"
"Leaver CS","2022","Unknown","30-39","Department for Work and Pensions","330","300","27980","27570"
"Leaver CS","2022","Unknown","30-39","Department of Health and Social Care","90","80","44260","40550"
"Leaver CS","2022","Unknown","30-39","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","HM Revenue and Customs","630","580","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","HM Treasury","[c]","[c]","[c]","[c]"
