"Status","Year","Sexual_orientation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Asian","270","270","29860","27570"
"In post","2022","Unknown","20-29","Black","70","70","31670","30100"
"In post","2022","Unknown","20-29","Mixed","80","80","31970","29260"
"In post","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Undeclared","130","120","32860","31960"
"In post","2022","Unknown","20-29","Unknown","20120","19830","28720","26820"
"In post","2022","Unknown","20-29","White","1890","1870","29240","27570"
"In post","2022","Unknown","30-39","Asian","580","530","33200","30550"
"In post","2022","Unknown","30-39","Black","170","150","32200","31060"
"In post","2022","Unknown","30-39","Mixed","130","130","36870","33370"
"In post","2022","Unknown","30-39","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Unknown","30-39","Undeclared","500","460","35420","33330"
"In post","2022","Unknown","30-39","Unknown","17640","16900","34060","30210"
"In post","2022","Unknown","30-39","White","4030","3700","33750","30220"
"In post","2022","Unknown","40-49","Asian","1060","920","33310","27570"
"In post","2022","Unknown","40-49","Black","260","240","34880","31060"
"In post","2022","Unknown","40-49","Mixed","150","140","37610","31740"
"In post","2022","Unknown","40-49","Other ethnicity","70","60","38480","31880"
"In post","2022","Unknown","40-49","Undeclared","890","830","34920","31060"
"In post","2022","Unknown","40-49","Unknown","12300","11630","37160","31060"
"In post","2022","Unknown","40-49","White","7660","6910","34980","29870"
"In post","2022","Unknown","50-59","Asian","820","740","32810","27570"
"In post","2022","Unknown","50-59","Black","630","600","32840","31060"
"In post","2022","Unknown","50-59","Mixed","150","140","36670","30110"
"In post","2022","Unknown","50-59","Other ethnicity","90","80","38380","31880"
"In post","2022","Unknown","50-59","Undeclared","1580","1430","32910","28920"
"In post","2022","Unknown","50-59","Unknown","11710","11000","36110","30700"
"In post","2022","Unknown","50-59","White","11670","10580","33630","27800"
"In post","2022","Unknown","60-64","Asian","250","210","31250","27570"
"In post","2022","Unknown","60-64","Black","200","170","31310","28210"
"In post","2022","Unknown","60-64","Mixed","40","30","[c]","[c]"
"In post","2022","Unknown","60-64","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","490","390","32860","27570"
"In post","2022","Unknown","60-64","Unknown","3080","2610","32070","27570"
"In post","2022","Unknown","60-64","White","3700","2830","31710","27570"
"In post","2022","Unknown","65+","Asian","140","110","32200","26400"
"In post","2022","Unknown","65+","Black","70","50","31600","28410"
"In post","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","180","130","30890","27570"
"In post","2022","Unknown","65+","Unknown","960","730","32370","27440"
"In post","2022","Unknown","65+","White","1170","830","31190","27380"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","White","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Asian","270","260","25310","24490"
"Leaver CS","2021","Heterosexual / straight","20-29","Black","110","110","26030","25110"
"Leaver CS","2021","Heterosexual / straight","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Mixed","90","90","25720","24490"
"Leaver CS","2021","Heterosexual / straight","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","White","1850","1800","25660","22730"
"Leaver CS","2021","Heterosexual / straight","30-39","Asian","200","190","30990","27690"
"Leaver CS","2021","Heterosexual / straight","30-39","Black","100","100","31990","27760"
"Leaver CS","2021","Heterosexual / straight","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Mixed","70","70","34660","30770"
"Leaver CS","2021","Heterosexual / straight","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","White","1490","1400","34320","29930"
"Leaver CS","2021","Heterosexual / straight","40-49","Asian","130","120","37700","32030"
"Leaver CS","2021","Heterosexual / straight","40-49","Black","80","80","32040","28880"
"Leaver CS","2021","Heterosexual / straight","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","White","1220","1120","36500","29930"
"Leaver CS","2021","Heterosexual / straight","50-59","Asian","70","60","36060","29080"
"Leaver CS","2021","Heterosexual / straight","50-59","Black","90","80","37470","30650"
"Leaver CS","2021","Heterosexual / straight","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","White","2330","2140","36120","29290"
"Leaver CS","2021","Heterosexual / straight","60-64","Asian","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Black","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","White","1990","1680","35870","28910"
"Leaver CS","2021","Heterosexual / straight","65+","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Black","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","White","1620","1220","28670","24910"
"Leaver CS","2021","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","20-29","White","270","270","25510","22350"
"Leaver CS","2021","LGBO","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","30-39","White","130","130","34630","30970"
"Leaver CS","2021","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","40-49","White","80","70","41630","33650"
"Leaver CS","2021","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","50-59","White","90","80","42260","32530"
"Leaver CS","2021","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","60-64","White","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","65+","White","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","White","110","100","28060","24310"
"Leaver CS","2021","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Undeclared","60","60","37970","34140"
"Leaver CS","2021","Undeclared","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","White","120","110","35920","31710"
"Leaver CS","2021","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","White","120","110","37430","30160"
"Leaver CS","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Undeclared","130","120","37500","32580"
"Leaver CS","2021","Undeclared","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","White","260","230","35850","27580"
"Leaver CS","2021","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Undeclared","140","120","35570","33350"
"Leaver CS","2021","Undeclared","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","White","280","230","34250","27570"
"Leaver CS","2021","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Undeclared","80","60","31850","26780"
"Leaver CS","2021","Undeclared","65+","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","White","260","190","27290","26220"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Undeclared","120","120","21490","19130"
"Leaver CS","2021","Unknown","20-29","Unknown","2000","1900","25350","23750"
"Leaver CS","2021","Unknown","20-29","White","270","240","25710","23450"
"Leaver CS","2021","Unknown","30-39","Asian","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","1180","1100","32800","28660"
"Leaver CS","2021","Unknown","30-39","White","390","330","32950","29750"
"Leaver CS","2021","Unknown","40-49","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","880","810","36170","28260"
"Leaver CS","2021","Unknown","40-49","White","550","460","35380","27570"
"Leaver CS","2021","Unknown","50-59","Asian","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Black","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Undeclared","230","200","32290","29790"
"Leaver CS","2021","Unknown","50-59","Unknown","1040","960","37050","29410"
"Leaver CS","2021","Unknown","50-59","White","1860","1610","34810","27570"
"Leaver CS","2021","Unknown","60-64","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Undeclared","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","570","480","39210","32430"
"Leaver CS","2021","Unknown","60-64","White","1280","980","33010","27570"
"Leaver CS","2021","Unknown","65+","Asian","70","40","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Undeclared","90","60","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Unknown","350","260","35650","29800"
"Leaver CS","2021","Unknown","65+","White","900","600","30220","26750"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","White","60","60","21120","21260"
"Leaver CS","2022","Heterosexual / straight","20-29","Asian","640","620","27020","27140"
"Leaver CS","2022","Heterosexual / straight","20-29","Black","360","350","28530","27570"
"Leaver CS","2022","Heterosexual / straight","20-29","Mixed","250","240","27110","26410"
"Leaver CS","2022","Heterosexual / straight","20-29","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","White","3930","3820","26510","24890"
"Leaver CS","2022","Heterosexual / straight","30-39","Asian","490","460","34230","31060"
"Leaver CS","2022","Heterosexual / straight","30-39","Black","290","280","32780","31060"
"Leaver CS","2022","Heterosexual / straight","30-39","Mixed","160","150","33450","29240"
"Leaver CS","2022","Heterosexual / straight","30-39","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","30-39","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","30-39","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","30-39","White","3390","3170","33970","29290"
"Leaver CS","2022","Heterosexual / straight","40-49","Asian","300","280","39020","31060"
"Leaver CS","2022","Heterosexual / straight","40-49","Black","210","200","36230","31060"
"Leaver CS","2022","Heterosexual / straight","40-49","Mixed","90","80","36470","31060"
"Leaver CS","2022","Heterosexual / straight","40-49","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","40-49","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","40-49","White","2690","2470","37070","29670"
"Leaver CS","2022","Heterosexual / straight","50-59","Asian","160","150","38070","29290"
"Leaver CS","2022","Heterosexual / straight","50-59","Black","180","180","34420","30720"
"Leaver CS","2022","Heterosexual / straight","50-59","Mixed","80","80","38890","30810"
"Leaver CS","2022","Heterosexual / straight","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","50-59","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","50-59","White","4120","3750","35730","27570"
"Leaver CS","2022","Heterosexual / straight","60-64","Asian","90","80","37110","31060"
"Leaver CS","2022","Heterosexual / straight","60-64","Black","80","70","33270","30320"
"Leaver CS","2022","Heterosexual / straight","60-64","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","60-64","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","60-64","White","3170","2670","36490","29370"
"Leaver CS","2022","Heterosexual / straight","65+","Asian","80","60","32110","27570"
"Leaver CS","2022","Heterosexual / straight","65+","Black","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","65+","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","65+","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","65+","White","2520","1910","30170","26820"
"Leaver CS","2022","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Black","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","20-29","White","630","610","26560","24650"
"Leaver CS","2022","LGBO","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","30-39","White","400","380","33240","28700"
"Leaver CS","2022","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
