"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Foreign, Commonwealth and Development Office","120","110","58290","57910"
"In post","2021","G6/G7","Economics","HM Revenue and Customs","50","50","59990","59160"
"In post","2021","G6/G7","Economics","HM Treasury","70","70","58860","56740"
"In post","2021","G6/G7","Economics","Home Office","40","40","[c]","[c]"
"In post","2021","G6/G7","Economics","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","G6/G7","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","G6/G7","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","G6/G7","Economics","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Department for Business, Energy and Industrial Strategy","120","120","59650","58100"
"In post","2021","G6/G7","Finance","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","G6/G7","Finance","Department for Education","280","270","55530","53420"
"In post","2021","G6/G7","Finance","Department for Environment, Food and Rural Affairs","140","140","55320","53620"
"In post","2021","G6/G7","Finance","Department for International Trade","40","40","[c]","[c]"
"In post","2021","G6/G7","Finance","Department for Transport","140","140","58310","55210"
"In post","2021","G6/G7","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Department of Health and Social Care","120","120","58360","56220"
"In post","2021","G6/G7","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Foreign, Commonwealth and Development Office","70","70","58110","57710"
"In post","2021","G6/G7","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","HM Revenue and Customs","280","270","57630","54990"
"In post","2021","G6/G7","Finance","HM Treasury","50","50","[c]","[c]"
"In post","2021","G6/G7","Finance","Home Office","80","80","61960","58290"
"In post","2021","G6/G7","Finance","Ministry of Defence","300","300","61560","59110"
"In post","2021","G6/G7","Finance","Ministry of Housing, Communities and Local Government","60","60","59420","55050"
"In post","2021","G6/G7","Finance","Ministry of Justice","190","180","60500","58130"
"In post","2021","G6/G7","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Welsh Government","60","60","62810","60830"
"In post","2021","G6/G7","Human Resources","Attorney General's Departments","60","60","58040","54760"
"In post","2021","G6/G7","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Department for Business, Energy and Industrial Strategy","120","110","56880","55600"
"In post","2021","G6/G7","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Department for Education","30","30","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Department for Environment, Food and Rural Affairs","110","100","54080","52290"
"In post","2021","G6/G7","Human Resources","Department for International Trade","50","50","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Department for Transport","70","70","56980","54760"
"In post","2021","G6/G7","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Department of Health and Social Care","90","80","57080","53860"
"In post","2021","G6/G7","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Foreign, Commonwealth and Development Office","90","90","60740","58470"
"In post","2021","G6/G7","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","HM Revenue and Customs","210","200","57360","53190"
"In post","2021","G6/G7","Human Resources","HM Treasury","40","40","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Home Office","150","140","60670","57680"
"In post","2021","G6/G7","Human Resources","Ministry of Defence","200","190","58310","56730"
"In post","2021","G6/G7","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Ministry of Justice","180","180","61360","60560"
"In post","2021","G6/G7","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","ESTYN","60","60","74480","74730"
"In post","2021","G6/G7","Inspector of Education and Training","Office for Standards in Education","450","440","75480","75500"
"In post","2021","G6/G7","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Department of Health and Social Care","190","180","57640","53360"
"In post","2021","G6/G7","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Foreign, Commonwealth and Development Office","60","60","60570","58600"
"In post","2021","G6/G7","Intelligence Analysis","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Home Office","40","40","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Ministry of Defence","60","60","60480","59730"
"In post","2021","G6/G7","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","HM Treasury","130","120","57960","56350"
"In post","2021","G6/G7","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Department for International Trade","580","570","55570","53160"
"In post","2021","G6/G7","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Department of Health and Social Care","170","150","56020","53830"
"In post","2021","G6/G7","Knowledge and Information Management","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Ministry of Defence","90","90","57920","56410"
"In post","2021","G6/G7","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Attorney General's Departments","4340","3990","58350","55610"
"In post","2021","G6/G7","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Competition and Markets Authority","90","90","68210","72430"
"In post","2021","G6/G7","Legal","Department for Business, Energy and Industrial Strategy","50","50","59250","57120"
"In post","2021","G6/G7","Legal","Department for Education","60","50","59320","61010"
"In post","2021","G6/G7","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Foreign, Commonwealth and Development Office","90","70","62840","61010"
"In post","2021","G6/G7","Legal","HM Land Registry","140","130","64300","65970"
"In post","2021","G6/G7","Legal","HM Revenue and Customs","340","320","61210","59160"
"In post","2021","G6/G7","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Ministry of Justice","290","280","59210","57330"
"In post","2021","G6/G7","Legal","National Crime Agency","40","30","[c]","[c]"
"In post","2021","G6/G7","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Office of Gas and Electricity Markets","70","70","62850","63540"
"In post","2021","G6/G7","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Scottish Government","180","170","66580","68470"
"In post","2021","G6/G7","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Welsh Government","120","110","60430","60830"
"In post","2021","G6/G7","Medicine","Department for Transport","40","40","[c]","[c]"
"In post","2021","G6/G7","Medicine","Department of Health and Social Care","100","90","62660","66580"
"In post","2021","G6/G7","Medicine","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Medicine","Ministry of Defence","450","380","78030","79780"
"In post","2021","G6/G7","Medicine","Welsh Government","50","50","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Attorney General's Departments","90","90","60220","58590"
"In post","2021","G6/G7","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Department for Business, Energy and Industrial Strategy","390","380","56960","54310"
"In post","2021","G6/G7","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Department for Education","510","490","55540","53760"
"In post","2021","G6/G7","Operational Delivery","Department for Environment, Food and Rural Affairs","160","160","54140","52290"
"In post","2021","G6/G7","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Department for Transport","130","120","60920","58320"
"In post","2021","G6/G7","Operational Delivery","Department for Work and Pensions","300","290","62890","59630"
"In post","2021","G6/G7","Operational Delivery","Department of Health and Social Care","960","910","57960","54290"
"In post","2021","G6/G7","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Foreign, Commonwealth and Development Office","90","90","56820","55610"
"In post","2021","G6/G7","Operational Delivery","HM Land Registry","40","40","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","HM Revenue and Customs","790","770","55070","52580"
"In post","2021","G6/G7","Operational Delivery","HM Treasury","30","30","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Home Office","680","670","58470","57460"
"In post","2021","G6/G7","Operational Delivery","Ministry of Defence","190","190","54770","56350"
"In post","2021","G6/G7","Operational Delivery","Ministry of Housing, Communities and Local Government","140","130","56520","57110"
"In post","2021","G6/G7","Operational Delivery","Ministry of Justice","930","910","63580","59950"
"In post","2021","G6/G7","Operational Delivery","National Crime Agency","230","230","65600","64410"
"In post","2021","G6/G7","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Office of Rail and Road","80","70","61810","60950"
"In post","2021","G6/G7","Operational Delivery","Other Cabinet Office Agencies","80","80","54970","54850"
"In post","2021","G6/G7","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Scottish Government","110","110","61710","60220"
"In post","2021","G6/G7","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","UK Export Finance","70","70","67090","65050"
"In post","2021","G6/G7","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","United Kingdom Statistics Authority","180","180","52220","49600"
"In post","2021","G6/G7","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Welsh Government","210","210","63440","60830"
"In post","2021","G6/G7","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Operational Research","HM Revenue and Customs","60","50","54840","52680"
"In post","2021","G6/G7","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Ministry of Defence","300","280","50710","46550"
"In post","2021","G6/G7","Operational Research","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","G6/G7","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Chancellor's other departments","140","130","80990","75420"
"In post","2021","G6/G7","Other","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Department for International Trade","50","50","[c]","[c]"
"In post","2021","G6/G7","Other","Department for Transport","110","110","75000","77220"
"In post","2021","G6/G7","Other","Department of Health and Social Care","110","110","58350","54470"
"In post","2021","G6/G7","Other","Foreign, Commonwealth and Development Office","180","170","63830","65590"
"In post","2021","G6/G7","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","HM Revenue and Customs","160","150","59260","58130"
"In post","2021","G6/G7","Other","Home Office","250","240","61430","57680"
"In post","2021","G6/G7","Other","Ministry of Defence","470","460","56750","54570"
"In post","2021","G6/G7","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Office of Gas and Electricity Markets","190","190","59330","56580"
"In post","2021","G6/G7","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Scottish Government","30","30","[c]","[c]"
"In post","2021","G6/G7","Other","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Welsh Government","110","100","62920","60830"
"In post","2021","G6/G7","Planning","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","G6/G7","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning Inspectors","Ministry of Housing, Communities and Local Government","340","300","57760","58810"
"In post","2021","G6/G7","Policy","Attorney General's Departments","50","50","59460","56580"
"In post","2021","G6/G7","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Department for Business, Energy and Industrial Strategy","1840","1790","58330","55460"
"In post","2021","G6/G7","Policy","Department for Digital, Culture, Media and Sport","500","490","57250","53000"
"In post","2021","G6/G7","Policy","Department for Education","1170","1110","56460","54160"
"In post","2021","G6/G7","Policy","Department for Environment, Food and Rural Affairs","800","770","55340","53870"
"In post","2021","G6/G7","Policy","Department for International Trade","80","80","55070","51970"
"In post","2021","G6/G7","Policy","Department for Transport","470","460","57620","54760"
"In post","2021","G6/G7","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Department of Health and Social Care","750","730","57800","53480"
"In post","2021","G6/G7","Policy","Food Standards Agency","50","40","[c]","[c]"
"In post","2021","G6/G7","Policy","Foreign, Commonwealth and Development Office","1820","1790","59120","58030"
"In post","2021","G6/G7","Policy","HM Revenue and Customs","600","570","62050","59160"
"In post","2021","G6/G7","Policy","HM Treasury","680","660","58140","55270"
"In post","2021","G6/G7","Policy","Home Office","910","880","60860","57680"
"In post","2021","G6/G7","Policy","Ministry of Defence","270","270","61050","59730"
"In post","2021","G6/G7","Policy","Ministry of Housing, Communities and Local Government","580","570","57000","53230"
"In post","2021","G6/G7","Policy","Ministry of Justice","270","260","60420","58650"
"In post","2021","G6/G7","Policy","Northern Ireland Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Office of Rail and Road","30","30","[c]","[c]"
"In post","2021","G6/G7","Policy","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Welsh Government","330","310","60610","60830"
"In post","2021","G6/G7","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Competition and Markets Authority","180","170","66220","62890"
"In post","2021","G6/G7","Project Delivery","Department for Business, Energy and Industrial Strategy","150","140","54410","53380"
"In post","2021","G6/G7","Project Delivery","Department for Digital, Culture, Media and Sport","100","100","57650","54100"
"In post","2021","G6/G7","Project Delivery","Department for Education","30","30","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Department for Environment, Food and Rural Affairs","130","120","54170","53200"
"In post","2021","G6/G7","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Department for Transport","240","240","58760","55360"
"In post","2021","G6/G7","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Foreign, Commonwealth and Development Office","150","150","55450","55620"
"In post","2021","G6/G7","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","HM Revenue and Customs","870","850","54980","52580"
