"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Highlands and Islands","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Legal","80","70","25550","22820"
"In post","2021","Highlands and Islands","Unknown","No function","110","110","30750","33650"
"In post","2021","Highlands and Islands","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Unknown","110","110","29400","29190"
"In post","2021","Inner London - East","Declared disabled","Analysis","50","50","47130","42260"
"In post","2021","Inner London - East","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Digital, Data & Technology","110","110","48910","54700"
"In post","2021","Inner London - East","Declared disabled","Finance","30","30","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Human Resources","50","50","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Legal","30","30","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","No function","560","540","36420","34110"
"In post","2021","Inner London - East","Declared disabled","Project Delivery","80","70","51800","52920"
"In post","2021","Inner London - East","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared disabled","Unknown","560","510","30780","31060"
"In post","2021","Inner London - East","Declared non-disabled","Analysis","510","500","51610","51770"
"In post","2021","Inner London - East","Declared non-disabled","Commercial","110","110","48860","45020"
"In post","2021","Inner London - East","Declared non-disabled","Communications","150","140","47490","41670"
"In post","2021","Inner London - East","Declared non-disabled","Counter Fraud","120","110","42000","39800"
"In post","2021","Inner London - East","Declared non-disabled","Debt","150","140","28050","25630"
"In post","2021","Inner London - East","Declared non-disabled","Digital, Data & Technology","820","800","52900","54700"
"In post","2021","Inner London - East","Declared non-disabled","Finance","280","270","47960","42000"
"In post","2021","Inner London - East","Declared non-disabled","Human Resources","290","270","48910","45270"
"In post","2021","Inner London - East","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Declared non-disabled","Legal","340","330","60070","59160"
"In post","2021","Inner London - East","Declared non-disabled","No function","4330","4100","41550","36510"
"In post","2021","Inner London - East","Declared non-disabled","Project Delivery","690","660","53830","52830"
"In post","2021","Inner London - East","Declared non-disabled","Property","250","240","43100","37450"
"In post","2021","Inner London - East","Declared non-disabled","Security","30","30","[c]","[c]"
"In post","2021","Inner London - East","Declared non-disabled","Unknown","2930","2750","33440","31060"
"In post","2021","Inner London - East","Undeclared","Analysis","40","40","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Finance","30","30","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","No function","570","520","38850","35900"
"In post","2021","Inner London - East","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Property","50","40","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","Unknown","170","160","34510","31060"
"In post","2021","Inner London - East","Unknown","Analysis","90","90","48370","41880"
"In post","2021","Inner London - East","Unknown","Commercial","60","60","63810","57860"
"In post","2021","Inner London - East","Unknown","Communications","60","60","45110","40170"
"In post","2021","Inner London - East","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Debt","70","60","27930","25630"
"In post","2021","Inner London - East","Unknown","Digital, Data & Technology","320","320","47030","42360"
"In post","2021","Inner London - East","Unknown","Finance","70","70","49930","45960"
"In post","2021","Inner London - East","Unknown","Human Resources","90","80","45430","40170"
"In post","2021","Inner London - East","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Legal","100","100","52220","55260"
"In post","2021","Inner London - East","Unknown","No function","1870","1810","40660","36200"
"In post","2021","Inner London - East","Unknown","Project Delivery","210","200","53390","47920"
"In post","2021","Inner London - East","Unknown","Property","50","50","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Unknown","570","550","43300","33090"
"In post","2021","Inner London - West","Declared disabled","Analysis","180","170","47160","42470"
"In post","2021","Inner London - West","Declared disabled","Commercial","80","80","44380","40650"
"In post","2021","Inner London - West","Declared disabled","Communications","90","90","43470","39730"
"In post","2021","Inner London - West","Declared disabled","Counter Fraud","90","80","38930","36160"
"In post","2021","Inner London - West","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Declared disabled","Digital, Data & Technology","160","160","44500","38730"
"In post","2021","Inner London - West","Declared disabled","Finance","140","130","49970","44590"
"In post","2021","Inner London - West","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Declared disabled","Human Resources","290","280","47340","41070"
"In post","2021","Inner London - West","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Declared disabled","Legal","390","360","50430","51830"
"In post","2021","Inner London - West","Declared disabled","No function","2340","2280","43030","38160"
"In post","2021","Inner London - West","Declared disabled","Project Delivery","340","330","49160","44840"
"In post","2021","Inner London - West","Declared disabled","Property","60","50","41810","36160"
"In post","2021","Inner London - West","Declared disabled","Security","100","100","41100","38800"
"In post","2021","Inner London - West","Declared disabled","Unknown","930","880","44180","38280"
"In post","2021","Inner London - West","Declared non-disabled","Analysis","1720","1670","49610","45540"
"In post","2021","Inner London - West","Declared non-disabled","Commercial","720","700","58710","50420"
"In post","2021","Inner London - West","Declared non-disabled","Communications","1150","1120","47640","42910"
"In post","2021","Inner London - West","Declared non-disabled","Counter Fraud","890","870","40520","36160"
"In post","2021","Inner London - West","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Declared non-disabled","Digital, Data & Technology","1160","1140","49250","46710"
"In post","2021","Inner London - West","Declared non-disabled","Finance","1330","1290","50430","47520"
"In post","2021","Inner London - West","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Declared non-disabled","Human Resources","1370","1340","46900","42270"
"In post","2021","Inner London - West","Declared non-disabled","Internal Audit","140","140","53840","52760"
"In post","2021","Inner London - West","Declared non-disabled","Legal","3190","2980","52960","51940"
"In post","2021","Inner London - West","Declared non-disabled","No function","17450","17010","46580","40940"
"In post","2021","Inner London - West","Declared non-disabled","Project Delivery","2440","2380","53720","53460"
"In post","2021","Inner London - West","Declared non-disabled","Property","380","370","49910","48010"
"In post","2021","Inner London - West","Declared non-disabled","Security","600","590","43030","38600"
"In post","2021","Inner London - West","Declared non-disabled","Unknown","6910","6680","46370","41970"
"In post","2021","Inner London - West","Undeclared","Analysis","190","180","44800","42470"
"In post","2021","Inner London - West","Undeclared","Commercial","50","40","[c]","[c]"
"In post","2021","Inner London - West","Undeclared","Communications","100","100","47570","42890"
"In post","2021","Inner London - West","Undeclared","Counter Fraud","120","110","41450","36160"
"In post","2021","Inner London - West","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Undeclared","Digital, Data & Technology","110","100","47290","43360"
"In post","2021","Inner London - West","Undeclared","Finance","100","100","50160","52090"
"In post","2021","Inner London - West","Undeclared","Human Resources","120","120","47830","45200"
"In post","2021","Inner London - West","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Undeclared","Legal","160","150","58340","63730"
"In post","2021","Inner London - West","Undeclared","No function","1910","1870","43010","37560"
"In post","2021","Inner London - West","Undeclared","Project Delivery","210","200","50130","52850"
"In post","2021","Inner London - West","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Inner London - West","Undeclared","Security","80","80","47710","44070"
"In post","2021","Inner London - West","Undeclared","Unknown","460","450","44820","41010"
"In post","2021","Inner London - West","Unknown","Analysis","640","620","46740","41760"
"In post","2021","Inner London - West","Unknown","Commercial","620","610","68580","64000"
"In post","2021","Inner London - West","Unknown","Communications","640","630","44800","40650"
"In post","2021","Inner London - West","Unknown","Counter Fraud","390","370","37650","36160"
"In post","2021","Inner London - West","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Digital, Data & Technology","460","450","49340","45860"
"In post","2021","Inner London - West","Unknown","Finance","400","390","44700","40650"
"In post","2021","Inner London - West","Unknown","Human Resources","300","290","41210","35000"
"In post","2021","Inner London - West","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Legal","890","840","49560","51830"
"In post","2021","Inner London - West","Unknown","No function","6290","6200","42710","35560"
"In post","2021","Inner London - West","Unknown","Project Delivery","850","830","50480","52100"
"In post","2021","Inner London - West","Unknown","Property","70","70","44200","38750"
"In post","2021","Inner London - West","Unknown","Security","170","170","37140","34640"
"In post","2021","Inner London - West","Unknown","Unknown","1110","1090","45450","41500"
"In post","2021","Kent","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","No function","380","360","30250","28650"
"In post","2021","Kent","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared disabled","Unknown","500","460","28320","29290"
"In post","2021","Kent","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Counter Fraud","110","100","30060","28130"
"In post","2021","Kent","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Human Resources","40","30","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Declared non-disabled","Legal","80","80","41380","40760"
"In post","2021","Kent","Declared non-disabled","No function","2210","2090","30760","30400"
"In post","2021","Kent","Declared non-disabled","Project Delivery","50","50","34720","29360"
"In post","2021","Kent","Declared non-disabled","Property","60","50","31620","32100"
"In post","2021","Kent","Declared non-disabled","Security","50","50","32940","34300"
"In post","2021","Kent","Declared non-disabled","Unknown","3290","3030","27950","27370"
"In post","2021","Kent","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","No function","430","400","31190","31650"
"In post","2021","Kent","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","Unknown","290","270","28350","27370"
"In post","2021","Kent","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Counter Fraud","60","50","29970","28130"
"In post","2021","Kent","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Legal","50","50","35930","27010"
"In post","2021","Kent","Unknown","No function","490","480","30910","29920"
"In post","2021","Kent","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Unknown","220","210","25530","24880"
"In post","2021","Lancashire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Human Resources","30","30","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Legal","60","50","31920","28130"
"In post","2021","Lancashire","Declared disabled","No function","510","450","27060","25560"
"In post","2021","Lancashire","Declared disabled","Project Delivery","50","40","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared disabled","Unknown","1250","1110","26310","27570"
"In post","2021","Lancashire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Finance","60","60","38420","33460"
"In post","2021","Lancashire","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Human Resources","130","120","27470","26670"
"In post","2021","Lancashire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Legal","190","180","38130","32370"
"In post","2021","Lancashire","Declared non-disabled","No function","2980","2700","28150","26250"
"In post","2021","Lancashire","Declared non-disabled","Project Delivery","320","300","38580","38630"
"In post","2021","Lancashire","Declared non-disabled","Property","70","70","34750","33250"
"In post","2021","Lancashire","Declared non-disabled","Security","40","30","[c]","[c]"
"In post","2021","Lancashire","Declared non-disabled","Unknown","5880","5330","27780","27570"
"In post","2021","Lancashire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","No function","490","440","29110","31250"
"In post","2021","Lancashire","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Undeclared","Unknown","410","380","26750","27570"
"In post","2021","Lancashire","Unknown","Commercial","30","30","[c]","[c]"
"In post","2021","Lancashire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Human Resources","50","50","25200","26670"
"In post","2021","Lancashire","Unknown","Legal","60","50","38610","35920"
"In post","2021","Lancashire","Unknown","No function","760","700","24210","22350"
"In post","2021","Lancashire","Unknown","Project Delivery","60","60","35030","31810"
"In post","2021","Lancashire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Unknown","350","330","25000","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","No function","380","350","26200","22640"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","Unknown","310","270","25320","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Commercial","30","30","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Legal","120","110","42800","48080"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","No function","2340","2140","27280","25100"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Project Delivery","40","30","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Property","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","Unknown","1550","1390","26400","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","No function","290","260","27960","27680"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","Unknown","120","120","26180","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Legal","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","No function","530","480","24040","22350"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Property","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","160","150","28610","27570"
"In post","2021","Lincolnshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","No function","130","120","29970","27530"
"In post","2021","Lincolnshire","Declared disabled","Project Delivery","40","40","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared disabled","Unknown","180","160","25570","27570"
"In post","2021","Lincolnshire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
