"Status","Year","Region_ITL1","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","White","Declared disabled","5860","5610","44240","39000"
"In post","2022","London","White","Declared non-disabled","40750","39240","48310","43560"
"In post","2022","London","White","Undeclared","2250","2170","44880","40050"
"In post","2022","London","White","Unknown","4570","4420","47580","41970"
"In post","2022","North East (England)","Asian","Declared disabled","50","50","28340","27570"
"In post","2022","North East (England)","Asian","Declared non-disabled","470","440","29740","26820"
"In post","2022","North East (England)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","Unknown","50","40","[c]","[c]"
"In post","2022","North East (England)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Declared non-disabled","140","130","28810","26820"
"In post","2022","North East (England)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Declared disabled","40","40","[c]","[c]"
"In post","2022","North East (England)","Mixed","Declared non-disabled","180","170","29440","27130"
"In post","2022","North East (England)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Undeclared","Declared disabled","120","100","30140","27570"
"In post","2022","North East (England)","Undeclared","Declared non-disabled","420","380","29870","27130"
"In post","2022","North East (England)","Undeclared","Undeclared","450","410","32320","27570"
"In post","2022","North East (England)","Undeclared","Unknown","80","70","33130","28060"
"In post","2022","North East (England)","Unknown","Declared disabled","90","70","26370","22200"
"In post","2022","North East (England)","Unknown","Declared non-disabled","670","600","27910","24920"
"In post","2022","North East (England)","Unknown","Undeclared","80","70","29280","27570"
"In post","2022","North East (England)","Unknown","Unknown","3770","3510","28040","24880"
"In post","2022","North East (England)","White","Declared disabled","3510","3100","28200","26820"
"In post","2022","North East (England)","White","Declared non-disabled","20100","18260","30270","27570"
"In post","2022","North East (England)","White","Undeclared","1250","1130","30050","27570"
"In post","2022","North East (England)","White","Unknown","1510","1350","30040","26590"
"In post","2022","North West (England)","Asian","Declared disabled","310","280","28150","27570"
"In post","2022","North West (England)","Asian","Declared non-disabled","2530","2350","28750","26820"
"In post","2022","North West (England)","Asian","Undeclared","160","150","29060","27570"
"In post","2022","North West (England)","Asian","Unknown","250","230","32120","29360"
"In post","2022","North West (England)","Black","Declared disabled","80","70","30850","27570"
"In post","2022","North West (England)","Black","Declared non-disabled","750","720","29230","27570"
"In post","2022","North West (England)","Black","Undeclared","30","30","[c]","[c]"
"In post","2022","North West (England)","Black","Unknown","80","70","33670","30820"
"In post","2022","North West (England)","Mixed","Declared disabled","170","160","29270","27570"
"In post","2022","North West (England)","Mixed","Declared non-disabled","620","590","30570","26820"
"In post","2022","North West (England)","Mixed","Undeclared","50","40","[c]","[c]"
"In post","2022","North West (England)","Mixed","Unknown","50","50","31670","28200"
"In post","2022","North West (England)","Other ethnicity","Declared disabled","40","30","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","Declared non-disabled","120","110","30680","27570"
"In post","2022","North West (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Undeclared","Declared disabled","280","250","29050","27570"
"In post","2022","North West (England)","Undeclared","Declared non-disabled","970","880","30270","27570"
"In post","2022","North West (England)","Undeclared","Undeclared","810","760","33710","30860"
"In post","2022","North West (England)","Undeclared","Unknown","170","160","33730","32070"
"In post","2022","North West (England)","Unknown","Declared disabled","150","130","29480","26870"
"In post","2022","North West (England)","Unknown","Declared non-disabled","1390","1270","28030","25700"
"In post","2022","North West (England)","Unknown","Undeclared","170","150","30500","28920"
"In post","2022","North West (England)","Unknown","Unknown","6850","6540","29300","26590"
"In post","2022","North West (England)","White","Declared disabled","6670","6030","29340","27570"
"In post","2022","North West (England)","White","Declared non-disabled","36350","33690","30980","27570"
"In post","2022","North West (England)","White","Undeclared","2260","2090","29790","27570"
"In post","2022","North West (England)","White","Unknown","2990","2840","33060","30640"
"In post","2022","Northern Ireland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Unknown","760","730","27610","24880"
"In post","2022","Northern Ireland","White","Declared disabled","320","300","29240","26820"
"In post","2022","Northern Ireland","White","Declared non-disabled","2460","2340","30170","26820"
"In post","2022","Northern Ireland","White","Undeclared","160","150","29510","26820"
"In post","2022","Northern Ireland","White","Unknown","360","340","29950","26820"
"In post","2022","Overseas","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","Declared non-disabled","120","120","44590","38450"
"In post","2022","Overseas","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","Overseas","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","Declared non-disabled","50","50","43650","38570"
"In post","2022","Overseas","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Declared non-disabled","90","90","49450","49370"
"In post","2022","Overseas","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Declared non-disabled","70","70","44280","39970"
"In post","2022","Overseas","Undeclared","Undeclared","80","70","46400","41900"
"In post","2022","Overseas","Undeclared","Unknown","80","80","53620","53470"
"In post","2022","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Declared non-disabled","50","50","49100","52870"
"In post","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","460","450","49250","46600"
"In post","2022","Overseas","White","Declared disabled","180","180","48400","51500"
"In post","2022","Overseas","White","Declared non-disabled","1950","1940","49660","49370"
"In post","2022","Overseas","White","Undeclared","70","60","46880","42130"
"In post","2022","Overseas","White","Unknown","330","330","55580","55130"
"In post","2022","Scotland","Asian","Declared disabled","60","50","30100","27230"
"In post","2022","Scotland","Asian","Declared non-disabled","570","530","32500","27570"
"In post","2022","Scotland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Asian","Unknown","90","90","34710","31390"
"In post","2022","Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","Declared non-disabled","250","240","30510","27230"
"In post","2022","Scotland","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","Unknown","30","30","[c]","[c]"
"In post","2022","Scotland","Mixed","Declared disabled","40","40","[c]","[c]"
"In post","2022","Scotland","Mixed","Declared non-disabled","220","220","35370","28980"
"In post","2022","Scotland","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Mixed","Unknown","40","40","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","Declared non-disabled","70","70","33670","27570"
"In post","2022","Scotland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Declared disabled","140","130","31810","27570"
"In post","2022","Scotland","Undeclared","Declared non-disabled","620","570","32850","27570"
"In post","2022","Scotland","Undeclared","Undeclared","400","370","34400","28760"
"In post","2022","Scotland","Undeclared","Unknown","430","390","36090","35000"
"In post","2022","Scotland","Unknown","Declared disabled","270","240","32920","33070"
"In post","2022","Scotland","Unknown","Declared non-disabled","730","660","28690","23740"
"In post","2022","Scotland","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2022","Scotland","Unknown","Unknown","9720","9190","31550","27230"
"In post","2022","Scotland","White","Declared disabled","4300","3930","31350","27570"
"In post","2022","Scotland","White","Declared non-disabled","26990","25240","33880","27570"
"In post","2022","Scotland","White","Undeclared","1050","980","31100","27570"
"In post","2022","Scotland","White","Unknown","4860","4550","37260","35000"
"In post","2022","South East (England)","Asian","Declared disabled","120","110","30180","28650"
"In post","2022","South East (England)","Asian","Declared non-disabled","1190","1100","30560","28350"
"In post","2022","South East (England)","Asian","Undeclared","80","70","30920","28130"
"In post","2022","South East (England)","Asian","Unknown","150","140","32030","27570"
"In post","2022","South East (England)","Black","Declared disabled","90","80","31320","27870"
"In post","2022","South East (England)","Black","Declared non-disabled","730","700","30870","29290"
"In post","2022","South East (England)","Black","Undeclared","50","40","[c]","[c]"
"In post","2022","South East (England)","Black","Unknown","50","50","29560","26820"
"In post","2022","South East (England)","Mixed","Declared disabled","120","120","32540","29290"
"In post","2022","South East (England)","Mixed","Declared non-disabled","540","520","31560","28330"
"In post","2022","South East (England)","Mixed","Undeclared","50","40","[c]","[c]"
"In post","2022","South East (England)","Mixed","Unknown","50","50","34560","31720"
"In post","2022","South East (England)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","Declared non-disabled","140","130","31690","28000"
"In post","2022","South East (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","Declared disabled","220","200","30970","28470"
"In post","2022","South East (England)","Undeclared","Declared non-disabled","1010","930","34290","30830"
"In post","2022","South East (England)","Undeclared","Undeclared","800","750","33590","31650"
"In post","2022","South East (England)","Undeclared","Unknown","140","140","37540","34520"
"In post","2022","South East (England)","Unknown","Declared disabled","110","90","31230","27570"
"In post","2022","South East (England)","Unknown","Declared non-disabled","780","720","32110","29230"
"In post","2022","South East (England)","Unknown","Undeclared","110","100","33270","31650"
"In post","2022","South East (England)","Unknown","Unknown","3570","3340","30490","26840"
"In post","2022","South East (England)","White","Declared disabled","4050","3710","30690","27570"
"In post","2022","South East (England)","White","Declared non-disabled","24310","22680","32680","29260"
"In post","2022","South East (England)","White","Undeclared","1970","1820","31470","30700"
"In post","2022","South East (England)","White","Unknown","2140","1970","34130","30710"
"In post","2022","South West (England)","Asian","Declared disabled","70","60","32390","27570"
"In post","2022","South West (England)","Asian","Declared non-disabled","730","690","34840","32010"
"In post","2022","South West (England)","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","South West (England)","Asian","Unknown","70","60","38530","33370"
"In post","2022","South West (England)","Black","Declared disabled","50","50","31280","28200"
"In post","2022","South West (England)","Black","Declared non-disabled","460","450","32740","31350"
"In post","2022","South West (England)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Black","Unknown","40","40","[c]","[c]"
"In post","2022","South West (England)","Mixed","Declared disabled","90","90","33380","30070"
"In post","2022","South West (England)","Mixed","Declared non-disabled","500","470","33520","29730"
"In post","2022","South West (England)","Mixed","Undeclared","40","30","[c]","[c]"
"In post","2022","South West (England)","Mixed","Unknown","50","40","[c]","[c]"
"In post","2022","South West (England)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Other ethnicity","Declared non-disabled","120","120","33020","29000"
"In post","2022","South West (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Undeclared","Declared disabled","260","240","33670","31410"
"In post","2022","South West (England)","Undeclared","Declared non-disabled","1130","1060","36580","35070"
"In post","2022","South West (England)","Undeclared","Undeclared","790","760","37430","34400"
"In post","2022","South West (England)","Undeclared","Unknown","170","160","41510","38710"
"In post","2022","South West (England)","Unknown","Declared disabled","110","100","34120","29080"
"In post","2022","South West (England)","Unknown","Declared non-disabled","1110","1040","32300","29170"
"In post","2022","South West (England)","Unknown","Undeclared","100","100","32590","31650"
"In post","2022","South West (England)","Unknown","Unknown","3060","2920","32030","27130"
"In post","2022","South West (England)","White","Declared disabled","4400","4070","32420","28420"
"In post","2022","South West (England)","White","Declared non-disabled","29260","27530","35260","32010"
"In post","2022","South West (England)","White","Undeclared","1600","1490","33520","31610"
"In post","2022","South West (England)","White","Unknown","2420","2290","36830","33670"
"In post","2022","Unknown","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Declared non-disabled","130","120","28650","27570"
"In post","2022","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2200","2180","37120","32700"
"In post","2022","Unknown","White","Declared disabled","100","90","33070","27570"
"In post","2022","Unknown","White","Declared non-disabled","600","580","34320","30490"
"In post","2022","Unknown","White","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","White","Unknown","50","50","[c]","[c]"
"In post","2022","Wales","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2022","Wales","Asian","Declared non-disabled","470","450","31100","26820"
"In post","2022","Wales","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Asian","Unknown","70","60","31230","26820"
"In post","2022","Wales","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Black","Declared non-disabled","190","180","30150","27570"
"In post","2022","Wales","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Mixed","Declared disabled","70","70","28370","26590"
"In post","2022","Wales","Mixed","Declared non-disabled","300","280","32040","27570"
"In post","2022","Wales","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Mixed","Unknown","50","40","[c]","[c]"
"In post","2022","Wales","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Other ethnicity","Declared non-disabled","80","80","32640","29430"
"In post","2022","Wales","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Undeclared","Declared disabled","110","100","29860","27570"
"In post","2022","Wales","Undeclared","Declared non-disabled","530","480","31630","27570"
"In post","2022","Wales","Undeclared","Undeclared","460","430","34710","30900"
"In post","2022","Wales","Undeclared","Unknown","170","160","37300","33370"
"In post","2022","Wales","Unknown","Declared disabled","60","50","30760","27130"
"In post","2022","Wales","Unknown","Declared non-disabled","620","560","32550","27570"
"In post","2022","Wales","Unknown","Undeclared","60","50","29420","26260"
"In post","2022","Wales","Unknown","Unknown","3780","3590","28880","25210"
"In post","2022","Wales","White","Declared disabled","3510","3150","29390","26820"
"In post","2022","Wales","White","Declared non-disabled","24130","22350","32590","27570"
"In post","2022","Wales","White","Undeclared","1350","1230","29440","27480"
"In post","2022","Wales","White","Unknown","1770","1650","32380","29430"
"In post","2022","West Midlands (England)","Asian","Declared disabled","480","440","28580","27570"
"In post","2022","West Midlands (England)","Asian","Declared non-disabled","3810","3570","28600","27130"
"In post","2022","West Midlands (England)","Asian","Undeclared","200","180","27480","27570"
"In post","2022","West Midlands (England)","Asian","Unknown","370","360","32560","28840"
"In post","2022","West Midlands (England)","Black","Declared disabled","200","180","28770","27570"
"In post","2022","West Midlands (England)","Black","Declared non-disabled","1080","1020","28580","27570"
"In post","2022","West Midlands (England)","Black","Undeclared","60","60","30110","27570"
"In post","2022","West Midlands (England)","Black","Unknown","90","90","35330","28840"
"In post","2022","West Midlands (England)","Mixed","Declared disabled","100","80","28580","27570"
"In post","2022","West Midlands (England)","Mixed","Declared non-disabled","480","450","29790","27570"
"In post","2022","West Midlands (England)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Mixed","Unknown","50","50","32340","30660"
"In post","2022","West Midlands (England)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Other ethnicity","Declared non-disabled","130","120","30170","26610"
"In post","2022","West Midlands (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Declared disabled","150","140","29290","27570"
"In post","2022","West Midlands (England)","Undeclared","Declared non-disabled","630","560","29290","27570"
"In post","2022","West Midlands (England)","Undeclared","Undeclared","410","380","33480","28920"
"In post","2022","West Midlands (England)","Undeclared","Unknown","100","90","36900","29360"
"In post","2022","West Midlands (England)","Unknown","Declared disabled","80","70","29750","27570"
"In post","2022","West Midlands (England)","Unknown","Declared non-disabled","730","670","30140","27570"
"In post","2022","West Midlands (England)","Unknown","Undeclared","80","80","30450","27570"
"In post","2022","West Midlands (England)","Unknown","Unknown","3280","3120","29910","26590"
"In post","2022","West Midlands (England)","White","Declared disabled","3000","2730","30160","27570"
"In post","2022","West Midlands (England)","White","Declared non-disabled","15320","14210","32070","27570"
"In post","2022","West Midlands (England)","White","Undeclared","1170","1080","30330","27570"
"In post","2022","West Midlands (England)","White","Unknown","1140","1080","35790","33200"
"In post","2022","Yorkshire and The Humber","Asian","Declared disabled","240","220","28620","27570"
"In post","2022","Yorkshire and The Humber","Asian","Declared non-disabled","2330","2160","28880","27570"
"In post","2022","Yorkshire and The Humber","Asian","Undeclared","120","110","28910","27570"
"In post","2022","Yorkshire and The Humber","Asian","Unknown","240","230","30740","26820"
"In post","2022","Yorkshire and The Humber","Black","Declared disabled","70","60","28740","27190"
"In post","2022","Yorkshire and The Humber","Black","Declared non-disabled","480","460","29240","27570"
"In post","2022","Yorkshire and The Humber","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Black","Unknown","50","50","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Mixed","Declared disabled","100","90","31140","27570"
"In post","2022","Yorkshire and The Humber","Mixed","Declared non-disabled","410","380","31780","27570"
"In post","2022","Yorkshire and The Humber","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Mixed","Unknown","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other ethnicity","Declared non-disabled","90","80","33170","27570"
"In post","2022","Yorkshire and The Humber","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Declared disabled","160","150","30460","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Declared non-disabled","690","630","31260","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Undeclared","520","490","33150","30820"
"In post","2022","Yorkshire and The Humber","Undeclared","Unknown","90","80","33920","29790"
"In post","2022","Yorkshire and The Humber","Unknown","Declared disabled","60","60","30650","26780"
"In post","2022","Yorkshire and The Humber","Unknown","Declared non-disabled","700","640","32430","27570"
"In post","2022","Yorkshire and The Humber","Unknown","Undeclared","80","70","31360","28920"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","4620","4430","31040","26820"
"In post","2022","Yorkshire and The Humber","White","Declared disabled","3710","3360","30980","27570"
"In post","2022","Yorkshire and The Humber","White","Declared non-disabled","21390","19730","32720","27570"
"In post","2022","Yorkshire and The Humber","White","Undeclared","1470","1360","31740","30870"
"In post","2022","Yorkshire and The Humber","White","Unknown","1510","1450","35460","31970"
"Leaver CS","2021","East Midlands (England)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Asian","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","280","260","24870","24000"
"Leaver CS","2021","East Midlands (England)","White","Declared disabled","150","130","27400","26470"
"Leaver CS","2021","East Midlands (England)","White","Declared non-disabled","780","690","27910","25930"
"Leaver CS","2021","East Midlands (England)","White","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","White","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Asian","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Undeclared","80","70","30690","32790"
"Leaver CS","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
