"Status","Year","Responsibility_level","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","EO","40-49","Declared disabled","80","70","27800","27570"
"Leaver CS","2021","EO","40-49","Declared non-disabled","380","340","27680","27570"
"Leaver CS","2021","EO","40-49","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","EO","40-49","Unknown","200","190","27900","27570"
"Leaver CS","2021","EO","50-59","Declared disabled","250","220","27960","27570"
"Leaver CS","2021","EO","50-59","Declared non-disabled","880","790","27720","27570"
"Leaver CS","2021","EO","50-59","Undeclared","100","90","[c]","[c]"
"Leaver CS","2021","EO","50-59","Unknown","280","260","29050","27570"
"Leaver CS","2021","EO","60-64","Declared disabled","180","150","28020","27570"
"Leaver CS","2021","EO","60-64","Declared non-disabled","720","580","27680","27570"
"Leaver CS","2021","EO","60-64","Undeclared","80","60","[c]","[c]"
"Leaver CS","2021","EO","60-64","Unknown","140","120","28740","27570"
"Leaver CS","2021","EO","65+","Declared disabled","170","110","27600","27570"
"Leaver CS","2021","EO","65+","Declared non-disabled","560","390","27570","27570"
"Leaver CS","2021","EO","65+","Undeclared","60","40","[c]","[c]"
"Leaver CS","2021","EO","65+","Unknown","90","70","27060","26720"
"Leaver CS","2021","EO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Declared non-disabled","300","280","57270","54560"
"Leaver CS","2021","G6/G7","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Unknown","150","140","57540","55060"
"Leaver CS","2021","G6/G7","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Declared non-disabled","220","200","60510","57620"
"Leaver CS","2021","G6/G7","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Unknown","140","130","60850","58090"
"Leaver CS","2021","G6/G7","50-59","Declared disabled","90","80","63570","59420"
"Leaver CS","2021","G6/G7","50-59","Declared non-disabled","450","420","62160","60800"
"Leaver CS","2021","G6/G7","50-59","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Unknown","160","150","62790","59360"
"Leaver CS","2021","G6/G7","60-64","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Declared non-disabled","370","320","62880","60830"
"Leaver CS","2021","G6/G7","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Unknown","100","80","62100","59750"
"Leaver CS","2021","G6/G7","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Declared non-disabled","140","100","62590","61010"
"Leaver CS","2021","G6/G7","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Declared non-disabled","80","70","95580","92240"
"Leaver CS","2021","SCS","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Declared non-disabled","90","80","107920","101450"
"Leaver CS","2021","SCS","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Declared non-disabled","80","70","99090","95220"
"Leaver CS","2021","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Declared non-disabled","380","370","34350","33630"
"Leaver CS","2021","SEO/HEO","20-29","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Unknown","300","280","33620","32540"
"Leaver CS","2021","SEO/HEO","30-39","Declared disabled","60","50","35860","34860"
"Leaver CS","2021","SEO/HEO","30-39","Declared non-disabled","480","450","37160","37180"
"Leaver CS","2021","SEO/HEO","30-39","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Unknown","280","270","36190","36470"
"Leaver CS","2021","SEO/HEO","40-49","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Declared non-disabled","370","340","37310","37320"
"Leaver CS","2021","SEO/HEO","40-49","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Unknown","200","190","37720","37740"
"Leaver CS","2021","SEO/HEO","50-59","Declared disabled","200","190","38240","37800"
"Leaver CS","2021","SEO/HEO","50-59","Declared non-disabled","860","800","38010","36980"
"Leaver CS","2021","SEO/HEO","50-59","Undeclared","130","120","38740","37300"
"Leaver CS","2021","SEO/HEO","50-59","Unknown","260","250","38280","38460"
"Leaver CS","2021","SEO/HEO","60-64","Declared disabled","110","90","36910","37000"
"Leaver CS","2021","SEO/HEO","60-64","Declared non-disabled","760","640","38660","37100"
"Leaver CS","2021","SEO/HEO","60-64","Undeclared","90","80","38030","35550"
"Leaver CS","2021","SEO/HEO","60-64","Unknown","190","160","38510","37480"
"Leaver CS","2021","SEO/HEO","65+","Declared disabled","80","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Declared non-disabled","380","290","38310","36100"
"Leaver CS","2021","SEO/HEO","65+","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Unknown","110","80","39080","39040"
"Leaver CS","2021","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Unknown","180","180","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","120","120","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Declared non-disabled","80","50","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","16-19","Declared non-disabled","80","80","20800","21260"
"Leaver CS","2022","AA/AO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","16-19","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","AA/AO","20-29","Declared disabled","380","360","21230","21260"
"Leaver CS","2022","AA/AO","20-29","Declared non-disabled","3050","2930","21400","21260"
"Leaver CS","2022","AA/AO","20-29","Undeclared","160","150","21230","21260"
"Leaver CS","2022","AA/AO","20-29","Unknown","1970","1900","21500","21260"
"Leaver CS","2022","AA/AO","30-39","Declared disabled","240","220","22240","21260"
"Leaver CS","2022","AA/AO","30-39","Declared non-disabled","1680","1550","21750","21260"
"Leaver CS","2022","AA/AO","30-39","Undeclared","120","110","21380","21260"
"Leaver CS","2022","AA/AO","30-39","Unknown","840","780","22340","21260"
"Leaver CS","2022","AA/AO","40-49","Declared disabled","190","160","21760","21260"
"Leaver CS","2022","AA/AO","40-49","Declared non-disabled","1110","1010","21740","21260"
"Leaver CS","2022","AA/AO","40-49","Undeclared","110","100","[c]","[c]"
"Leaver CS","2022","AA/AO","40-49","Unknown","500","450","22400","21300"
"Leaver CS","2022","AA/AO","50-59","Declared disabled","350","300","21470","21260"
"Leaver CS","2022","AA/AO","50-59","Declared non-disabled","1580","1380","21860","21260"
"Leaver CS","2022","AA/AO","50-59","Undeclared","220","200","23120","21200"
"Leaver CS","2022","AA/AO","50-59","Unknown","600","540","23210","21380"
"Leaver CS","2022","AA/AO","60-64","Declared disabled","290","230","21700","21260"
"Leaver CS","2022","AA/AO","60-64","Declared non-disabled","1170","920","22050","21260"
"Leaver CS","2022","AA/AO","60-64","Undeclared","180","140","21930","21010"
"Leaver CS","2022","AA/AO","60-64","Unknown","340","270","22890","21050"
"Leaver CS","2022","AA/AO","65+","Declared disabled","350","250","21320","21260"
"Leaver CS","2022","AA/AO","65+","Declared non-disabled","1350","990","21410","21260"
"Leaver CS","2022","AA/AO","65+","Undeclared","200","140","21450","21260"
"Leaver CS","2022","AA/AO","65+","Unknown","290","220","22140","21250"
"Leaver CS","2022","AA/AO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","20-29","Declared disabled","220","210","26610","27570"
"Leaver CS","2022","EO","20-29","Declared non-disabled","1440","1400","27140","27570"
"Leaver CS","2022","EO","20-29","Undeclared","80","70","26980","27570"
"Leaver CS","2022","EO","20-29","Unknown","810","740","26080","27230"
"Leaver CS","2022","EO","30-39","Declared disabled","170","150","27950","27570"
"Leaver CS","2022","EO","30-39","Declared non-disabled","1030","970","27630","27570"
"Leaver CS","2022","EO","30-39","Undeclared","70","70","26710","27570"
"Leaver CS","2022","EO","30-39","Unknown","450","420","28080","27570"
"Leaver CS","2022","EO","40-49","Declared disabled","150","130","28350","27570"
"Leaver CS","2022","EO","40-49","Declared non-disabled","850","790","27810","27570"
"Leaver CS","2022","EO","40-49","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","EO","40-49","Unknown","280","260","28350","27570"
"Leaver CS","2022","EO","50-59","Declared disabled","270","240","28020","27570"
"Leaver CS","2022","EO","50-59","Declared non-disabled","1380","1240","27950","27570"
"Leaver CS","2022","EO","50-59","Undeclared","120","110","28580","27570"
"Leaver CS","2022","EO","50-59","Unknown","340","320","29030","27570"
"Leaver CS","2022","EO","60-64","Declared disabled","240","190","28140","27570"
"Leaver CS","2022","EO","60-64","Declared non-disabled","1050","810","28160","27570"
"Leaver CS","2022","EO","60-64","Undeclared","100","80","28490","27490"
"Leaver CS","2022","EO","60-64","Unknown","190","160","30380","30370"
"Leaver CS","2022","EO","65+","Declared disabled","230","160","27550","27570"
"Leaver CS","2022","EO","65+","Declared non-disabled","840","600","28030","27570"
"Leaver CS","2022","EO","65+","Undeclared","70","50","[c]","[c]"
"Leaver CS","2022","EO","65+","Unknown","130","100","29470","29250"
"Leaver CS","2022","EO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","20-29","Declared non-disabled","120","120","53970","53380"
"Leaver CS","2022","G6/G7","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","20-29","Unknown","100","80","54650","53380"
"Leaver CS","2022","G6/G7","30-39","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","30-39","Declared non-disabled","600","560","57100","54700"
"Leaver CS","2022","G6/G7","30-39","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","30-39","Unknown","310","250","58080","54730"
"Leaver CS","2022","G6/G7","40-49","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","40-49","Declared non-disabled","530","490","60200","58770"
"Leaver CS","2022","G6/G7","40-49","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","40-49","Unknown","310","260","60250","57510"
"Leaver CS","2022","G6/G7","50-59","Declared disabled","80","80","61900","59090"
"Leaver CS","2022","G6/G7","50-59","Declared non-disabled","690","650","60610","59230"
"Leaver CS","2022","G6/G7","50-59","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","50-59","Unknown","260","220","62550","59420"
"Leaver CS","2022","G6/G7","60-64","Declared disabled","80","70","59440","57340"
"Leaver CS","2022","G6/G7","60-64","Declared non-disabled","520","460","62870","61140"
"Leaver CS","2022","G6/G7","60-64","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","60-64","Unknown","110","90","63000","61850"
"Leaver CS","2022","G6/G7","65+","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","G6/G7","65+","Declared non-disabled","220","180","63760","62170"
"Leaver CS","2022","G6/G7","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","SCS","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","30-39","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","SCS","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","40-49","Declared non-disabled","130","120","94240","92020"
"Leaver CS","2022","SCS","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","40-49","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SCS","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","50-59","Declared non-disabled","160","140","94930","93740"
"Leaver CS","2022","SCS","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","50-59","Unknown","80","60","112360","108050"
"Leaver CS","2022","SCS","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","60-64","Declared non-disabled","120","100","104090","99840"
"Leaver CS","2022","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","SCS","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","20-29","Declared disabled","100","100","35010","34600"
"Leaver CS","2022","SEO/HEO","20-29","Declared non-disabled","930","900","34520","34020"
"Leaver CS","2022","SEO/HEO","20-29","Undeclared","70","70","34850","33710"
"Leaver CS","2022","SEO/HEO","20-29","Unknown","670","550","34310","33400"
"Leaver CS","2022","SEO/HEO","30-39","Declared disabled","110","100","36580","36050"
"Leaver CS","2022","SEO/HEO","30-39","Declared non-disabled","1150","1100","36860","36840"
"Leaver CS","2022","SEO/HEO","30-39","Undeclared","80","80","36920","36840"
"Leaver CS","2022","SEO/HEO","30-39","Unknown","560","490","37080","36660"
"Leaver CS","2022","SEO/HEO","40-49","Declared disabled","100","90","37570","37450"
"Leaver CS","2022","SEO/HEO","40-49","Declared non-disabled","750","700","38470","38440"
"Leaver CS","2022","SEO/HEO","40-49","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","40-49","Unknown","330","280","37950","37390"
"Leaver CS","2022","SEO/HEO","50-59","Declared disabled","220","200","37670","36880"
"Leaver CS","2022","SEO/HEO","50-59","Declared non-disabled","1000","920","38390","37590"
"Leaver CS","2022","SEO/HEO","50-59","Undeclared","100","100","39290","37770"
"Leaver CS","2022","SEO/HEO","50-59","Unknown","320","270","39100","39320"
"Leaver CS","2022","SEO/HEO","60-64","Declared disabled","180","150","38960","37320"
"Leaver CS","2022","SEO/HEO","60-64","Declared non-disabled","1010","880","38970","37840"
"Leaver CS","2022","SEO/HEO","60-64","Undeclared","110","100","38790","37910"
"Leaver CS","2022","SEO/HEO","60-64","Unknown","210","180","40850","40290"
"Leaver CS","2022","SEO/HEO","65+","Declared disabled","110","80","38330","36130"
"Leaver CS","2022","SEO/HEO","65+","Declared non-disabled","560","430","38200","36460"
"Leaver CS","2022","SEO/HEO","65+","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","65+","Unknown","100","80","41160","40560"
"Leaver CS","2022","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Declared non-disabled","250","240","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Unknown","280","240","27760","28980"
"Leaver CS","2022","Unknown","30-39","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Declared non-disabled","240","220","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Unknown","210","180","35350","32700"
"Leaver CS","2022","Unknown","40-49","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Declared non-disabled","150","130","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Declared non-disabled","170","150","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Declared non-disabled","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Unknown","100","90","43810","37800"
"Leaver CS","2022","Unknown","65+","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Declared non-disabled","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","20-29","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","20-29","Declared non-disabled","510","500","21230","21010"
"Leaver Dept.","2021","AA/AO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","20-29","Unknown","290","280","20990","20880"
"Leaver Dept.","2021","AA/AO","30-39","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","30-39","Declared non-disabled","380","350","21070","21010"
"Leaver Dept.","2021","AA/AO","30-39","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","30-39","Unknown","130","130","[c]","[c]"
"Leaver Dept.","2021","AA/AO","40-49","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","40-49","Declared non-disabled","200","180","21180","21010"
"Leaver Dept.","2021","AA/AO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","40-49","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","AA/AO","50-59","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","50-59","Declared non-disabled","140","130","21040","21010"
"Leaver Dept.","2021","AA/AO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","50-59","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","AA/AO","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","20-29","Declared disabled","80","80","26430","27310"
"Leaver Dept.","2021","EO","20-29","Declared non-disabled","600","580","26870","27550"
"Leaver Dept.","2021","EO","20-29","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","20-29","Unknown","250","230","27310","27310"
"Leaver Dept.","2021","EO","30-39","Declared disabled","70","60","26530","27030"
"Leaver Dept.","2021","EO","30-39","Declared non-disabled","440","420","26610","27570"
"Leaver Dept.","2021","EO","30-39","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","30-39","Unknown","110","100","26750","26550"
"Leaver Dept.","2021","EO","40-49","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Declared non-disabled","290","270","26960","27570"
"Leaver Dept.","2021","EO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Declared non-disabled","200","190","27120","27570"
"Leaver Dept.","2021","EO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Unknown","40","30","[c]","[c]"
