"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","420","410","44740","40600"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","White","130","110","36880","32780"
"In post","2022","Department for Transport","Heterosexual / straight","Asian","560","550","39430","34710"
"In post","2022","Department for Transport","Heterosexual / straight","Black","230","230","38300","35060"
"In post","2022","Department for Transport","Heterosexual / straight","Mixed","190","180","37270","34710"
"In post","2022","Department for Transport","Heterosexual / straight","Other ethnicity","60","50","36220","33390"
"In post","2022","Department for Transport","Heterosexual / straight","Undeclared","280","270","31520","27930"
"In post","2022","Department for Transport","Heterosexual / straight","Unknown","170","150","33240","26780"
"In post","2022","Department for Transport","Heterosexual / straight","White","8950","8350","33960","27830"
"In post","2022","Department for Transport","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","LGBO","White","560","550","35520","30540"
"In post","2022","Department for Transport","Undeclared","Asian","40","40","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Undeclared","630","600","35740","31130"
"In post","2022","Department for Transport","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","White","1960","1670","28450","26130"
"In post","2022","Department for Transport","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Undeclared","90","90","30100","27380"
"In post","2022","Department for Transport","Unknown","Unknown","2190","2090","31290","26700"
"In post","2022","Department for Transport","Unknown","White","260","230","29300","26780"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Asian","6450","5960","28570","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Black","3260","3110","29620","30220"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Mixed","1270","1190","28660","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Other ethnicity","340","320","30000","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Undeclared","680","620","28460","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Unknown","350","320","29700","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","White","51800","46550","28730","27570"
"In post","2022","Department for Work and Pensions","LGBO","Asian","140","130","28750","27570"
"In post","2022","Department for Work and Pensions","LGBO","Black","80","80","28790","29360"
"In post","2022","Department for Work and Pensions","LGBO","Mixed","150","150","30530","27570"
"In post","2022","Department for Work and Pensions","LGBO","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","LGBO","Undeclared","70","70","28020","27570"
"In post","2022","Department for Work and Pensions","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","LGBO","White","3530","3380","28340","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Asian","450","390","27080","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Black","220","200","28760","28400"
"In post","2022","Department for Work and Pensions","Undeclared","Mixed","120","110","28710","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Undeclared","1980","1810","30060","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Unknown","110","100","36620","29750"
"In post","2022","Department for Work and Pensions","Undeclared","White","4890","4310","27590","27570"
"In post","2022","Department for Work and Pensions","Unknown","Asian","1180","980","26910","27570"
"In post","2022","Department for Work and Pensions","Unknown","Black","520","460","28880","30330"
"In post","2022","Department for Work and Pensions","Unknown","Mixed","150","130","26580","27570"
"In post","2022","Department for Work and Pensions","Unknown","Other ethnicity","70","60","28300","27570"
"In post","2022","Department for Work and Pensions","Unknown","Undeclared","1680","1420","27490","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","5400","4980","29170","27570"
"In post","2022","Department for Work and Pensions","Unknown","White","9180","7730","26840","27570"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Asian","990","930","40680","33100"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Black","550","520","37490","32790"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Mixed","220","210","41790","38100"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Other ethnicity","70","70","40460","32790"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Undeclared","70","70","40920","37480"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Unknown","90","80","46180","40360"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","White","4840","4550","45450","40650"
"In post","2022","Department of Health and Social Care","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","White","510","490","42520","37480"
"In post","2022","Department of Health and Social Care","Undeclared","Asian","110","100","39790","34030"
"In post","2022","Department of Health and Social Care","Undeclared","Black","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Undeclared","Undeclared","160","150","46190","40070"
"In post","2022","Department of Health and Social Care","Undeclared","Unknown","1250","1220","46300","41720"
"In post","2022","Department of Health and Social Care","Undeclared","White","630","590","46480","40560"
"In post","2022","Department of Health and Social Care","Unknown","Asian","160","150","51270","41010"
"In post","2022","Department of Health and Social Care","Unknown","Black","60","50","49710","40060"
"In post","2022","Department of Health and Social Care","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Undeclared","210","200","47640","42480"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","1000","980","47720","40650"
"In post","2022","Department of Health and Social Care","Unknown","White","640","600","51630","46000"
"In post","2022","Estyn","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","White","90","90","59190","75480"
"In post","2022","Estyn","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Asian","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Black","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Unknown","70","70","39380","37350"
"In post","2022","Food Standards Agency","Heterosexual / straight","White","830","810","38590","37350"
"In post","2022","Food Standards Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","White","50","50","39990","37350"
"In post","2022","Food Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","White","100","100","37990","36000"
"In post","2022","Food Standards Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","White","180","170","33020","28590"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Asian","420","410","42490","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Black","240","230","38950","34770"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Mixed","210","210","47110","43300"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Other ethnicity","70","70","42760","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Undeclared","80","70","47330","39580"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Unknown","60","60","47100","39770"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","White","4690","4570","48860","45310"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","White","340","330","48110","45780"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","230","220","48950","44640"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","White","350","340","49860","48850"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","1040","1030","47390","49470"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","White","310","300","49140","45240"
"In post","2022","HM Land Registry","Heterosexual / straight","Asian","170","160","31400","27130"
"In post","2022","HM Land Registry","Heterosexual / straight","Black","60","50","34330","30600"
"In post","2022","HM Land Registry","Heterosexual / straight","Mixed","60","60","30230","27130"
"In post","2022","HM Land Registry","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Heterosexual / straight","White","3630","3290","32280","27130"
"In post","2022","HM Land Registry","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","White","150","150","29580","27130"
"In post","2022","HM Land Registry","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Undeclared","200","180","34260","33840"
"In post","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","White","430","370","32500","27130"
"In post","2022","HM Land Registry","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Unknown","990","950","27990","22600"
"In post","2022","HM Land Registry","Unknown","White","760","670","29750","27130"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Asian","4510","4310","33150","31060"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Black","1550","1500","33940","33080"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Mixed","690","660","35490","33080"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Other ethnicity","190","180","35540","33370"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Undeclared","290","280","35370","33370"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Unknown","580","500","32450","28920"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","White","33990","31530","35010","33080"
"In post","2022","HM Revenue and Customs","LGBO","Asian","130","120","30240","26820"
"In post","2022","HM Revenue and Customs","LGBO","Black","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","LGBO","Mixed","80","80","33820","31020"
"In post","2022","HM Revenue and Customs","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","LGBO","Undeclared","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","LGBO","White","2480","2410","33970","33080"
"In post","2022","HM Revenue and Customs","Undeclared","Asian","260","240","31460","27750"
"In post","2022","HM Revenue and Customs","Undeclared","Black","80","70","35690","33370"
"In post","2022","HM Revenue and Customs","Undeclared","Mixed","60","60","35420","33080"
"In post","2022","HM Revenue and Customs","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Undeclared","Undeclared","1820","1680","37160","33370"
"In post","2022","HM Revenue and Customs","Undeclared","Unknown","250","210","33030","28920"
"In post","2022","HM Revenue and Customs","Undeclared","White","2460","2240","34380","33080"
"In post","2022","HM Revenue and Customs","Unknown","Asian","940","860","32100","28920"
"In post","2022","HM Revenue and Customs","Unknown","Black","230","210","33030","32240"
"In post","2022","HM Revenue and Customs","Unknown","Mixed","110","100","35990","33080"
"In post","2022","HM Revenue and Customs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Undeclared","710","640","34520","31900"
"In post","2022","HM Revenue and Customs","Unknown","Unknown","14550","13720","29700","26820"
"In post","2022","HM Revenue and Customs","Unknown","White","5230","4550","30930","26820"
"In post","2022","HM Treasury","Heterosexual / straight","Asian","260","250","45720","41900"
"In post","2022","HM Treasury","Heterosexual / straight","Black","80","80","40460","36650"
"In post","2022","HM Treasury","Heterosexual / straight","Mixed","90","90","45680","43150"
"In post","2022","HM Treasury","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Heterosexual / straight","White","1630","1570","49390","52500"
"In post","2022","HM Treasury","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","LGBO","White","180","170","46520","49140"
"In post","2022","HM Treasury","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Undeclared","80","80","48350","49500"
"In post","2022","HM Treasury","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","White","140","140","45300","39980"
"In post","2022","HM Treasury","Unknown","Asian","30","30","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","White","110","100","59720","53680"
"In post","2022","Home Office","Heterosexual / straight","Asian","4050","3770","32100","28990"
"In post","2022","Home Office","Heterosexual / straight","Black","1660","1560","33170","29080"
"In post","2022","Home Office","Heterosexual / straight","Mixed","580","540","34650","29370"
"In post","2022","Home Office","Heterosexual / straight","Other ethnicity","170","160","33090","28670"
"In post","2022","Home Office","Heterosexual / straight","Undeclared","360","330","32410","28990"
"In post","2022","Home Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Heterosexual / straight","White","20180","18800","32570","27370"
"In post","2022","Home Office","LGBO","Asian","40","40","[c]","[c]"
"In post","2022","Home Office","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","LGBO","Mixed","40","40","[c]","[c]"
"In post","2022","Home Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","LGBO","White","1050","1020","33720","28670"
"In post","2022","Home Office","Undeclared","Asian","370","330","29980","28670"
"In post","2022","Home Office","Undeclared","Black","100","90","32810","29080"
"In post","2022","Home Office","Undeclared","Mixed","60","50","30720","28350"
"In post","2022","Home Office","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Undeclared","Undeclared","1590","1470","33910","29680"
"In post","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Undeclared","White","1750","1610","33430","28350"
"In post","2022","Home Office","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Home Office","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","4190","4050","32430","27370"
"In post","2022","Home Office","Unknown","White","170","160","30230","25310"
"In post","2022","Ministry of Defence","Heterosexual / straight","Asian","1250","1210","35030","33000"
"In post","2022","Ministry of Defence","Heterosexual / straight","Black","700","680","33500","32370"
"In post","2022","Ministry of Defence","Heterosexual / straight","Mixed","510","490","35650","33000"
"In post","2022","Ministry of Defence","Heterosexual / straight","Other ethnicity","50","50","35570","32820"
"In post","2022","Ministry of Defence","Heterosexual / straight","Undeclared","180","170","36230","33510"
"In post","2022","Ministry of Defence","Heterosexual / straight","Unknown","500","480","33250","29880"
"In post","2022","Ministry of Defence","Heterosexual / straight","White","37140","35850","34090","32580"
"In post","2022","Ministry of Defence","LGBO","Asian","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","Mixed","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","LGBO","White","1300","1280","33380","31390"
"In post","2022","Ministry of Defence","Undeclared","Asian","80","70","34800","30570"
"In post","2022","Ministry of Defence","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Undeclared","Mixed","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Undeclared","Undeclared","2460","2390","36330","33630"
"In post","2022","Ministry of Defence","Undeclared","Unknown","160","150","38220","36460"
"In post","2022","Ministry of Defence","Undeclared","White","3150","3020","34640","33000"
"In post","2022","Ministry of Defence","Unknown","Asian","90","90","38860","38070"
"In post","2022","Ministry of Defence","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","Mixed","70","70","37240","35200"
"In post","2022","Ministry of Defence","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","Undeclared","420","410","42050","40400"
"In post","2022","Ministry of Defence","Unknown","Unknown","5870","5750","34820","32700"
"In post","2022","Ministry of Defence","Unknown","White","3650","3480","39380","38070"
"In post","2022","Ministry of Justice","Heterosexual / straight","Asian","3950","3680","30060","26400"
"In post","2022","Ministry of Justice","Heterosexual / straight","Black","3550","3420","31090","28310"
"In post","2022","Ministry of Justice","Heterosexual / straight","Mixed","1540","1470","31390","28550"
"In post","2022","Ministry of Justice","Heterosexual / straight","Other ethnicity","390","370","31110","28310"
"In post","2022","Ministry of Justice","Heterosexual / straight","Undeclared","480","450","29310","26400"
"In post","2022","Ministry of Justice","Heterosexual / straight","Unknown","750","710","29240","27470"
"In post","2022","Ministry of Justice","Heterosexual / straight","White","50070","46890","30690","27700"
"In post","2022","Ministry of Justice","LGBO","Asian","90","90","28690","24310"
"In post","2022","Ministry of Justice","LGBO","Black","70","70","31380","28900"
"In post","2022","Ministry of Justice","LGBO","Mixed","170","160","31920","28310"
"In post","2022","Ministry of Justice","LGBO","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Ministry of Justice","LGBO","Undeclared","70","70","30970","31650"
"In post","2022","Ministry of Justice","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","LGBO","White","3770","3680","30880","28000"
"In post","2022","Ministry of Justice","Undeclared","Asian","250","230","28890","25120"
"In post","2022","Ministry of Justice","Undeclared","Black","200","180","31260","29870"
"In post","2022","Ministry of Justice","Undeclared","Mixed","130","120","33390","28310"
"In post","2022","Ministry of Justice","Undeclared","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Undeclared","1650","1550","32110","30210"
"In post","2022","Ministry of Justice","Undeclared","Unknown","380","360","30210","27120"
"In post","2022","Ministry of Justice","Undeclared","White","4150","3830","31600","29880"
"In post","2022","Ministry of Justice","Unknown","Asian","160","140","32430","28200"
"In post","2022","Ministry of Justice","Unknown","Black","270","250","30790","30300"
"In post","2022","Ministry of Justice","Unknown","Mixed","60","60","32820","31650"
"In post","2022","Ministry of Justice","Unknown","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Unknown","10960","10370","28200","25480"
"In post","2022","Ministry of Justice","Unknown","White","3590","3140","31120","31650"
"In post","2022","National Crime Agency","Heterosexual / straight","Asian","260","260","37990","36740"
"In post","2022","National Crime Agency","Heterosexual / straight","Black","90","90","36940","37150"
"In post","2022","National Crime Agency","Heterosexual / straight","Mixed","90","90","40860","38250"
"In post","2022","National Crime Agency","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"In post","2022","National Crime Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Heterosexual / straight","White","3760","3660","41040","38190"
"In post","2022","National Crime Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","LGBO","White","210","200","38060","36410"
"In post","2022","National Crime Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
