"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","East Anglia","50","40","[c]","[c]"
"In post","2021","Legal","Undeclared","East Wales","60","50","42870","39710"
"In post","2021","Legal","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Legal","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2021","Legal","Undeclared","Greater Manchester","50","50","36850","32320"
"In post","2021","Legal","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Inner London - East","40","40","[c]","[c]"
"In post","2021","Legal","Undeclared","Inner London - West","290","280","56410","55490"
"In post","2021","Legal","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Outer London - South","50","50","42850","36160"
"In post","2021","Legal","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","West Central Scotland","50","40","[c]","[c]"
"In post","2021","Legal","Undeclared","West Midlands","40","40","[c]","[c]"
"In post","2021","Legal","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Legal","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Legal","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Derbyshire and Nottinghamshire","110","100","38800","32100"
"In post","2021","Legal","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","East Anglia","110","100","29860","25560"
"In post","2021","Legal","Unknown","East Wales","90","80","44200","50500"
"In post","2021","Legal","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Legal","Unknown","Essex","30","30","[c]","[c]"
"In post","2021","Legal","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","41890","38550"
"In post","2021","Legal","Unknown","Greater Manchester","210","200","34960","31810"
"In post","2021","Legal","Unknown","Hampshire and Isle of Wight","60","50","47940","50520"
"In post","2021","Legal","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Inner London - East","110","100","58220","59160"
"In post","2021","Legal","Unknown","Inner London - West","1010","930","56130","59160"
"In post","2021","Legal","Unknown","Kent","60","50","39840","31920"
"In post","2021","Legal","Unknown","Lancashire","40","30","[c]","[c]"
"In post","2021","Legal","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Merseyside","60","60","51340","55610"
"In post","2021","Legal","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","North Yorkshire","70","60","56470","55610"
"In post","2021","Legal","Unknown","Northern Ireland","50","40","[c]","[c]"
"In post","2021","Legal","Unknown","Northumberland and Tyne and Wear","70","60","37460","31810"
"In post","2021","Legal","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Outer London - South","90","90","37080","36160"
"In post","2021","Legal","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Legal","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","West Central Scotland","70","70","43620","36810"
"In post","2021","Legal","Unknown","West Midlands","150","140","44600","46530"
"In post","2021","Legal","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","West Yorkshire","130","120","42100","37780"
"In post","2021","Medicine","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","90","80","51210","37890"
"In post","2021","Medicine","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Devon","80","70","46220","37890"
"In post","2021","Medicine","Heterosexual / straight","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","East Anglia","60","50","57750","37890"
"In post","2021","Medicine","Heterosexual / straight","East Wales","150","140","44830","37890"
"In post","2021","Medicine","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Essex","40","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","150","130","49120","37890"
"In post","2021","Medicine","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Hampshire and Isle of Wight","150","130","49020","38490"
"In post","2021","Medicine","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Inner London - East","150","140","79930","82100"
"In post","2021","Medicine","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Lancashire","30","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","80","80","40440","37890"
"In post","2021","Medicine","Heterosexual / straight","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","North Yorkshire","110","100","46500","37890"
"In post","2021","Medicine","Heterosexual / straight","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Overseas","30","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Shropshire and Staffordshire","80","70","47690","38690"
"In post","2021","Medicine","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","West Wales and The Valleys","60","50","61140","60830"
"In post","2021","Medicine","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Inner London - East","30","30","[c]","[c]"
"In post","2021","Medicine","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Medicine","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Devon","50","40","[c]","[c]"
"In post","2021","Medicine","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2021","Medicine","Unknown","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Medicine","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Inner London - East","80","70","79820","81920"
"In post","2021","Medicine","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Heterosexual / straight","Bedfordshire and Hertfordshire","1470","1370","29820","27850"
"In post","2021","Operational Delivery","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","2250","2130","29690","28200"
"In post","2021","Operational Delivery","Heterosexual / straight","Cheshire","1680","1620","32340","31180"
"In post","2021","Operational Delivery","Heterosexual / straight","Cornwall and Isles of Scilly","200","180","26860","25210"
"In post","2021","Operational Delivery","Heterosexual / straight","Cumbria","710","630","26000","23970"
"In post","2021","Operational Delivery","Heterosexual / straight","Derbyshire and Nottinghamshire","3650","3380","28050","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","Devon","1860","1710","27940","25380"
"In post","2021","Operational Delivery","Heterosexual / straight","Dorset and Somerset","1560","1440","28660","27130"
"In post","2021","Operational Delivery","Heterosexual / straight","East Anglia","4100","3800","27970","26350"
"In post","2021","Operational Delivery","Heterosexual / straight","East Wales","5370","4980","28910","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","1850","1720","28120","26590"
"In post","2021","Operational Delivery","Heterosexual / straight","Eastern Scotland","2210","2080","29450","27460"
"In post","2021","Operational Delivery","Heterosexual / straight","Essex","1640","1520","28150","26520"
"In post","2021","Operational Delivery","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","3430","3200","30640","27510"
"In post","2021","Operational Delivery","Heterosexual / straight","Greater Manchester","4770","4470","28020","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","Hampshire and Isle of Wight","3500","3040","27400","24890"
"In post","2021","Operational Delivery","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","1400","1330","27270","25100"
"In post","2021","Operational Delivery","Heterosexual / straight","Highlands and Islands","190","170","29680","27370"
"In post","2021","Operational Delivery","Heterosexual / straight","Inner London - East","4150","3970","37470","34940"
"In post","2021","Operational Delivery","Heterosexual / straight","Inner London - West","5830","5610","36690","31550"
"In post","2021","Operational Delivery","Heterosexual / straight","Kent","3860","3590","28810","27370"
"In post","2021","Operational Delivery","Heterosexual / straight","Lancashire","3050","2780","27720","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","2340","2150","26520","24440"
"In post","2021","Operational Delivery","Heterosexual / straight","Lincolnshire","770","730","28090","26520"
"In post","2021","Operational Delivery","Heterosexual / straight","Merseyside","7510","6850","26680","24890"
"In post","2021","Operational Delivery","Heterosexual / straight","North Eastern Scotland","310","300","41520","31500"
"In post","2021","Operational Delivery","Heterosexual / straight","North Yorkshire","650","600","29470","26580"
"In post","2021","Operational Delivery","Heterosexual / straight","Northern Ireland","1100","1010","27290","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","Northumberland and Tyne and Wear","4760","4150","25720","21800"
"In post","2021","Operational Delivery","Heterosexual / straight","Outer London - East and North East","1040","1000","30900","30780"
"In post","2021","Operational Delivery","Heterosexual / straight","Outer London - South","3380","3140","32970","29250"
"In post","2021","Operational Delivery","Heterosexual / straight","Outer London - West and North West","3350","3070","31220","29080"
"In post","2021","Operational Delivery","Heterosexual / straight","Overseas","200","200","49850","54760"
"In post","2021","Operational Delivery","Heterosexual / straight","Shropshire and Staffordshire","2680","2510","27730","25790"
"In post","2021","Operational Delivery","Heterosexual / straight","South Yorkshire","3290","2990","27350","25040"
"In post","2021","Operational Delivery","Heterosexual / straight","Southern Scotland","1190","1030","26030","22820"
"In post","2021","Operational Delivery","Heterosexual / straight","Surrey, East and West Sussex","2570","2360","30070","28210"
"In post","2021","Operational Delivery","Heterosexual / straight","Tees Valley and Durham","3810","3440","26950","24960"
"In post","2021","Operational Delivery","Heterosexual / straight","Unknown","90","90","40490","43240"
"In post","2021","Operational Delivery","Heterosexual / straight","West Central Scotland","3090","2820","27890","25560"
"In post","2021","Operational Delivery","Heterosexual / straight","West Midlands","5230","4870","28360","25310"
"In post","2021","Operational Delivery","Heterosexual / straight","West Wales and The Valleys","5280","4760","25940","21590"
"In post","2021","Operational Delivery","Heterosexual / straight","West Yorkshire","4670","4300","28450","25790"
"In post","2021","Operational Delivery","LGBO","Bedfordshire and Hertfordshire","80","80","29540","29740"
"In post","2021","Operational Delivery","LGBO","Berkshire, Buckinghamshire and Oxfordshire","170","160","28560","29440"
"In post","2021","Operational Delivery","LGBO","Cheshire","130","130","30780","29260"
"In post","2021","Operational Delivery","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Cumbria","50","50","28000","25300"
"In post","2021","Operational Delivery","LGBO","Derbyshire and Nottinghamshire","220","220","27630","25560"
"In post","2021","Operational Delivery","LGBO","Devon","110","100","25820","23700"
"In post","2021","Operational Delivery","LGBO","Dorset and Somerset","90","90","28070","27130"
"In post","2021","Operational Delivery","LGBO","East Anglia","200","190","27020","25260"
"In post","2021","Operational Delivery","LGBO","East Wales","340","330","27290","24890"
"In post","2021","Operational Delivery","LGBO","East Yorkshire and Northern Lincolnshire","100","100","27160","25220"
"In post","2021","Operational Delivery","LGBO","Eastern Scotland","150","140","28180","26570"
"In post","2021","Operational Delivery","LGBO","Essex","80","80","29560","27020"
"In post","2021","Operational Delivery","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","28990","25560"
"In post","2021","Operational Delivery","LGBO","Greater Manchester","340","330","27140","24990"
"In post","2021","Operational Delivery","LGBO","Hampshire and Isle of Wight","200","180","27520","25790"
"In post","2021","Operational Delivery","LGBO","Herefordshire, Worcestershire and Warwickshire","90","90","27040","23970"
"In post","2021","Operational Delivery","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
