"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","White","50","50","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","White","40","30","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","White","40","40","[c]","[c]"
"In post","2022","Undeclared","Revenue Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","White","60","60","24450","21300"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Fiscal Commission","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Undeclared","110","110","48140","47490"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","White","280","270","44230","40810"
"In post","2022","Undeclared","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Housing Regulator","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","White","40","30","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","White","40","40","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Student Awards Agency for Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Undeclared","100","100","44550","41940"
"In post","2022","Undeclared","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","White","90","90","42390","40570"
"In post","2022","Undeclared","Teaching Regulation Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","White","50","50","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Asian","70","60","39210","32650"
"In post","2022","Undeclared","UK Health Security Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Undeclared","130","120","46800","40070"
"In post","2022","Undeclared","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","White","350","320","43810","37490"
"In post","2022","Undeclared","UK Hydrographic Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","White","30","30","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Undeclared","60","50","36620","32260"
"In post","2022","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","White","170","160","32750","30710"
"In post","2022","Undeclared","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Valuation Office Agency","Undeclared","170","150","37720","33370"
"In post","2022","Undeclared","Valuation Office Agency","White","160","140","37790","33370"
"In post","2022","Undeclared","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Undeclared","210","200","44090","40860"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","White","470","440","42890","38160"
"In post","2022","Undeclared","Wilton Park","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wilton Park","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","130","120","28320","24250"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Animal and Plant Health Agency","Unknown","210","190","28130","24920"
"In post","2022","Unknown","Animal and Plant Health Agency","White","90","80","33490","28030"
"In post","2022","Unknown","Attorney General's Office","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Unknown","4100","4060","46540","33840"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","White","90","90","60200","56790"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","White","330","310","33800","30220"
"In post","2022","Unknown","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Unknown","120","110","32910","29160"
"In post","2022","Unknown","Charity Commission","White","70","60","33090","29540"
"In post","2022","Unknown","Companies House","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Companies House","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Companies House","Unknown","100","100","28740","24500"
"In post","2022","Unknown","Companies House","White","110","90","26460","22740"
"In post","2022","Unknown","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Unknown","60","60","26590","25120"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Unknown","80","80","37180","31250"
"In post","2022","Unknown","Crown Commercial Service","White","50","50","39430","38980"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","White","100","90","45380","44360"
"In post","2022","Unknown","Crown Prosecution Service","Asian","90","80","39790","30120"
"In post","2022","Unknown","Crown Prosecution Service","Black","60","50","41660","34750"
"In post","2022","Unknown","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Unknown","460","420","41990","38000"
"In post","2022","Unknown","Crown Prosecution Service","White","740","660","45320","51470"
"In post","2022","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Unknown","520","500","31870","29750"
"In post","2022","Unknown","Defence Equipment and Support","White","170","160","39090","36390"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Asian","50","40","[c]","[c]"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Mixed","60","60","37240","38070"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Undeclared","360","350","43510","47010"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Unknown","390","380","34990","29230"
"In post","2022","Unknown","Defence Science and Technology Laboratory","White","2630","2520","41700","38700"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","440","440","46210","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","130","130","45940","41970"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Unknown","600","580","42550","36780"
"In post","2022","Unknown","Department for Education (excl. agencies)","White","160","150","48860","49860"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","860","820","41700","37790"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","White","80","80","41130","39330"
"In post","2022","Unknown","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Undeclared","60","60","52370","52190"
"In post","2022","Unknown","Department for International Trade","Unknown","670","660","44430","38540"
"In post","2022","Unknown","Department for International Trade","White","30","30","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","350","340","45940","40050"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Unknown","610","590","44120","42470"
"In post","2022","Unknown","Department for Transport (excl. agencies)","White","40","40","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Asian","1180","970","26830","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Black","520","460","28880","30330"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Mixed","150","130","26480","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Other ethnicity","70","60","27940","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","1680","1420","27420","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","5210","4810","28760","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","White","9150","7700","26790","27570"
"In post","2022","Unknown","Disclosure Scotland","Unknown","100","90","25390","23230"
"In post","2022","Unknown","Disclosure Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","660","590","24260","21840"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","White","80","60","24350","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Undeclared","70","70","27590","26830"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Unknown","830","800","27330","26470"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","White","130","120","28600","26830"
"In post","2022","Unknown","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education and Skills Funding Agency","Unknown","160","150","39580","36500"
"In post","2022","Unknown","Education and Skills Funding Agency","White","140","130","46640","48300"
"In post","2022","Unknown","Education Scotland","Unknown","100","100","53670","49860"
"In post","2022","Unknown","Education Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Estyn","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","White","90","90","40680","40330"
"In post","2022","Unknown","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","White","180","170","33020","28590"
"In post","2022","Unknown","Food Standards Scotland","Unknown","110","110","35260","31540"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","1020","1010","47480","50490"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","White","220","210","52880","53230"
"In post","2022","Unknown","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","Unknown","60","60","28980","27360"
"In post","2022","Unknown","Forestry and Land Scotland","White","580","560","32220","30020"
"In post","2022","Unknown","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
