"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","70","60","37650","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","180","170","41520","31600"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","60","60","46240","50500"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","850","840","45890","40410"
"Leaver Dept.","2022","Cabinet Office","LGBO","90","90","42080","37300"
"Leaver Dept.","2022","Cabinet Office","Undeclared","100","100","42650","34850"
"Leaver Dept.","2022","Cabinet Office","Unknown","830","830","38090","32000"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","520","500","43770","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","80","80","42230","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","60","60","42750","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","140","140","36030","33570"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","150","150","44840","38150"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","340","340","42040","36960"
"Leaver Dept.","2022","Department for Education","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","90","90","44190","40230"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","350","340","28390","25100"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","120","110","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","270","260","41000","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","50","50","39620","33210"
"Leaver Dept.","2022","Department for Transport","Heterosexual / straight","390","380","36820","34000"
"Leaver Dept.","2022","Department for Transport","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Undeclared","70","60","35170","32180"
"Leaver Dept.","2022","Department for Transport","Unknown","160","160","35680","31200"
"Leaver Dept.","2022","Department for Work and Pensions","Heterosexual / straight","2200","2140","29600","27570"
"Leaver Dept.","2022","Department for Work and Pensions","LGBO","190","190","28940","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","220","220","30790","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","500","470","31450","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Heterosexual / straight","4750","4130","41210","36330"
"Leaver Dept.","2022","Department of Health and Social Care","LGBO","370","300","39460","32650"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","1700","640","44330","39400"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","1050","970","50900","44430"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","70","42960","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","330","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","1350","1310","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Heterosexual / straight","160","150","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Heterosexual / straight","1010","980","35500","28810"
"Leaver Dept.","2022","Home Office","LGBO","70","70","36610","30820"
"Leaver Dept.","2022","Home Office","Undeclared","110","100","37160","33190"
"Leaver Dept.","2022","Home Office","Unknown","210","210","34060","29380"
"Leaver Dept.","2022","Ministry of Defence","Heterosexual / straight","820","810","36060","33300"
"Leaver Dept.","2022","Ministry of Defence","LGBO","50","50","34090","33000"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","120","120","38310","38150"
"Leaver Dept.","2022","Ministry of Defence","Unknown","120","120","38350","37320"
"Leaver Dept.","2022","Ministry of Justice","Heterosexual / straight","1230","1200","31810","26550"
"Leaver Dept.","2022","Ministry of Justice","LGBO","90","90","31760","28310"
"Leaver Dept.","2022","Ministry of Justice","Undeclared","130","130","34100","30850"
"Leaver Dept.","2022","Ministry of Justice","Unknown","290","290","29310","23700"
"Leaver Dept.","2022","National Crime Agency","Heterosexual / straight","80","80","43670","40170"
"Leaver Dept.","2022","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Heterosexual / straight","50","50","35780","31720"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Heterosexual / straight","70","60","37950","31540"
"Leaver Dept.","2022","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Unknown","60","50","40170","33840"
"Leaver Dept.","2022","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Heterosexual / straight","130","120","36000","31130"
"Leaver Dept.","2022","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","80","80","34700","30810"
"Leaver Dept.","2022","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Heterosexual / straight","760","740","36740","38000"
"New entrant CS","2021","Attorney General's Departments","LGBO","60","60","32420","26970"
"New entrant CS","2021","Attorney General's Departments","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Unknown","150","150","32200","26520"
"New entrant CS","2021","Cabinet Office","Heterosexual / straight","550","540","38660","34550"
"New entrant CS","2021","Cabinet Office","LGBO","80","80","34950","32000"
"New entrant CS","2021","Cabinet Office","Undeclared","60","60","36870","32690"
"New entrant CS","2021","Cabinet Office","Unknown","1040","1040","40800","28000"
"New entrant CS","2021","Chancellor's other departments","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","60","60","50220","53530"
"New entrant CS","2021","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","660","650","35790","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","110","110","33140","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","70","70","38190","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","660","650","30050","25270"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","280","270","38520","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education","Heterosexual / straight","410","400","36140","32940"
"New entrant CS","2021","Department for Education","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","290","290","36330","32940"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1000","980","32900","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","LGBO","120","120","33000","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","110","100","31520","29570"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","390","380","32660","29180"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","210","200","35440","31800"
"New entrant CS","2021","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","150","150","32820","31800"
"New entrant CS","2021","Department for Transport","Heterosexual / straight","710","680","32490","30270"
"New entrant CS","2021","Department for Transport","LGBO","90","80","30170","30270"
"New entrant CS","2021","Department for Transport","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","570","550","29840","26580"
"New entrant CS","2021","Department for Work and Pensions","Heterosexual / straight","13240","12990","26750","27570"
"New entrant CS","2021","Department for Work and Pensions","LGBO","1380","1360","26440","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","770","760","27220","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","1780","1740","27770","27570"
"New entrant CS","2021","Department of Health and Social Care","Heterosexual / straight","1920","1710","35390","32330"
"New entrant CS","2021","Department of Health and Social Care","LGBO","160","150","33480","28970"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","340","290","37070","32330"
"New entrant CS","2021","Department of Health and Social Care","Unknown","900","880","40760","32790"
"New entrant CS","2021","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","80","80","34840","32350"
"New entrant CS","2021","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","310","310","26390","22350"
"New entrant CS","2021","HM Land Registry","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","330","320","26250","22350"
"New entrant CS","2021","HM Revenue and Customs","Heterosexual / straight","1560","1530","25740","20880"
"New entrant CS","2021","HM Revenue and Customs","LGBO","180","180","24970","20140"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","90","90","26960","24120"
"New entrant CS","2021","HM Revenue and Customs","Unknown","3570","3490","24240","20140"
"New entrant CS","2021","HM Treasury","Heterosexual / straight","320","320","33470","28500"
"New entrant CS","2021","HM Treasury","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","90","90","35500","32320"
"New entrant CS","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Heterosexual / straight","610","600","32580","25960"
"New entrant CS","2021","Home Office","LGBO","60","60","30240","24890"
"New entrant CS","2021","Home Office","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","1460","1430","31400","25720"
"New entrant CS","2021","Ministry of Defence","Heterosexual / straight","3050","2970","30390","26350"
"New entrant CS","2021","Ministry of Defence","LGBO","180","180","27070","26350"
"New entrant CS","2021","Ministry of Defence","Undeclared","190","180","30940","26510"
"New entrant CS","2021","Ministry of Defence","Unknown","800","780","29970","25860"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","300","290","37200","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","60","60","35490","33210"
"New entrant CS","2021","Ministry of Justice","Heterosexual / straight","4590","4470","24780","22850"
"New entrant CS","2021","Ministry of Justice","LGBO","480","470","24120","22850"
"New entrant CS","2021","Ministry of Justice","Undeclared","240","230","26500","22920"
"New entrant CS","2021","Ministry of Justice","Unknown","3480","3350","24460","22680"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","800","790","34220","32770"
"New entrant CS","2021","National Crime Agency","LGBO","60","60","31710","32260"
"New entrant CS","2021","National Crime Agency","Undeclared","70","70","31460","28840"
"New entrant CS","2021","National Crime Agency","Unknown","130","120","37590","36200"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","140","140","49820","46360"
"New entrant CS","2021","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","220","220","34640","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","150","150","38540","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","800","770","29750","26160"
"New entrant CS","2021","Scottish Government","LGBO","100","100","29450","26160"
"New entrant CS","2021","Scottish Government","Undeclared","150","140","27400","20850"
"New entrant CS","2021","Scottish Government","Unknown","1020","990","31400","26160"
"New entrant CS","2021","The National Archives","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","70","70","47110","46500"
"New entrant CS","2021","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","640","620","31910","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","70","70","31620","29540"
