"Status","Year","Function_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","White","Scotland","15000","13650","29190","27570"
"In post","2022","No function","White","South East (England)","16760","15310","31070","28140"
"In post","2022","No function","White","South West (England)","15120","13850","31770","27570"
"In post","2022","No function","White","Unknown","370","360","31470","27570"
"In post","2022","No function","White","Wales","17110","15470","27640","26120"
"In post","2022","No function","White","West Midlands (England)","13580","12460","30390","27570"
"In post","2022","No function","White","Yorkshire and The Humber","15630","14240","30890","27570"
"In post","2022","Project Delivery","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","East of England","30","30","[c]","[c]"
"In post","2022","Project Delivery","Asian","London","550","530","46280","42050"
"In post","2022","Project Delivery","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","North West (England)","70","70","39110","35840"
"In post","2022","Project Delivery","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","South East (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Asian","South West (England)","310","300","37340","33800"
"In post","2022","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Asian","West Midlands (England)","100","100","38530","36740"
"In post","2022","Project Delivery","Asian","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Project Delivery","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","London","340","330","43050","39690"
"In post","2022","Project Delivery","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","South East (England)","30","30","[c]","[c]"
"In post","2022","Project Delivery","Black","South West (England)","190","190","34730","34000"
"In post","2022","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","London","150","150","48740","43810"
"In post","2022","Project Delivery","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","South West (England)","150","140","36470","33150"
"In post","2022","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","London","50","40","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","South West (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","East of England","50","50","38460","36340"
"In post","2022","Project Delivery","Undeclared","London","160","160","50740","46750"
"In post","2022","Project Delivery","Undeclared","North East (England)","50","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","North West (England)","100","90","40110","39620"
"In post","2022","Project Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Scotland","50","50","37130","33930"
"In post","2022","Project Delivery","Undeclared","South East (England)","120","110","38420","39630"
"In post","2022","Project Delivery","Undeclared","South West (England)","610","590","42290","40730"
"In post","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East of England","50","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","London","820","790","50930","51500"
"In post","2022","Project Delivery","Unknown","North East (England)","150","150","39530","40180"
"In post","2022","Project Delivery","Unknown","North West (England)","230","220","38890","35640"
"In post","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Overseas","160","160","53990","53610"
"In post","2022","Project Delivery","Unknown","Scotland","180","170","35950","33570"
"In post","2022","Project Delivery","Unknown","South East (England)","130","120","37500","35980"
"In post","2022","Project Delivery","Unknown","South West (England)","710","690","35090","33000"
"In post","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Wales","70","70","42680","40180"
"In post","2022","Project Delivery","Unknown","West Midlands (England)","100","90","39120","39330"
"In post","2022","Project Delivery","Unknown","Yorkshire and The Humber","60","60","37040","33330"
"In post","2022","Project Delivery","White","East Midlands (England)","470","450","39310","37320"
"In post","2022","Project Delivery","White","East of England","530","500","40200","38550"
"In post","2022","Project Delivery","White","London","2350","2250","57470","55820"
"In post","2022","Project Delivery","White","North East (England)","1010","960","42010","40520"
"In post","2022","Project Delivery","White","North West (England)","1730","1640","40200","37910"
"In post","2022","Project Delivery","White","Northern Ireland","70","70","41590","40180"
"In post","2022","Project Delivery","White","Overseas","370","360","55720","55620"
"In post","2022","Project Delivery","White","Scotland","1220","1170","38790","33930"
"In post","2022","Project Delivery","White","South East (England)","1670","1580","38120","36190"
"In post","2022","Project Delivery","White","South West (England)","8950","8620","39750","38070"
"In post","2022","Project Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","White","Wales","530","500","43870","38000"
"In post","2022","Project Delivery","White","West Midlands (England)","630","610","38800","36570"
"In post","2022","Project Delivery","White","Yorkshire and The Humber","550","510","41210","36970"
"In post","2022","Property","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","London","250","240","36230","32320"
"In post","2022","Property","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","Asian","West Midlands (England)","70","70","38210","34500"
"In post","2022","Property","Asian","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Property","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","London","130","120","38600","34590"
"In post","2022","Property","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","London","40","40","[c]","[c]"
"In post","2022","Property","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Property","Undeclared","East of England","60","60","36080","33090"
"In post","2022","Property","Undeclared","London","150","140","41290","37820"
"In post","2022","Property","Undeclared","North East (England)","30","30","[c]","[c]"
"In post","2022","Property","Undeclared","North West (England)","60","60","37760","33810"
"In post","2022","Property","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Scotland","40","40","[c]","[c]"
"In post","2022","Property","Undeclared","South East (England)","70","60","36200","33380"
"In post","2022","Property","Undeclared","South West (England)","80","70","35070","33300"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Wales","50","40","[c]","[c]"
"In post","2022","Property","Undeclared","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","Property","Undeclared","Yorkshire and The Humber","70","60","38010","33350"
"In post","2022","Property","Unknown","East Midlands (England)","80","70","28020","25000"
"In post","2022","Property","Unknown","East of England","60","60","30020","26350"
"In post","2022","Property","Unknown","London","220","210","40760","36990"
"In post","2022","Property","Unknown","North East (England)","210","200","25110","22010"
"In post","2022","Property","Unknown","North West (England)","90","90","32270","29360"
"In post","2022","Property","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Scotland","180","180","31660","29900"
"In post","2022","Property","Unknown","South East (England)","80","80","34760","30810"
"In post","2022","Property","Unknown","South West (England)","180","180","27670","22080"
"In post","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Wales","50","50","31110","26590"
"In post","2022","Property","Unknown","West Midlands (England)","80","70","39780","32000"
"In post","2022","Property","Unknown","Yorkshire and The Humber","90","90","33010","30390"
"In post","2022","Property","White","East Midlands (England)","380","360","38040","33500"
"In post","2022","Property","White","East of England","470","450","34670","33300"
"In post","2022","Property","White","London","890","860","46610","43300"
"In post","2022","Property","White","North East (England)","520","490","32560","27000"
"In post","2022","Property","White","North West (England)","520","500","39200","35310"
"In post","2022","Property","White","Northern Ireland","80","70","29540","27680"
"In post","2022","Property","White","Overseas","140","140","39920","39700"
"In post","2022","Property","White","Scotland","360","350","33240","33000"
"In post","2022","Property","White","South East (England)","800","770","37130","33370"
"In post","2022","Property","White","South West (England)","970","930","34410","33000"
"In post","2022","Property","White","Unknown","30","30","[c]","[c]"
"In post","2022","Property","White","Wales","410","390","34730","31900"
"In post","2022","Property","White","West Midlands (England)","480","450","37880","33370"
"In post","2022","Property","White","Yorkshire and The Humber","660","630","38690","35200"
"In post","2022","Security","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","London","170","160","37980","34590"
"In post","2022","Security","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","South East (England)","60","60","26130","19810"
"In post","2022","Security","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","London","90","80","34040","31020"
"In post","2022","Security","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","London","40","40","[c]","[c]"
"In post","2022","Security","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","East of England","60","60","33890","33300"
"In post","2022","Security","Undeclared","London","130","130","44440","43360"
"In post","2022","Security","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Scotland","50","40","[c]","[c]"
"In post","2022","Security","Undeclared","South East (England)","100","100","35720","39070"
"In post","2022","Security","Undeclared","South West (England)","60","60","31700","33300"
"In post","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2022","Security","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","East of England","80","80","32120","26670"
"In post","2022","Security","Unknown","London","260","260","38330","35060"
"In post","2022","Security","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","North West (England)","50","50","30940","26750"
"In post","2022","Security","Unknown","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Scotland","230","230","28910","25000"
"In post","2022","Security","Unknown","South East (England)","260","260","31770","28750"
"In post","2022","Security","Unknown","South West (England)","150","150","28310","25000"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Wales","40","40","[c]","[c]"
"In post","2022","Security","Unknown","West Midlands (England)","50","50","[c]","[c]"
"In post","2022","Security","Unknown","Yorkshire and The Humber","190","180","30400","26670"
"In post","2022","Security","White","East Midlands (England)","200","190","30400","28670"
"In post","2022","Security","White","East of England","710","700","34300","33300"
"In post","2022","Security","White","London","1250","1220","42450","39420"
"In post","2022","Security","White","North East (England)","100","100","34160","31820"
"In post","2022","Security","White","North West (England)","280","270","30690","28430"
"In post","2022","Security","White","Northern Ireland","350","350","21890","20560"
"In post","2022","Security","White","Overseas","130","130","40130","34450"
"In post","2022","Security","White","Scotland","1160","1120","30910","26750"
"In post","2022","Security","White","South East (England)","1510","1480","32260","30200"
"In post","2022","Security","White","South West (England)","1060","1030","29040","26030"
"In post","2022","Security","White","Unknown","80","80","30420","27370"
"In post","2022","Security","White","Wales","260","250","27440","24720"
"In post","2022","Security","White","West Midlands (England)","310","300","31220","28890"
"In post","2022","Security","White","Yorkshire and The Humber","720","690","32050","32000"
"In post","2022","Unknown","Asian","East Midlands (England)","50","40","[c]","[c]"
"In post","2022","Unknown","Asian","East of England","290","250","27420","24880"
"In post","2022","Unknown","Asian","London","3310","3110","34760","29450"
"In post","2022","Unknown","Asian","North East (England)","50","40","[c]","[c]"
"In post","2022","Unknown","Asian","North West (England)","250","240","27910","24920"
"In post","2022","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","50","50","[c]","[c]"
"In post","2022","Unknown","Asian","Scotland","250","240","34360","31540"
"In post","2022","Unknown","Asian","South East (England)","250","230","28160","26200"
"In post","2022","Unknown","Asian","South West (England)","40","40","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Wales","90","90","36280","31210"
"In post","2022","Unknown","Asian","West Midlands (England)","350","320","27430","25040"
"In post","2022","Unknown","Asian","Yorkshire and The Humber","420","390","26770","24890"
"In post","2022","Unknown","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","East of England","70","70","28080","26670"
"In post","2022","Unknown","Black","London","1640","1560","34680","29970"
"In post","2022","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","North West (England)","70","70","29470","25290"
"In post","2022","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scotland","80","80","35660","31540"
"In post","2022","Unknown","Black","South East (England)","100","90","30660","26990"
"In post","2022","Unknown","Black","South West (England)","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","West Midlands (England)","50","50","27590","24890"
"In post","2022","Unknown","Black","Yorkshire and The Humber","110","100","26940","24880"
"In post","2022","Unknown","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","East of England","40","30","[c]","[c]"
"In post","2022","Unknown","Mixed","London","470","440","40040","35200"
"In post","2022","Unknown","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","North West (England)","120","110","28050","24890"
"In post","2022","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scotland","130","130","40420","36130"
"In post","2022","Unknown","Mixed","South East (England)","110","100","33290","27370"
"In post","2022","Unknown","Mixed","South West (England)","40","40","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Wales","80","70","38620","34190"
"In post","2022","Unknown","Mixed","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","Unknown","Mixed","Yorkshire and The Humber","70","70","28170","25310"
"In post","2022","Unknown","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","150","140","37620","32720"
"In post","2022","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Midlands (England)","80","80","30230","27370"
"In post","2022","Unknown","Undeclared","East of England","200","180","29260","27370"
"In post","2022","Unknown","Undeclared","London","920","880","40950","36200"
"In post","2022","Unknown","Undeclared","North East (England)","60","60","28810","26670"
"In post","2022","Unknown","Undeclared","North West (England)","270","250","29000","25800"
"In post","2022","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scotland","330","310","39600","33070"
"In post","2022","Unknown","Undeclared","South East (England)","570","530","31110","27590"
"In post","2022","Unknown","Undeclared","South West (England)","230","220","32080","29200"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","290","270","40870","38160"
"In post","2022","Unknown","Undeclared","West Midlands (England)","120","110","30000","27370"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","260","240","29410","26640"
"In post","2022","Unknown","Unknown","East Midlands (England)","120","110","29810","24880"
"In post","2022","Unknown","Unknown","East of England","320","300","28100","24880"
"In post","2022","Unknown","Unknown","London","2010","1980","40680","35050"
"In post","2022","Unknown","Unknown","North East (England)","160","160","28040","24880"
"In post","2022","Unknown","Unknown","North West (England)","720","700","29190","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","110","100","27450","24880"
"In post","2022","Unknown","Unknown","Overseas","210","210","44800","41600"
"In post","2022","Unknown","Unknown","Scotland","3510","3370","35820","31540"
