"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Operational Research","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Operational Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","SEO/HEO","60","60","37310","36590"
"In post","2021","Operational Research","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","EO","40","30","[c]","[c]"
"In post","2021","Operational Research","White","G6/G7","420","390","54260","52880"
"In post","2021","Operational Research","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","SEO/HEO","420","410","36670","37320"
"In post","2021","Operational Research","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","AA/AO","230","210","22490","21590"
"In post","2021","Other","Asian","EO","270","250","26620","27400"
"In post","2021","Other","Asian","G6/G7","90","90","61210","58420"
"In post","2021","Other","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","SEO/HEO","260","250","36980","35470"
"In post","2021","Other","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","AA/AO","150","150","23250","23090"
"In post","2021","Other","Black","EO","180","180","27290","27590"
"In post","2021","Other","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","SEO/HEO","160","150","36580","35200"
"In post","2021","Other","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","AA/AO","60","60","22140","21580"
"In post","2021","Other","Mixed","EO","70","70","27130","26950"
"In post","2021","Other","Mixed","G6/G7","40","40","[c]","[c]"
"In post","2021","Other","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","SEO/HEO","90","90","34350","33920"
"In post","2021","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","AA/AO","30","30","[c]","[c]"
"In post","2021","Other","Other ethnicity","EO","40","30","[c]","[c]"
"In post","2021","Other","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","AA/AO","350","330","21430","21130"
"In post","2021","Other","Undeclared","EO","240","230","27380","26930"
"In post","2021","Other","Undeclared","G6/G7","90","90","63080","60130"
"In post","2021","Other","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","SEO/HEO","290","280","36360","36300"
"In post","2021","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","AA/AO","670","630","22660","20920"
"In post","2021","Other","Unknown","EO","470","460","27110","27750"
"In post","2021","Other","Unknown","G6/G7","230","220","59560","57430"
"In post","2021","Other","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","Other","Unknown","SEO/HEO","560","530","38860","38690"
"In post","2021","Other","Unknown","Unknown","1860","1860","37640","34460"
"In post","2021","Other","White","AA/AO","6330","6020","20990","20920"
"In post","2021","Other","White","EO","3860","3670","26180","26670"
"In post","2021","Other","White","G6/G7","1450","1400","61970","59420"
"In post","2021","Other","White","SCS","220","210","94470","86350"
"In post","2021","Other","White","SEO/HEO","4010","3870","35660","35060"
"In post","2021","Other","White","Unknown","180","180","44220","40700"
"In post","2021","Planning","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","G6/G7","60","60","57900","54940"
"In post","2021","Planning","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","SEO/HEO","80","80","39130","39600"
"In post","2021","Planning Inspectors","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","White","G6/G7","300","260","58310","58810"
"In post","2021","Planning Inspectors","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","AA/AO","80","70","23530","23500"
"In post","2021","Policy","Asian","EO","290","280","28770","28670"
"In post","2021","Policy","Asian","G6/G7","570","560","57830","56120"
"In post","2021","Policy","Asian","SCS","70","70","81410","76350"
"In post","2021","Policy","Asian","SEO/HEO","920","900","36950","36160"
"In post","2021","Policy","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","AA/AO","90","90","24390","24100"
"In post","2021","Policy","Black","EO","240","230","29040","28990"
"In post","2021","Policy","Black","G6/G7","230","230","57000","54650"
"In post","2021","Policy","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","SEO/HEO","520","510","37070","36300"
"In post","2021","Policy","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","G6/G7","50","40","[c]","[c]"
"In post","2021","Policy","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","SEO/HEO","60","60","37560","36880"
"In post","2021","Policy","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","EO","90","90","27760","27730"
"In post","2021","Policy","Mixed","G6/G7","330","320","57110","54760"
"In post","2021","Policy","Mixed","SCS","40","40","[c]","[c]"
"In post","2021","Policy","Mixed","SEO/HEO","400","390","36370","35700"
"In post","2021","Policy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","EO","40","40","[c]","[c]"
"In post","2021","Policy","Other ethnicity","G6/G7","100","90","59050","56660"
"In post","2021","Policy","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","SEO/HEO","110","110","36860","35400"
"In post","2021","Policy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","EO","100","90","29060","28850"
"In post","2021","Policy","Undeclared","G6/G7","510","500","58820","57460"
"In post","2021","Policy","Undeclared","SCS","60","60","82820","77080"
"In post","2021","Policy","Undeclared","SEO/HEO","500","490","38050","37410"
"In post","2021","Policy","Unknown","AA/AO","110","100","22920","23060"
"In post","2021","Policy","Unknown","EO","420","420","27710","27680"
"In post","2021","Policy","Unknown","G6/G7","1630","1590","57350","54760"
"In post","2021","Policy","Unknown","SCS","200","190","89440","79720"
"In post","2021","Policy","Unknown","SEO/HEO","1820","1780","36470","35700"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","AA/AO","450","430","23180","23500"
"In post","2021","Policy","White","EO","1500","1450","28230","28500"
"In post","2021","Policy","White","G6/G7","7970","7730","58830","57460"
"In post","2021","Policy","White","SCS","1440","1390","85730","77860"
"In post","2021","Policy","White","SEO/HEO","8030","7810","37380","36960"
"In post","2021","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","EO","130","130","27320","27170"
"In post","2021","Project Delivery","Asian","G6/G7","180","180","57930","57300"
"In post","2021","Project Delivery","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","SEO/HEO","470","460","37280","37000"
"In post","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","EO","80","80","27860","28070"
"In post","2021","Project Delivery","Black","G6/G7","100","100","57570","57460"
"In post","2021","Project Delivery","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","SEO/HEO","300","290","37120","36980"
"In post","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","EO","30","30","[c]","[c]"
"In post","2021","Project Delivery","Mixed","G6/G7","80","70","57710","56630"
"In post","2021","Project Delivery","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","SEO/HEO","140","130","37070","36800"
"In post","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","EO","70","70","27380","26670"
"In post","2021","Project Delivery","Undeclared","G6/G7","250","240","56630","55000"
"In post","2021","Project Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","SEO/HEO","450","440","37800","38630"
"In post","2021","Project Delivery","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","170","170","26600","26150"
"In post","2021","Project Delivery","Unknown","G6/G7","370","360","56450","54540"
"In post","2021","Project Delivery","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","770","750","36620","37310"
"In post","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","White","AA/AO","240","230","21550","21130"
"In post","2021","Project Delivery","White","EO","1410","1350","26340","26670"
"In post","2021","Project Delivery","White","G6/G7","3320","3240","56840","54760"
"In post","2021","Project Delivery","White","SCS","360","350","91900","86160"
"In post","2021","Project Delivery","White","SEO/HEO","6300","6080","36790","37320"
"In post","2021","Project Delivery","White","Unknown","470","460","42990","40580"
"In post","2021","Property","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","EO","90","90","28150","28330"
"In post","2021","Property","Asian","G6/G7","40","40","[c]","[c]"
"In post","2021","Property","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","SEO/HEO","90","90","38660","37450"
"In post","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","EO","40","40","[c]","[c]"
"In post","2021","Property","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","SEO/HEO","60","50","38780","37220"
"In post","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","Undeclared","EO","70","70","27470","26670"
"In post","2021","Property","Undeclared","G6/G7","70","70","58710","58580"
"In post","2021","Property","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","SEO/HEO","210","200","37720","36970"
"In post","2021","Property","Unknown","AA/AO","160","150","19670","18760"
"In post","2021","Property","Unknown","EO","280","260","26790","26000"
"In post","2021","Property","Unknown","G6/G7","130","120","58670","57130"
"In post","2021","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO/HEO","350","330","37350","36150"
"In post","2021","Property","White","AA/AO","780","740","19480","18800"
"In post","2021","Property","White","EO","990","920","26880","26670"
"In post","2021","Property","White","G6/G7","880","860","58030","55940"
"In post","2021","Property","White","SCS","60","60","88900","81320"
"In post","2021","Property","White","SEO/HEO","2410","2320","37030","35910"
"In post","2021","Property","White","Unknown","40","40","[c]","[c]"
"In post","2021","Psychology","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","EO","60","60","28350","27380"
"In post","2021","Psychology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","SEO/HEO","80","80","36040","31980"
"In post","2021","Psychology","White","AA/AO","50","40","[c]","[c]"
"In post","2021","Psychology","White","EO","330","320","26610","26330"
"In post","2021","Psychology","White","G6/G7","100","90","64380","65520"
"In post","2021","Psychology","White","SEO/HEO","650","610","37590","33300"
"In post","2021","Psychology","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","AA/AO","70","60","22720","22830"
"In post","2021","Science and Engineering","Asian","EO","90","90","26300","27200"
"In post","2021","Science and Engineering","Asian","G6/G7","80","70","57500","55130"
"In post","2021","Science and Engineering","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","SEO/HEO","310","300","36840","37320"
"In post","2021","Science and Engineering","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","AA/AO","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Black","EO","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Black","G6/G7","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","SEO/HEO","160","150","36940","37640"
"In post","2021","Science and Engineering","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","EO","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","G6/G7","40","30","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","SEO/HEO","110","100","36290","36770"
"In post","2021","Science and Engineering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","AA/AO","60","50","21830","21910"
"In post","2021","Science and Engineering","Undeclared","EO","100","100","27140","27440"
"In post","2021","Science and Engineering","Undeclared","G6/G7","310","300","54770","53220"
"In post","2021","Science and Engineering","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","SEO/HEO","550","520","37630","37320"
"In post","2021","Science and Engineering","Undeclared","Unknown","70","70","42610","42800"
"In post","2021","Science and Engineering","Unknown","AA/AO","130","130","21510","21520"
"In post","2021","Science and Engineering","Unknown","EO","200","200","24080","25760"
"In post","2021","Science and Engineering","Unknown","G6/G7","160","150","56370","56590"
"In post","2021","Science and Engineering","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO/HEO","430","410","36480","37320"
"In post","2021","Science and Engineering","Unknown","Unknown","70","70","32100","31250"
"In post","2021","Science and Engineering","White","AA/AO","1090","1050","21660","21580"
"In post","2021","Science and Engineering","White","EO","1510","1470","25940","26370"
"In post","2021","Science and Engineering","White","G6/G7","2470","2340","55620","54270"
"In post","2021","Science and Engineering","White","SCS","110","100","94770","91550"
"In post","2021","Science and Engineering","White","SEO/HEO","4980","4770","37040","37320"
"In post","2021","Science and Engineering","White","Unknown","630","630","39860","37890"
"In post","2021","Security","Asian","AA/AO","160","150","24210","22210"
"In post","2021","Security","Asian","EO","50","50","[c]","[c]"
"In post","2021","Security","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","SEO/HEO","60","60","40090","38630"
"In post","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","AA/AO","70","70","23530","22650"
"In post","2021","Security","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","SCS","[c]","[c]","[c]","[c]"
