"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Ministry of Defence","70","70","33500","29890"
"Leaver CS","2022","Male","LGBO","Ministry of Justice","170","160","25340","21190"
"Leaver CS","2022","Male","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Business, Energy and Industrial Strategy","50","50","40730","39910"
"Leaver CS","2022","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Transport","110","100","31290","26780"
"Leaver CS","2022","Male","Undeclared","Department for Work and Pensions","230","200","29410","27570"
"Leaver CS","2022","Male","Undeclared","Department of Health and Social Care","280","110","45900","40070"
"Leaver CS","2022","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Home Office","130","110","35140","30810"
"Leaver CS","2022","Male","Undeclared","Ministry of Defence","380","360","36030","35300"
"Leaver CS","2022","Male","Undeclared","Ministry of Justice","270","240","31510","23720"
"Leaver CS","2022","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Attorney General's Departments","60","50","47640","43920"
"Leaver CS","2022","Male","Unknown","Cabinet Office","200","200","52970","49700"
"Leaver CS","2022","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy","140","120","33370","30660"
"Leaver CS","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Education","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Environment, Food and Rural Affairs","150","140","28800","24920"
"Leaver CS","2022","Male","Unknown","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Transport","220","210","28700","26130"
"Leaver CS","2022","Male","Unknown","Department for Work and Pensions","700","640","28790","27570"
"Leaver CS","2022","Male","Unknown","Department of Health and Social Care","160","150","55440","49530"
"Leaver CS","2022","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Foreign, Commonwealth and Development Office","150","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Land Registry","60","50","33600","33840"
"Leaver CS","2022","Male","Unknown","HM Revenue and Customs","2070","1860","32300","26030"
"Leaver CS","2022","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Home Office","180","170","32740","28650"
"Leaver CS","2022","Male","Unknown","Ministry of Defence","690","680","33070","30780"
"Leaver CS","2022","Male","Unknown","Ministry of Justice","1350","1250","26010","21650"
"Leaver CS","2022","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scottish Government","470","420","34310","31060"
"Leaver CS","2022","Male","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Statistics Authority","100","90","29320","23880"
"Leaver CS","2022","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Attorney General's Departments","90","90","40700","33340"
"Leaver Dept.","2021","Female","Heterosexual / straight","Cabinet Office","380","370","40370","34140"
"Leaver Dept.","2021","Female","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","180","180","43260","39250"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Digital, Culture, Media and Sport","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Education","110","110","44100","40510"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for International Trade","60","60","45880","38540"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Transport","130","120","36890","34140"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department for Work and Pensions","540","510","30000","27570"
"Leaver Dept.","2021","Female","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Home Office","510","480","36470","30110"
"Leaver Dept.","2021","Female","Heterosexual / straight","Ministry of Defence","320","310","35590","32160"
"Leaver Dept.","2021","Female","Heterosexual / straight","Ministry of Housing, Communities and Local Government","150","140","42930","38820"
"Leaver Dept.","2021","Female","Heterosexual / straight","Ministry of Justice","600","580","31620","26410"
"Leaver Dept.","2021","Female","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Office for Standards in Education","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Cabinet Office","60","60","42110","34280"
"Leaver Dept.","2021","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Home Office","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cabinet Office","300","290","36820","32000"
"Leaver Dept.","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","90","80","39990","36740"
"Leaver Dept.","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","300","290","38650","35290"
"Leaver Dept.","2021","Female","Unknown","Department for International Trade","50","50","41100","37410"
"Leaver Dept.","2021","Female","Unknown","Department for Transport","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Work and Pensions","210","200","29880","27570"
"Leaver Dept.","2021","Female","Unknown","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Foreign, Commonwealth and Development Office","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","HM Revenue and Customs","890","840","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Home Office","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ministry of Justice","110","110","32370","30850"
"Leaver Dept.","2021","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Cabinet Office","260","260","44460","35790"
"Leaver Dept.","2021","Male","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","180","170","46550","41460"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Education","60","60","40190","36870"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for International Trade","60","60","45120","38540"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Transport","130","130","38530","34700"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department for Work and Pensions","340","340","31530","27570"
"Leaver Dept.","2021","Male","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Home Office","330","320","34070","28670"
"Leaver Dept.","2021","Male","Heterosexual / straight","Ministry of Defence","330","320","38260","33540"
"Leaver Dept.","2021","Male","Heterosexual / straight","Ministry of Housing, Communities and Local Government","120","120","38600","33210"
"Leaver Dept.","2021","Male","Heterosexual / straight","Ministry of Justice","360","350","34020","28900"
"Leaver Dept.","2021","Male","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","United Kingdom Statistics Authority","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Cabinet Office","50","50","43820","35140"
"Leaver Dept.","2021","Male","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
