"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","Male","50","40","[c]","[c]"
"In post","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Female","80","70","39440","37350"
"In post","2022","Science and Engineering","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Female","250","220","36180","32460"
"In post","2022","Science and Engineering","Health and Safety Executive","Male","230","220","41510","39390"
"In post","2022","Science and Engineering","Home Office","Female","70","60","47670","41960"
"In post","2022","Science and Engineering","Home Office","Male","50","50","[c]","[c]"
"In post","2022","Science and Engineering","Intellectual Property Office","Female","80","70","47790","42070"
"In post","2022","Science and Engineering","Intellectual Property Office","Male","300","290","49150","43740"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Female","200","190","48810","41950"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Male","100","100","53010","53100"
"In post","2022","Science and Engineering","Met Office","Female","330","300","36210","37420"
"In post","2022","Science and Engineering","Met Office","Male","630","600","40100","39650"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Female","220","210","38050","33300"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Male","1520","1490","33850","28430"
"In post","2022","Science and Engineering","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Female","90","80","39920","34000"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Male","690","680","41340","39950"
"In post","2022","Science and Engineering","UK Health Security Agency","Female","1390","1280","39780","38200"
"In post","2022","Science and Engineering","UK Health Security Agency","Male","630","620","41910","39400"
"In post","2022","Science and Engineering","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Male","80","80","43930","39940"
"In post","2022","Science and Engineering","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Welsh Government (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2022","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Male","30","30","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Female","30","30","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Female","50","50","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Male","80","80","45340","43360"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Female","210","190","36430","35310"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Male","260","250","41570","36650"
"In post","2022","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Driver and Vehicle Licensing Agency","Male","60","60","25340","24720"
"In post","2022","Security","FCDO Services","Female","40","40","[c]","[c]"
"In post","2022","Security","FCDO Services","Male","230","220","34790","33390"
"In post","2022","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Female","50","50","41310","38360"
"In post","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Male","120","120","41980","34650"
"In post","2022","Security","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Prison and Probation Service","Female","380","380","36340","32690"
"In post","2022","Security","HM Prison and Probation Service","Male","400","400","41450","38600"
"In post","2022","Security","HM Revenue and Customs (excl. agencies)","Female","80","70","39640","40520"
"In post","2022","Security","HM Revenue and Customs (excl. agencies)","Male","120","120","46130","40520"
"In post","2022","Security","Home Office","Female","130","120","33980","30820"
"In post","2022","Security","Home Office","Male","220","220","29840","25630"
"In post","2022","Security","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence (excl. agencies)","Female","980","960","28660","25000"
"In post","2022","Security","Ministry of Defence (excl. agencies)","Male","5370","5280","29900","26610"
"In post","2022","Security","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","Female","30","30","[c]","[c]"
"In post","2022","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Male","40","30","[c]","[c]"
"In post","2022","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Transport (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2022","Social Research","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","HM Revenue and Customs (excl. agencies)","Female","80","70","46540","43430"
"In post","2022","Social Research","HM Revenue and Customs (excl. agencies)","Male","40","30","[c]","[c]"
"In post","2022","Social Research","Home Office","Female","110","110","45170","43560"
"In post","2022","Social Research","Home Office","Male","40","40","[c]","[c]"
"In post","2022","Social Research","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Ministry of Justice (excl. agencies)","Female","60","60","50630","47430"
"In post","2022","Social Research","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Office for Standards in Education, Children's Services and Skills","Female","40","30","[c]","[c]"
"In post","2022","Social Research","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","UK Statistics Authority","Female","450","420","38380","38340"
"In post","2022","Social Research","UK Statistics Authority","Male","210","200","39900","38340"
"In post","2022","Social Research","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Welsh Government (excl. agencies)","Female","60","50","43480","44200"
"In post","2022","Social Research","Welsh Government (excl. agencies)","Male","30","30","[c]","[c]"
"In post","2022","Statistics","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department for International Trade","Male","30","30","[c]","[c]"
"In post","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","60","50","44860","42980"
"In post","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","80","80","46610","42980"
"In post","2022","Statistics","Department for Transport (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2022","Statistics","Department for Transport (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2022","Statistics","Department for Work and Pensions (excl. agencies)","Female","90","80","46470","40700"
"In post","2022","Statistics","Department for Work and Pensions (excl. agencies)","Male","100","100","44060","37460"
"In post","2022","Statistics","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Revenue and Customs (excl. agencies)","Female","120","120","46530","40520"
"In post","2022","Statistics","HM Revenue and Customs (excl. agencies)","Male","180","180","45440","40520"
"In post","2022","Statistics","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Home Office","Female","70","60","34660","30130"
"In post","2022","Statistics","Home Office","Male","70","70","37920","35490"
"In post","2022","Statistics","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Ministry of Defence (excl. agencies)","Female","110","100","40270","38000"
"In post","2022","Statistics","Ministry of Defence (excl. agencies)","Male","140","130","40640","38000"
"In post","2022","Statistics","Ministry of Justice (excl. agencies)","Female","70","60","47690","43740"
"In post","2022","Statistics","Ministry of Justice (excl. agencies)","Male","60","60","44480","42010"
"In post","2022","Statistics","Office for Standards in Education, Children's Services and Skills","Female","40","40","[c]","[c]"
"In post","2022","Statistics","Office for Standards in Education, Children's Services and Skills","Male","60","60","41060","39460"
"In post","2022","Statistics","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","UK Statistics Authority","Female","290","280","42780","38340"
"In post","2022","Statistics","UK Statistics Authority","Male","280","280","44260","38340"
"In post","2022","Statistics","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Welsh Government (excl. agencies)","Female","50","40","[c]","[c]"
"In post","2022","Statistics","Welsh Government (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2022","Tax","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tax","HM Revenue and Customs (excl. agencies)","Female","9260","8610","33950","33080"
"In post","2022","Tax","HM Revenue and Customs (excl. agencies)","Male","10280","9960","36150","33370"
"In post","2022","Tax","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Female","70","60","31110","30040"
"In post","2022","Unknown","Accountant in Bankruptcy","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Female","5300","5150","44730","37300"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Male","4570","4530","50100","42270"
"In post","2022","Unknown","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Female","330","320","42950","34710"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Male","360","350","55720","48770"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","290","270","34070","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","230","220","35500","31060"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","140","130","48210","49530"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","70","70","51590","51440"
"In post","2022","Unknown","Disclosure Scotland","Female","180","170","29370","23230"
"In post","2022","Unknown","Disclosure Scotland","Male","180","170","28930","23230"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Female","240","230","56780","62170"
"In post","2022","Unknown","Education Scotland","Male","90","90","59200","65280"
"In post","2022","Unknown","Food Standards Scotland","Female","140","140","35510","31540"
"In post","2022","Unknown","Food Standards Scotland","Male","160","150","36350","31540"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","120","120","51180","51770"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","60","60","52340","44110"
"In post","2022","Unknown","Forestry and Land Scotland","Female","350","340","32500","31060"
"In post","2022","Unknown","Forestry and Land Scotland","Male","670","650","33080","31060"
"In post","2022","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","2580","2470","35750","33080"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","2700","2670","35590","33080"
"In post","2022","Unknown","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Female","250","230","36570","34600"
"In post","2022","Unknown","National Records of Scotland","Male","210","200","35630","31540"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","50","50","47620","48670"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Forestry","Female","100","90","31910","30540"
"In post","2022","Unknown","Scottish Forestry","Male","90","90","40660","39050"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Female","4960","4670","43610","39660"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Male","3890","3820","44740","40130"
"In post","2022","Unknown","Scottish Housing Regulator","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Female","170","150","29030","25930"
"In post","2022","Unknown","Scottish Public Pensions Agency","Male","140","140","31820","25930"
"In post","2022","Unknown","Social Security Scotland","Female","1460","1400","30340","27230"
"In post","2022","Unknown","Social Security Scotland","Male","980","970","31320","27230"
"In post","2022","Unknown","Student Awards Agency for Scotland","Female","130","120","30430","27230"
"In post","2022","Unknown","Student Awards Agency for Scotland","Male","100","100","32980","30040"
"In post","2022","Unknown","Transport Scotland","Female","230","220","42350","39660"
"In post","2022","Unknown","Transport Scotland","Male","290","290","47920","47490"
"In post","2022","Unknown","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Animal and Plant Health Agency","Female","180","170","42150","37910"
"In post","2022","Veterinarian","Animal and Plant Health Agency","Male","150","150","44130","41030"
"In post","2022","Veterinarian","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Food Standards Agency","Female","30","30","[c]","[c]"
"In post","2022","Veterinarian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
