"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Department for Work and Pensions","250","220","36180","32460"
"In post","2022","Science and Engineering","Female","Department of Health and Social Care","1610","1490","41090","40060"
"In post","2022","Science and Engineering","Female","Food Standards Agency","80","70","39440","37350"
"In post","2022","Science and Engineering","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Home Office","70","60","47670","41960"
"In post","2022","Science and Engineering","Female","Ministry of Defence","1290","1230","38130","38070"
"In post","2022","Science and Engineering","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Department for Business, Energy and Industrial Strategy","940","900","43050","40480"
"In post","2022","Science and Engineering","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Department for Environment, Food and Rural Affairs","480","470","35740","32560"
"In post","2022","Science and Engineering","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Department for Transport","130","120","47320","43360"
"In post","2022","Science and Engineering","Male","Department for Work and Pensions","230","220","41510","39390"
"In post","2022","Science and Engineering","Male","Department of Health and Social Care","740","720","43700","40070"
"In post","2022","Science and Engineering","Male","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Home Office","50","50","[c]","[c]"
"In post","2022","Science and Engineering","Male","Ministry of Defence","6860","6720","38210","37820"
"In post","2022","Science and Engineering","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Male","Welsh Government","40","40","[c]","[c]"
"In post","2022","Security","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Department for Transport","60","50","42570","37270"
"In post","2022","Security","Female","Department for Work and Pensions","210","190","36430","35310"
"In post","2022","Security","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Foreign, Commonwealth and Development Office","90","90","37390","34190"
"In post","2022","Security","Female","HM Revenue and Customs","80","70","39640","40520"
"In post","2022","Security","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Home Office","130","120","33980","30820"
"In post","2022","Security","Female","Ministry of Defence","1050","1020","28970","25680"
"In post","2022","Security","Female","Ministry of Justice","410","410","37210","33480"
"In post","2022","Security","Female","National Crime Agency","30","30","[c]","[c]"
"In post","2022","Security","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Department for Transport","140","140","36950","35980"
"In post","2022","Security","Male","Department for Work and Pensions","260","250","41560","36650"
"In post","2022","Security","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Foreign, Commonwealth and Development Office","340","330","37240","34260"
"In post","2022","Security","Male","HM Revenue and Customs","120","120","46130","40520"
"In post","2022","Security","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Home Office","220","220","29840","25630"
"In post","2022","Security","Male","Ministry of Defence","5470","5370","30050","26610"
"In post","2022","Security","Male","Ministry of Justice","420","420","41930","38750"
"In post","2022","Security","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Security","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department for Transport","40","40","[c]","[c]"
"In post","2022","Social Research","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","HM Revenue and Customs","80","70","46630","43430"
"In post","2022","Social Research","Female","Home Office","110","110","45170","43560"
"In post","2022","Social Research","Female","Ministry of Justice","60","60","50780","47590"
"In post","2022","Social Research","Female","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2022","Social Research","Female","UK Statistics Authority","450","420","38380","38340"
"In post","2022","Social Research","Female","Welsh Government","60","50","43480","44200"
"In post","2022","Social Research","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","Social Research","Male","Home Office","40","40","[c]","[c]"
"In post","2022","Social Research","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","UK Statistics Authority","210","200","39900","38340"
"In post","2022","Social Research","Male","Welsh Government","30","30","[c]","[c]"
"In post","2022","Social Research","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Department for Levelling Up, Housing and Communities","60","50","45240","42980"
"In post","2022","Statistics","Female","Department for Transport","40","40","[c]","[c]"
"In post","2022","Statistics","Female","Department for Work and Pensions","100","90","46580","41850"
"In post","2022","Statistics","Female","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","Statistics","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","HM Revenue and Customs","140","140","45750","40520"
"In post","2022","Statistics","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Home Office","70","60","34660","30130"
"In post","2022","Statistics","Female","Ministry of Defence","110","100","40630","38500"
"In post","2022","Statistics","Female","Ministry of Justice","70","70","47420","43830"
"In post","2022","Statistics","Female","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Statistics","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","UK Statistics Authority","290","280","42780","38340"
"In post","2022","Statistics","Female","Welsh Government","50","40","[c]","[c]"
"In post","2022","Statistics","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","Statistics","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Statistics","Male","Department for Levelling Up, Housing and Communities","80","80","46040","42980"
"In post","2022","Statistics","Male","Department for Transport","40","40","[c]","[c]"
"In post","2022","Statistics","Male","Department for Work and Pensions","110","110","44280","37860"
"In post","2022","Statistics","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","HM Revenue and Customs","210","200","45550","40520"
"In post","2022","Statistics","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Home Office","70","70","37920","35490"
"In post","2022","Statistics","Male","Ministry of Defence","140","140","40740","38040"
"In post","2022","Statistics","Male","Ministry of Justice","70","70","44980","42010"
"In post","2022","Statistics","Male","Office for Standards in Education, Children's Services and Skills","60","60","41060","39460"
"In post","2022","Statistics","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Male","UK Statistics Authority","280","280","44260","38340"
"In post","2022","Statistics","Male","Welsh Government","40","40","[c]","[c]"
"In post","2022","Statistics","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","HM Revenue and Customs","9260","8610","33950","33080"
"In post","2022","Tax","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Male","HM Revenue and Customs","10280","9960","36150","33370"
"In post","2022","Tax","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Cabinet Office","5300","5150","44720","37300"
"In post","2022","Unknown","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Department for Transport","340","330","43540","34710"
"In post","2022","Unknown","Female","Department for Work and Pensions","290","270","34070","27570"
"In post","2022","Unknown","Female","Department of Health and Social Care","140","130","48060","49530"
"In post","2022","Unknown","Female","Foreign, Commonwealth and Development Office","120","120","51180","51770"
"In post","2022","Unknown","Female","HM Revenue and Customs","2580","2470","35750","33080"
"In post","2022","Unknown","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Office of the Secretary of State for Scotland","50","50","47620","48670"
"In post","2022","Unknown","Female","Scottish Government","8400","7920","39790","34600"
"In post","2022","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Cabinet Office","4570","4540","50100","42350"
"In post","2022","Unknown","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Department for Transport","360","350","56060","48770"
"In post","2022","Unknown","Male","Department for Work and Pensions","230","220","35500","31060"
"In post","2022","Unknown","Male","Department of Health and Social Care","70","70","51590","51440"
"In post","2022","Unknown","Male","Foreign, Commonwealth and Development Office","60","60","52340","44110"
"In post","2022","Unknown","Male","HM Revenue and Customs","2700","2670","35590","33080"
"In post","2022","Unknown","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Scottish Government","6920","6790","40610","36130"
"In post","2022","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Department for Environment, Food and Rural Affairs","190","180","42740","38230"
"In post","2022","Veterinarian","Female","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Veterinarian","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Department for Environment, Food and Rural Affairs","160","150","44540","45440"
"In post","2022","Veterinarian","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Home Office","[c]","[c]","[c]","[c]"
