"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Declared disabled","Legal","190","180","45610","48830"
"In post","2022","30-39","Declared disabled","No function","5180","4880","31340","27570"
"In post","2022","30-39","Declared disabled","Project Delivery","510","490","39770","37410"
"In post","2022","30-39","Declared disabled","Property","100","90","33760","31990"
"In post","2022","30-39","Declared disabled","Security","140","130","34730","33300"
"In post","2022","30-39","Declared disabled","Unknown","1190","1140","34080","30820"
"In post","2022","30-39","Declared non-disabled","Analysis","1570","1510","46580","43880"
"In post","2022","30-39","Declared non-disabled","Commercial","880","850","40320","38200"
"In post","2022","30-39","Declared non-disabled","Communications","1610","1550","37020","33370"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","2090","2000","32920","31020"
"In post","2022","30-39","Declared non-disabled","Debt","780","710","23360","21260"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","3410","3330","41500","39240"
"In post","2022","30-39","Declared non-disabled","Finance","1650","1580","40440","36780"
"In post","2022","30-39","Declared non-disabled","Grants Management","420","380","23990","21300"
"In post","2022","30-39","Declared non-disabled","Human Resources","1780","1700","37100","33300"
"In post","2022","30-39","Declared non-disabled","Internal Audit","90","90","42470","40790"
"In post","2022","30-39","Declared non-disabled","Legal","1990","1890","48140","50500"
"In post","2022","30-39","Declared non-disabled","No function","38860","36670","32990","28550"
"In post","2022","30-39","Declared non-disabled","Project Delivery","4250","4110","40990","39650"
"In post","2022","30-39","Declared non-disabled","Property","990","960","37430","33740"
"In post","2022","30-39","Declared non-disabled","Security","1280","1270","34150","33300"
"In post","2022","30-39","Declared non-disabled","Unknown","11740","11150","34490","30820"
"In post","2022","30-39","Undeclared","Analysis","90","80","46580","45540"
"In post","2022","30-39","Undeclared","Commercial","60","60","39890","40000"
"In post","2022","30-39","Undeclared","Communications","110","110","35490","33370"
"In post","2022","30-39","Undeclared","Counter Fraud","150","150","33470","31020"
"In post","2022","30-39","Undeclared","Debt","70","60","22700","21260"
"In post","2022","30-39","Undeclared","Digital, Data & Technology","260","260","41460","40000"
"In post","2022","30-39","Undeclared","Finance","110","110","42480","40180"
"In post","2022","30-39","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","120","110","36790","33660"
"In post","2022","30-39","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","70","60","49270","51320"
"In post","2022","30-39","Undeclared","No function","3160","2990","32450","28550"
"In post","2022","30-39","Undeclared","Project Delivery","240","230","41340","40180"
"In post","2022","30-39","Undeclared","Property","70","70","36240","33150"
"In post","2022","30-39","Undeclared","Security","120","120","35960","36740"
"In post","2022","30-39","Undeclared","Unknown","540","510","36190","31540"
"In post","2022","30-39","Unknown","Analysis","530","510","44970","40650"
"In post","2022","30-39","Unknown","Commercial","580","570","52070","51230"
"In post","2022","30-39","Unknown","Communications","850","820","35730","33080"
"In post","2022","30-39","Unknown","Counter Fraud","720","700","32250","30880"
"In post","2022","30-39","Unknown","Debt","340","310","22820","21250"
"In post","2022","30-39","Unknown","Digital, Data & Technology","1200","1180","42740","40000"
"In post","2022","30-39","Unknown","Finance","580","560","39500","36820"
"In post","2022","30-39","Unknown","Human Resources","460","440","36040","32640"
"In post","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","640","610","45190","48080"
"In post","2022","30-39","Unknown","No function","12180","11610","32820","29360"
"In post","2022","30-39","Unknown","Project Delivery","1030","1010","43300","40520"
"In post","2022","30-39","Unknown","Property","390","380","33220","30430"
"In post","2022","30-39","Unknown","Security","540","530","33310","33000"
"In post","2022","30-39","Unknown","Unknown","4030","3910","36560","31990"
"In post","2022","40-49","Declared disabled","Analysis","150","140","48490","43480"
"In post","2022","40-49","Declared disabled","Commercial","120","120","41060","39560"
"In post","2022","40-49","Declared disabled","Communications","150","140","36880","33370"
"In post","2022","40-49","Declared disabled","Counter Fraud","420","390","30750","27570"
"In post","2022","40-49","Declared disabled","Debt","180","150","22900","21260"
"In post","2022","40-49","Declared disabled","Digital, Data & Technology","510","490","41360","37280"
"In post","2022","40-49","Declared disabled","Finance","300","290","39480","35310"
"In post","2022","40-49","Declared disabled","Grants Management","60","50","25140","21300"
"In post","2022","40-49","Declared disabled","Human Resources","390","370","40200","35640"
"In post","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Legal","300","280","44720","48080"
"In post","2022","40-49","Declared disabled","No function","7370","6760","31020","27570"
"In post","2022","40-49","Declared disabled","Project Delivery","570","550","41720","38650"
"In post","2022","40-49","Declared disabled","Property","180","180","38210","33330"
"In post","2022","40-49","Declared disabled","Security","180","170","35350","34270"
"In post","2022","40-49","Declared disabled","Unknown","1590","1490","35820","30820"
"In post","2022","40-49","Declared non-disabled","Analysis","1200","1120","50870","50210"
"In post","2022","40-49","Declared non-disabled","Commercial","840","810","47500","41620"
"In post","2022","40-49","Declared non-disabled","Communications","1180","1130","40710","35140"
"In post","2022","40-49","Declared non-disabled","Counter Fraud","2550","2400","33490","31060"
"In post","2022","40-49","Declared non-disabled","Debt","830","730","24240","21260"
"In post","2022","40-49","Declared non-disabled","Digital, Data & Technology","4080","3980","44980","40580"
"In post","2022","40-49","Declared non-disabled","Finance","2240","2140","43100","39190"
"In post","2022","40-49","Declared non-disabled","Grants Management","610","550","25680","23670"
"In post","2022","40-49","Declared non-disabled","Human Resources","2040","1930","41380","37000"
"In post","2022","40-49","Declared non-disabled","Internal Audit","140","130","47790","44180"
"In post","2022","40-49","Declared non-disabled","Legal","2390","2180","51770","53350"
"In post","2022","40-49","Declared non-disabled","No function","40300","37320","34290","28200"
"In post","2022","40-49","Declared non-disabled","Project Delivery","4460","4300","45740","41310"
"In post","2022","40-49","Declared non-disabled","Property","1450","1400","39800","36450"
"In post","2022","40-49","Declared non-disabled","Security","1370","1340","35130","33300"
"In post","2022","40-49","Declared non-disabled","Unknown","13580","12840","37670","31540"
"In post","2022","40-49","Undeclared","Analysis","50","50","[c]","[c]"
"In post","2022","40-49","Undeclared","Commercial","70","70","46350","41500"
"In post","2022","40-49","Undeclared","Communications","70","70","38550","33370"
"In post","2022","40-49","Undeclared","Counter Fraud","250","230","35200","33350"
"In post","2022","40-49","Undeclared","Debt","80","70","24070","21260"
"In post","2022","40-49","Undeclared","Digital, Data & Technology","330","320","42630","40170"
"In post","2022","40-49","Undeclared","Finance","160","160","41150","36650"
"In post","2022","40-49","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Human Resources","160","150","37460","35500"
"In post","2022","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Legal","90","80","55850","59800"
"In post","2022","40-49","Undeclared","No function","3640","3420","32880","30450"
"In post","2022","40-49","Undeclared","Project Delivery","320","310","44060","40580"
"In post","2022","40-49","Undeclared","Property","130","130","37860","33370"
"In post","2022","40-49","Undeclared","Security","200","190","38370","39070"
"In post","2022","40-49","Undeclared","Unknown","880","840","35350","30860"
"In post","2022","40-49","Unknown","Analysis","270","250","47200","42820"
"In post","2022","40-49","Unknown","Commercial","690","680","61700","61380"
"In post","2022","40-49","Unknown","Communications","500","480","39680","33370"
"In post","2022","40-49","Unknown","Counter Fraud","560","530","33910","33080"
"In post","2022","40-49","Unknown","Debt","220","200","23710","21250"
"In post","2022","40-49","Unknown","Digital, Data & Technology","1060","1040","45650","41750"
"In post","2022","40-49","Unknown","Finance","460","430","41460","38400"
"In post","2022","40-49","Unknown","Human Resources","350","330","38550","33980"
"In post","2022","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Legal","590","540","49760","51830"
"In post","2022","40-49","Unknown","No function","8530","8000","35200","30450"
"In post","2022","40-49","Unknown","Project Delivery","910","880","48620","47000"
"In post","2022","40-49","Unknown","Property","340","330","35730","31420"
"In post","2022","40-49","Unknown","Security","450","440","36010","39070"
"In post","2022","40-49","Unknown","Unknown","3370","3250","40220","35050"
"In post","2022","50-59","Declared disabled","Analysis","120","110","45710","41100"
"In post","2022","50-59","Declared disabled","Commercial","120","120","43310","39350"
"In post","2022","50-59","Declared disabled","Communications","160","150","36310","33080"
"In post","2022","50-59","Declared disabled","Counter Fraud","840","780","31580","28150"
"In post","2022","50-59","Declared disabled","Debt","290","260","23840","21680"
"In post","2022","50-59","Declared disabled","Digital, Data & Technology","700","670","39470","35980"
"In post","2022","50-59","Declared disabled","Finance","440","410","37680","33370"
"In post","2022","50-59","Declared disabled","Grants Management","70","60","26650","25060"
"In post","2022","50-59","Declared disabled","Human Resources","570","550","39940","35340"
"In post","2022","50-59","Declared disabled","Internal Audit","40","40","[c]","[c]"
"In post","2022","50-59","Declared disabled","Legal","480","440","46060","47250"
"In post","2022","50-59","Declared disabled","No function","11690","10660","30020","27570"
"In post","2022","50-59","Declared disabled","Project Delivery","910","870","41960","40100"
"In post","2022","50-59","Declared disabled","Property","300","290","39380","33530"
"In post","2022","50-59","Declared disabled","Security","330","320","33630","33300"
"In post","2022","50-59","Declared disabled","Unknown","2340","2230","33840","29080"
"In post","2022","50-59","Declared non-disabled","Analysis","780","750","50030","47060"
"In post","2022","50-59","Declared non-disabled","Commercial","950","920","49710","42080"
"In post","2022","50-59","Declared non-disabled","Communications","850","810","38480","33370"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","3980","3740","33340","31020"
"In post","2022","50-59","Declared non-disabled","Debt","1270","1130","24860","22080"
"In post","2022","50-59","Declared non-disabled","Digital, Data & Technology","4150","4050","43240","40140"
"In post","2022","50-59","Declared non-disabled","Finance","2750","2630","41120","36970"
"In post","2022","50-59","Declared non-disabled","Grants Management","490","450","27480","24920"
"In post","2022","50-59","Declared non-disabled","Human Resources","2310","2220","40020","35430"
"In post","2022","50-59","Declared non-disabled","Internal Audit","240","230","49850","47150"
"In post","2022","50-59","Declared non-disabled","Legal","2400","2250","49780","53050"
"In post","2022","50-59","Declared non-disabled","No function","49270","45580","32630","27570"
"In post","2022","50-59","Declared non-disabled","Project Delivery","5620","5460","45940","41460"
"In post","2022","50-59","Declared non-disabled","Property","2260","2190","39830","35230"
"In post","2022","50-59","Declared non-disabled","Security","2350","2320","33750","33300"
"In post","2022","50-59","Declared non-disabled","Unknown","16000","15300","35830","30370"
"In post","2022","50-59","Undeclared","Analysis","40","40","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","80","80","45720","41500"
"In post","2022","50-59","Undeclared","Communications","70","70","36790","33080"
"In post","2022","50-59","Undeclared","Counter Fraud","360","340","34940","33080"
"In post","2022","50-59","Undeclared","Debt","90","80","24520","22080"
"In post","2022","50-59","Undeclared","Digital, Data & Technology","400","390","40460","36950"
"In post","2022","50-59","Undeclared","Finance","240","220","38190","33650"
"In post","2022","50-59","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","220","210","38420","33370"
"In post","2022","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","100","100","54370","56000"
"In post","2022","50-59","Undeclared","No function","5570","5210","32020","31060"
"In post","2022","50-59","Undeclared","Project Delivery","520","500","43500","40580"
"In post","2022","50-59","Undeclared","Property","300","290","39140","35480"
"In post","2022","50-59","Undeclared","Security","390","380","34640","36530"
"In post","2022","50-59","Undeclared","Unknown","1380","1330","32690","28850"
"In post","2022","50-59","Unknown","Analysis","140","140","52450","48080"
"In post","2022","50-59","Unknown","Commercial","580","570","61710","56470"
"In post","2022","50-59","Unknown","Communications","270","260","37870","33080"
"In post","2022","50-59","Unknown","Counter Fraud","640","600","35360","33370"
"In post","2022","50-59","Unknown","Debt","270","250","25860","22080"
"In post","2022","50-59","Unknown","Digital, Data & Technology","700","690","45030","40520"
"In post","2022","50-59","Unknown","Finance","380","360","40280","36500"
"In post","2022","50-59","Unknown","Human Resources","350","330","37990","33970"
"In post","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Legal","480","440","50260","51470"
"In post","2022","50-59","Unknown","No function","9150","8490","34750","30210"
"In post","2022","50-59","Unknown","Project Delivery","820","800","47760","43270"
"In post","2022","50-59","Unknown","Property","430","410","34700","31020"
"In post","2022","50-59","Unknown","Security","570","560","32630","33300"
"In post","2022","50-59","Unknown","Unknown","3410","3250","39360","34460"
"In post","2022","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","40","40","[c]","[c]"
"In post","2022","60-64","Declared disabled","Counter Fraud","270","210","30310","27570"
"In post","2022","60-64","Declared disabled","Debt","120","90","23630","21260"
"In post","2022","60-64","Declared disabled","Digital, Data & Technology","150","130","39500","35240"
"In post","2022","60-64","Declared disabled","Finance","110","90","33840","31990"
"In post","2022","60-64","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Human Resources","140","120","35050","32940"
"In post","2022","60-64","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Legal","110","100","44890","39540"
"In post","2022","60-64","Declared disabled","No function","3970","3160","28010","27570"
"In post","2022","60-64","Declared disabled","Project Delivery","240","210","39150","38380"
"In post","2022","60-64","Declared disabled","Property","110","100","35070","31660"
"In post","2022","60-64","Declared disabled","Security","100","90","29820","27760"
"In post","2022","60-64","Declared disabled","Unknown","680","600","31460","26930"
"In post","2022","60-64","Declared non-disabled","Analysis","160","140","44850","40640"
"In post","2022","60-64","Declared non-disabled","Commercial","210","190","44990","40630"
"In post","2022","60-64","Declared non-disabled","Communications","180","160","37320","33080"
"In post","2022","60-64","Declared non-disabled","Counter Fraud","1130","850","31530","27570"
"In post","2022","60-64","Declared non-disabled","Debt","490","380","24580","22080"
"In post","2022","60-64","Declared non-disabled","Digital, Data & Technology","910","800","39440","36070"
"In post","2022","60-64","Declared non-disabled","Finance","600","500","37000","33630"
"In post","2022","60-64","Declared non-disabled","Grants Management","150","130","25190","21300"
"In post","2022","60-64","Declared non-disabled","Human Resources","570","470","36390","32770"
"In post","2022","60-64","Declared non-disabled","Internal Audit","50","40","42540","43160"
"In post","2022","60-64","Declared non-disabled","Legal","500","420","48410","53350"
"In post","2022","60-64","Declared non-disabled","No function","14730","11850","30030","27570"
"In post","2022","60-64","Declared non-disabled","Project Delivery","1350","1180","43050","40410"
"In post","2022","60-64","Declared non-disabled","Property","710","640","37070","33370"
"In post","2022","60-64","Declared non-disabled","Security","630","570","29050","23390"
"In post","2022","60-64","Declared non-disabled","Unknown","4590","4040","32740","27380"
"In post","2022","60-64","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","110","90","33830","28920"
"In post","2022","60-64","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Digital, Data & Technology","80","70","39740","37410"
"In post","2022","60-64","Undeclared","Finance","60","50","38690","36240"
"In post","2022","60-64","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","50","50","33560","29510"
"In post","2022","60-64","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","No function","1640","1290","29410","27570"
"In post","2022","60-64","Undeclared","Project Delivery","160","140","40370","38360"
"In post","2022","60-64","Undeclared","Property","80","70","37730","33300"
"In post","2022","60-64","Undeclared","Security","90","80","31410","29200"
"In post","2022","60-64","Undeclared","Unknown","420","370","30580","27110"
"In post","2022","60-64","Unknown","Analysis","30","30","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","90","80","56570","54700"
"In post","2022","60-64","Unknown","Communications","40","40","[c]","[c]"
"In post","2022","60-64","Unknown","Counter Fraud","180","140","33630","30760"
"In post","2022","60-64","Unknown","Debt","80","70","24800","22080"
"In post","2022","60-64","Unknown","Digital, Data & Technology","130","120","43310","38460"
"In post","2022","60-64","Unknown","Finance","100","90","34880","29450"
"In post","2022","60-64","Unknown","Human Resources","70","50","32930","27270"
"In post","2022","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","100","80","46050","46100"
"In post","2022","60-64","Unknown","No function","2610","2110","32040","26900"
"In post","2022","60-64","Unknown","Project Delivery","210","180","42050","40680"
"In post","2022","60-64","Unknown","Property","170","160","31580","26950"
"In post","2022","60-64","Unknown","Security","140","120","30620","25000"
"In post","2022","60-64","Unknown","Unknown","780","720","35530","31470"
"In post","2022","65+","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Counter Fraud","80","50","29860","27570"
"In post","2022","65+","Declared disabled","Debt","40","30","[c]","[c]"
"In post","2022","65+","Declared disabled","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","65+","Declared disabled","Finance","30","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Human Resources","40","30","[c]","[c]"
"In post","2022","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Legal","30","20","[c]","[c]"
"In post","2022","65+","Declared disabled","No function","1190","880","27600","26780"
"In post","2022","65+","Declared disabled","Project Delivery","80","60","37160","36140"
"In post","2022","65+","Declared disabled","Property","30","30","[c]","[c]"
"In post","2022","65+","Declared disabled","Security","30","30","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","240","200","29160","25630"
"In post","2022","65+","Declared non-disabled","Analysis","50","40","46310","40750"
"In post","2022","65+","Declared non-disabled","Commercial","40","40","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Communications","50","40","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Counter Fraud","360","260","29930","27570"
"In post","2022","65+","Declared non-disabled","Debt","150","110","24770","22080"
"In post","2022","65+","Declared non-disabled","Digital, Data & Technology","240","200","38360","34650"
"In post","2022","65+","Declared non-disabled","Finance","160","130","33600","29740"
"In post","2022","65+","Declared non-disabled","Grants Management","50","40","24170","21300"
"In post","2022","65+","Declared non-disabled","Human Resources","120","90","33910","28920"
"In post","2022","65+","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Legal","150","110","48430","53460"
"In post","2022","65+","Declared non-disabled","No function","4510","3340","29280","26780"
"In post","2022","65+","Declared non-disabled","Project Delivery","380","310","41940","39990"
"In post","2022","65+","Declared non-disabled","Property","260","220","33950","31310"
"In post","2022","65+","Declared non-disabled","Security","200","180","28560","24360"
"In post","2022","65+","Declared non-disabled","Unknown","1630","1350","31060","26670"
"In post","2022","65+","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","40","20","[c]","[c]"
"In post","2022","65+","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","No function","490","360","28810","26400"
"In post","2022","65+","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","65+","Undeclared","Property","30","30","[c]","[c]"
"In post","2022","65+","Undeclared","Security","30","30","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","140","120","29410","26350"
"In post","2022","65+","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","50","30","35670","31640"
"In post","2022","65+","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","50","50","36960","34950"
"In post","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","40","30","[c]","[c]"
"In post","2022","65+","Unknown","No function","840","610","32790","26900"
"In post","2022","65+","Unknown","Project Delivery","60","40","41830","36950"
"In post","2022","65+","Unknown","Property","60","50","26500","21470"
"In post","2022","65+","Unknown","Security","30","30","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","240","210","34620","29430"
"In post","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","No function","140","140","22690","19930"
"Leaver CS","2021","20-29","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","120","110","26980","24180"
"Leaver CS","2021","20-29","Declared non-disabled","Analysis","80","70","28720","26410"
"Leaver CS","2021","20-29","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Communications","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","60","60","27570","26410"
"Leaver CS","2021","20-29","Declared non-disabled","No function","1170","1150","24240","21590"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","110","110","27490","26440"
"Leaver CS","2021","20-29","Declared non-disabled","Property","50","50","25480","24500"
"Leaver CS","2021","20-29","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","1000","940","25650","24110"
"Leaver CS","2021","20-29","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
