"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","HM Prison and Probation Service","170","160","31250","30750"
"In post","2021","Undeclared","Declared disabled","HM Revenue and Customs (excl. agencies)","170","150","31150","28130"
"In post","2021","Undeclared","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Home Office (incl. agencies)","200","180","30590","28350"
"In post","2021","Undeclared","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Ministry of Defence (excl. agencies)","200","200","33410","33150"
"In post","2021","Undeclared","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Scottish Prison Service","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Animal and Plant Health Agency","80","80","32570","30320"
"In post","2021","Undeclared","Declared non-disabled","Cabinet Office (excl. agencies)","100","100","49490","42200"
"In post","2021","Undeclared","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Crown Prosecution Service","80","80","42260","40800"
"In post","2021","Undeclared","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Defence Equipment and Support","240","230","37670","36210"
"In post","2021","Undeclared","Declared non-disabled","Defence Science and Technology Laboratory","60","60","42180","39500"
"In post","2021","Undeclared","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","54250","53600"
"In post","2021","Undeclared","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Department for Education (excl. agencies)","110","110","44120","40860"
"In post","2021","Undeclared","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","41310","37990"
"In post","2021","Undeclared","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Department for Transport (excl. agencies)","60","60","50510","46300"
"In post","2021","Undeclared","Declared non-disabled","Department for Work and Pensions (excl. agencies)","3040","2640","27510","27570"
"In post","2021","Undeclared","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Driver and Vehicle Licensing Agency","90","80","27640","21590"
"In post","2021","Undeclared","Declared non-disabled","Driver and Vehicle Standards Agency","300","290","29880","27680"
"In post","2021","Undeclared","Declared non-disabled","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","48050","42890"
"In post","2021","Undeclared","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Health and Safety Executive","100","90","44660","41480"
"In post","2021","Undeclared","Declared non-disabled","HM Courts and Tribunals Service","320","290","25220","22080"
"In post","2021","Undeclared","Declared non-disabled","HM Land Registry","90","80","33530","33840"
"In post","2021","Undeclared","Declared non-disabled","HM Prison and Probation Service","480","450","31830","31220"
"In post","2021","Undeclared","Declared non-disabled","HM Revenue and Customs (excl. agencies)","510","460","33030","31810"
"In post","2021","Undeclared","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Home Office (incl. agencies)","960","880","32850","28650"
"In post","2021","Undeclared","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Maritime and Coastguard Agency","50","50","37920","35380"
"In post","2021","Undeclared","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Met Office","120","110","40390","39670"
"In post","2021","Undeclared","Declared non-disabled","Ministry of Defence (excl. agencies)","710","690","33280","33200"
"In post","2021","Undeclared","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Ministry of Justice (excl. agencies)","80","80","41610","36800"
"In post","2021","Undeclared","Declared non-disabled","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Office of Gas and Electricity Markets","60","60","44000","35720"
"In post","2021","Undeclared","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Office of the Public Guardian","30","30","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Public Health England","70","60","40000","32820"
"In post","2021","Undeclared","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Rural Payments Agency","60","60","27630","26370"
"In post","2021","Undeclared","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Scottish Government (excl. agencies)","80","70","43720","39660"
"In post","2021","Undeclared","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Valuation Office Agency","50","50","35840","32860"
"In post","2021","Undeclared","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Welsh Government (excl. agencies)","100","100","42060","37410"
"In post","2021","Undeclared","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Animal and Plant Health Agency","50","50","33150","29450"
"In post","2021","Undeclared","Undeclared","Cabinet Office (excl. agencies)","90","90","45350","40600"
"In post","2021","Undeclared","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Defence Equipment and Support","290","280","40010","39610"
"In post","2021","Undeclared","Undeclared","Defence Science and Technology Laboratory","210","200","43060","46080"
"In post","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","51430","53580"
"In post","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Education (excl. agencies)","60","60","47150","46110"
"In post","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","44090","47550"
"In post","2021","Undeclared","Undeclared","Department for International Trade","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Work and Pensions (excl. agencies)","640","600","28580","27570"
"In post","2021","Undeclared","Undeclared","Driver and Vehicle Licensing Agency","120","110","30420","26470"
"In post","2021","Undeclared","Undeclared","Driver and Vehicle Standards Agency","140","130","29940","29300"
"In post","2021","Undeclared","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","130","130","49870","44290"
"In post","2021","Undeclared","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Health and Safety Executive","70","60","48830","46320"
"In post","2021","Undeclared","Undeclared","HM Courts and Tribunals Service","270","250","25920","21170"
"In post","2021","Undeclared","Undeclared","HM Land Registry","140","120","34100","33840"
"In post","2021","Undeclared","Undeclared","HM Prison and Probation Service","490","470","31600","31650"
"In post","2021","Undeclared","Undeclared","HM Revenue and Customs (excl. agencies)","1440","1320","34950","31810"
"In post","2021","Undeclared","Undeclared","HM Treasury (excl. agencies)","70","70","42990","34320"
"In post","2021","Undeclared","Undeclared","Home Office (incl. agencies)","970","910","33790","30410"
"In post","2021","Undeclared","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Maritime and Coastguard Agency","40","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Ministry of Defence (excl. agencies)","970","950","34220","33300"
"In post","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Ministry of Justice (excl. agencies)","80","80","43780","37710"
"In post","2021","Undeclared","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Public Health England","170","150","47280","40070"
"In post","2021","Undeclared","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Submarine Delivery Agency","60","60","43800","42800"
"In post","2021","Undeclared","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Hydrographic Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Valuation Office Agency","110","100","38800","33250"
"In post","2021","Undeclared","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Welsh Government (excl. agencies)","90","90","44280","47000"
"In post","2021","Undeclared","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Science and Technology Laboratory","150","150","41260","37320"
"In post","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Transport (excl. agencies)","80","80","49340","44250"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Driver and Vehicle Standards Agency","70","70","26980","26580"
"In post","2021","Undeclared","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","360","330","31930","31810"
"In post","2021","Undeclared","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence (excl. agencies)","190","180","36130","33300"
"In post","2021","Undeclared","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","National Crime Agency","130","130","35330","32770"
"In post","2021","Undeclared","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Public Health England","290","260","46520","42760"
"In post","2021","Undeclared","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Prison Service","340","310","33410","33650"
"In post","2021","Undeclared","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","UK Intellectual Property Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","UK Space Agency","70","60","45560","44740"
"In post","2021","Undeclared","Unknown","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Work and Pensions (excl. agencies)","180","160","26350","27570"
"In post","2021","Unknown","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Unknown","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","HM Prison and Probation Service","80","70","30210","30110"
"In post","2021","Unknown","Declared disabled","HM Revenue and Customs (excl. agencies)","230","190","28060","25560"
"In post","2021","Unknown","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
