"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Mixed","130","120","32130","27570"
"In post","2021","Unknown","Wales","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Unknown","Wales","Undeclared","500","460","33750","27570"
"In post","2021","Unknown","Wales","Unknown","570","530","29120","27570"
"In post","2021","Unknown","Wales","White","11050","10170","33090","27570"
"In post","2021","Unknown","West Midlands (England)","Asian","1640","1480","25790","27570"
"In post","2021","Unknown","West Midlands (England)","Black","430","390","25870","27570"
"In post","2021","Unknown","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Mixed","190","170","26470","27570"
"In post","2021","Unknown","West Midlands (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Undeclared","530","460","25960","27570"
"In post","2021","Unknown","West Midlands (England)","Unknown","600","550","27040","27570"
"In post","2021","Unknown","West Midlands (England)","White","6590","5850","27090","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Asian","1140","1040","26350","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Black","250","240","26670","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Mixed","230","210","28000","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Other ethnicity","50","50","27910","26510"
"In post","2021","Unknown","Yorkshire and The Humber","Undeclared","690","620","29210","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Unknown","880","820","28630","27570"
"In post","2021","Unknown","Yorkshire and The Humber","White","11070","9980","29220","27570"
"In post","2022","Analysis","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","White","60","50","37530","33840"
"In post","2022","Analysis","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","White","340","320","35410","32770"
"In post","2022","Analysis","London","Asian","440","430","45670","42010"
"In post","2022","Analysis","London","Black","150","150","40770","38020"
"In post","2022","Analysis","London","Mixed","140","130","45220","41700"
"In post","2022","Analysis","London","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Analysis","London","Undeclared","90","90","51880","53530"
"In post","2022","Analysis","London","Unknown","480","470","46300","42380"
"In post","2022","Analysis","London","White","2410","2330","51760","51710"
"In post","2022","Analysis","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","White","160","150","39710","36010"
"In post","2022","Analysis","North West (England)","Asian","40","40","[c]","[c]"
"In post","2022","Analysis","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Unknown","50","50","[c]","[c]"
"In post","2022","Analysis","North West (England)","White","350","340","40130","36290"
"In post","2022","Analysis","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","White","110","110","43750","37850"
"In post","2022","Analysis","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Undeclared","50","50","[c]","[c]"
"In post","2022","Analysis","South East (England)","Unknown","90","90","34680","30710"
"In post","2022","Analysis","South East (England)","White","800","750","40000","38070"
"In post","2022","Analysis","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Undeclared","30","30","[c]","[c]"
"In post","2022","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","White","430","410","37390","34700"
"In post","2022","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Asian","50","40","[c]","[c]"
"In post","2022","Analysis","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Unknown","200","190","37280","36840"
"In post","2022","Analysis","Wales","White","1010","970","37490","36840"
"In post","2022","Analysis","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","White","70","70","40810","38000"
"In post","2022","Analysis","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Unknown","50","50","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","White","390","370","43200","39030"
"In post","2022","Commercial","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","White","80","80","39920","38320"
"In post","2022","Commercial","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Unknown","50","40","[c]","[c]"
"In post","2022","Commercial","East of England","White","150","140","39050","37300"
"In post","2022","Commercial","London","Asian","160","160","47290","40860"
"In post","2022","Commercial","London","Black","100","100","44650","41750"
"In post","2022","Commercial","London","Mixed","30","30","[c]","[c]"
"In post","2022","Commercial","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Undeclared","30","30","[c]","[c]"
"In post","2022","Commercial","London","Unknown","760","750","66850","64000"
"In post","2022","Commercial","London","White","760","740","56910","53360"
"In post","2022","Commercial","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Commercial","North East (England)","White","70","70","40640","36500"
"In post","2022","Commercial","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Unknown","220","220","56270","52720"
"In post","2022","Commercial","North West (England)","White","390","370","39780","37400"
"In post","2022","Commercial","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","White","30","30","[c]","[c]"
"In post","2022","Commercial","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Unknown","120","120","45170","39630"
"In post","2022","Commercial","Scotland","White","240","240","37090","34210"
"In post","2022","Commercial","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Unknown","90","90","62030","64200"
"In post","2022","Commercial","South East (England)","White","370","350","37570","34800"
"In post","2022","Commercial","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Undeclared","80","70","42510","40580"
"In post","2022","Commercial","South West (England)","Unknown","200","200","53840","49700"
"In post","2022","Commercial","South West (England)","White","1090","1040","41400","39650"
"In post","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","White","40","30","[c]","[c]"
"In post","2022","Commercial","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Unknown","40","40","[c]","[c]"
"In post","2022","Commercial","Wales","White","300","280","34050","31040"
"In post","2022","Commercial","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Unknown","100","100","58220","58080"
"In post","2022","Commercial","West Midlands (England)","White","170","160","36630","33000"
"In post","2022","Commercial","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","180","180","57910","57080"
"In post","2022","Commercial","Yorkshire and The Humber","White","280","270","40930","36820"
"In post","2022","Communications","East Midlands (England)","Asian","90","90","28850","26820"
"In post","2022","Communications","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Unknown","180","180","28940","26820"
"In post","2022","Communications","East Midlands (England)","White","340","330","31460","26820"
"In post","2022","Communications","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","White","60","60","33190","31200"
"In post","2022","Communications","London","Asian","150","150","43390","40450"
"In post","2022","Communications","London","Black","110","110","38140","34810"
"In post","2022","Communications","London","Mixed","90","90","44450","40600"
"In post","2022","Communications","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Undeclared","50","50","[c]","[c]"
"In post","2022","Communications","London","Unknown","580","570","46330","42200"
"In post","2022","Communications","London","White","1420","1390","49040","45100"
"In post","2022","Communications","North East (England)","Asian","40","40","[c]","[c]"
"In post","2022","Communications","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Undeclared","50","50","[c]","[c]"
"In post","2022","Communications","North East (England)","Unknown","330","320","28520","26820"
"In post","2022","Communications","North East (England)","White","1080","1020","30230","26820"
"In post","2022","Communications","North West (England)","Asian","110","110","30340","26820"
"In post","2022","Communications","North West (England)","Black","40","30","[c]","[c]"
"In post","2022","Communications","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Unknown","250","250","29470","26820"
"In post","2022","Communications","North West (England)","White","380","360","33840","31770"
"In post","2022","Communications","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","White","70","70","37310","37710"
"In post","2022","Communications","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","White","240","230","34230","33000"
"In post","2022","Communications","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","White","250","240","36050","33300"
"In post","2022","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Asian","40","40","[c]","[c]"
"In post","2022","Communications","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Unknown","230","220","29900","26820"
"In post","2022","Communications","Wales","White","620","590","31970","26820"
"In post","2022","Communications","West Midlands (England)","Asian","150","150","28270","26590"
"In post","2022","Communications","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Unknown","210","200","29250","26820"
"In post","2022","Communications","West Midlands (England)","White","220","210","33660","33080"
"In post","2022","Communications","Yorkshire and The Humber","Asian","130","120","30000","26820"
"In post","2022","Communications","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","250","240","30830","26820"
"In post","2022","Communications","Yorkshire and The Humber","White","340","320","35940","33370"
"In post","2022","Counter Fraud","East Midlands (England)","Asian","70","70","32390","32530"
"In post","2022","Counter Fraud","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Unknown","120","110","32050","27570"
"In post","2022","Counter Fraud","East Midlands (England)","White","650","600","33660","31990"
"In post","2022","Counter Fraud","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Undeclared","40","40","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Unknown","100","100","28850","26820"
"In post","2022","Counter Fraud","East of England","White","540","490","29570","28920"
"In post","2022","Counter Fraud","London","Asian","650","590","32580","31060"
"In post","2022","Counter Fraud","London","Black","430","400","32160","31060"
"In post","2022","Counter Fraud","London","Mixed","110","100","36330","31060"
"In post","2022","Counter Fraud","London","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Counter Fraud","London","Undeclared","280","260","36920","33440"
"In post","2022","Counter Fraud","London","Unknown","550","530","38570","37610"
"In post","2022","Counter Fraud","London","White","1550","1470","41180","37930"
"In post","2022","Counter Fraud","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Undeclared","40","40","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Unknown","140","130","30800","27570"
"In post","2022","Counter Fraud","North East (England)","White","930","860","30820","27570"
"In post","2022","Counter Fraud","North West (England)","Asian","120","120","30940","27570"
"In post","2022","Counter Fraud","North West (England)","Black","30","30","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Mixed","30","30","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Undeclared","130","120","34870","32640"
"In post","2022","Counter Fraud","North West (England)","Unknown","400","390","30860","26890"
"In post","2022","Counter Fraud","North West (England)","White","1860","1720","33440","30320"
"In post","2022","Counter Fraud","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Unknown","80","70","32360","27900"
"In post","2022","Counter Fraud","Northern Ireland","White","370","350","33060","33080"
"In post","2022","Counter Fraud","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Undeclared","80","80","27900","26820"
"In post","2022","Counter Fraud","Scotland","Unknown","180","170","30250","27570"
"In post","2022","Counter Fraud","Scotland","White","1520","1370","29070","27570"
"In post","2022","Counter Fraud","South East (England)","Asian","70","60","28720","29290"
"In post","2022","Counter Fraud","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Undeclared","80","70","31790","28920"
"In post","2022","Counter Fraud","South East (England)","Unknown","100","90","31790","29530"
"In post","2022","Counter Fraud","South East (England)","White","920","830","29090","27570"
"In post","2022","Counter Fraud","South West (England)","Asian","[c]","[c]","[c]","[c]"
