"Status","Year","Region_ITL3","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Attorney General's Departments","60","60","41930","48080"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Department for Work and Pensions","490","430","25650","27570"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","HM Revenue and Customs","60","60","33600","32100"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Shropshire and Staffordshire","Ministry of Justice","580","530","21680","18880"
"In post","2021","Suffolk","East Anglia","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","Suffolk","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","East Anglia","Department for Business, Energy and Industrial Strategy","110","110","30780","29940"
"In post","2021","Suffolk","East Anglia","Department for Environment, Food and Rural Affairs","520","490","34220","30220"
"In post","2021","Suffolk","East Anglia","Department for Transport","60","50","29080","27230"
"In post","2021","Suffolk","East Anglia","Department for Work and Pensions","610","550","26980","27570"
"In post","2021","Suffolk","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","East Anglia","HM Revenue and Customs","550","510","29360","28130"
"In post","2021","Suffolk","East Anglia","Home Office","260","250","25760","25310"
"In post","2021","Suffolk","East Anglia","Ministry of Defence","700","670","25130","21580"
"In post","2021","Suffolk","East Anglia","Ministry of Justice","1290","1220","29040","28200"
"In post","2021","Suffolk","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","Department for Work and Pensions","1760","1520","25750","27570"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","HM Revenue and Customs","2480","2050","24100","21440"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","Ministry of Justice","80","70","27510","23130"
"In post","2021","Sunderland","Northumberland and Tyne and Wear","National Crime Agency","100","100","35440","36410"
"In post","2021","Swansea","West Wales and The Valleys","Attorney General's Departments","70","60","41460","38180"
"In post","2021","Swansea","West Wales and The Valleys","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","West Wales and The Valleys","Department for Transport","6630","5880","26350","21590"
"In post","2021","Swansea","West Wales and The Valleys","Department for Work and Pensions","590","520","24740","26120"
"In post","2021","Swansea","West Wales and The Valleys","HM Land Registry","720","650","29080","27130"
"In post","2021","Swansea","West Wales and The Valleys","HM Revenue and Customs","100","90","32290","27080"
"In post","2021","Swansea","West Wales and The Valleys","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","West Wales and The Valleys","Ministry of Justice","630","560","28070","26810"
"In post","2021","Swansea","West Wales and The Valleys","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","West Wales and The Valleys","Welsh Government","290","280","41290","37410"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","120","120","46000","49080"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","170","160","27540","27570"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","120","110","24210","20260"
"In post","2021","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Department for Work and Pensions","410","360","26060","27570"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","HM Land Registry","340","310","28790","27130"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","HM Revenue and Customs","810","760","39420","38630"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Ministry of Defence","300","290","31280","26930"
"In post","2021","Telford and Wrekin","Shropshire and Staffordshire","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Thurrock","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Essex","Department for Work and Pensions","80","80","29720","29290"
"In post","2021","Thurrock","Essex","Home Office","270","260","25120","24890"
"In post","2021","Torbay","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Devon","Department for Work and Pensions","270","220","24720","26120"
"In post","2021","Torbay","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Devon","Ministry of Justice","60","50","29610","23840"
"In post","2021","Tower Hamlets","Inner London - East","Cabinet Office","870","850","51680","54700"
"In post","2021","Tower Hamlets","Inner London - East","Competition and Markets Authority","790","760","60810","56630"
"In post","2021","Tower Hamlets","Inner London - East","Department for Work and Pensions","400","370","35650","31060"
"In post","2021","Tower Hamlets","Inner London - East","Department of Health and Social Care","1000","970","49410","41770"
"In post","2021","Tower Hamlets","Inner London - East","HM Revenue and Customs","1510","1440","47230","41760"
"In post","2021","Tower Hamlets","Inner London - East","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Inner London - East","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Inner London - East","Ministry of Justice","1330","1290","40900","36800"
"In post","2021","Tower Hamlets","Inner London - East","Office of Gas and Electricity Markets","670","660","51150","47180"
"In post","2021","Tower Hamlets","Inner London - East","Office of Rail and Road","210","200","55460","55430"
"In post","2021","Tower Hamlets","Inner London - East","Other Cabinet Office Agencies","70","70","50350","49300"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Attorney General's Departments","240","220","38030","32420"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Cabinet Office","400","380","28460","23850"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","210","190","31390","30950"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Education","80","80","39120","36780"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","520","480","32040","29180"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Transport","290","270","27080","26470"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department for Work and Pensions","5330","4780","28650","27570"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Department of Health and Social Care","140","120","45510","38690"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","HM Revenue and Customs","7990","7230","29110","25560"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Home Office","260","260","27950","25400"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Ministry of Defence","80","80","21330","21130"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","60","60","40230","36340"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Ministry of Justice","920","840","25580","22010"
"In post","2021","Tyneside","Northumberland and Tyne and Wear","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cabinet Office","600","600","36250","32000"
"In post","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","900","840","30410","27570"
"In post","2021","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","2060","2050","37190","33570"
"In post","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","National Crime Agency","100","100","45080","44910"
"In post","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","West Yorkshire","Attorney General's Departments","70","70","36100","30130"
"In post","2021","Wakefield","West Yorkshire","Department for Transport","50","50","29170","26780"
"In post","2021","Wakefield","West Yorkshire","Department for Work and Pensions","280","240","27510","27570"
"In post","2021","Wakefield","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","West Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","West Yorkshire","Ministry of Justice","1100","1010","29690","28200"
"In post","2021","Wakefield","West Yorkshire","National Crime Agency","160","160","37380","36630"
"In post","2021","Wakefield","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","West Midlands","Department for Work and Pensions","490","420","24650","26120"
"In post","2021","Walsall","West Midlands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","West Midlands","Ministry of Justice","110","100","27210","23840"
"In post","2021","Wandsworth","Inner London - West","Department for Work and Pensions","150","130","28860","31060"
"In post","2021","Wandsworth","Inner London - West","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Inner London - West","Ministry of Justice","780","750","32960","33260"
"In post","2021","Warrington","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cheshire","Department for Environment, Food and Rural Affairs","130","130","42470","47550"
"In post","2021","Warrington","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cheshire","Department for Work and Pensions","500","440","25150","27570"
"In post","2021","Warrington","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cheshire","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Warrington","Cheshire","Ministry of Housing, Communities and Local Government","60","60","37510","33770"
"In post","2021","Warrington","Cheshire","Ministry of Justice","730","680","28830","26630"
"In post","2021","Warrington","Cheshire","National Crime Agency","1190","1170","36300","36410"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Department for Transport","30","30","[c]","[c]"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","500","430","24820","26120"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Home Office","110","100","24930","21430"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","280","270","24400","21130"
"In post","2021","Warwickshire","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","380","350","31670","30120"
"In post","2021","West Cumbria","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Cumbria","Department for Environment, Food and Rural Affairs","510","450","24340","21050"
"In post","2021","West Cumbria","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Cumbria","Department for Work and Pensions","170","140","26010","27570"
"In post","2021","West Cumbria","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Cumbria","Ministry of Defence","220","220","39320","39070"
"In post","2021","West Cumbria","Cumbria","Ministry of Justice","280","260","27470","25790"
"In post","2021","West Essex","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Essex","Department for Work and Pensions","140","130","29720","29290"
"In post","2021","West Essex","Essex","Department of Health and Social Care","70","60","46180","36160"
"In post","2021","West Essex","Essex","Home Office","410","350","28980","27370"
"In post","2021","West Essex","Essex","Ministry of Defence","60","60","24090","20280"
"In post","2021","West Essex","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Kent","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Kent","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Kent","Department for Work and Pensions","80","80","29810","29290"
"In post","2021","West Kent","Kent","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Kent","Ministry of Defence","290","270","38760","37530"
"In post","2021","West Kent","Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Eastern Scotland","Department for Transport","50","40","[c]","[c]"
"In post","2021","West Lothian","Eastern Scotland","Department for Work and Pensions","200","190","25980","27570"
"In post","2021","West Lothian","Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Eastern Scotland","Scottish Government","240","220","39100","31060"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","180","170","27890","27570"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","60","60","30730","31000"
"In post","2021","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","810","750","25450","22850"
"In post","2021","West Surrey","Surrey, East and West Sussex","Attorney General's Departments","60","50","41400","40000"
"In post","2021","West Surrey","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","820","780","36410","32560"
"In post","2021","West Surrey","Surrey, East and West Sussex","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Surrey, East and West Sussex","Department for Transport","60","60","35190","31040"
"In post","2021","West Surrey","Surrey, East and West Sussex","Department for Work and Pensions","270","250","30650","29290"
"In post","2021","West Surrey","Surrey, East and West Sussex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Surrey, East and West Sussex","Ministry of Defence","230","220","26260","21580"
"In post","2021","West Surrey","Surrey, East and West Sussex","Ministry of Justice","680","630","30530","29920"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Department for Work and Pensions","190","180","26930","27570"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Department of Health and Social Care","50","50","52000","50770"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Foreign, Commonwealth and Development Office","90","80","34080","29410"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Home Office","740","640","28790","27440"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","West Sussex (North East)","Surrey, East and West Sussex","National Crime Agency","80","70","41420","40060"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","Department for Transport","40","30","[c]","[c]"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","Department for Work and Pensions","340","300","25860","27570"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","HM Revenue and Customs","660","590","32500","28130"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Surrey, East and West Sussex","Ministry of Justice","240","230","28630","27380"
"In post","2021","Westminster","Inner London - West","Attorney General's Departments","4500","4240","50540","51250"
"In post","2021","Westminster","Inner London - West","Cabinet Office","5450","5380","49380","40600"
"In post","2021","Westminster","Inner London - West","Chancellor's other departments","160","160","52510","47410"
"In post","2021","Westminster","Inner London - West","Charity Commission","70","70","42950","37910"
"In post","2021","Westminster","Inner London - West","Department for Business, Energy and Industrial Strategy","5190","5080","49160","52080"
"In post","2021","Westminster","Inner London - West","Department for Digital, Culture, Media and Sport","1710","1680","49440","51730"
"In post","2021","Westminster","Inner London - West","Department for Education","2580","2490","50360","53420"
"In post","2021","Westminster","Inner London - West","Department for Environment, Food and Rural Affairs","2510","2440","45300","39910"
"In post","2021","Westminster","Inner London - West","Department for International Trade","2320","2290","45240","38950"
"In post","2021","Westminster","Inner London - West","Department for Transport","2980","2930","48780","44030"
"In post","2021","Westminster","Inner London - West","Department for Work and Pensions","2240","2160","45280","39890"
"In post","2021","Westminster","Inner London - West","Department of Health and Social Care","2440","2390","48400","41890"
"In post","2021","Westminster","Inner London - West","Food Standards Agency","470","460","42540","40350"
"In post","2021","Westminster","Inner London - West","Foreign, Commonwealth and Development Office","4260","4160","49350","44880"
"In post","2021","Westminster","Inner London - West","HM Revenue and Customs","1750","1680","53540","59160"
"In post","2021","Westminster","Inner London - West","HM Treasury","2160","2110","48270","52500"
"In post","2021","Westminster","Inner London - West","Home Office","4140","4020","48280","42410"
"In post","2021","Westminster","Inner London - West","Ministry of Defence","2830","2790","45300","43700"
"In post","2021","Westminster","Inner London - West","Ministry of Housing, Communities and Local Government","1870","1830","48290","53130"
"In post","2021","Westminster","Inner London - West","Ministry of Justice","4560","4430","42450","36800"
"In post","2021","Westminster","Inner London - West","Northern Ireland Office","80","80","50360","47630"
"In post","2021","Westminster","Inner London - West","Office for Standards in Education","450","440","56860","51360"
"In post","2021","Westminster","Inner London - West","Other Cabinet Office Agencies","80","80","50750","54180"
"In post","2021","Westminster","Inner London - West","Scotland Office","40","30","[c]","[c]"
"In post","2021","Westminster","Inner London - West","UK Export Finance","400","390","53500","48830"
"In post","2021","Westminster","Inner London - West","UK Supreme Court","60","50","38600","35150"
"In post","2021","Westminster","Inner London - West","United Kingdom Statistics Authority","390","380","42630","32540"
"In post","2021","Westminster","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Inner London - West","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","70","60","61990","54700"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","240","220","27530","27570"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","790","740","37250","34530"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","5950","5730","36800","34490"
"In post","2021","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","370","350","28020","27700"
"In post","2021","Wirral","Merseyside","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Wirral","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Merseyside","Department for Work and Pensions","1410","1210","24430","21010"
"In post","2021","Wirral","Merseyside","HM Land Registry","500","440","29650","27130"
"In post","2021","Wirral","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Merseyside","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Merseyside","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Wirral","Merseyside","Ministry of Justice","120","110","27600","23630"
"In post","2021","Wolverhampton","West Midlands","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","West Midlands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","West Midlands","Department for Work and Pensions","630","540","25070","27570"
"In post","2021","Wolverhampton","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","West Midlands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","West Midlands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","West Midlands","Ministry of Justice","200","180","24120","20730"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","440","410","32880","29180"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","340","300","25970","27570"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","1410","1360","28220","25400"
"In post","2021","York","North Yorkshire","Attorney General's Departments","320","290","47160","53350"
"In post","2021","York","North Yorkshire","Cabinet Office","440","420","29190","26670"
"In post","2021","York","North Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","York","North Yorkshire","Department for Environment, Food and Rural Affairs","730","710","35350","31370"
"In post","2021","York","North Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","York","North Yorkshire","Department for Work and Pensions","340","310","31140","27570"
"In post","2021","York","North Yorkshire","Department of Health and Social Care","80","70","46470","40560"
"In post","2021","York","North Yorkshire","Food Standards Agency","250","250","38340","37350"
"In post","2021","York","North Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","York","North Yorkshire","Ministry of Defence","210","200","28040","23920"
"In post","2021","York","North Yorkshire","Ministry of Justice","250","220","29940","26980"
"In post","2021","York","North Yorkshire","Office for Standards in Education","130","120","64100","70500"
"In post","2021","York","North Yorkshire","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","140","130","46810","37990"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Department for Transport","80","80","33430","27930"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Department for Work and Pensions","370","340","41440","27570"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Home Office","40","30","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Ministry of Defence","100","100","39420","44070"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","North Eastern Scotland","Scottish Government","1190","1120","34480","31540"
"In post","2022","Angus and Dundee City","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Eastern Scotland","Department for Work and Pensions","890","810","24140","21260"
"In post","2022","Angus and Dundee City","Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Eastern Scotland","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Angus and Dundee City","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Eastern Scotland","Scottish Government","1110","1060","29970","27230"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
