"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Psychology","White","100","90","66070","65520"
"In post","2022","G6/G7","Science and Engineering","Asian","90","90","57170","55130"
"In post","2022","G6/G7","Science and Engineering","Black","40","40","[c]","[c]"
"In post","2022","G6/G7","Science and Engineering","Mixed","50","50","[c]","[c]"
"In post","2022","G6/G7","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Science and Engineering","Undeclared","270","260","55250","54230"
"In post","2022","G6/G7","Science and Engineering","Unknown","160","150","56960","57510"
"In post","2022","G6/G7","Science and Engineering","White","2490","2370","55950","54540"
"In post","2022","G6/G7","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Security","Undeclared","40","40","[c]","[c]"
"In post","2022","G6/G7","Security","Unknown","60","60","57990","55210"
"In post","2022","G6/G7","Security","White","360","360","59440","57960"
"In post","2022","G6/G7","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Social Research","White","310","290","57490","56730"
"In post","2022","G6/G7","Statistics","Asian","50","50","59060","59630"
"In post","2022","G6/G7","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Statistics","Unknown","60","60","55210","53360"
"In post","2022","G6/G7","Statistics","White","610","580","58250","57850"
"In post","2022","G6/G7","Tax","Asian","200","200","58980","57130"
"In post","2022","G6/G7","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Tax","Mixed","40","40","[c]","[c]"
"In post","2022","G6/G7","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Tax","Undeclared","210","190","59880","55210"
"In post","2022","G6/G7","Tax","Unknown","290","280","59600","55210"
"In post","2022","G6/G7","Tax","White","2230","2130","59400","55210"
"In post","2022","G6/G7","Unknown","Asian","310","310","59200","57610"
"In post","2022","G6/G7","Unknown","Black","130","120","59190","56340"
"In post","2022","G6/G7","Unknown","Mixed","150","150","59070","56650"
"In post","2022","G6/G7","Unknown","Other ethnicity","30","30","[c]","[c]"
"In post","2022","G6/G7","Unknown","Undeclared","190","180","62750","60640"
"In post","2022","G6/G7","Unknown","Unknown","2250","2210","62550","61710"
"In post","2022","G6/G7","Unknown","White","5050","4890","61590","62120"
"In post","2022","G6/G7","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Veterinarian","White","110","100","54740","54330"
"In post","2022","SCS","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Commercial","White","80","80","86530","78950"
"In post","2022","SCS","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Communications","White","80","80","89240","84180"
"In post","2022","SCS","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Corporate Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","White","220","220","91740","86140"
"In post","2022","SCS","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Economics","White","80","70","93430","81770"
"In post","2022","SCS","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Finance","Unknown","30","30","[c]","[c]"
"In post","2022","SCS","Finance","White","270","270","88700","80900"
"In post","2022","SCS","Geography","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","White","190","180","87350","80000"
"In post","2022","SCS","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","White","70","70","82780","75570"
"In post","2022","SCS","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Unknown","40","40","[c]","[c]"
"In post","2022","SCS","Legal","White","300","290","87850","82750"
"In post","2022","SCS","Medicine","Asian","60","50","107960","107700"
"In post","2022","SCS","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Medicine","Unknown","30","30","[c]","[c]"
"In post","2022","SCS","Medicine","White","210","180","106460","101430"
"In post","2022","SCS","Operational Delivery","Asian","30","30","[c]","[c]"
"In post","2022","SCS","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Delivery","Unknown","140","140","91970","80320"
"In post","2022","SCS","Operational Delivery","White","650","630","91280","83790"
"In post","2022","SCS","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Unknown","30","30","[c]","[c]"
"In post","2022","SCS","Other","White","270","260","97440","88190"
"In post","2022","SCS","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Policy","Asian","80","80","82920","76920"
"In post","2022","SCS","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Policy","Mixed","50","40","[c]","[c]"
"In post","2022","SCS","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Policy","Undeclared","60","60","81780","77060"
"In post","2022","SCS","Policy","Unknown","140","140","87870","77900"
"In post","2022","SCS","Policy","White","1540","1480","85550","77950"
"In post","2022","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Project Delivery","White","310","300","90310","84610"
"In post","2022","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Property","White","80","80","88200","81430"
"In post","2022","SCS","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Psychology","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Science and Engineering","White","80","80","94460","89870"
"In post","2022","SCS","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Security","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Statistics","White","50","50","82030","77960"
"In post","2022","SCS","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Tax","White","70","70","82350","78810"
"In post","2022","SCS","Unknown","Asian","40","30","[c]","[c]"
"In post","2022","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Unknown","350","340","103650","95930"
"In post","2022","SCS","Unknown","White","770","750","94450","83230"
"In post","2022","SCS","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Asian","180","170","37140","36780"
"In post","2022","SEO/HEO","Commercial","Black","110","110","37790","37040"
"In post","2022","SEO/HEO","Commercial","Mixed","70","60","38130","38070"
"In post","2022","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Undeclared","150","150","37800","37920"
"In post","2022","SEO/HEO","Commercial","Unknown","350","340","36950","36990"
"In post","2022","SEO/HEO","Commercial","White","2570","2470","37060","36810"
"In post","2022","SEO/HEO","Communications","Asian","110","110","38500","38160"
"In post","2022","SEO/HEO","Communications","Black","60","60","37950","37470"
"In post","2022","SEO/HEO","Communications","Mixed","50","50","38750","38160"
"In post","2022","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Undeclared","60","60","39190","39420"
"In post","2022","SEO/HEO","Communications","Unknown","350","340","37890","37350"
"In post","2022","SEO/HEO","Communications","White","1500","1450","37830","37830"
"In post","2022","SEO/HEO","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","White","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Asian","70","70","36300","36650"
"In post","2022","SEO/HEO","Counter Fraud","Black","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Undeclared","80","80","35620","35120"
"In post","2022","SEO/HEO","Counter Fraud","Unknown","130","120","37280","36650"
"In post","2022","SEO/HEO","Counter Fraud","White","960","910","35040","33690"
"In post","2022","SEO/HEO","Digital, Data and Technology","Asian","700","690","38100","37640"
"In post","2022","SEO/HEO","Digital, Data and Technology","Black","340","340","38010","37290"
"In post","2022","SEO/HEO","Digital, Data and Technology","Mixed","140","140","37590","37100"
"In post","2022","SEO/HEO","Digital, Data and Technology","Other ethnicity","50","50","37890","37330"
"In post","2022","SEO/HEO","Digital, Data and Technology","Undeclared","560","540","38690","38160"
"In post","2022","SEO/HEO","Digital, Data and Technology","Unknown","1480","1460","37790","36880"
"In post","2022","SEO/HEO","Digital, Data and Technology","White","6670","6470","37700","37040"
"In post","2022","SEO/HEO","Economics","Asian","90","90","35280","33880"
"In post","2022","SEO/HEO","Economics","Black","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Economics","Mixed","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Economics","Unknown","160","160","34110","33370"
"In post","2022","SEO/HEO","Economics","White","520","520","35980","34710"
"In post","2022","SEO/HEO","Finance","Asian","530","520","38210","37610"
"In post","2022","SEO/HEO","Finance","Black","240","240","38860","37930"
"In post","2022","SEO/HEO","Finance","Mixed","90","90","37860","36760"
"In post","2022","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Undeclared","270","260","38540","37100"
"In post","2022","SEO/HEO","Finance","Unknown","540","540","37390","37120"
"In post","2022","SEO/HEO","Finance","White","4120","3970","37260","36500"
"In post","2022","SEO/HEO","Geography","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Geography","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Geography","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Geography","Unknown","60","50","35870","33290"
"In post","2022","SEO/HEO","Geography","White","180","170","35570","33290"
"In post","2022","SEO/HEO","Human Resources","Asian","260","260","36830","36650"
"In post","2022","SEO/HEO","Human Resources","Black","180","170","37250","36370"
"In post","2022","SEO/HEO","Human Resources","Mixed","110","110","37370","37450"
"In post","2022","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Undeclared","140","130","36970","36500"
"In post","2022","SEO/HEO","Human Resources","Unknown","340","330","35910","35900"
"In post","2022","SEO/HEO","Human Resources","White","3240","3080","36520","35980"
"In post","2022","SEO/HEO","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inspector of Education and Training","White","320","310","50470","51360"
"In post","2022","SEO/HEO","Intelligence Analysis","Asian","50","50","36990","35200"
"In post","2022","SEO/HEO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Intelligence Analysis","Undeclared","90","90","37440","37000"
"In post","2022","SEO/HEO","Intelligence Analysis","Unknown","120","110","37950","37640"
"In post","2022","SEO/HEO","Intelligence Analysis","White","970","940","36920","36140"
"In post","2022","SEO/HEO","Internal Audit","Asian","60","50","41240","40180"
"In post","2022","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","White","340","320","40170","40080"
"In post","2022","SEO/HEO","International Trade","Asian","80","80","36440","36580"
"In post","2022","SEO/HEO","International Trade","Black","40","40","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Unknown","210","210","36330","37930"
"In post","2022","SEO/HEO","International Trade","White","360","360","36410","38160"
"In post","2022","SEO/HEO","Knowledge and Information Management","Asian","50","50","35900","35000"
"In post","2022","SEO/HEO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Undeclared","60","60","37080","37170"
"In post","2022","SEO/HEO","Knowledge and Information Management","Unknown","90","90","35380","34320"
"In post","2022","SEO/HEO","Knowledge and Information Management","White","790","760","36840","36420"
"In post","2022","SEO/HEO","Legal","Asian","300","280","39180","38590"
"In post","2022","SEO/HEO","Legal","Black","150","140","39410","39470"
"In post","2022","SEO/HEO","Legal","Mixed","60","60","39150","38000"
"In post","2022","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Legal","Undeclared","190","180","39790","39480"
"In post","2022","SEO/HEO","Legal","Unknown","560","550","37170","37230"
"In post","2022","SEO/HEO","Legal","White","2600","2430","40000","38710"
