"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Digital, Data & Technology","80","80","33710","36160"
"In post","2022","LGBO","Devon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","No function","190","180","27260","26950"
"In post","2022","LGBO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Property","30","30","[c]","[c]"
"In post","2022","LGBO","Devon","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","No function","140","140","29190","27570"
"In post","2022","LGBO","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","No function","300","290","28880","27570"
"In post","2022","LGBO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Anglia","Unknown","50","40","[c]","[c]"
"In post","2022","LGBO","East Wales","Analysis","100","90","36320","32160"
"In post","2022","LGBO","East Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Communications","40","40","[c]","[c]"
"In post","2022","LGBO","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Digital, Data & Technology","50","50","35410","33210"
"In post","2022","LGBO","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","No function","510","490","28880","26570"
"In post","2022","LGBO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Wales","Unknown","200","190","40550","38160"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","No function","150","140","27210","26950"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Debt","40","30","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","No function","330","320","28360","27560"
"In post","2022","LGBO","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Eastern Scotland","Unknown","530","520","39260","34600"
"In post","2022","LGBO","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","No function","130","130","30060","29290"
"In post","2022","LGBO","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","70","60","34660","33080"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","40","40","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","40","40","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","No function","480","460","31350","28550"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","300","300","35040","33000"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50","50","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Analysis","30","30","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Communications","40","30","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Counter Fraud","50","50","33560","29280"
"In post","2022","LGBO","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Digital, Data & Technology","80","80","40570","37000"
"In post","2022","LGBO","Greater Manchester","Finance","40","40","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Human Resources","50","40","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Legal","30","30","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","No function","730","710","29310","27570"
"In post","2022","LGBO","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Greater Manchester","Unknown","90","90","31290","26650"
"In post","2022","LGBO","Hampshire and Isle of Wight","Analysis","50","50","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","No function","280","260","28940","27570"
"In post","2022","LGBO","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Hampshire and Isle of Wight","Unknown","60","60","30040","26670"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","No function","130","120","28560","25700"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Analysis","60","60","48680","43430"
"In post","2022","LGBO","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Counter Fraud","60","60","37120","37610"
"In post","2022","LGBO","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Digital, Data & Technology","120","120","49640","54700"
"In post","2022","LGBO","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Human Resources","30","30","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Legal","40","40","[c]","[c]"
"In post","2022","LGBO","Inner London - East","No function","480","470","38790","34240"
"In post","2022","LGBO","Inner London - East","Project Delivery","60","60","52190","46000"
"In post","2022","LGBO","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Analysis","200","200","46400","45390"
"In post","2022","LGBO","Inner London - West","Commercial","60","60","48990","52100"
"In post","2022","LGBO","Inner London - West","Communications","140","140","45010","43010"
"In post","2022","LGBO","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Digital, Data & Technology","150","150","51010","53360"
"In post","2022","LGBO","Inner London - West","Finance","90","90","49340","44540"
"In post","2022","LGBO","Inner London - West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Human Resources","170","170","45860","40050"
"In post","2022","LGBO","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Legal","240","230","51730","51430"
"In post","2022","LGBO","Inner London - West","No function","2190","2170","46490","41060"
"In post","2022","LGBO","Inner London - West","Project Delivery","150","150","52700","53000"
"In post","2022","LGBO","Inner London - West","Property","40","40","[c]","[c]"
"In post","2022","LGBO","Inner London - West","Security","70","70","43770","41170"
"In post","2022","LGBO","Inner London - West","Unknown","340","340","49080","44500"
"In post","2022","LGBO","Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","No function","240","240","31960","29290"
"In post","2022","LGBO","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Kent","Unknown","70","60","28100","26430"
"In post","2022","LGBO","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","No function","430","410","26870","26470"
"In post","2022","LGBO","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","No function","210","200","27540","26610"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","No function","70","70","27470","27570"
"In post","2022","LGBO","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","No function","430","410","28150","26820"
"In post","2022","LGBO","Merseyside","Project Delivery","40","30","[c]","[c]"
"In post","2022","LGBO","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merseyside","Unknown","200","190","26830","24890"
"In post","2022","LGBO","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","No function","50","40","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","No function","120","120","31710","28200"
"In post","2022","LGBO","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Security","40","40","[c]","[c]"
"In post","2022","LGBO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Analysis","[c]","[c]","[c]","[c]"
