"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","20-29","Other","160","160","27160","26650"
"In post","2022","Undeclared","20-29","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","20-29","Policy","730","730","38900","35060"
"In post","2022","Undeclared","20-29","Project Delivery","100","100","35300","33120"
"In post","2022","Undeclared","20-29","Property","30","30","[c]","[c]"
"In post","2022","Undeclared","20-29","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","20-29","Science and Engineering","200","190","29800","29230"
"In post","2022","Undeclared","20-29","Security","50","50","[c]","[c]"
"In post","2022","Undeclared","20-29","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","20-29","Statistics","60","60","36610","34490"
"In post","2022","Undeclared","20-29","Tax","140","140","32200","28780"
"In post","2022","Undeclared","20-29","Unknown","340","330","35760","33080"
"In post","2022","Undeclared","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Commercial","130","130","40350","39550"
"In post","2022","Undeclared","30-39","Communications","120","120","45660","42510"
"In post","2022","Undeclared","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Undeclared","30-39","Digital, Data and Technology","340","340","43110","40230"
"In post","2022","Undeclared","30-39","Economics","50","50","[c]","[c]"
"In post","2022","Undeclared","30-39","Finance","210","210","43580","40650"
"In post","2022","Undeclared","30-39","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Human Resources","120","120","36440","32900"
"In post","2022","Undeclared","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Intelligence Analysis","80","80","36260","33300"
"In post","2022","Undeclared","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Undeclared","30-39","Legal","170","170","47860","50500"
"In post","2022","Undeclared","30-39","Medicine","30","30","[c]","[c]"
"In post","2022","Undeclared","30-39","Operational Delivery","3160","2980","29370","27570"
"In post","2022","Undeclared","30-39","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Other","320","310","32630","27570"
"In post","2022","Undeclared","30-39","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Policy","810","790","48080","50130"
"In post","2022","Undeclared","30-39","Project Delivery","220","210","44040","40520"
"In post","2022","Undeclared","30-39","Property","80","80","40170","39720"
"In post","2022","Undeclared","30-39","Psychology","40","40","[c]","[c]"
"In post","2022","Undeclared","30-39","Science and Engineering","300","290","38740","39110"
"In post","2022","Undeclared","30-39","Security","120","120","36310","37930"
"In post","2022","Undeclared","30-39","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","30-39","Statistics","50","50","40690","38340"
"In post","2022","Undeclared","30-39","Tax","250","240","37020","33370"
"In post","2022","Undeclared","30-39","Unknown","450","440","43920","40600"
"In post","2022","Undeclared","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Commercial","150","150","43160","40520"
"In post","2022","Undeclared","40-49","Communications","90","90","48210","44560"
"In post","2022","Undeclared","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Counter Fraud","120","110","28270","27570"
"In post","2022","Undeclared","40-49","Digital, Data and Technology","550","540","43480","40520"
"In post","2022","Undeclared","40-49","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Finance","300","290","42610","37900"
"In post","2022","Undeclared","40-49","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Human Resources","160","150","38530","35410"
"In post","2022","Undeclared","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Intelligence Analysis","100","100","35980","32140"
"In post","2022","Undeclared","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Knowledge and Information Management","80","80","36080","33300"
"In post","2022","Undeclared","40-49","Legal","280","260","51260","51250"
"In post","2022","Undeclared","40-49","Medicine","70","60","67170","69740"
"In post","2022","Undeclared","40-49","Operational Delivery","4900","4520","30030","27570"
"In post","2022","Undeclared","40-49","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Other","530","500","32790","27570"
"In post","2022","Undeclared","40-49","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Policy","650","630","52030","53360"
"In post","2022","Undeclared","40-49","Project Delivery","380","370","45320","41020"
"In post","2022","Undeclared","40-49","Property","150","150","39340","35900"
"In post","2022","Undeclared","40-49","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Science and Engineering","290","270","43710","41130"
"In post","2022","Undeclared","40-49","Security","230","230","36230","39070"
"In post","2022","Undeclared","40-49","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","40-49","Tax","280","270","40700","35800"
"In post","2022","Undeclared","40-49","Unknown","350","340","47730","43890"
"In post","2022","Undeclared","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Commercial","200","190","42760","40650"
"In post","2022","Undeclared","50-59","Communications","110","100","42080","38200"
"In post","2022","Undeclared","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Counter Fraud","300","280","29100","27570"
"In post","2022","Undeclared","50-59","Digital, Data and Technology","700","680","42900","39770"
"In post","2022","Undeclared","50-59","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Finance","470","460","40770","36460"
"In post","2022","Undeclared","50-59","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Human Resources","270","260","38510","34110"
"In post","2022","Undeclared","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Intelligence Analysis","150","150","33920","31440"
"In post","2022","Undeclared","50-59","Internal Audit","40","40","[c]","[c]"
"In post","2022","Undeclared","50-59","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Knowledge and Information Management","120","120","35320","33300"
"In post","2022","Undeclared","50-59","Legal","350","330","48870","45960"
"In post","2022","Undeclared","50-59","Medicine","90","90","67210","61440"
"In post","2022","Undeclared","50-59","Operational Delivery","8070","7380","29790","27570"
"In post","2022","Undeclared","50-59","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Other","1110","1070","29810","26670"
"In post","2022","Undeclared","50-59","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Policy","730","710","49790","47470"
"In post","2022","Undeclared","50-59","Project Delivery","510","490","45870","40980"
"In post","2022","Undeclared","50-59","Property","320","310","39700","36050"
"In post","2022","Undeclared","50-59","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Science and Engineering","520","510","42650","40690"
"In post","2022","Undeclared","50-59","Security","410","400","36230","39070"
"In post","2022","Undeclared","50-59","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","50-59","Tax","480","460","41310","38470"
"In post","2022","Undeclared","50-59","Unknown","300","300","50590","43660"
"In post","2022","Undeclared","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Commercial","60","50","37240","33450"
"In post","2022","Undeclared","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Counter Fraud","100","70","26990","27570"
"In post","2022","Undeclared","60-64","Digital, Data and Technology","150","140","39790","37440"
"In post","2022","Undeclared","60-64","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Finance","130","110","39160","35700"
"In post","2022","Undeclared","60-64","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Human Resources","70","60","34380","32490"
"In post","2022","Undeclared","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Undeclared","60-64","Legal","80","60","46480","47100"
"In post","2022","Undeclared","60-64","Medicine","30","30","[c]","[c]"
"In post","2022","Undeclared","60-64","Operational Delivery","2640","2050","27560","26780"
"In post","2022","Undeclared","60-64","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Other","420","380","28830","26670"
"In post","2022","Undeclared","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Policy","160","140","47880","42140"
"In post","2022","Undeclared","60-64","Project Delivery","130","100","43070","40580"
"In post","2022","Undeclared","60-64","Property","100","80","38600","34000"
"In post","2022","Undeclared","60-64","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Science and Engineering","180","160","37780","35110"
"In post","2022","Undeclared","60-64","Security","110","100","32130","31990"
"In post","2022","Undeclared","60-64","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","Tax","160","120","42640","35980"
"In post","2022","Undeclared","60-64","Unknown","70","70","44830","36130"
"In post","2022","Undeclared","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Counter Fraud","30","20","[c]","[c]"
"In post","2022","Undeclared","65+","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2022","Undeclared","65+","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Finance","40","40","[c]","[c]"
"In post","2022","Undeclared","65+","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Operational Delivery","870","620","27490","26420"
"In post","2022","Undeclared","65+","Other","150","130","30720","26510"
"In post","2022","Undeclared","65+","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Policy","50","40","[c]","[c]"
"In post","2022","Undeclared","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Property","40","30","[c]","[c]"
"In post","2022","Undeclared","65+","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Science and Engineering","60","40","39830","35040"
"In post","2022","Undeclared","65+","Security","40","30","[c]","[c]"
"In post","2022","Undeclared","65+","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Tax","40","20","[c]","[c]"
"In post","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Operational Delivery","260","250","21730","21250"
"In post","2022","Unknown","16-19","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Other","50","50","[c]","[c]"
"In post","2022","Unknown","16-19","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Science and Engineering","50","50","17920","17140"
"In post","2022","Unknown","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Tax","30","30","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","50","50","23260","21260"
"In post","2022","Unknown","20-29","Commercial","200","200","31360","29750"
"In post","2022","Unknown","20-29","Communications","200","200","35910","34710"
"In post","2022","Unknown","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Counter Fraud","80","80","28720","27570"
"In post","2022","Unknown","20-29","Digital, Data and Technology","820","810","33980","33080"
"In post","2022","Unknown","20-29","Economics","220","220","36120","33370"
"In post","2022","Unknown","20-29","Finance","290","280","31820","30420"
"In post","2022","Unknown","20-29","Geography","40","40","[c]","[c]"
"In post","2022","Unknown","20-29","Human Resources","200","190","30140","27570"
"In post","2022","Unknown","20-29","Intelligence Analysis","110","110","31730","29230"
"In post","2022","Unknown","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","International Trade","170","170","39080","38160"
"In post","2022","Unknown","20-29","Knowledge and Information Management","60","60","32010","28390"
"In post","2022","Unknown","20-29","Legal","330","330","32480","31020"
"In post","2022","Unknown","20-29","Medicine","30","30","[c]","[c]"
"In post","2022","Unknown","20-29","Operational Delivery","10040","9840","25270","23780"
"In post","2022","Unknown","20-29","Operational Research","120","120","32840","32630"
"In post","2022","Unknown","20-29","Other","910","900","28110","27570"
"In post","2022","Unknown","20-29","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Policy","1400","1390","38970","35250"
"In post","2022","Unknown","20-29","Project Delivery","410","410","34890","34260"
"In post","2022","Unknown","20-29","Property","260","260","29780","27980"
"In post","2022","Unknown","20-29","Psychology","60","60","26590","27070"
"In post","2022","Unknown","20-29","Science and Engineering","790","790","29180","29230"
"In post","2022","Unknown","20-29","Security","330","330","27360","25680"
"In post","2022","Unknown","20-29","Social Research","90","90","34720","33650"
"In post","2022","Unknown","20-29","Statistics","160","150","32740","30710"
"In post","2022","Unknown","20-29","Tax","1660","1620","26790","26590"
"In post","2022","Unknown","20-29","Unknown","3580","3550","31400","29250"
"In post","2022","Unknown","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Commercial","200","190","36700","35530"
"In post","2022","Unknown","30-39","Communications","210","200","44150","41620"
"In post","2022","Unknown","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Counter Fraud","150","130","29860","27570"
"In post","2022","Unknown","30-39","Digital, Data and Technology","1040","1020","42940","39630"
"In post","2022","Unknown","30-39","Economics","70","60","53050","54800"
"In post","2022","Unknown","30-39","Finance","340","330","40950","38550"
"In post","2022","Unknown","30-39","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Human Resources","260","250","38010","34260"
"In post","2022","Unknown","30-39","Intelligence Analysis","80","80","34840","33080"
"In post","2022","Unknown","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","International Trade","170","160","47100","48220"
"In post","2022","Unknown","30-39","Knowledge and Information Management","60","60","40000","33440"
"In post","2022","Unknown","30-39","Legal","590","570","43240","37930"
"In post","2022","Unknown","30-39","Medicine","130","110","44080","39030"
"In post","2022","Unknown","30-39","Operational Delivery","10720","9950","27470","26350"
"In post","2022","Unknown","30-39","Operational Research","130","120","43510","47010"
"In post","2022","Unknown","30-39","Other","1200","1150","34860","31440"
"In post","2022","Unknown","30-39","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Policy","1330","1300","48900","51500"
"In post","2022","Unknown","30-39","Project Delivery","580","560","40860","40000"
"In post","2022","Unknown","30-39","Property","220","210","36330","33000"
"In post","2022","Unknown","30-39","Psychology","90","90","35380","35000"
"In post","2022","Unknown","30-39","Science and Engineering","730","720","39490","38070"
"In post","2022","Unknown","30-39","Security","380","380","33220","33200"
"In post","2022","Unknown","30-39","Social Research","60","50","45120","42710"
"In post","2022","Unknown","30-39","Statistics","100","90","42720","40230"
"In post","2022","Unknown","30-39","Tax","1610","1550","31010","26820"
"In post","2022","Unknown","30-39","Unknown","2580","2510","40960","34600"
"In post","2022","Unknown","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Commercial","170","160","42900","39980"
"In post","2022","Unknown","40-49","Communications","190","170","48190","44420"
"In post","2022","Unknown","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Counter Fraud","300","270","30300","27570"
"In post","2022","Unknown","40-49","Digital, Data and Technology","1050","1020","45520","41700"
"In post","2022","Unknown","40-49","Economics","40","40","[c]","[c]"
"In post","2022","Unknown","40-49","Finance","380","370","41510","38160"
"In post","2022","Unknown","40-49","Geography","30","30","[c]","[c]"
"In post","2022","Unknown","40-49","Human Resources","270","260","38810","33370"
"In post","2022","Unknown","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Intelligence Analysis","60","50","38880","33080"
"In post","2022","Unknown","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","International Trade","70","70","54400","53750"
"In post","2022","Unknown","40-49","Knowledge and Information Management","70","70","39060","38070"
"In post","2022","Unknown","40-49","Legal","820","750","52120","54200"
"In post","2022","Unknown","40-49","Medicine","150","120","56080","47680"
"In post","2022","Unknown","40-49","Operational Delivery","11200","10060","28450","26820"
"In post","2022","Unknown","40-49","Operational Research","100","100","48590","47060"
"In post","2022","Unknown","40-49","Other","1230","1170","36580","32350"
"In post","2022","Unknown","40-49","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Policy","790","750","53300","53600"
"In post","2022","Unknown","40-49","Project Delivery","590","560","44950","40580"
"In post","2022","Unknown","40-49","Property","250","240","37730","33370"
"In post","2022","Unknown","40-49","Psychology","60","50","43760","44940"
"In post","2022","Unknown","40-49","Science and Engineering","880","840","45240","47010"
"In post","2022","Unknown","40-49","Security","280","270","37120","39070"
"In post","2022","Unknown","40-49","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Statistics","60","60","48690","50210"
"In post","2022","Unknown","40-49","Tax","1060","1010","32610","33080"
"In post","2022","Unknown","40-49","Unknown","2220","2130","47500","40180"
"In post","2022","Unknown","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Commercial","200","190","39960","35340"
"In post","2022","Unknown","50-59","Communications","100","100","42790","38370"
"In post","2022","Unknown","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Counter Fraud","580","530","29290","27570"
"In post","2022","Unknown","50-59","Digital, Data and Technology","830","810","44760","40520"
"In post","2022","Unknown","50-59","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Finance","390","370","41870","37960"
"In post","2022","Unknown","50-59","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Human Resources","240","230","40610","36910"
"In post","2022","Unknown","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Intelligence Analysis","60","60","33100","31530"
"In post","2022","Unknown","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","International Trade","60","60","46680","40140"
"In post","2022","Unknown","50-59","Knowledge and Information Management","110","100","36580","32120"
"In post","2022","Unknown","50-59","Legal","920","860","51690","55210"
"In post","2022","Unknown","50-59","Medicine","120","110","67160","58030"
"In post","2022","Unknown","50-59","Operational Delivery","15230","13640","28420","26930"
"In post","2022","Unknown","50-59","Operational Research","80","70","51310","48160"
"In post","2022","Unknown","50-59","Other","1610","1550","35160","31470"
"In post","2022","Unknown","50-59","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Policy","630","610","50530","48800"
"In post","2022","Unknown","50-59","Project Delivery","670","650","44550","40580"
"In post","2022","Unknown","50-59","Property","350","340","38290","33530"
"In post","2022","Unknown","50-59","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Science and Engineering","770","750","47110","47010"
"In post","2022","Unknown","50-59","Security","340","330","36600","37930"
"In post","2022","Unknown","50-59","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Statistics","40","40","[c]","[c]"
"In post","2022","Unknown","50-59","Tax","1060","1010","35840","33370"
"In post","2022","Unknown","50-59","Unknown","2100","2030","48390","40550"
"In post","2022","Unknown","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Commercial","60","50","41090","40160"
"In post","2022","Unknown","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Counter Fraud","200","150","29390","27570"
"In post","2022","Unknown","60-64","Digital, Data and Technology","170","150","42250","38450"
"In post","2022","Unknown","60-64","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Finance","90","80","36640","33930"
"In post","2022","Unknown","60-64","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Human Resources","50","40","[c]","[c]"
"In post","2022","Unknown","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Unknown","60-64","Legal","170","140","52900","55610"
"In post","2022","Unknown","60-64","Medicine","30","30","[c]","[c]"
"In post","2022","Unknown","60-64","Operational Delivery","4900","3770","27250","26120"
"In post","2022","Unknown","60-64","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Other","440","390","33710","30050"
"In post","2022","Unknown","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Policy","110","100","47320","43090"
"In post","2022","Unknown","60-64","Project Delivery","140","120","40740","39900"
"In post","2022","Unknown","60-64","Property","150","130","36050","33170"
"In post","2022","Unknown","60-64","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Science and Engineering","210","180","46970","47010"
"In post","2022","Unknown","60-64","Security","70","70","33350","31990"
"In post","2022","Unknown","60-64","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Tax","340","270","36330","33440"
"In post","2022","Unknown","60-64","Unknown","530","480","40570","33300"
"In post","2022","Unknown","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Counter Fraud","90","60","28270","27570"
"In post","2022","Unknown","65+","Digital, Data and Technology","50","40","35730","33560"
"In post","2022","Unknown","65+","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Legal","60","50","55930","59950"
"In post","2022","Unknown","65+","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Operational Delivery","1590","1130","26910","25330"
"In post","2022","Unknown","65+","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Other","120","100","31570","29000"
"In post","2022","Unknown","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Policy","40","30","[c]","[c]"
"In post","2022","Unknown","65+","Project Delivery","40","30","[c]","[c]"
"In post","2022","Unknown","65+","Property","50","40","29090","25080"
"In post","2022","Unknown","65+","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Science and Engineering","90","60","49220","47060"
"In post","2022","Unknown","65+","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Tax","100","70","36520","35980"
"In post","2022","Unknown","65+","Unknown","170","140","39850","31540"
"In post","2022","Unknown","65+","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Commercial","[c]","[c]","[c]","[c]"
