"Status","Year","Profession_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","White","80","80","36940","32430"
"Leaver CS","2021","Finance","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","White","80","80","47790","46810"
"Leaver CS","2021","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","White","140","130","37070","32490"
"Leaver CS","2021","Human Resources","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","White","80","80","42100","37250"
"Leaver CS","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","White","40","40","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","White","40","40","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","White","60","50","33100","28540"
"Leaver CS","2021","Knowledge and Information Management","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Female","White","160","130","52370","51510"
"Leaver CS","2021","Legal","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Male","White","120","100","55120","55240"
"Leaver CS","2021","Medicine","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Female","White","130","100","48100","37890"
"Leaver CS","2021","Medicine","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","White","50","50","73510","78770"
"Leaver CS","2021","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Asian","140","130","26860","23370"
"Leaver CS","2021","Operational Delivery","Female","Black","110","100","24620","23500"
"Leaver CS","2021","Operational Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Mixed","80","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Undeclared","150","120","26650","23050"
"Leaver CS","2021","Operational Delivery","Female","Unknown","1040","960","24630","21590"
"Leaver CS","2021","Operational Delivery","Female","White","2610","2220","26740","22020"
"Leaver CS","2021","Operational Delivery","Male","Asian","130","110","27080","23600"
"Leaver CS","2021","Operational Delivery","Male","Black","90","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","Mixed","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","Undeclared","180","150","30740","27370"
"Leaver CS","2021","Operational Delivery","Male","Unknown","1070","1020","28140","23000"
"Leaver CS","2021","Operational Delivery","Male","White","2560","2290","30560","26180"
"Leaver CS","2021","Operational Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Unknown","90","90","31060","27600"
"Leaver CS","2021","Other","Female","White","420","380","26910","21580"
"Leaver CS","2021","Other","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Other","Male","Unknown","250","250","32620","30290"
"Leaver CS","2021","Other","Male","White","560","540","31550","29200"
"Leaver CS","2021","Other","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Unknown","130","130","39190","32960"
"Leaver CS","2021","Policy","Female","White","220","210","47620","42360"
"Leaver CS","2021","Policy","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Unknown","150","150","44330","39250"
"Leaver CS","2021","Policy","Male","White","200","190","52270","49430"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","White","140","130","38370","33300"
"Leaver CS","2021","Project Delivery","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","White","180","170","46210","40660"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Unknown","50","40","28300","24800"
"Leaver CS","2021","Property","Female","White","80","60","31180","26500"
"Leaver CS","2021","Property","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Unknown","70","60","29700","25500"
"Leaver CS","2021","Property","Male","White","180","170","34490","33250"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","White","60","50","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","White","190","170","32690","29750"
"Leaver CS","2021","Science and Engineering","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Unknown","60","60","27800","26480"
"Leaver CS","2021","Science and Engineering","Male","White","350","330","33800","29750"
"Leaver CS","2021","Science and Engineering","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","White","40","40","[c]","[c]"
"Leaver CS","2021","Security","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Unknown","60","60","28190","25250"
"Leaver CS","2021","Security","Male","White","250","240","30380","27050"
"Leaver CS","2021","Social Research","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Asian","[c]","[c]","[c]","[c]"
