"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","70","60","42320","38900"
"In post","2021","Other ethnicity","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Finance","50","50","39620","37070"
"In post","2021","Other ethnicity","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Human Resources","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","120","110","59320","59670"
"In post","2021","Other ethnicity","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Delivery","560","520","31110","27730"
"In post","2021","Other ethnicity","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Policy","190","190","44750","39600"
"In post","2021","Other ethnicity","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","60","50","41270","38000"
"In post","2021","Other ethnicity","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","40","30","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","50","40","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","60","60","42250","39830"
"In post","2021","Other ethnicity","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","150","130","28180","26310"
"In post","2021","Other ethnicity","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other","70","70","34410","28850"
"In post","2021","Other ethnicity","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Policy","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","500","460","29530","27570"
"In post","2021","Other ethnicity","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Economics","50","50","[c]","[c]"
"In post","2021","Undeclared","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Statistics","40","40","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Commercial","180","170","38820","37320"
"In post","2021","Undeclared","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Knowledge and Information Management","60","60","36730","33300"
"In post","2021","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Communications","90","90","40890","37360"
"In post","2021","Undeclared","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Operational Delivery","50","50","27980","25560"
"In post","2021","Undeclared","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Tax","40","40","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Legal","210","200","34330","31810"
"In post","2021","Undeclared","Counter Fraud","Operational Delivery","150","140","30360","28130"
"In post","2021","Undeclared","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Tax","150","140","42720","38630"
"In post","2021","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Operational Delivery","140","120","24670","21440"
"In post","2021","Undeclared","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Digital, Data and Technology","550","540","41320","38630"
"In post","2021","Undeclared","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","50","50","[c]","[c]"
"In post","2021","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Finance","310","290","40270","36780"
"In post","2021","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Operational Delivery","90","80","28160","26420"
"In post","2021","Undeclared","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Human Resources","190","180","36220","33000"
"In post","2021","Undeclared","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
