"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Westminster","40-49","Communications","410","400","54590","53950"
"In post","2021","Westminster","40-49","Counter Fraud","80","70","50920","50980"
"In post","2021","Westminster","40-49","Digital, Data & Technology","480","470","52530","51990"
"In post","2021","Westminster","40-49","Finance","490","480","54420","53400"
"In post","2021","Westminster","40-49","Human Resources","460","450","51170","51970"
"In post","2021","Westminster","40-49","Internal Audit","50","40","[c]","[c]"
"In post","2021","Westminster","40-49","Legal","1250","1130","57210","60910"
"In post","2021","Westminster","40-49","No function","4650","4460","54720","54110"
"In post","2021","Westminster","40-49","Project Delivery","890","850","58310","58030"
"In post","2021","Westminster","40-49","Property","120","120","49680","49490"
"In post","2021","Westminster","40-49","Security","180","170","50470","45200"
"In post","2021","Westminster","40-49","Unknown","1960","1870","53620","54070"
"In post","2021","Westminster","50-59","Analysis","230","220","55670","57670"
"In post","2021","Westminster","50-59","Commercial","420","410","68340","60770"
"In post","2021","Westminster","50-59","Communications","220","220","53050","48200"
"In post","2021","Westminster","50-59","Counter Fraud","120","120","51190","48020"
"In post","2021","Westminster","50-59","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","50-59","Digital, Data & Technology","400","390","48060","44070"
"In post","2021","Westminster","50-59","Finance","420","410","52770","46150"
"In post","2021","Westminster","50-59","Human Resources","500","490","51300","45740"
"In post","2021","Westminster","50-59","Internal Audit","70","60","59390","54190"
"In post","2021","Westminster","50-59","Legal","1080","1030","57640","62140"
"In post","2021","Westminster","50-59","No function","4120","4040","49980","44230"
"In post","2021","Westminster","50-59","Project Delivery","840","820","59110","59160"
"In post","2021","Westminster","50-59","Property","180","180","52110","52430"
"In post","2021","Westminster","50-59","Security","250","250","41460","36590"
"In post","2021","Westminster","50-59","Unknown","1890","1840","49140","42320"
"In post","2021","Westminster","60-64","Analysis","40","40","[c]","[c]"
"In post","2021","Westminster","60-64","Commercial","70","70","62310","57120"
"In post","2021","Westminster","60-64","Communications","40","40","[c]","[c]"
"In post","2021","Westminster","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","60-64","Digital, Data & Technology","60","60","46970","39370"
"In post","2021","Westminster","60-64","Finance","100","90","47350","43100"
"In post","2021","Westminster","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","60-64","Human Resources","80","70","49890","45580"
"In post","2021","Westminster","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","60-64","Legal","220","200","53640","58970"
"In post","2021","Westminster","60-64","No function","800","760","46130","39440"
"In post","2021","Westminster","60-64","Project Delivery","160","140","58110","51300"
"In post","2021","Westminster","60-64","Property","50","50","[c]","[c]"
"In post","2021","Westminster","60-64","Security","60","60","43170","39090"
"In post","2021","Westminster","60-64","Unknown","440","410","45180","40310"
"In post","2021","Westminster","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Finance","30","30","[c]","[c]"
"In post","2021","Westminster","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Legal","90","70","51010","61000"
"In post","2021","Westminster","65+","No function","250","230","44190","35620"
"In post","2021","Westminster","65+","Project Delivery","50","40","[c]","[c]"
"In post","2021","Westminster","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","65+","Unknown","130","110","40600","35070"
"In post","2021","Westminster","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Analysis","30","30","[c]","[c]"
"In post","2021","Wiltshire","20-29","Commercial","70","70","26800","23790"
"In post","2021","Wiltshire","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Wiltshire","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","No function","670","650","27030","28590"
"In post","2021","Wiltshire","20-29","Project Delivery","200","200","30830","29000"
"In post","2021","Wiltshire","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Unknown","140","130","26730","26350"
"In post","2021","Wiltshire","30-39","Analysis","40","40","[c]","[c]"
"In post","2021","Wiltshire","30-39","Commercial","60","60","40430","37320"
"In post","2021","Wiltshire","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","30-39","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Wiltshire","30-39","Finance","50","40","[c]","[c]"
"In post","2021","Wiltshire","30-39","Human Resources","30","30","[c]","[c]"
"In post","2021","Wiltshire","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","30-39","No function","660","640","36410","37320"
"In post","2021","Wiltshire","30-39","Project Delivery","330","310","37420","37320"
"In post","2021","Wiltshire","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","30-39","Security","40","40","[c]","[c]"
"In post","2021","Wiltshire","30-39","Unknown","280","260","31150","27570"
"In post","2021","Wiltshire","40-49","Analysis","30","30","[c]","[c]"
"In post","2021","Wiltshire","40-49","Commercial","70","70","45460","37360"
"In post","2021","Wiltshire","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","40-49","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Wiltshire","40-49","Finance","70","60","40240","33920"
"In post","2021","Wiltshire","40-49","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","40-49","Human Resources","30","30","[c]","[c]"
"In post","2021","Wiltshire","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","40-49","No function","670","630","41640","41010"
"In post","2021","Wiltshire","40-49","Project Delivery","390","370","42680","40580"
"In post","2021","Wiltshire","40-49","Property","40","40","[c]","[c]"
"In post","2021","Wiltshire","40-49","Security","40","40","[c]","[c]"
"In post","2021","Wiltshire","40-49","Unknown","320","300","33170","27570"
"In post","2021","Wiltshire","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","50-59","Commercial","110","110","42530","38070"
"In post","2021","Wiltshire","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","50-59","Digital, Data & Technology","50","50","39040","33300"
"In post","2021","Wiltshire","50-59","Finance","80","70","38490","33630"
"In post","2021","Wiltshire","50-59","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","50-59","Human Resources","40","40","[c]","[c]"
"In post","2021","Wiltshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","50-59","No function","550","530","43600","43220"
"In post","2021","Wiltshire","50-59","Project Delivery","470","460","42650","40580"
"In post","2021","Wiltshire","50-59","Property","90","80","37530","36460"
"In post","2021","Wiltshire","50-59","Security","120","120","29520","26670"
"In post","2021","Wiltshire","50-59","Unknown","570","550","33370","27570"
"In post","2021","Wiltshire","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","No function","150","130","43860","37320"
"In post","2021","Wiltshire","60-64","Project Delivery","110","100","39610","40000"
"In post","2021","Wiltshire","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","60-64","Security","40","40","[c]","[c]"
"In post","2021","Wiltshire","60-64","Unknown","190","170","29180","26930"
"In post","2021","Wiltshire","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","No function","70","60","46310","44280"
"In post","2021","Wiltshire","65+","Project Delivery","30","30","[c]","[c]"
"In post","2021","Wiltshire","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Unknown","80","70","28710","26670"
"In post","2021","Wirral","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","No function","80","80","23700","22350"
"In post","2021","Wirral","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Unknown","90","80","23880","21010"
"In post","2021","Wirral","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","No function","90","80","25850","22350"
"In post","2021","Wirral","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Unknown","180","170","24640","21010"
"In post","2021","Wirral","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","No function","130","120","29380","27130"
"In post","2021","Wirral","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Unknown","400","350","24370","21010"
"In post","2021","Wirral","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","No function","220","200","29130","27130"
"In post","2021","Wirral","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Unknown","490","430","24490","21010"
"In post","2021","Wirral","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","No function","60","50","30270","27130"
"In post","2021","Wirral","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Unknown","200","150","24730","21010"
"In post","2021","Wirral","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","Unknown","60","40","23070","21010"
"In post","2021","Wolverhampton","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","20-29","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","20-29","Unknown","50","50","23930","21010"
"In post","2021","Wolverhampton","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","30-39","No function","40","30","[c]","[c]"
"In post","2021","Wolverhampton","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","30-39","Unknown","100","90","25480","27570"
"In post","2021","Wolverhampton","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","40-49","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","40-49","No function","50","50","24910","22260"
"In post","2021","Wolverhampton","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","40-49","Unknown","150","140","24900","27570"
"In post","2021","Wolverhampton","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","No function","70","60","24390","23130"
"In post","2021","Wolverhampton","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","50-59","Unknown","260","220","25350","27570"
"In post","2021","Wolverhampton","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","60-64","Unknown","60","50","23970","21010"
"In post","2021","Wolverhampton","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","20-29","Grants Management","40","40","[c]","[c]"
"In post","2021","Worcestershire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","20-29","No function","290","280","23570","23970"
"In post","2021","Worcestershire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Grants Management","30","30","[c]","[c]"
"In post","2021","Worcestershire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","No function","330","320","26910","25400"
"In post","2021","Worcestershire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","30-39","Unknown","50","40","[c]","[c]"
"In post","2021","Worcestershire","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","No function","340","320","30670","31130"
"In post","2021","Worcestershire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","40-49","Unknown","80","70","25760","27570"
"In post","2021","Worcestershire","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","No function","440","420","30430","31650"
"In post","2021","Worcestershire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","50-59","Unknown","160","140","25600","27570"
"In post","2021","Worcestershire","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","No function","90","80","26870","26550"
"In post","2021","Worcestershire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","60-64","Unknown","50","40","[c]","[c]"
"In post","2021","Worcestershire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","65+","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","65+","No function","40","30","[c]","[c]"
"In post","2021","Worcestershire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","York","16-19","Legal","[c]","[c]","[c]","[c]"
"In post","2021","York","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","No function","190","190","27370","26370"
"In post","2021","York","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","20-29","Security","100","90","24230","20920"
"In post","2021","York","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","York","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Grants Management","50","40","[c]","[c]"
"In post","2021","York","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","No function","230","220","35930","35470"
"In post","2021","York","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","30-39","Security","80","70","29550","26670"
"In post","2021","York","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","York","40-49","Finance","50","50","[c]","[c]"
"In post","2021","York","40-49","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Human Resources","30","30","[c]","[c]"
"In post","2021","York","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Legal","50","50","51480","55190"
"In post","2021","York","40-49","No function","280","260","41810","37480"
"In post","2021","York","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","40-49","Security","100","90","31660","33300"
"In post","2021","York","40-49","Unknown","60","50","26900","27570"
"In post","2021","York","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","York","50-59","Finance","40","40","[c]","[c]"
"In post","2021","York","50-59","Grants Management","30","30","[c]","[c]"
"In post","2021","York","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Legal","120","100","56820","55610"
"In post","2021","York","50-59","No function","290","270","42930","35910"
"In post","2021","York","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","50-59","Security","140","130","30280","33300"
"In post","2021","York","50-59","Unknown","120","110","26270","25660"
"In post","2021","York","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","No function","70","60","41400","31650"
"In post","2021","York","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","60-64","Security","40","30","[c]","[c]"
"In post","2021","York","60-64","Unknown","40","40","[c]","[c]"
"In post","2021","York","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","York","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","York","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Finance","[c]","[c]","[c]","[c]"
