"Status","Year","Region_ITL2","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Outer London - South","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Asian","80","70","36570","35040"
"In post","2022","Outer London - South","Counter Fraud","Black","90","80","34620","31470"
"In post","2022","Outer London - South","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Counter Fraud","Undeclared","60","60","38900","37610"
"In post","2022","Outer London - South","Counter Fraud","Unknown","150","140","37850","35980"
"In post","2022","Outer London - South","Counter Fraud","White","470","440","41300","37930"
"In post","2022","Outer London - South","Debt","Asian","40","30","[c]","[c]"
"In post","2022","Outer London - South","Debt","Black","30","30","[c]","[c]"
"In post","2022","Outer London - South","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Debt","Unknown","50","40","[c]","[c]"
"In post","2022","Outer London - South","Debt","White","70","70","30940","26400"
"In post","2022","Outer London - South","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Digital, Data & Technology","White","50","40","[c]","[c]"
"In post","2022","Outer London - South","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Finance","White","70","70","46490","42100"
"In post","2022","Outer London - South","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Human Resources","White","100","100","53570","48750"
"In post","2022","Outer London - South","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Legal","White","90","80","52350","51620"
"In post","2022","Outer London - South","No function","Asian","500","460","34830","31060"
"In post","2022","Outer London - South","No function","Black","670","650","33010","31060"
"In post","2022","Outer London - South","No function","Mixed","150","140","34340","31060"
"In post","2022","Outer London - South","No function","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Outer London - South","No function","Undeclared","170","160","35700","32410"
"In post","2022","Outer London - South","No function","Unknown","620","590","34560","31060"
"In post","2022","Outer London - South","No function","White","1700","1600","38620","34760"
"In post","2022","Outer London - South","Project Delivery","Asian","40","40","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Black","40","30","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Project Delivery","Unknown","50","50","54810","54090"
"In post","2022","Outer London - South","Project Delivery","White","140","130","57310","62120"
"In post","2022","Outer London - South","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Property","Undeclared","40","30","[c]","[c]"
"In post","2022","Outer London - South","Property","Unknown","50","50","37150","31130"
"In post","2022","Outer London - South","Property","White","110","100","41790","37930"
"In post","2022","Outer London - South","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Security","White","30","30","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Asian","1150","1070","35090","29370"
"In post","2022","Outer London - South","Unknown","Black","830","790","33850","29370"
"In post","2022","Outer London - South","Unknown","Mixed","180","170","36820","35050"
"In post","2022","Outer London - South","Unknown","Other ethnicity","50","50","34380","30690"
"In post","2022","Outer London - South","Unknown","Undeclared","300","290","40320","35200"
"In post","2022","Outer London - South","Unknown","Unknown","630","630","39380","35050"
"In post","2022","Outer London - South","Unknown","White","2490","2380","42480","37510"
"In post","2022","Outer London - West and North West","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Commercial","White","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Asian","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Black","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Counter Fraud","White","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Debt","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Asian","50","50","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Digital, Data & Technology","White","140","140","39030","37250"
"In post","2022","Outer London - West and North West","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Grants Management","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Human Resources","White","50","50","43080","39080"
"In post","2022","Outer London - West and North West","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Legal","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","No function","Asian","1180","1070","32850","31060"
"In post","2022","Outer London - West and North West","No function","Black","610","580","32240","31060"
"In post","2022","Outer London - West and North West","No function","Mixed","200","190","32620","31060"
"In post","2022","Outer London - West and North West","No function","Other ethnicity","100","90","34990","31060"
"In post","2022","Outer London - West and North West","No function","Undeclared","240","220","37070","31460"
"In post","2022","Outer London - West and North West","No function","Unknown","530","510","31790","31020"
"In post","2022","Outer London - West and North West","No function","White","1880","1780","37070","32330"
"In post","2022","Outer London - West and North West","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Asian","90","80","28030","25750"
"In post","2022","Outer London - West and North West","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Undeclared","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","Unknown","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Property","White","170","170","32170","27950"
"In post","2022","Outer London - West and North West","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Security","White","210","200","33100","29520"
"In post","2022","Outer London - West and North West","Unknown","Asian","1180","1090","30960","29000"
"In post","2022","Outer London - West and North West","Unknown","Black","190","180","31580","28990"
"In post","2022","Outer London - West and North West","Unknown","Mixed","70","60","30150","28940"
"In post","2022","Outer London - West and North West","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Undeclared","260","240","33580","30410"
"In post","2022","Outer London - West and North West","Unknown","Unknown","260","250","30420","28650"
"In post","2022","Outer London - West and North West","Unknown","White","1090","990","33550","30500"
"In post","2022","Overseas","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","White","30","30","[c]","[c]"
"In post","2022","Overseas","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","White","60","50","32970","33300"
"In post","2022","Overseas","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Asian","80","80","48000","40330"
"In post","2022","Overseas","No function","Black","30","30","[c]","[c]"
"In post","2022","Overseas","No function","Mixed","60","60","51760","48700"
"In post","2022","Overseas","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","Undeclared","150","140","52190","53470"
"In post","2022","Overseas","No function","Unknown","100","100","54270","55530"
"In post","2022","Overseas","No function","White","1310","1300","53800","54470"
"In post","2022","Overseas","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Unknown","160","160","53990","53610"
"In post","2022","Overseas","Project Delivery","White","370","360","55720","55620"
"In post","2022","Overseas","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","White","140","140","39920","39700"
"In post","2022","Overseas","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","White","130","130","40130","34450"
"In post","2022","Overseas","Unknown","Asian","50","50","[c]","[c]"
"In post","2022","Overseas","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","210","210","44800","41600"
"In post","2022","Overseas","Unknown","White","440","430","41890","33900"
"In post","2022","Shropshire and Staffordshire","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Unknown","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","White","100","100","34250","28920"
"In post","2022","Shropshire and Staffordshire","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","White","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","White","90","80","28630","27570"
"In post","2022","Shropshire and Staffordshire","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Debt","White","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Asian","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","Unknown","80","70","42500","40520"
"In post","2022","Shropshire and Staffordshire","Digital, Data & Technology","White","420","410","40740","40180"
"In post","2022","Shropshire and Staffordshire","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","White","130","120","40750","40520"
"In post","2022","Shropshire and Staffordshire","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Grants Management","White","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","White","110","100","37480","33370"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Black","[c]","[c]","[c]","[c]"
