"Status","Year","Organisation","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Unknown","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","White","340","310","40020","38180"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Asian","120","110","37530","38000"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Unknown","50","50","45060","48080"
"In post","2022","Crown Prosecution Service","West Midlands (England)","White","370","350","41190","38760"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Asian","50","50","41290","48080"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Unknown","70","70","39970","34480"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","White","660","610","39580","34480"
"In post","2022","Defence Electronics and Components Agency","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","White","340","330","30160","29470"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","White","50","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","White","180","180","35960","34910"
"In post","2022","Defence Equipment and Support","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","White","170","170","34940","33660"
"In post","2022","Defence Equipment and Support","London","Asian","50","50","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","White","100","100","26840","24620"
"In post","2022","Defence Equipment and Support","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","White","130","120","29980","25860"
"In post","2022","Defence Equipment and Support","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","White","50","50","42900","41400"
"In post","2022","Defence Equipment and Support","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","White","430","420","30100","26510"
"In post","2022","Defence Equipment and Support","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","White","400","380","29740","27020"
"In post","2022","Defence Equipment and Support","South West (England)","Asian","280","270","35700","33000"
"In post","2022","Defence Equipment and Support","South West (England)","Black","190","190","33970","33740"
"In post","2022","Defence Equipment and Support","South West (England)","Mixed","120","120","35860","32000"
"In post","2022","Defence Equipment and Support","South West (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","South West (England)","Undeclared","490","470","40640","40360"
"In post","2022","Defence Equipment and Support","South West (England)","Unknown","510","500","33170","31000"
"In post","2022","Defence Equipment and Support","South West (England)","White","7110","6830","38570","36210"
"In post","2022","Defence Equipment and Support","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","White","180","170","26960","23390"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Mixed","30","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Undeclared","170","170","45210","47010"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Unknown","160","160","35730","33900"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","White","1310","1240","42480","43520"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Asian","40","40","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Mixed","50","40","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Undeclared","210","200","42230","38580"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Unknown","270","260","34860","29230"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","White","2340","2260","41050","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Asian","550","550","44620","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Black","320","320","41430","38620"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Mixed","240","230","46620","42610"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Other ethnicity","70","70","47390","44990"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","230","230","52670","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","420","410","46800","41500"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","White","3400","3320","51680","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","White","170","160","42720","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","White","100","90","49900","47350"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","White","80","80","34110","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Asian","50","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","White","140","140","44840","41310"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Asian","150","140","44740","39020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Black","100","100","38730","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Mixed","90","90","45490","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Undeclared","50","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Unknown","120","120","45830","41970"
"In post","2022","Department for Digital, Culture, Media and Sport","London","White","1260","1240","49130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","White","90","90","41690","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
