"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","20-29","60","60","27940","25690"
"In post","2022","Declared non-disabled","The National Archives","30-39","90","90","34810","34260"
"In post","2022","Declared non-disabled","The National Archives","40-49","110","110","42230","39700"
"In post","2022","Declared non-disabled","The National Archives","50-59","70","70","39770","36720"
"In post","2022","Declared non-disabled","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","20-29","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","30-39","60","60","41820","39660"
"In post","2022","Declared non-disabled","Transport Scotland","40-49","80","80","53700","52930"
"In post","2022","Declared non-disabled","Transport Scotland","50-59","80","80","50970","47490"
"In post","2022","Declared non-disabled","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","20-29","100","100","37080","33350"
"In post","2022","Declared non-disabled","UK Export Finance","30-39","90","90","53460","51250"
"In post","2022","Declared non-disabled","UK Export Finance","40-49","110","110","59010","52900"
"In post","2022","Declared non-disabled","UK Export Finance","50-59","90","90","60360","52500"
"In post","2022","Declared non-disabled","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","20-29","1000","940","29270","27090"
"In post","2022","Declared non-disabled","UK Health Security Agency","30-39","1040","970","38950","36330"
"In post","2022","Declared non-disabled","UK Health Security Agency","40-49","830","770","46280","40070"
"In post","2022","Declared non-disabled","UK Health Security Agency","50-59","590","540","47720","40070"
"In post","2022","Declared non-disabled","UK Health Security Agency","60-64","170","140","49340","39030"
"In post","2022","Declared non-disabled","UK Health Security Agency","65+","70","50","46140","36920"
"In post","2022","Declared non-disabled","UK Hydrographic Office","20-29","80","80","27780","26740"
"In post","2022","Declared non-disabled","UK Hydrographic Office","30-39","150","140","35190","33290"
"In post","2022","Declared non-disabled","UK Hydrographic Office","40-49","140","130","39430","34000"
"In post","2022","Declared non-disabled","UK Hydrographic Office","50-59","120","120","37780","33390"
"In post","2022","Declared non-disabled","UK Hydrographic Office","60-64","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","30-39","60","60","45240","40050"
"In post","2022","Declared non-disabled","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","20-29","500","490","31050","30710"
"In post","2022","Declared non-disabled","UK Statistics Authority","30-39","660","620","38160","36840"
"In post","2022","Declared non-disabled","UK Statistics Authority","40-49","630","580","39880","36840"
"In post","2022","Declared non-disabled","UK Statistics Authority","50-59","710","630","35870","30810"
"In post","2022","Declared non-disabled","UK Statistics Authority","60-64","260","190","28430","23470"
"In post","2022","Declared non-disabled","UK Statistics Authority","65+","150","100","24610","20350"
"In post","2022","Declared non-disabled","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","20-29","310","300","29330","26880"
"In post","2022","Declared non-disabled","Valuation Office Agency","30-39","460","430","36610","33370"
"In post","2022","Declared non-disabled","Valuation Office Agency","40-49","570","530","36830","33370"
"In post","2022","Declared non-disabled","Valuation Office Agency","50-59","870","820","38770","34000"
"In post","2022","Declared non-disabled","Valuation Office Agency","60-64","240","190","36890","33810"
"In post","2022","Declared non-disabled","Valuation Office Agency","65+","60","50","34710","31660"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","30-39","60","50","37300","37260"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","40-49","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","50-59","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","40-49","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","50-59","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","20-29","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","30-39","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","40-49","80","70","61780","55420"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","50-59","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","20-29","430","420","28680","25860"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","30-39","1070","1020","38380","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","40-49","1550","1480","44920","41980"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","50-59","1480","1420","45750","44200"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","60-64","360","310","44670","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","65+","160","120","40770","38160"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","50-59","50","50","31850","28960"
"In post","2022","Undeclared","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","20-29","60","60","39760","36610"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","30-39","80","80","44360","40600"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","40-49","70","70","48740","43890"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","50-59","60","60","44370","40200"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","50-59","30","30","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","50-59","80","80","30050","29470"
"In post","2022","Undeclared","Defence Electronics and Components Agency","60-64","30","30","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","20-29","70","70","27660","27540"
"In post","2022","Undeclared","Defence Equipment and Support","30-39","120","110","37790","37400"
"In post","2022","Undeclared","Defence Equipment and Support","40-49","150","150","41110","40160"
"In post","2022","Undeclared","Defence Equipment and Support","50-59","280","270","41380","40390"
"In post","2022","Undeclared","Defence Equipment and Support","60-64","90","80","36200","37150"
"In post","2022","Undeclared","Defence Equipment and Support","65+","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","80","80","42580","40050"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","110","110","50220","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","60","60","53900","53490"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","60","60","52500","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","20-29","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","20-29","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","30-39","80","80","45990","45900"
"In post","2022","Undeclared","Department for Education (excl. agencies)","40-49","60","60","47270","42580"
"In post","2022","Undeclared","Department for Education (excl. agencies)","50-59","70","60","44070","40230"
"In post","2022","Undeclared","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","60","60","35830","33120"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","70","60","42150","39910"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","70","60","45450","45530"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","80","80","42700","38990"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","50","50","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","20-29","60","60","38360","35060"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","30-39","80","70","47850","42890"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","40-49","70","70","50030","46710"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","50-59","50","50","50590","45930"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","20-29","460","440","26660","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","30-39","1010","940","27970","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","40-49","970","890","28770","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","50-59","1260","1170","28260","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","60-64","360","310","26890","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","65+","80","60","25830","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","20-29","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","30-39","110","100","27520","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","40-49","130","130","28310","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","50-59","120","100","28660","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","60-64","50","40","25500","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","30-39","40","40","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","40-49","70","70","30750","28950"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","50-59","110","100","30590","27930"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","60-64","30","30","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","20-29","50","50","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","30-39","120","120","37060","37350"
"In post","2022","Undeclared","Food Standards Agency","40-49","90","90","41310","37910"
"In post","2022","Undeclared","Food Standards Agency","50-59","70","70","39960","37350"
"In post","2022","Undeclared","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","70","70","45600","38860"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","70","70","52660","56070"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","90","90","52890","52400"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","40-49","50","40","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","50-59","40","30","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","40-49","50","50","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","50-59","70","70","48710","46090"
"In post","2022","Undeclared","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Courts and Tribunals Service","20-29","80","80","24690","21650"
"In post","2022","Undeclared","HM Courts and Tribunals Service","30-39","170","150","26930","23720"
"In post","2022","Undeclared","HM Courts and Tribunals Service","40-49","280","260","28230","23720"
"In post","2022","Undeclared","HM Courts and Tribunals Service","50-59","400","360","27330","21650"
"In post","2022","Undeclared","HM Courts and Tribunals Service","60-64","130","110","24470","21410"
"In post","2022","Undeclared","HM Courts and Tribunals Service","65+","50","40","22460","21190"
"In post","2022","Undeclared","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","30-39","30","30","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","40-49","60","50","34450","33840"
"In post","2022","Undeclared","HM Land Registry","50-59","140","120","34410","33840"
"In post","2022","Undeclared","HM Land Registry","60-64","40","30","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Prison and Probation Service","20-29","330","330","27000","26610"
"In post","2022","Undeclared","HM Prison and Probation Service","30-39","1060","1000","30740","31180"
