"Status","Year","Sex","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Digital, Data & Technology","Undeclared","890","870","42060","39500"
"In post","2022","Male","Digital, Data & Technology","Unknown","2080","2060","41580","38230"
"In post","2022","Male","Digital, Data & Technology","White","9350","9180","42410","39570"
"In post","2022","Male","Finance","Asian","580","570","40200","36780"
"In post","2022","Male","Finance","Black","170","170","40600","38610"
"In post","2022","Male","Finance","Mixed","90","80","43890","39960"
"In post","2022","Male","Finance","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Male","Finance","Undeclared","310","300","40090","36500"
"In post","2022","Male","Finance","Unknown","710","690","38970","35310"
"In post","2022","Male","Finance","White","3630","3540","42600","38650"
"In post","2022","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Undeclared","60","60","27510","26420"
"In post","2022","Male","Grants Management","Unknown","370","360","24130","21300"
"In post","2022","Male","Grants Management","White","510","490","26580","24920"
"In post","2022","Male","Human Resources","Asian","190","190","36040","32330"
"In post","2022","Male","Human Resources","Black","80","70","35680","31990"
"In post","2022","Male","Human Resources","Mixed","70","70","40440","36650"
"In post","2022","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Undeclared","150","140","36570","33080"
"In post","2022","Male","Human Resources","Unknown","370","360","36760","33080"
"In post","2022","Male","Human Resources","White","2770","2700","39020","34260"
"In post","2022","Male","Internal Audit","Asian","40","40","[c]","[c]"
"In post","2022","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","White","260","250","48560","45660"
"In post","2022","Male","Legal","Asian","370","360","44740","48080"
"In post","2022","Male","Legal","Black","180","170","43020","37930"
"In post","2022","Male","Legal","Mixed","110","110","48730","50500"
"In post","2022","Male","Legal","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Male","Legal","Undeclared","170","170","50040","52730"
"In post","2022","Male","Legal","Unknown","500","490","48850","51070"
"In post","2022","Male","Legal","White","2960","2870","50180","51830"
"In post","2022","Male","No function","Asian","7750","7510","31850","27570"
"In post","2022","Male","No function","Black","3610","3530","32250","31060"
"In post","2022","Male","No function","Mixed","2140","2090","34980","31060"
"In post","2022","Male","No function","Other ethnicity","720","700","35930","31650"
"In post","2022","Male","No function","Undeclared","5350","5110","34640","31060"
"In post","2022","Male","No function","Unknown","18010","17390","31320","27570"
"In post","2022","Male","No function","White","77280","74220","34000","29290"
"In post","2022","Male","Project Delivery","Asian","640","630","42400","39920"
"In post","2022","Male","Project Delivery","Black","280","280","39700","37610"
"In post","2022","Male","Project Delivery","Mixed","220","210","43140","40050"
"In post","2022","Male","Project Delivery","Other ethnicity","70","70","45740","45590"
"In post","2022","Male","Project Delivery","Undeclared","890","870","43530","40850"
"In post","2022","Male","Project Delivery","Unknown","1470","1450","42400","40000"
"In post","2022","Male","Project Delivery","White","11150","10910","43240","40520"
"In post","2022","Male","Property","Asian","250","240","36550","32280"
"In post","2022","Male","Property","Black","80","70","38430","34550"
"In post","2022","Male","Property","Mixed","50","50","37630","37610"
"In post","2022","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Undeclared","420","400","39220","34720"
"In post","2022","Male","Property","Unknown","800","780","33850","29900"
"In post","2022","Male","Property","White","3800","3710","39150","35410"
"In post","2022","Male","Security","Asian","200","200","32690","30320"
"In post","2022","Male","Security","Black","90","90","31930","28890"
"In post","2022","Male","Security","Mixed","80","80","37390","34380"
"In post","2022","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Undeclared","440","430","36690","38630"
"In post","2022","Male","Security","Unknown","1090","1080","31730","27700"
"In post","2022","Male","Security","White","6020","5900","32650","30890"
"In post","2022","Male","Unknown","Asian","2280","2210","32940","29030"
"In post","2022","Male","Unknown","Black","780","760","33940","29080"
"In post","2022","Male","Unknown","Mixed","470","460","35930","30830"
"In post","2022","Male","Unknown","Other ethnicity","130","130","33980","28670"
"In post","2022","Male","Unknown","Undeclared","2100","2020","35650","31100"
"In post","2022","Male","Unknown","Unknown","6090","5970","35760","31540"
"In post","2022","Male","Unknown","White","26300","25580","35820","30820"
"In post","2022","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","White","70","70","33510","29540"
"Leaver CS","2021","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Commercial","White","70","70","39320","34090"
"Leaver CS","2021","Female","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Communications","White","70","60","36950","33340"
"Leaver CS","2021","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","White","80","70","41980","38100"
"Leaver CS","2021","Female","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","White","90","80","36170","32430"
"Leaver CS","2021","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","White","140","130","36260","32000"
"Leaver CS","2021","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Unknown","110","90","36130","26550"
"Leaver CS","2021","Female","Legal","White","220","180","45880","45960"
"Leaver CS","2021","Female","No function","Asian","200","180","29780","23610"
"Leaver CS","2021","Female","No function","Black","120","120","28380","23510"
"Leaver CS","2021","Female","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Mixed","80","70","[c]","[c]"
"Leaver CS","2021","Female","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Undeclared","210","170","28510","22680"
"Leaver CS","2021","Female","No function","Unknown","1120","1050","27670","22430"
"Leaver CS","2021","Female","No function","White","2860","2480","30740","23360"
"Leaver CS","2021","Female","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","White","220","200","35940","32880"
"Leaver CS","2021","Female","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Unknown","70","60","27010","23670"
"Leaver CS","2021","Female","Property","White","110","90","29190","26000"
"Leaver CS","2021","Female","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","White","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Asian","380","310","26910","25120"
"Leaver CS","2021","Female","Unknown","Black","170","150","29180","25740"
"Leaver CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mixed","110","100","28840","25220"
"Leaver CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","310","250","27230","26670"
"Leaver CS","2021","Female","Unknown","Unknown","1700","1420","29860","27570"
"Leaver CS","2021","Female","Unknown","White","5410","4310","28540","26120"
"Leaver CS","2021","Male","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","White","90","90","41670","35770"
"Leaver CS","2021","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Commercial","White","80","80","42820","40000"
"Leaver CS","2021","Male","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Communications","White","70","70","39170","31420"
"Leaver CS","2021","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","Unknown","90","80","41270","38450"
"Leaver CS","2021","Male","Digital, Data & Technology","White","150","140","43050","39210"
"Leaver CS","2021","Male","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","White","70","70","47220","46890"
"Leaver CS","2021","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","White","90","90","40770","36800"
"Leaver CS","2021","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Unknown","100","90","37220","29350"
"Leaver CS","2021","Male","Legal","White","150","130","50780","52440"
"Leaver CS","2021","Male","No function","Asian","140","130","32730","26790"
"Leaver CS","2021","Male","No function","Black","90","90","[c]","[c]"
"Leaver CS","2021","Male","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","No function","Mixed","60","60","[c]","[c]"
"Leaver CS","2021","Male","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","No function","Undeclared","200","180","32850","30460"
"Leaver CS","2021","Male","No function","Unknown","1180","1120","32690","26380"
"Leaver CS","2021","Male","No function","White","2820","2550","35730","27830"
"Leaver CS","2021","Male","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Unknown","90","80","33880","30760"
"Leaver CS","2021","Male","Project Delivery","White","400","380","40640","37390"
"Leaver CS","2021","Male","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Unknown","100","80","27840","25100"
"Leaver CS","2021","Male","Property","White","230","210","33320","30660"
"Leaver CS","2021","Male","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Unknown","80","80","28240","25680"
"Leaver CS","2021","Male","Security","White","240","230","30290","27050"
"Leaver CS","2021","Male","Unknown","Asian","300","270","28600","26890"
"Leaver CS","2021","Male","Unknown","Black","100","100","29180","25630"
"Leaver CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mixed","80","70","30110","27570"
"Leaver CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","360","320","31350","27570"
"Leaver CS","2021","Male","Unknown","Unknown","1460","1310","32660","28170"
"Leaver CS","2021","Male","Unknown","White","3690","3290","31620","27570"
"Leaver CS","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","White","50","50","49630","41090"
"Leaver CS","2022","Female","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","White","140","120","36560","33150"
"Leaver CS","2022","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Unknown","90","60","68500","64500"
"Leaver CS","2022","Female","Commercial","White","120","100","39670","36500"
"Leaver CS","2022","Female","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Unknown","80","60","41300","36360"
