"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Security","Female","1460","1410","33170","31180"
"In post","2022","Declared non-disabled","Security","Male","4460","4380","31980","28080"
"In post","2022","Declared non-disabled","Social Research","Female","580","550","43650","40180"
"In post","2022","Declared non-disabled","Social Research","Male","250","240","45750","41340"
"In post","2022","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Female","720","670","45190","41860"
"In post","2022","Declared non-disabled","Statistics","Male","890","880","44880","40520"
"In post","2022","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","Female","5590","5210","35580","33370"
"In post","2022","Declared non-disabled","Tax","Male","6000","5820","37760","33370"
"In post","2022","Declared non-disabled","Unknown","Female","9210","8770","41580","36130"
"In post","2022","Declared non-disabled","Unknown","Male","8030","7930","43830","37300"
"In post","2022","Declared non-disabled","Veterinarian","Female","170","160","44260","40810"
"In post","2022","Declared non-disabled","Veterinarian","Male","150","150","44920","44780"
"In post","2022","Undeclared","Commercial","Female","170","160","40020","37100"
"In post","2022","Undeclared","Commercial","Male","180","170","44270","41500"
"In post","2022","Undeclared","Communications","Female","80","80","41460","38670"
"In post","2022","Undeclared","Communications","Male","80","80","40200","37800"
"In post","2022","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Female","180","160","29400","27570"
"In post","2022","Undeclared","Counter Fraud","Male","150","140","30200","27570"
"In post","2022","Undeclared","Digital, Data and Technology","Female","290","280","39770","36760"
"In post","2022","Undeclared","Digital, Data and Technology","Male","800","790","41740","38460"
"In post","2022","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Male","70","70","45630","40370"
"In post","2022","Undeclared","Finance","Female","330","310","38350","34050"
"In post","2022","Undeclared","Finance","Male","340","330","41970","39740"
"In post","2022","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Female","350","330","37600","34610"
"In post","2022","Undeclared","Human Resources","Male","150","140","39120","35590"
"In post","2022","Undeclared","Intelligence Analysis","Female","110","110","32420","29310"
"In post","2022","Undeclared","Intelligence Analysis","Male","160","160","36100","33330"
"In post","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Female","80","70","33240","31090"
"In post","2022","Undeclared","Knowledge and Information Management","Male","80","80","38650","32750"
"In post","2022","Undeclared","Legal","Female","250","230","48620","47760"
"In post","2022","Undeclared","Legal","Male","300","290","45400","40180"
"In post","2022","Undeclared","Medicine","Female","60","50","51870","40060"
"In post","2022","Undeclared","Medicine","Male","40","30","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Female","7200","6370","27980","27060"
"In post","2022","Undeclared","Operational Delivery","Male","7710","7240","30520","29730"
"In post","2022","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Female","820","760","27500","26120"
"In post","2022","Undeclared","Other","Male","860","830","29330","26670"
"In post","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Female","820","790","44790","40350"
"In post","2022","Undeclared","Policy","Male","890","880","48380","45260"
"In post","2022","Undeclared","Project Delivery","Female","340","320","41840","40000"
"In post","2022","Undeclared","Project Delivery","Male","430","420","44980","41310"
"In post","2022","Undeclared","Property","Female","190","180","35640","33150"
"In post","2022","Undeclared","Property","Male","340","330","40260","36900"
"In post","2022","Undeclared","Psychology","Female","100","100","37700","31180"
"In post","2022","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Female","100","100","39040","37830"
"In post","2022","Undeclared","Science and Engineering","Male","560","540","37870","35240"
"In post","2022","Undeclared","Security","Female","160","150","35410","33000"
"In post","2022","Undeclared","Security","Male","620","610","34350","36480"
"In post","2022","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Tax","Female","370","340","37550","33370"
"In post","2022","Undeclared","Tax","Male","560","540","41050","35980"
"In post","2022","Undeclared","Unknown","Female","420","400","39720","34550"
"In post","2022","Undeclared","Unknown","Male","380","370","42810","39580"
"In post","2022","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","670","640","38390","36500"
"In post","2022","Unknown","Commercial","Male","590","580","40300","38260"
"In post","2022","Unknown","Communications","Female","640","620","42460","38620"
"In post","2022","Unknown","Communications","Male","430","420","43630","40000"
"In post","2022","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Female","150","140","31610","27570"
"In post","2022","Unknown","Counter Fraud","Male","170","160","35080","31000"
"In post","2022","Unknown","Digital, Data and Technology","Female","1350","1310","41610","37930"
"In post","2022","Unknown","Digital, Data and Technology","Male","2830","2800","42490","38550"
"In post","2022","Unknown","Economics","Female","160","150","41420","34710"
"In post","2022","Unknown","Economics","Male","330","320","44350","37930"
"In post","2022","Unknown","Finance","Female","1060","1010","38440","35000"
"In post","2022","Unknown","Finance","Male","890","880","40810","37000"
"In post","2022","Unknown","Geography","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Geography","Male","100","100","31220","29290"
"In post","2022","Unknown","Human Resources","Female","980","930","35890","31970"
"In post","2022","Unknown","Human Resources","Male","440","430","37330","33300"
"In post","2022","Unknown","Inspector of Education and Training","Female","60","50","57510","51360"
"In post","2022","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Female","130","130","34640","30820"
"In post","2022","Unknown","Intelligence Analysis","Male","220","220","35780","33300"
"In post","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Female","300","290","45080","39440"
"In post","2022","Unknown","International Trade","Male","290","290","47010","41280"
"In post","2022","Unknown","Knowledge and Information Management","Female","130","130","36180","33000"
"In post","2022","Unknown","Knowledge and Information Management","Male","130","120","37340","33300"
"In post","2022","Unknown","Legal","Female","1440","1340","45800","48080"
"In post","2022","Unknown","Legal","Male","1080","1060","43640","39540"
"In post","2022","Unknown","Medicine","Female","510","440","55500","44200"
"In post","2022","Unknown","Medicine","Male","250","230","70130","66570"
"In post","2022","Unknown","Operational Delivery","Female","22190","20280","28060","25050"
"In post","2022","Unknown","Operational Delivery","Male","18780","18040","29850","26820"
"In post","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Female","50","40","[c]","[c]"
"In post","2022","Unknown","Operational Research","Male","80","70","42420","39040"
"In post","2022","Unknown","Other","Female","2120","2000","32770","27570"
"In post","2022","Unknown","Other","Male","3600","3560","35170","32670"
"In post","2022","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Male","50","40","[c]","[c]"
"In post","2022","Unknown","Policy","Female","3220","3130","44820","40650"
"In post","2022","Unknown","Policy","Male","2540","2520","46580","41990"
"In post","2022","Unknown","Project Delivery","Female","1050","1000","42260","40080"
"In post","2022","Unknown","Project Delivery","Male","1080","1070","45710","41000"
"In post","2022","Unknown","Property","Female","490","460","32940","29610"
"In post","2022","Unknown","Property","Male","740","730","35660","32890"
"In post","2022","Unknown","Psychology","Female","140","140","32450","29750"
"In post","2022","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Female","750","690","42610","40560"
"In post","2022","Unknown","Science and Engineering","Male","1060","1040","40290","38930"
"In post","2022","Unknown","Security","Female","330","320","32390","30010"
"In post","2022","Unknown","Security","Male","1550","1530","31900","28890"
"In post","2022","Unknown","Social Research","Female","230","220","38430","38340"
"In post","2022","Unknown","Social Research","Male","100","100","38740","38340"
"In post","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Female","240","220","39490","38340"
"In post","2022","Unknown","Statistics","Male","230","230","40380","38000"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Female","2520","2340","29530","26820"
"In post","2022","Unknown","Tax","Male","3000","2920","31980","28920"
"In post","2022","Unknown","Unknown","Female","6190","5930","40280","32790"
"In post","2022","Unknown","Unknown","Male","5450","5370","42330","33370"
"In post","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Female","470","390","25150","21430"
"Leaver CS","2021","Declared disabled","Operational Delivery","Male","370","330","28630","25310"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Female","80","70","27250","21580"
"Leaver CS","2021","Declared disabled","Other","Male","80","80","29460","27340"
"Leaver CS","2021","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Female","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Male","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Male","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","890","690","26830","26890"
"Leaver CS","2021","Declared disabled","Unknown","Male","590","510","28250","26890"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Female","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Male","70","60","43130","40250"
"Leaver CS","2021","Declared non-disabled","Communications","Female","70","60","37810","35860"
"Leaver CS","2021","Declared non-disabled","Communications","Male","60","60","37410","32700"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Female","70","60","40540","37060"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Male","160","150","44730","40290"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","Male","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Female","80","80","39980","34860"
"Leaver CS","2021","Declared non-disabled","Finance","Male","90","90","46640","44790"
"Leaver CS","2021","Declared non-disabled","Human Resources","Female","120","110","37370","32460"
"Leaver CS","2021","Declared non-disabled","Human Resources","Male","70","60","40790","36820"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","Female","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","Male","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Female","50","50","33150","30460"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Female","160","130","52620","51390"
"Leaver CS","2021","Declared non-disabled","Legal","Male","120","100","56750","55610"
"Leaver CS","2021","Declared non-disabled","Medicine","Female","110","90","46650","36330"
"Leaver CS","2021","Declared non-disabled","Medicine","Male","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Female","2280","1950","26450","22350"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Male","2200","1990","30530","25880"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","Female","310","280","27180","21580"
"Leaver CS","2021","Declared non-disabled","Other","Male","440","430","31560","29930"
"Leaver CS","2021","Declared non-disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","Female","220","200","46420","40780"
"Leaver CS","2021","Declared non-disabled","Policy","Male","220","210","51330","46200"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Female","130","120","39550","33850"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Male","160","160","45910","40000"
"Leaver CS","2021","Declared non-disabled","Property","Female","70","60","32380","26210"
"Leaver CS","2021","Declared non-disabled","Property","Male","180","160","35180","33250"
"Leaver CS","2021","Declared non-disabled","Psychology","Female","60","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Female","170","160","31140","28380"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Male","300","280","33930","31950"
"Leaver CS","2021","Declared non-disabled","Security","Female","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Male","180","170","30670","27250"
"Leaver CS","2021","Declared non-disabled","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","4180","3330","27600","25120"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","2700","2390","31550","27150"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Female","270","220","26940","22450"
"Leaver CS","2021","Undeclared","Operational Delivery","Male","390","330","30830","26780"
"Leaver CS","2021","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Female","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","340","280","29050","26890"
"Leaver CS","2021","Undeclared","Unknown","Male","290","270","32280","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Female","50","50","34600","32940"
"Leaver CS","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Male","120","110","41650","38450"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Male","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Male","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Female","60","50","44950","31370"
