"Status","Year","Responsibility_level","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","White","60","60","29600","29210"
"In post","2021","SEO/HEO","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Unknown","70","70","30780","28340"
"In post","2021","SEO/HEO","Crown Commercial Service","White","320","310","33470","34800"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","White","710","670","41850","37940"
"In post","2021","SEO/HEO","Crown Prosecution Service","Asian","90","80","37230","38180"
"In post","2021","SEO/HEO","Crown Prosecution Service","Black","60","50","37200","38000"
"In post","2021","SEO/HEO","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Unknown","80","70","35530","34750"
"In post","2021","SEO/HEO","Crown Prosecution Service","White","710","680","35950","36240"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","White","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","White","70","70","36380","32850"
"In post","2021","SEO/HEO","Defence Equipment and Support","Asian","190","190","35350","33780"
"In post","2021","SEO/HEO","Defence Equipment and Support","Black","160","160","34510","34000"
"In post","2021","SEO/HEO","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Equipment and Support","Mixed","90","80","34200","33370"
"In post","2021","SEO/HEO","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Equipment and Support","Undeclared","440","420","36990","37640"
"In post","2021","SEO/HEO","Defence Equipment and Support","Unknown","320","310","35130","34600"
"In post","2021","SEO/HEO","Defence Equipment and Support","White","5090","4910","35620","35050"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Asian","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Mixed","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Undeclared","190","180","34640","37320"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Unknown","150","150","32990","28660"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","White","1590","1530","33130","34020"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","220","210","37200","35750"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","150","150","36720","34980"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","90","90","38130","37890"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","80","80","40470","40050"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","300","290","37730","37820"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","1310","1290","38260","38010"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Asian","50","50","37640","35090"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Black","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Mixed","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","80","80","36760","34020"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","White","430","430","36820","34020"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Asian","230","230","35950","36500"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Black","110","110","37150","36750"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Mixed","70","70","37170","37100"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Undeclared","100","90","36580","36780"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Unknown","280","270","35770","36500"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","White","1690","1630","35810","36500"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","130","130","35590","35370"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","80","80","35330","34840"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","70","60","34290","33400"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","70","70","34950","35900"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","410","390","35360","35900"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","White","1870","1810","34990","35900"
"In post","2021","SEO/HEO","Department for International Trade","Asian","100","100","35430","35560"
"In post","2021","SEO/HEO","Department for International Trade","Black","60","60","35630","38160"
"In post","2021","SEO/HEO","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for International Trade","Mixed","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for International Trade","Undeclared","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Department for International Trade","Unknown","360","350","35310","34340"
"In post","2021","SEO/HEO","Department for International Trade","White","540","530","35320","34980"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Asian","140","140","38130","35980"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Black","90","90","39340","37660"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Mixed","60","60","36490","35240"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Undeclared","70","70","40140","40690"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Unknown","320","320","37930","35430"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","White","760","750","38520","37660"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Asian","500","480","36160","36650"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Black","280","270","36890","36650"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Mixed","140","130","35610","35590"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Undeclared","490","460","35360","34290"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Unknown","500","480","35630","35310"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","White","8100","7590","34550","34290"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Asian","80","80","35520","33790"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Black","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Unknown","770","760","34740","32790"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","White","500","480","36010","36820"
"In post","2021","SEO/HEO","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","White","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Undeclared","60","60","39290","41090"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Unknown","70","70","38480","39280"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","White","810","770","36880","33350"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Undeclared","100","100","35170","33350"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Unknown","100","100","35600","33190"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","White","700","680","35860","34020"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Asian","120","120","35390","36780"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Undeclared","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Unknown","100","100","35240","36300"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","White","670","650","34570","36500"
"In post","2021","SEO/HEO","Education Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","White","40","40","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","White","370","360","40310","40490"
"In post","2021","SEO/HEO","Food Standards Agency","Asian","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","White","490","480","35980","37350"
"In post","2021","SEO/HEO","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Unknown","50","50","35640","32880"
"In post","2021","SEO/HEO","Food Standards Scotland","White","70","70","37030","35110"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","150","150","37340","37040"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Black","80","80","37310","37560"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","110","110","36520","36360"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","110","110","37790","37560"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","410","400","37370","38600"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","White","1810","1780","37680","36780"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Forestry and Land Scotland","White","200","200","40150","38450"
"In post","2021","SEO/HEO","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Actuary's Department","White","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Asian","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Internal Audit Agency","White","190","170","40330","39980"
"In post","2021","SEO/HEO","Government Legal Department","Asian","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Black","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Legal Department","White","140","140","38730","40050"
"In post","2021","SEO/HEO","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Government Property Agency","White","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Asian","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Health and Safety Executive","Undeclared","100","100","47120","45870"
"In post","2021","SEO/HEO","Health and Safety Executive","Unknown","150","140","46490","44820"
"In post","2021","SEO/HEO","Health and Safety Executive","White","960","900","43490","41480"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Asian","270","260","34550","33530"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Black","150","150","34810","33180"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Mixed","50","40","[c]","[c]"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Undeclared","110","110","36120","36410"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","Unknown","270","270","32660","30850"
"In post","2021","SEO/HEO","HM Courts and Tribunals Service","White","1840","1710","34280","32260"
"In post","2021","SEO/HEO","HM Land Registry","Asian","50","50","37960","37290"
"In post","2021","SEO/HEO","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Land Registry","Undeclared","120","110","37400","33840"
"In post","2021","SEO/HEO","HM Land Registry","Unknown","150","140","38200","38450"
"In post","2021","SEO/HEO","HM Land Registry","White","1660","1490","37260","33840"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Asian","280","250","40560","38160"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Black","190","180","41990","40860"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Mixed","130","120","41410","38160"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Other ethnicity","40","40","[c]","[c]"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Undeclared","160","150","41080","38160"
"In post","2021","SEO/HEO","HM Prison and Probation Service","Unknown","350","310","37480","36410"
"In post","2021","SEO/HEO","HM Prison and Probation Service","White","5310","5120","41220","38160"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Asian","1410","1370","35030","33850"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Black","510","500","36060","36160"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Chinese","50","50","[c]","[c]"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Mixed","250","240","35070","33920"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Other ethnicity","70","70","35690","36160"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Undeclared","930","880","35430","35000"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Unknown","3450","3340","34300","31810"
"In post","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","White","13050","12340","34700","31940"
"In post","2021","SEO/HEO","HM Treasury (excl. agencies)","Asian","80","80","35240","32960"
"In post","2021","SEO/HEO","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","HM Treasury (excl. agencies)","Mixed","40","40","[c]","[c]"
