"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of the Public Guardian","40","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Public Health England","170","140","44520","38890"
"In post","2021","Undeclared","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Rural Payments Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Government (excl. agencies)","100","100","47240","46600"
"In post","2021","Undeclared","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Submarine Delivery Agency","120","110","44230","41940"
"In post","2021","Undeclared","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Hydrographic Office","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Intellectual Property Office","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","UK Space Agency","60","60","45960","49080"
"In post","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","50","40","34030","28350"
"In post","2021","Undeclared","Undeclared","Valuation Office Agency","140","130","37860","33250"
"In post","2021","Undeclared","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Welsh Government (excl. agencies)","200","200","42990","37410"
"In post","2021","Undeclared","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","60","60","29920","27570"
"In post","2021","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Health and Safety Executive","60","60","43380","44960"
"In post","2021","Undeclared","Unknown","HM Courts and Tribunals Service","60","50","24980","22560"
"In post","2021","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Prison and Probation Service","370","350","29020","27380"
"In post","2021","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","260","230","31210","28130"
"In post","2021","Undeclared","Unknown","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal Aid Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence (excl. agencies)","90","90","38380","36460"
"In post","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Courts and Tribunals Service","1660","1500","27560","22820"
"In post","2021","Undeclared","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Advisory, Conciliation and Arbitration Service","80","70","36310","34500"
"In post","2021","Undeclared","White","Animal and Plant Health Agency","190","180","33770","30610"
"In post","2021","Undeclared","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Cabinet Office (excl. agencies)","260","250","47400","40600"
"In post","2021","Undeclared","White","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Companies House","50","50","30840","25100"
"In post","2021","Undeclared","White","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Undeclared","White","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Crown Office and Procurator Fiscal Service","70","60","36050","33550"
"In post","2021","Undeclared","White","Crown Prosecution Service","90","90","39790","38000"
"In post","2021","Undeclared","White","Defence Electronics and Components Agency","250","240","28600","28750"
"In post","2021","Undeclared","White","Defence Equipment and Support","580","550","37560","35740"
"In post","2021","Undeclared","White","Defence Science and Technology Laboratory","110","110","43080","46080"
"In post","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","230","230","49850","53380"
"In post","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","60","60","48940","51730"
"In post","2021","Undeclared","White","Department for Education (excl. agencies)","210","200","44540","40510"
"In post","2021","Undeclared","White","Department for Environment, Food and Rural Affairs (excl. agencies)","210","200","40190","36520"
"In post","2021","Undeclared","White","Department for International Trade","70","70","48680","51710"
"In post","2021","Undeclared","White","Department for Transport (excl. agencies)","130","120","53730","54650"
"In post","2021","Undeclared","White","Department for Work and Pensions (excl. agencies)","4680","4110","26710","27570"
"In post","2021","Undeclared","White","Department of Health and Social Care (excl. agencies)","70","70","49220","49530"
"In post","2021","Undeclared","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Driver and Vehicle Licensing Agency","1370","1110","24460","21590"
"In post","2021","Undeclared","White","Driver and Vehicle Standards Agency","600","530","29200","26780"
"In post","2021","Undeclared","White","Education and Skills Funding Agency","50","50","44590","40300"
"In post","2021","Undeclared","White","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","FCDO Services","50","50","[c]","[c]"
"In post","2021","Undeclared","White","Food Standards Agency","70","60","40710","39130"
"In post","2021","Undeclared","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Foreign, Commonwealth and Development Office (excl. agencies)","320","320","50240","51220"
"In post","2021","Undeclared","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Government Legal Department","110","100","54120","52050"
"In post","2021","Undeclared","White","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Health and Safety Executive","180","170","43590","42140"
"In post","2021","Undeclared","White","HM Courts and Tribunals Service","1180","1050","25550","21170"
"In post","2021","Undeclared","White","HM Land Registry","460","400","32340","27130"
"In post","2021","Undeclared","White","HM Prison and Probation Service","2610","2430","31990","31650"
"In post","2021","Undeclared","White","HM Revenue and Customs (excl. agencies)","2300","2070","32530","28130"
"In post","2021","Undeclared","White","HM Treasury (excl. agencies)","110","100","45040","38890"
"In post","2021","Undeclared","White","Home Office (incl. agencies)","1900","1740","33090","27370"
"In post","2021","Undeclared","White","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Legal Aid Agency","60","60","26040","21750"
"In post","2021","Undeclared","White","Maritime and Coastguard Agency","70","70","38690","36180"
"In post","2021","Undeclared","White","Medicines and Healthcare Products Regulatory Agency","80","70","53810","53620"
"In post","2021","Undeclared","White","Ministry of Defence (excl. agencies)","2330","2220","33230","30620"
"In post","2021","Undeclared","White","Ministry of Housing, Communities and Local Government (excl. agencies)","70","60","46450","42520"
"In post","2021","Undeclared","White","Ministry of Justice (excl. agencies)","230","220","44290","40000"
"In post","2021","Undeclared","White","National Crime Agency","150","150","41110","39190"
"In post","2021","Undeclared","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office for Standards in Education, Children's Services and Skills","80","80","48710","51360"
"In post","2021","Undeclared","White","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office of the Public Guardian","50","50","[c]","[c]"
"In post","2021","Undeclared","White","Planning Inspectorate","30","20","[c]","[c]"
"In post","2021","Undeclared","White","Public Health England","460","410","46020","39980"
"In post","2021","Undeclared","White","Registers of Scotland","40","30","[c]","[c]"
"In post","2021","Undeclared","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Government (excl. agencies)","220","210","43510","39660"
"In post","2021","Undeclared","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Prison Service","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Submarine Delivery Agency","90","90","42880","40570"
"In post","2021","Undeclared","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","The National Archives","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Hydrographic Office","30","30","[c]","[c]"
"In post","2021","Undeclared","White","UK Intellectual Property Office","30","30","[c]","[c]"
"In post","2021","Undeclared","White","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","United Kingdom Statistics Authority","140","120","31820","30450"
"In post","2021","Undeclared","White","Valuation Office Agency","150","140","36040","32690"
"In post","2021","Undeclared","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Welsh Government (excl. agencies)","460","440","42820","37410"
"In post","2021","Undeclared","White","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Prosecution Service","90","70","38930","30110"
"In post","2021","Unknown","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Work and Pensions (excl. agencies)","1380","1150","26820","27570"
"In post","2021","Unknown","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Legal Department","30","30","[c]","[c]"
"In post","2021","Unknown","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","HM Courts and Tribunals Service","70","60","26810","22450"
"In post","2021","Unknown","Asian","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","HM Prison and Probation Service","90","80","34920","32850"
"In post","2021","Unknown","Asian","HM Revenue and Customs (excl. agencies)","790","710","29680","25630"
"In post","2021","Unknown","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Medicines and Healthcare Products Regulatory Agency","80","80","45440","40850"
"In post","2021","Unknown","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office of Gas and Electricity Markets","50","50","45560","38750"
"In post","2021","Unknown","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Public Health England","80","80","56790","44950"
"In post","2021","Unknown","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Prosecution Service","60","50","41970","34750"
"In post","2021","Unknown","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Work and Pensions (excl. agencies)","620","550","28800","30330"
"In post","2021","Unknown","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","HM Courts and Tribunals Service","70","60","25420","23500"
"In post","2021","Unknown","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","HM Prison and Probation Service","220","210","31230","31650"
"In post","2021","Unknown","Black","HM Revenue and Customs (excl. agencies)","200","190","30910","29570"
"In post","2021","Unknown","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","Unknown","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Unknown","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Public Health England","50","40","[c]","[c]"
"In post","2021","Unknown","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
