"Status","Year","Responsibility_level","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","EO","Declared non-disabled","50-59","880","790","27720","27570"
"Leaver CS","2021","EO","Declared non-disabled","60-64","720","580","27680","27570"
"Leaver CS","2021","EO","Declared non-disabled","65+","560","390","27570","27570"
"Leaver CS","2021","EO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","20-29","30","30","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","30-39","40","30","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","40-49","40","40","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","50-59","100","90","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","60-64","80","60","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","65+","60","40","[c]","[c]"
"Leaver CS","2021","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","20-29","500","460","25530","26550"
"Leaver CS","2021","EO","Unknown","30-39","290","270","28430","27570"
"Leaver CS","2021","EO","Unknown","40-49","200","190","27900","27570"
"Leaver CS","2021","EO","Unknown","50-59","280","260","29050","27570"
"Leaver CS","2021","EO","Unknown","60-64","140","120","28740","27570"
"Leaver CS","2021","EO","Unknown","65+","90","70","27060","26720"
"Leaver CS","2021","EO","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","50-59","90","80","63570","59420"
"Leaver CS","2021","G6/G7","Declared disabled","60-64","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","30-39","300","280","57270","54560"
"Leaver CS","2021","G6/G7","Declared non-disabled","40-49","220","200","60510","57620"
"Leaver CS","2021","G6/G7","Declared non-disabled","50-59","450","420","62160","60800"
"Leaver CS","2021","G6/G7","Declared non-disabled","60-64","370","320","62880","60830"
"Leaver CS","2021","G6/G7","Declared non-disabled","65+","140","100","62590","61010"
"Leaver CS","2021","G6/G7","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","50-59","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","20-29","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","30-39","150","140","57540","55060"
"Leaver CS","2021","G6/G7","Unknown","40-49","140","130","60850","58090"
"Leaver CS","2021","G6/G7","Unknown","50-59","160","150","62790","59360"
"Leaver CS","2021","G6/G7","Unknown","60-64","100","80","62100","59750"
"Leaver CS","2021","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","40-49","80","70","95580","92240"
"Leaver CS","2021","SCS","Declared non-disabled","50-59","90","80","107920","101450"
"Leaver CS","2021","SCS","Declared non-disabled","60-64","80","70","99090","95220"
"Leaver CS","2021","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","40-49","30","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","50-59","40","40","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","20-29","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","30-39","60","50","35860","34860"
"Leaver CS","2021","SEO/HEO","Declared disabled","40-49","70","60","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","50-59","200","190","38240","37800"
"Leaver CS","2021","SEO/HEO","Declared disabled","60-64","110","90","36910","37000"
"Leaver CS","2021","SEO/HEO","Declared disabled","65+","80","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","20-29","380","370","34350","33630"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","30-39","480","450","37160","37180"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","40-49","370","340","37310","37320"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","50-59","860","800","38010","36980"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","60-64","760","640","38660","37100"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","65+","380","290","38310","36100"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","20-29","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","30-39","60","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","40-49","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","50-59","130","120","38740","37300"
"Leaver CS","2021","SEO/HEO","Undeclared","60-64","90","80","38030","35550"
"Leaver CS","2021","SEO/HEO","Undeclared","65+","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","20-29","300","280","33620","32540"
"Leaver CS","2021","SEO/HEO","Unknown","30-39","280","270","36190","36470"
"Leaver CS","2021","SEO/HEO","Unknown","40-49","200","190","37720","37740"
"Leaver CS","2021","SEO/HEO","Unknown","50-59","260","250","38280","38460"
"Leaver CS","2021","SEO/HEO","Unknown","60-64","190","160","38510","37480"
"Leaver CS","2021","SEO/HEO","Unknown","65+","110","80","39080","39040"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","65+","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","20-29","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","30-39","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","50-59","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","60-64","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","65+","80","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","180","180","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","30-39","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","40-49","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","50-59","120","120","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","60-64","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Declared disabled","20-29","380","360","21230","21260"
"Leaver CS","2022","AA/AO","Declared disabled","30-39","240","220","22240","21260"
"Leaver CS","2022","AA/AO","Declared disabled","40-49","190","160","21760","21260"
"Leaver CS","2022","AA/AO","Declared disabled","50-59","350","300","21470","21260"
"Leaver CS","2022","AA/AO","Declared disabled","60-64","290","230","21700","21260"
"Leaver CS","2022","AA/AO","Declared disabled","65+","350","250","21320","21260"
"Leaver CS","2022","AA/AO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Declared non-disabled","16-19","80","80","20800","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","20-29","3050","2930","21400","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","30-39","1680","1550","21750","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","40-49","1110","1010","21740","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","50-59","1580","1380","21860","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","60-64","1170","920","22050","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","65+","1350","990","21410","21260"
"Leaver CS","2022","AA/AO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","20-29","160","150","21230","21260"
"Leaver CS","2022","AA/AO","Undeclared","30-39","120","110","21380","21260"
"Leaver CS","2022","AA/AO","Undeclared","40-49","110","100","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","50-59","220","200","23120","21200"
"Leaver CS","2022","AA/AO","Undeclared","60-64","180","140","21930","21010"
"Leaver CS","2022","AA/AO","Undeclared","65+","200","140","21450","21260"
"Leaver CS","2022","AA/AO","Unknown","16-19","60","60","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","20-29","1970","1900","21500","21260"
"Leaver CS","2022","AA/AO","Unknown","30-39","840","780","22340","21260"
"Leaver CS","2022","AA/AO","Unknown","40-49","500","450","22400","21300"
"Leaver CS","2022","AA/AO","Unknown","50-59","600","540","23210","21380"
"Leaver CS","2022","AA/AO","Unknown","60-64","340","270","22890","21050"
"Leaver CS","2022","AA/AO","Unknown","65+","290","220","22140","21250"
"Leaver CS","2022","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Declared disabled","20-29","220","210","26610","27570"
"Leaver CS","2022","EO","Declared disabled","30-39","170","150","27950","27570"
"Leaver CS","2022","EO","Declared disabled","40-49","150","130","28350","27570"
"Leaver CS","2022","EO","Declared disabled","50-59","270","240","28020","27570"
"Leaver CS","2022","EO","Declared disabled","60-64","240","190","28140","27570"
"Leaver CS","2022","EO","Declared disabled","65+","230","160","27550","27570"
"Leaver CS","2022","EO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Declared non-disabled","20-29","1440","1400","27140","27570"
"Leaver CS","2022","EO","Declared non-disabled","30-39","1030","970","27630","27570"
"Leaver CS","2022","EO","Declared non-disabled","40-49","850","790","27810","27570"
"Leaver CS","2022","EO","Declared non-disabled","50-59","1380","1240","27950","27570"
"Leaver CS","2022","EO","Declared non-disabled","60-64","1050","810","28160","27570"
"Leaver CS","2022","EO","Declared non-disabled","65+","840","600","28030","27570"
"Leaver CS","2022","EO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","20-29","80","70","26980","27570"
"Leaver CS","2022","EO","Undeclared","30-39","70","70","26710","27570"
"Leaver CS","2022","EO","Undeclared","40-49","70","60","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","50-59","120","110","28580","27570"
"Leaver CS","2022","EO","Undeclared","60-64","100","80","28490","27490"
"Leaver CS","2022","EO","Undeclared","65+","70","50","[c]","[c]"
"Leaver CS","2022","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","20-29","810","740","26080","27230"
"Leaver CS","2022","EO","Unknown","30-39","450","420","28080","27570"
"Leaver CS","2022","EO","Unknown","40-49","280","260","28350","27570"
"Leaver CS","2022","EO","Unknown","50-59","340","320","29030","27570"
"Leaver CS","2022","EO","Unknown","60-64","190","160","30380","30370"
"Leaver CS","2022","EO","Unknown","65+","130","100","29470","29250"
"Leaver CS","2022","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Declared disabled","30-39","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Declared disabled","40-49","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Declared disabled","50-59","80","80","61900","59090"
"Leaver CS","2022","G6/G7","Declared disabled","60-64","80","70","59440","57340"
"Leaver CS","2022","G6/G7","Declared disabled","65+","30","20","[c]","[c]"
"Leaver CS","2022","G6/G7","Declared non-disabled","20-29","120","120","53970","53380"
"Leaver CS","2022","G6/G7","Declared non-disabled","30-39","600","560","57100","54700"
"Leaver CS","2022","G6/G7","Declared non-disabled","40-49","530","490","60200","58770"
"Leaver CS","2022","G6/G7","Declared non-disabled","50-59","690","650","60610","59230"
"Leaver CS","2022","G6/G7","Declared non-disabled","60-64","520","460","62870","61140"
"Leaver CS","2022","G6/G7","Declared non-disabled","65+","220","180","63760","62170"
"Leaver CS","2022","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","30-39","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","40-49","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","50-59","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","60-64","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","20-29","100","80","54650","53380"
"Leaver CS","2022","G6/G7","Unknown","30-39","310","250","58080","54730"
"Leaver CS","2022","G6/G7","Unknown","40-49","310","260","60250","57510"
"Leaver CS","2022","G6/G7","Unknown","50-59","260","220","62550","59420"
"Leaver CS","2022","G6/G7","Unknown","60-64","110","90","63000","61850"
"Leaver CS","2022","G6/G7","Unknown","65+","40","30","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","30-39","40","30","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","40-49","130","120","94240","92020"
"Leaver CS","2022","SCS","Declared non-disabled","50-59","160","140","94930","93740"
"Leaver CS","2022","SCS","Declared non-disabled","60-64","120","100","104090","99840"
"Leaver CS","2022","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","40-49","50","40","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","50-59","80","60","112360","108050"
"Leaver CS","2022","SCS","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","20-29","100","100","35010","34600"
"Leaver CS","2022","SEO/HEO","Declared disabled","30-39","110","100","36580","36050"
"Leaver CS","2022","SEO/HEO","Declared disabled","40-49","100","90","37570","37450"
"Leaver CS","2022","SEO/HEO","Declared disabled","50-59","220","200","37670","36880"
"Leaver CS","2022","SEO/HEO","Declared disabled","60-64","180","150","38960","37320"
"Leaver CS","2022","SEO/HEO","Declared disabled","65+","110","80","38330","36130"
"Leaver CS","2022","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","20-29","930","900","34520","34020"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","30-39","1150","1100","36860","36840"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","40-49","750","700","38470","38440"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","50-59","1000","920","38390","37590"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","60-64","1010","880","38970","37840"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","65+","560","430","38200","36460"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","20-29","70","70","34850","33710"
"Leaver CS","2022","SEO/HEO","Undeclared","30-39","80","80","36920","36840"
"Leaver CS","2022","SEO/HEO","Undeclared","40-49","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","50-59","100","100","39290","37770"
"Leaver CS","2022","SEO/HEO","Undeclared","60-64","110","100","38790","37910"
"Leaver CS","2022","SEO/HEO","Undeclared","65+","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","20-29","670","550","34310","33400"
"Leaver CS","2022","SEO/HEO","Unknown","30-39","560","490","37080","36660"
"Leaver CS","2022","SEO/HEO","Unknown","40-49","330","280","37950","37390"
"Leaver CS","2022","SEO/HEO","Unknown","50-59","320","270","39100","39320"
"Leaver CS","2022","SEO/HEO","Unknown","60-64","210","180","40850","40290"
"Leaver CS","2022","SEO/HEO","Unknown","65+","100","80","41160","40560"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","60-64","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","65+","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","20-29","250","240","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","30-39","240","220","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","40-49","150","130","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","50-59","170","150","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","60-64","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","65+","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","20-29","280","240","27760","28980"
"Leaver CS","2022","Unknown","Unknown","30-39","210","180","35350","32700"
"Leaver CS","2022","Unknown","Unknown","40-49","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","50-59","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","60-64","100","90","43810","37800"
"Leaver CS","2022","Unknown","Unknown","65+","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","40-49","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","20-29","510","500","21230","21010"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","30-39","380","350","21070","21010"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","40-49","200","180","21180","21010"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","50-59","140","130","21040","21010"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","20-29","290","280","20990","20880"
"Leaver Dept.","2021","AA/AO","Unknown","30-39","130","130","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","40-49","90","90","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","50-59","80","70","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared disabled","20-29","80","80","26430","27310"
"Leaver Dept.","2021","EO","Declared disabled","30-39","70","60","26530","27030"
"Leaver Dept.","2021","EO","Declared disabled","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Declared disabled","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared non-disabled","20-29","600","580","26870","27550"
"Leaver Dept.","2021","EO","Declared non-disabled","30-39","440","420","26610","27570"
"Leaver Dept.","2021","EO","Declared non-disabled","40-49","290","270","26960","27570"
"Leaver Dept.","2021","EO","Declared non-disabled","50-59","200","190","27120","27570"
"Leaver Dept.","2021","EO","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","50-59","[c]","[c]","[c]","[c]"
