"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","Unknown","80","80","55620","50540"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Unknown","50","50","63090","62010"
"In post","2021","50-59","Other Cabinet Office Agencies","Heterosexual / straight","200","200","46100","40780"
"In post","2021","50-59","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government","Heterosexual / straight","3130","3000","42300","36670"
"In post","2021","50-59","Scottish Government","LGBO","100","100","44350","35110"
"In post","2021","50-59","Scottish Government","Undeclared","680","630","32880","29350"
"In post","2021","50-59","Scottish Government","Unknown","2220","2120","37700","33650"
"In post","2021","50-59","The National Archives","Heterosexual / straight","60","50","39480","39780"
"In post","2021","50-59","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","Unknown","70","70","37210","33130"
"In post","2021","50-59","UK Export Finance","Heterosexual / straight","80","80","61290","52050"
"In post","2021","50-59","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","Heterosexual / straight","840","720","31930","27160"
"In post","2021","50-59","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","Undeclared","50","40","31450","26360"
"In post","2021","50-59","United Kingdom Statistics Authority","Unknown","340","290","31980","25080"
"In post","2021","50-59","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Heterosexual / straight","1340","1280","44340","37410"
"In post","2021","50-59","Welsh Government","LGBO","60","50","47080","47000"
"In post","2021","50-59","Welsh Government","Undeclared","240","230","45540","47000"
"In post","2021","50-59","Welsh Government","Unknown","40","40","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","Heterosexual / straight","350","300","47000","49580"
"In post","2021","60-64","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","Unknown","150","130","48990","55610"
"In post","2021","60-64","Cabinet Office","Heterosexual / straight","160","140","49020","35590"
"In post","2021","60-64","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Cabinet Office","Unknown","70","60","52970","53320"
"In post","2021","60-64","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","340","300","38740","34500"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Undeclared","60","50","37410","34500"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Unknown","190","170","35710","32730"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education","Heterosexual / straight","180","170","45550","42560"
"In post","2021","60-64","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education","Unknown","60","60","46530","43880"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Heterosexual / straight","400","360","35320","29750"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Undeclared","70","60","32780","29270"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Unknown","160","150","31480","26280"
"In post","2021","60-64","Department for International Trade","Heterosexual / straight","50","50","50500","43840"
"In post","2021","60-64","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Heterosexual / straight","850","710","31640","26780"
"In post","2021","60-64","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Undeclared","460","340","26990","26700"
"In post","2021","60-64","Department for Transport","Unknown","130","110","28200","26700"
"In post","2021","60-64","Department for Work and Pensions","Heterosexual / straight","5930","4630","27450","27570"
"In post","2021","60-64","Department for Work and Pensions","LGBO","210","170","28410","27570"
"In post","2021","60-64","Department for Work and Pensions","Undeclared","1010","780","27080","27570"
"In post","2021","60-64","Department for Work and Pensions","Unknown","2310","1750","26620","27570"
"In post","2021","60-64","Department of Health and Social Care","Heterosexual / straight","340","290","53180","43960"
"In post","2021","60-64","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Undeclared","70","50","56370","50970"
"In post","2021","60-64","Department of Health and Social Care","Unknown","190","170","56220","45150"
"In post","2021","60-64","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Heterosexual / straight","50","50","35920","29010"
"In post","2021","60-64","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Unknown","40","40","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Heterosexual / straight","290","270","50700","47000"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Undeclared","40","30","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Unknown","50","50","41540","38730"
"In post","2021","60-64","HM Land Registry","Heterosexual / straight","270","190","33090","30600"
"In post","2021","60-64","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Undeclared","100","70","34870","33840"
"In post","2021","60-64","HM Land Registry","Unknown","120","90","29550","27130"
"In post","2021","60-64","HM Revenue and Customs","Heterosexual / straight","3130","2390","31480","28130"
"In post","2021","60-64","HM Revenue and Customs","LGBO","90","70","29650","25630"
"In post","2021","60-64","HM Revenue and Customs","Undeclared","580","430","32700","28130"
"In post","2021","60-64","HM Revenue and Customs","Unknown","1850","1400","27520","21440"
"In post","2021","60-64","HM Treasury","Heterosexual / straight","50","40","47470","44530"
"In post","2021","60-64","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Heterosexual / straight","1760","1420","30130","26120"
"In post","2021","60-64","Home Office","LGBO","30","20","[c]","[c]"
"In post","2021","60-64","Home Office","Undeclared","370","300","30670","27370"
"In post","2021","60-64","Home Office","Unknown","30","30","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Heterosexual / straight","4410","4090","32120","28260"
"In post","2021","60-64","Ministry of Defence","LGBO","50","50","28890","23850"
"In post","2021","60-64","Ministry of Defence","Undeclared","900","820","33040","30770"
"In post","2021","60-64","Ministry of Defence","Unknown","450","430","33880","32700"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Heterosexual / straight","120","110","50220","47660"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice","Heterosexual / straight","4180","3510","28410","24550"
"In post","2021","60-64","Ministry of Justice","LGBO","120","100","31090","28200"
"In post","2021","60-64","Ministry of Justice","Undeclared","620","510","28710","25400"
"In post","2021","60-64","Ministry of Justice","Unknown","940","710","27540","26340"
"In post","2021","60-64","National Crime Agency","Heterosexual / straight","220","200","41900","40060"
"In post","2021","60-64","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Unknown","60","60","39620","37700"
"In post","2021","60-64","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Heterosexual / straight","100","90","55510","51360"
"In post","2021","60-64","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","Heterosexual / straight","630","530","38430","33650"
"In post","2021","60-64","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","Undeclared","230","190","29080","22820"
"In post","2021","60-64","Scottish Government","Unknown","630","510","36400","33650"
"In post","2021","60-64","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Heterosexual / straight","300","220","25850","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Unknown","100","80","26610","19520"
"In post","2021","60-64","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government","Heterosexual / straight","330","290","43860","37410"
"In post","2021","60-64","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government","Undeclared","60","50","45790","47000"
"In post","2021","60-64","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Heterosexual / straight","80","70","42490","31520"
"In post","2021","65+","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Unknown","40","30","[c]","[c]"
"In post","2021","65+","Cabinet Office","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","65+","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","90","38080","34500"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Unknown","90","70","36720","33860"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","65+","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Heterosexual / straight","120","110","34170","29480"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Unknown","60","50","31940","26520"
"In post","2021","65+","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport","Heterosexual / straight","250","190","30810","26780"
"In post","2021","65+","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport","Undeclared","170","120","27680","26780"
"In post","2021","65+","Department for Transport","Unknown","60","50","29170","28700"
"In post","2021","65+","Department for Work and Pensions","Heterosexual / straight","1590","1140","26660","27570"
"In post","2021","65+","Department for Work and Pensions","LGBO","60","50","25530","25850"
"In post","2021","65+","Department for Work and Pensions","Undeclared","260","180","26700","26120"
"In post","2021","65+","Department for Work and Pensions","Unknown","710","500","25970","26120"
"In post","2021","65+","Department of Health and Social Care","Heterosexual / straight","130","100","46100","36340"
"In post","2021","65+","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department of Health and Social Care","Undeclared","30","20","[c]","[c]"
"In post","2021","65+","Department of Health and Social Care","Unknown","80","70","53340","41520"
"In post","2021","65+","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Heterosexual / straight","100","80","47120","46630"
"In post","2021","65+","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Land Registry","Heterosexual / straight","70","40","34320","31740"
"In post","2021","65+","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Land Registry","Unknown","40","20","[c]","[c]"
"In post","2021","65+","HM Revenue and Customs","Heterosexual / straight","780","560","31150","28130"
"In post","2021","65+","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Revenue and Customs","Undeclared","190","130","31390","28130"
"In post","2021","65+","HM Revenue and Customs","Unknown","550","390","28240","24120"
"In post","2021","65+","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Home Office","Heterosexual / straight","600","450","27830","25630"
"In post","2021","65+","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Home Office","Undeclared","140","100","29180","27130"
"In post","2021","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Heterosexual / straight","1500","1330","30950","26670"
"In post","2021","65+","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Undeclared","290","250","31430","29200"
"In post","2021","65+","Ministry of Defence","Unknown","180","150","31040","26670"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Heterosexual / straight","50","40","54450","58810"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Justice","Heterosexual / straight","1280","980","26300","22450"
"In post","2021","65+","Ministry of Justice","LGBO","40","30","[c]","[c]"
"In post","2021","65+","Ministry of Justice","Undeclared","200","150","26340","22260"
"In post","2021","65+","Ministry of Justice","Unknown","400","280","26510","23790"
"In post","2021","65+","National Crime Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","65+","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Heterosexual / straight","140","110","35120","29190"
"In post","2021","65+","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Undeclared","70","50","25700","22820"
"In post","2021","65+","Scottish Government","Unknown","210","160","35300","31060"
"In post","2021","65+","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Heterosexual / straight","190","120","23430","19520"
"In post","2021","65+","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Unknown","50","30","[c]","[c]"
"In post","2021","65+","Welsh Government","Heterosexual / straight","130","100","39290","33620"
"In post","2021","65+","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
