"Status","Year","Disability","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","480","460","21520","21250"
"In post","2022","Unknown","16-19","White","60","50","21770","21660"
"In post","2022","Unknown","20-29","Asian","740","730","30900","28840"
"In post","2022","Unknown","20-29","Black","240","230","32040","30280"
"In post","2022","Unknown","20-29","Mixed","250","250","33640","32660"
"In post","2022","Unknown","20-29","Other ethnicity","60","60","33450","30480"
"In post","2022","Unknown","20-29","Undeclared","210","200","32660","32190"
"In post","2022","Unknown","20-29","Unknown","19830","19550","29030","27230"
"In post","2022","Unknown","20-29","White","4640","4600","31500","29550"
"In post","2022","Unknown","30-39","Asian","760","730","37460","33370"
"In post","2022","Unknown","30-39","Black","270","260","36750","33810"
"In post","2022","Unknown","30-39","Mixed","240","230","40890","37370"
"In post","2022","Unknown","30-39","Other ethnicity","60","60","38810","36500"
"In post","2022","Unknown","30-39","Undeclared","420","400","37640","35000"
"In post","2022","Unknown","30-39","Unknown","16520","15900","34710","30750"
"In post","2022","Unknown","30-39","White","5800","5570","37610","35000"
"In post","2022","Unknown","40-49","Asian","740","700","40860","36740"
"In post","2022","Unknown","40-49","Black","240","230","40400","37610"
"In post","2022","Unknown","40-49","Mixed","110","100","42900","40000"
"In post","2022","Unknown","40-49","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Unknown","40-49","Undeclared","510","490","42200","38280"
"In post","2022","Unknown","40-49","Unknown","10850","10320","38270","32690"
"In post","2022","Unknown","40-49","White","5810","5510","40470","36840"
"In post","2022","Unknown","50-59","Asian","440","420","40560","33440"
"In post","2022","Unknown","50-59","Black","260","260","39730","33390"
"In post","2022","Unknown","50-59","Mixed","100","90","41910","37960"
"In post","2022","Unknown","50-59","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Unknown","50-59","Undeclared","620","590","39680","35000"
"In post","2022","Unknown","50-59","Unknown","9960","9380","37090","31740"
"In post","2022","Unknown","50-59","White","6770","6380","38980","35000"
"In post","2022","Unknown","60-64","Asian","100","90","37890","33240"
"In post","2022","Unknown","60-64","Black","80","80","35670","31310"
"In post","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","170","140","40210","35000"
"In post","2022","Unknown","60-64","Unknown","2530","2160","32840","28200"
"In post","2022","Unknown","60-64","White","1800","1480","35170","29720"
"In post","2022","Unknown","65+","Asian","50","40","[c]","[c]"
"In post","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","60","50","39630","33390"
"In post","2022","Unknown","65+","Unknown","770","580","32950","28200"
"In post","2022","Unknown","65+","White","570","450","34780","28920"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","20-29","White","260","250","25380","22350"
"Leaver CS","2021","Declared disabled","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","30-39","White","210","190","29820","27570"
"Leaver CS","2021","Declared disabled","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","40-49","White","270","240","30890","27360"
"Leaver CS","2021","Declared disabled","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","50-59","White","770","680","32480","27570"
"Leaver CS","2021","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","60-64","White","500","410","30810","27240"
"Leaver CS","2021","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","65+","White","490","360","26530","24550"
"Leaver CS","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","16-19","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","Asian","280","270","25130","24490"
"Leaver CS","2021","Declared non-disabled","20-29","Black","110","110","25860","25110"
"Leaver CS","2021","Declared non-disabled","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","Mixed","100","100","26350","24580"
"Leaver CS","2021","Declared non-disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","20-29","White","1980","1910","25770","22890"
"Leaver CS","2021","Declared non-disabled","30-39","Asian","200","180","31730","27760"
"Leaver CS","2021","Declared non-disabled","30-39","Black","100","100","33010","27760"
"Leaver CS","2021","Declared non-disabled","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","30-39","Mixed","80","80","34460","28820"
"Leaver CS","2021","Declared non-disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","30-39","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","30-39","Unknown","110","100","34300","29300"
"Leaver CS","2021","Declared non-disabled","30-39","White","1620","1500","34880","29930"
"Leaver CS","2021","Declared non-disabled","40-49","Asian","150","140","38910","32030"
"Leaver CS","2021","Declared non-disabled","40-49","Black","100","90","31350","27930"
"Leaver CS","2021","Declared non-disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","White","1370","1230","37410","29730"
"Leaver CS","2021","Declared non-disabled","50-59","Asian","120","100","32190","26120"
"Leaver CS","2021","Declared non-disabled","50-59","Black","80","80","34790","28780"
"Leaver CS","2021","Declared non-disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Undeclared","100","90","36320","27570"
"Leaver CS","2021","Declared non-disabled","50-59","Unknown","140","130","40850","31060"
"Leaver CS","2021","Declared non-disabled","50-59","White","3110","2780","36210","28230"
"Leaver CS","2021","Declared non-disabled","60-64","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Black","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Undeclared","110","90","33550","31780"
"Leaver CS","2021","Declared non-disabled","60-64","Unknown","130","100","38460","27570"
"Leaver CS","2021","Declared non-disabled","60-64","White","2600","2120","35670","27570"
"Leaver CS","2021","Declared non-disabled","65+","Asian","80","60","27970","24500"
"Leaver CS","2021","Declared non-disabled","65+","Black","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Undeclared","80","50","29870","26120"
"Leaver CS","2021","Declared non-disabled","65+","Unknown","90","60","36150","27570"
"Leaver CS","2021","Declared non-disabled","65+","White","1940","1410","28790","25490"
"Leaver CS","2021","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","White","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","White","110","100","31440","29290"
"Leaver CS","2021","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","White","110","100","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Undeclared","180","160","36220","34530"
"Leaver CS","2021","Undeclared","50-59","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","White","290","260","36450","30290"
"Leaver CS","2021","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Undeclared","120","100","35400","33280"
"Leaver CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","White","190","150","32000","28210"
"Leaver CS","2021","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","White","180","130","28220","26050"
"Leaver CS","2021","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Undeclared","110","110","21450","19130"
"Leaver CS","2021","Unknown","20-29","Unknown","1950","1850","25050","23340"
"Leaver CS","2021","Unknown","20-29","White","170","170","26440","22840"
"Leaver CS","2021","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","1120","1040","32430","28170"
"Leaver CS","2021","Unknown","30-39","White","200","180","35330","33300"
"Leaver CS","2021","Unknown","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","810","750","36020","27850"
"Leaver CS","2021","Unknown","40-49","White","210","180","40790","37700"
"Leaver CS","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","910","850","36280","29290"
"Leaver CS","2021","Unknown","50-59","White","370","330","42710","38460"
"Leaver CS","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","450","390","40010","33620"
"Leaver CS","2021","Unknown","60-64","White","300","240","41560","34910"
"Leaver CS","2021","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Unknown","270","220","33880","29520"
"Leaver CS","2021","Unknown","65+","White","200","150","34400","25670"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Asian","60","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Black","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","20-29","White","550","520","25660","23720"
"Leaver CS","2022","Declared disabled","30-39","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","30-39","White","470","430","29530","27570"
"Leaver CS","2022","Declared disabled","40-49","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","40-49","White","400","360","32120","27570"
"Leaver CS","2022","Declared disabled","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","50-59","White","840","730","32530","27570"
"Leaver CS","2022","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","60-64","White","720","580","32850","27570"
"Leaver CS","2022","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","65+","White","650","470","27560","25610"
"Leaver CS","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","16-19","White","70","70","21050","21260"
"Leaver CS","2022","Declared non-disabled","20-29","Asian","640","610","27150","27140"
"Leaver CS","2022","Declared non-disabled","20-29","Black","340","320","28230","27570"
"Leaver CS","2022","Declared non-disabled","20-29","Mixed","250","240","27600","26950"
"Leaver CS","2022","Declared non-disabled","20-29","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","20-29","Undeclared","80","70","28060","26350"
"Leaver CS","2022","Declared non-disabled","20-29","Unknown","150","140","24820","22010"
"Leaver CS","2022","Declared non-disabled","20-29","White","4280","4150","26560","24900"
"Leaver CS","2022","Declared non-disabled","30-39","Asian","470","440","34630","30780"
"Leaver CS","2022","Declared non-disabled","30-39","Black","290","280","32850","31060"
"Leaver CS","2022","Declared non-disabled","30-39","Mixed","170","160","34220","31060"
"Leaver CS","2022","Declared non-disabled","30-39","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","30-39","Undeclared","100","100","35140","31390"
"Leaver CS","2022","Declared non-disabled","30-39","Unknown","150","140","31930","29180"
"Leaver CS","2022","Declared non-disabled","30-39","White","3520","3280","34340","29640"
"Leaver CS","2022","Declared non-disabled","40-49","Asian","300","270","39430","31060"
"Leaver CS","2022","Declared non-disabled","40-49","Black","200","190","35940","31060"
"Leaver CS","2022","Declared non-disabled","40-49","Mixed","80","70","37640","31060"
"Leaver CS","2022","Declared non-disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","40-49","Undeclared","80","70","34120","27570"
"Leaver CS","2022","Declared non-disabled","40-49","Unknown","110","90","40090","30780"
"Leaver CS","2022","Declared non-disabled","40-49","White","2740","2510","37780","29290"
"Leaver CS","2022","Declared non-disabled","50-59","Asian","180","160","38980","30200"
"Leaver CS","2022","Declared non-disabled","50-59","Black","170","170","34610","30000"
"Leaver CS","2022","Declared non-disabled","50-59","Mixed","70","70","37840","27570"
