"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Psychology","Heterosexual / straight","90","90","33050","29750"
"In post","2022","Declared disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Heterosexual / straight","700","670","36800","34550"
"In post","2022","Declared disabled","Science and Engineering","LGBO","80","80","35650","32000"
"In post","2022","Declared disabled","Science and Engineering","Undeclared","120","120","36780","35670"
"In post","2022","Declared disabled","Science and Engineering","Unknown","110","110","37510","38070"
"In post","2022","Declared disabled","Security","Heterosexual / straight","550","530","31950","29120"
"In post","2022","Declared disabled","Security","LGBO","40","30","[c]","[c]"
"In post","2022","Declared disabled","Security","Undeclared","70","70","35790","38440"
"In post","2022","Declared disabled","Security","Unknown","40","40","[c]","[c]"
"In post","2022","Declared disabled","Social Research","Heterosexual / straight","90","80","41430","39300"
"In post","2022","Declared disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Statistics","Heterosexual / straight","170","160","43700","39100"
"In post","2022","Declared disabled","Statistics","LGBO","40","40","[c]","[c]"
"In post","2022","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Tax","Heterosexual / straight","1150","1070","36780","33370"
"In post","2022","Declared disabled","Tax","LGBO","170","160","34330","33080"
"In post","2022","Declared disabled","Tax","Undeclared","150","130","36810","33370"
"In post","2022","Declared disabled","Tax","Unknown","110","100","36720","33440"
"In post","2022","Declared disabled","Unknown","Heterosexual / straight","1800","1720","40220","34600"
"In post","2022","Declared disabled","Unknown","LGBO","420","410","38530","33720"
"In post","2022","Declared disabled","Unknown","Undeclared","200","190","41770","36760"
"In post","2022","Declared disabled","Unknown","Unknown","170","160","34780","30040"
"In post","2022","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Heterosexual / straight","3310","3190","40540","37400"
"In post","2022","Declared non-disabled","Commercial","LGBO","150","150","37990","34000"
"In post","2022","Declared non-disabled","Commercial","Undeclared","280","270","39430","36970"
"In post","2022","Declared non-disabled","Commercial","Unknown","250","240","37010","34290"
"In post","2022","Declared non-disabled","Communications","Heterosexual / straight","2160","2070","43040","39650"
"In post","2022","Declared non-disabled","Communications","LGBO","150","150","43120","40650"
"In post","2022","Declared non-disabled","Communications","Undeclared","170","160","41290","38160"
"In post","2022","Declared non-disabled","Communications","Unknown","150","140","39780","38070"
"In post","2022","Declared non-disabled","Corporate Finance","Heterosexual / straight","60","60","54890","47570"
"In post","2022","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Corporate Finance","Unknown","50","50","42620","38590"
"In post","2022","Declared non-disabled","Counter Fraud","Heterosexual / straight","3430","3130","29260","27570"
"In post","2022","Declared non-disabled","Counter Fraud","LGBO","140","140","29050","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Undeclared","370","320","28550","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","1000","860","28710","27570"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","10410","10130","42690","39650"
"In post","2022","Declared non-disabled","Digital, Data and Technology","LGBO","520","520","41280","37100"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Undeclared","1030","1000","41790","38650"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Unknown","1040","990","41080","37710"
"In post","2022","Declared non-disabled","Economics","Heterosexual / straight","1150","1120","49190","51210"
"In post","2022","Declared non-disabled","Economics","LGBO","100","100","46410","43370"
"In post","2022","Declared non-disabled","Economics","Undeclared","100","100","47890","47880"
"In post","2022","Declared non-disabled","Economics","Unknown","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Heterosexual / straight","7210","6930","40960","36610"
"In post","2022","Declared non-disabled","Finance","LGBO","270","270","42960","37510"
"In post","2022","Declared non-disabled","Finance","Undeclared","620","590","40700","37650"
"In post","2022","Declared non-disabled","Finance","Unknown","500","470","39920","35550"
"In post","2022","Declared non-disabled","Geography","Heterosexual / straight","260","250","31950","33290"
"In post","2022","Declared non-disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Heterosexual / straight","5540","5240","39600","35310"
"In post","2022","Declared non-disabled","Human Resources","LGBO","300","290","41950","37620"
"In post","2022","Declared non-disabled","Human Resources","Undeclared","330","320","37010","33300"
"In post","2022","Declared non-disabled","Human Resources","Unknown","270","250","35690","31990"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","710","690","66050","70500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","LGBO","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","1950","1860","33560","30810"
"In post","2022","Declared non-disabled","Intelligence Analysis","LGBO","90","90","34600","30760"
"In post","2022","Declared non-disabled","Intelligence Analysis","Undeclared","210","200","33720","30500"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","60","60","34340","31700"
"In post","2022","Declared non-disabled","Internal Audit","Heterosexual / straight","490","460","46300","43430"
"In post","2022","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Undeclared","60","50","46390","43160"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","Heterosexual / straight","710","700","48120","48220"
"In post","2022","Declared non-disabled","International Trade","LGBO","60","60","50920","50540"
"In post","2022","Declared non-disabled","International Trade","Undeclared","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","Unknown","50","50","45920","40100"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","1270","1220","35540","32770"
"In post","2022","Declared non-disabled","Knowledge and Information Management","LGBO","80","80","35180","31920"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Undeclared","160","160","34250","32670"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","150","140","35710","31990"
"In post","2022","Declared non-disabled","Legal","Heterosexual / straight","6680","6260","49360","50500"
"In post","2022","Declared non-disabled","Legal","LGBO","350","340","51300","51470"
"In post","2022","Declared non-disabled","Legal","Undeclared","500","460","49950","48450"
"In post","2022","Declared non-disabled","Legal","Unknown","1030","930","54880","55610"
"In post","2022","Declared non-disabled","Medicine","Heterosexual / straight","1320","1170","52730","40780"
"In post","2022","Declared non-disabled","Medicine","LGBO","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Undeclared","110","100","62300","50810"
"In post","2022","Declared non-disabled","Medicine","Unknown","60","60","51410","42120"
"In post","2022","Declared non-disabled","Operational Delivery","Heterosexual / straight","130330","120110","29010","27570"
"In post","2022","Declared non-disabled","Operational Delivery","LGBO","6760","6520","28780","27370"
"In post","2022","Declared non-disabled","Operational Delivery","Undeclared","12070","10780","28520","27130"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","18630","15980","27190","27060"
"In post","2022","Declared non-disabled","Operational Research","Heterosexual / straight","440","420","46990","47010"
"In post","2022","Declared non-disabled","Operational Research","LGBO","50","50","39610","37910"
"In post","2022","Declared non-disabled","Operational Research","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Unknown","360","350","44420","47010"
"In post","2022","Declared non-disabled","Other","Heterosexual / straight","16200","15360","30290","26930"
"In post","2022","Declared non-disabled","Other","LGBO","660","650","31370","27570"
"In post","2022","Declared non-disabled","Other","Undeclared","1430","1350","30360","26950"
"In post","2022","Declared non-disabled","Other","Unknown","1370","1240","31360","27570"
"In post","2022","Declared non-disabled","Planning","Heterosexual / straight","150","140","46570","41980"
"In post","2022","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Heterosexual / straight","240","220","56300","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Heterosexual / straight","18450","17880","48220","45650"
"In post","2022","Declared non-disabled","Policy","LGBO","1610","1590","47730","45200"
"In post","2022","Declared non-disabled","Policy","Undeclared","1590","1540","47500","43900"
"In post","2022","Declared non-disabled","Policy","Unknown","760","720","48040","47770"
"In post","2022","Declared non-disabled","Project Delivery","Heterosexual / straight","9350","9010","44080","40520"
"In post","2022","Declared non-disabled","Project Delivery","LGBO","430","430","43230","40170"
"In post","2022","Declared non-disabled","Project Delivery","Undeclared","730","700","44190","40540"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","950","890","39850","38070"
"In post","2022","Declared non-disabled","Property","Heterosexual / straight","4360","4190","38820","34000"
"In post","2022","Declared non-disabled","Property","LGBO","160","150","37770","33300"
"In post","2022","Declared non-disabled","Property","Undeclared","380","360","39430","34770"
"In post","2022","Declared non-disabled","Property","Unknown","330","300","38910","36500"
"In post","2022","Declared non-disabled","Psychology","Heterosexual / straight","960","920","36200","31140"
"In post","2022","Declared non-disabled","Psychology","LGBO","50","50","31920","29060"
"In post","2022","Declared non-disabled","Psychology","Undeclared","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","Unknown","70","60","42420","41660"
"In post","2022","Declared non-disabled","Science and Engineering","Heterosexual / straight","6910","6670","38760","37400"
"In post","2022","Declared non-disabled","Science and Engineering","LGBO","350","340","35720","32330"
"In post","2022","Declared non-disabled","Science and Engineering","Undeclared","850","800","39390","38280"
"In post","2022","Declared non-disabled","Science and Engineering","Unknown","2360","2270","40860","38110"
"In post","2022","Declared non-disabled","Security","Heterosexual / straight","4980","4870","31770","28080"
"In post","2022","Declared non-disabled","Security","LGBO","200","200","33610","31990"
"In post","2022","Declared non-disabled","Security","Undeclared","430","410","34210","34580"
"In post","2022","Declared non-disabled","Security","Unknown","320","310","36670","36650"
"In post","2022","Declared non-disabled","Social Research","Heterosexual / straight","690","650","44400","41160"
"In post","2022","Declared non-disabled","Social Research","LGBO","70","70","42140","38050"
"In post","2022","Declared non-disabled","Social Research","Undeclared","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","Unknown","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Heterosexual / straight","1330","1270","45370","41750"
"In post","2022","Declared non-disabled","Statistics","LGBO","110","110","41980","38340"
"In post","2022","Declared non-disabled","Statistics","Undeclared","90","90","43000","39850"
"In post","2022","Declared non-disabled","Statistics","Unknown","90","80","45120","40520"
"In post","2022","Declared non-disabled","Tax","Heterosexual / straight","9690","9230","36730","33370"
"In post","2022","Declared non-disabled","Tax","LGBO","650","630","34170","33080"
"In post","2022","Declared non-disabled","Tax","Undeclared","580","540","38310","33430"
"In post","2022","Declared non-disabled","Tax","Unknown","680","620","37430","33430"
"In post","2022","Declared non-disabled","Unknown","Heterosexual / straight","13670","13270","42910","37300"
"In post","2022","Declared non-disabled","Unknown","LGBO","1060","1050","40340","34600"
"In post","2022","Declared non-disabled","Unknown","Undeclared","860","840","45300","40600"
"In post","2022","Declared non-disabled","Unknown","Unknown","1650","1550","40330","35390"
"In post","2022","Declared non-disabled","Veterinarian","Heterosexual / straight","240","230","43700","39910"
"In post","2022","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","Undeclared","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Heterosexual / straight","170","170","42210","37580"
"In post","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Undeclared","130","130","42240","40520"
"In post","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Heterosexual / straight","80","80","40470","36970"
"In post","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Undeclared","70","60","40950","40460"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Heterosexual / straight","170","160","30150","27570"
"In post","2022","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Undeclared","100","90","28780","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","50","40","30170","27570"
"In post","2022","Undeclared","Digital, Data and Technology","Heterosexual / straight","450","440","40720","37910"
"In post","2022","Undeclared","Digital, Data and Technology","LGBO","40","40","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Undeclared","550","540","41790","38720"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","50","50","41260","36240"
"In post","2022","Undeclared","Economics","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Undeclared","40","40","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Heterosexual / straight","310","300","39620","35550"
"In post","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Undeclared","310","300","40550","36120"
"In post","2022","Undeclared","Finance","Unknown","40","30","[c]","[c]"
"In post","2022","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Heterosexual / straight","270","260","38250","36090"
"In post","2022","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Undeclared","180","170","37360","33440"
"In post","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Heterosexual / straight","110","100","33390","31180"
"In post","2022","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Undeclared","150","140","35630","33000"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Heterosexual / straight","60","60","35280","30450"
"In post","2022","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Undeclared","80","80","36410","33300"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Heterosexual / straight","190","180","48780","47590"
"In post","2022","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Undeclared","290","270","45070","40520"
"In post","2022","Undeclared","Legal","Unknown","50","50","49920","44480"
"In post","2022","Undeclared","Medicine","Heterosexual / straight","50","50","49400","39780"
"In post","2022","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Heterosexual / straight","6940","6350","28880","27570"
"In post","2022","Undeclared","Operational Delivery","LGBO","590","560","28510","27570"
"In post","2022","Undeclared","Operational Delivery","Undeclared","4840","4450","29890","27570"
"In post","2022","Undeclared","Operational Delivery","Unknown","2550","2250","29470","31530"
"In post","2022","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Heterosexual / straight","880","830","27670","25630"
"In post","2022","Undeclared","Other","LGBO","50","50","26060","26350"
"In post","2022","Undeclared","Other","Undeclared","640","620","29830","26930"
"In post","2022","Undeclared","Other","Unknown","100","90","27710","26670"
"In post","2022","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Heterosexual / straight","780","760","45170","40220"
"In post","2022","Undeclared","Policy","LGBO","120","120","44230","39850"
"In post","2022","Undeclared","Policy","Undeclared","750","730","48480","47470"
"In post","2022","Undeclared","Policy","Unknown","60","60","48030","45260"
"In post","2022","Undeclared","Project Delivery","Heterosexual / straight","330","320","42400","40520"
"In post","2022","Undeclared","Project Delivery","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Undeclared","370","350","45210","41000"
"In post","2022","Undeclared","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Property","Heterosexual / straight","210","210","38150","34260"
"In post","2022","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Undeclared","230","220","39450","36330"
"In post","2022","Undeclared","Property","Unknown","80","70","36440","32390"
"In post","2022","Undeclared","Psychology","Heterosexual / straight","70","70","37560","31180"
"In post","2022","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Heterosexual / straight","230","220","36850","33740"
"In post","2022","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Undeclared","400","380","38670","36460"
"In post","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Heterosexual / straight","360","350","31700","28080"
"In post","2022","Undeclared","Security","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","Security","Undeclared","350","340","36510","39070"
"In post","2022","Undeclared","Security","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Heterosexual / straight","280","270","36820","33370"
"In post","2022","Undeclared","Tax","LGBO","40","40","[c]","[c]"
"In post","2022","Undeclared","Tax","Undeclared","560","520","41410","37930"
"In post","2022","Undeclared","Tax","Unknown","60","50","41210","35980"
"In post","2022","Undeclared","Unknown","Heterosexual / straight","430","410","40270","35070"
"In post","2022","Undeclared","Unknown","LGBO","70","70","39810","34590"
"In post","2022","Undeclared","Unknown","Undeclared","280","280","43090","38290"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Heterosexual / straight","520","510","39020","36810"
"In post","2022","Unknown","Commercial","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","Commercial","Undeclared","170","170","44520","40650"
"In post","2022","Unknown","Commercial","Unknown","530","510","37790","35000"
"In post","2022","Unknown","Communications","Heterosexual / straight","290","290","41380","38160"
"In post","2022","Unknown","Communications","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","Communications","Undeclared","190","180","45160","40650"
"In post","2022","Unknown","Communications","Unknown","540","530","43370","39530"
"In post","2022","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Heterosexual / straight","60","50","34780","31000"
"In post","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","250","240","32690","27570"
"In post","2022","Unknown","Digital, Data and Technology","Heterosexual / straight","1090","1070","41730","38360"
"In post","2022","Unknown","Digital, Data and Technology","LGBO","90","90","39670","36500"
"In post","2022","Unknown","Digital, Data and Technology","Undeclared","210","200","43120","39300"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","2790","2750","42410","38550"
"In post","2022","Unknown","Economics","Heterosexual / straight","140","140","43950","39840"
"In post","2022","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","300","290","43200","35050"
"In post","2022","Unknown","Finance","Heterosexual / straight","690","680","39630","36500"
"In post","2022","Unknown","Finance","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","260","250","41870","36820"
"In post","2022","Unknown","Finance","Unknown","960","920","38940","36050"
"In post","2022","Unknown","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Unknown","110","110","30440","29290"
"In post","2022","Unknown","Human Resources","Heterosexual / straight","530","510","36030","32260"
"In post","2022","Unknown","Human Resources","LGBO","50","50","[c]","[c]"
"In post","2022","Unknown","Human Resources","Undeclared","130","120","33740","30620"
"In post","2022","Unknown","Human Resources","Unknown","710","690","37370","33120"
"In post","2022","Unknown","Inspector of Education and Training","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Heterosexual / straight","90","90","36460","33300"
"In post","2022","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Unknown","240","240","34240","31220"
"In post","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Heterosexual / straight","160","160","47310","44030"
"In post","2022","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Unknown","400","400","45300","39800"
"In post","2022","Unknown","Knowledge and Information Management","Heterosexual / straight","70","70","34580","30280"
"In post","2022","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","170","170","37510","33300"
"In post","2022","Unknown","Legal","Heterosexual / straight","690","660","46870","48080"
"In post","2022","Unknown","Legal","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Legal","Undeclared","80","70","48260","48080"
"In post","2022","Unknown","Legal","Unknown","1720","1640","43950","37930"
"In post","2022","Unknown","Medicine","Heterosexual / straight","260","240","59370","45840"
"In post","2022","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Undeclared","90","80","74720","78190"
"In post","2022","Unknown","Medicine","Unknown","390","340","57910","45840"
"In post","2022","Unknown","Operational Delivery","Heterosexual / straight","8640","8100","32390","30210"
"In post","2022","Unknown","Operational Delivery","LGBO","570","560","30890","27640"
"In post","2022","Unknown","Operational Delivery","Undeclared","1210","1130","37150","33350"
"In post","2022","Unknown","Operational Delivery","Unknown","30550","28530","27530","24890"
"In post","2022","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Unknown","90","90","41560","37470"
"In post","2022","Unknown","Other","Heterosexual / straight","1480","1420","31510","26900"
"In post","2022","Unknown","Other","LGBO","50","50","32590","26930"
"In post","2022","Unknown","Other","Undeclared","280","270","35960","29470"
