"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","HM Treasury","30-39","70","70","49960","52530"
"In post","2022","Declared disabled","HM Treasury","40-49","40","40","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","50-59","40","40","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","20-29","190","190","29680","25040"
"In post","2022","Declared disabled","Home Office","30-39","540","510","32460","27370"
"In post","2022","Declared disabled","Home Office","40-49","820","770","33490","29050"
"In post","2022","Declared disabled","Home Office","50-59","1080","1010","32700","28760"
"In post","2022","Declared disabled","Home Office","60-64","280","240","29840","27370"
"In post","2022","Declared disabled","Home Office","65+","120","90","26750","25630"
"In post","2022","Declared disabled","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","20-29","500","490","29090","27540"
"In post","2022","Declared disabled","Ministry of Defence","30-39","780","750","34870","33300"
"In post","2022","Declared disabled","Ministry of Defence","40-49","970","930","35960","33300"
"In post","2022","Declared disabled","Ministry of Defence","50-59","1890","1840","34140","32940"
"In post","2022","Declared disabled","Ministry of Defence","60-64","600","550","32470","29200"
"In post","2022","Declared disabled","Ministry of Defence","65+","190","170","30020","26670"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","20-29","1100","1090","26470","24800"
"In post","2022","Declared disabled","Ministry of Justice","30-39","1850","1760","29370","27120"
"In post","2022","Declared disabled","Ministry of Justice","40-49","2380","2250","31490","28960"
"In post","2022","Declared disabled","Ministry of Justice","50-59","3460","3270","31650","28500"
"In post","2022","Declared disabled","Ministry of Justice","60-64","1190","990","29170","27380"
"In post","2022","Declared disabled","Ministry of Justice","65+","350","270","28900","25740"
"In post","2022","Declared disabled","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","20-29","30","30","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","30-39","50","50","35720","35170"
"In post","2022","Declared disabled","National Crime Agency","40-49","70","70","39140","36740"
"In post","2022","Declared disabled","National Crime Agency","50-59","80","70","41880","39800"
"In post","2022","Declared disabled","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","40-49","40","40","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","50-59","60","60","52670","51360"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","20-29","270","270","29450","27650"
"In post","2022","Declared disabled","Scottish Government","30-39","460","440","35130","32170"
"In post","2022","Declared disabled","Scottish Government","40-49","470","440","40630","35000"
"In post","2022","Declared disabled","Scottish Government","50-59","610","580","38260","35000"
"In post","2022","Declared disabled","Scottish Government","60-64","140","120","35470","30840"
"In post","2022","Declared disabled","Scottish Government","65+","30","20","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","20-29","90","90","29940","30710"
"In post","2022","Declared disabled","UK Statistics Authority","30-39","120","110","34530","32290"
"In post","2022","Declared disabled","UK Statistics Authority","40-49","120","110","38830","36840"
"In post","2022","Declared disabled","UK Statistics Authority","50-59","160","140","33800","30810"
"In post","2022","Declared disabled","UK Statistics Authority","60-64","70","50","27030","23860"
"In post","2022","Declared disabled","UK Statistics Authority","65+","30","20","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","20-29","30","30","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","30-39","60","60","37380","34190"
"In post","2022","Declared disabled","Welsh Government","40-49","80","80","41920","38160"
"In post","2022","Declared disabled","Welsh Government","50-59","120","110","42340","38160"
"In post","2022","Declared disabled","Welsh Government","60-64","40","30","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","20-29","870","860","30900","26970"
"In post","2022","Declared non-disabled","Attorney General's Departments","30-39","1470","1390","45530","50500"
"In post","2022","Declared non-disabled","Attorney General's Departments","40-49","2030","1850","48890","51470"
"In post","2022","Declared non-disabled","Attorney General's Departments","50-59","2080","1950","48570","51470"
"In post","2022","Declared non-disabled","Attorney General's Departments","60-64","400","350","47530","51470"
"In post","2022","Declared non-disabled","Attorney General's Departments","65+","110","90","47280","53050"
"In post","2022","Declared non-disabled","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","20-29","1180","1180","37060","34550"
"In post","2022","Declared non-disabled","Cabinet Office","30-39","1540","1510","48200","51520"
"In post","2022","Declared non-disabled","Cabinet Office","40-49","1220","1190","54550","54700"
"In post","2022","Declared non-disabled","Cabinet Office","50-59","1010","990","54150","49700"
"In post","2022","Declared non-disabled","Cabinet Office","60-64","200","180","49460","37300"
"In post","2022","Declared non-disabled","Cabinet Office","65+","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","20-29","60","60","37840","36230"
"In post","2022","Declared non-disabled","Chancellor's other departments","30-39","90","90","55350","47940"
"In post","2022","Declared non-disabled","Chancellor's other departments","40-49","100","100","67170","59510"
"In post","2022","Declared non-disabled","Chancellor's other departments","50-59","70","70","67890","55250"
"In post","2022","Declared non-disabled","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","30-39","70","60","33400","29160"
"In post","2022","Declared non-disabled","Charity Commission","40-49","80","80","38920","31000"
"In post","2022","Declared non-disabled","Charity Commission","50-59","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","20-29","140","130","39380","33610"
"In post","2022","Declared non-disabled","Competition and Markets Authority","30-39","280","270","60430","56830"
"In post","2022","Declared non-disabled","Competition and Markets Authority","40-49","180","170","72030","72430"
"In post","2022","Declared non-disabled","Competition and Markets Authority","50-59","120","110","67810","59140"
"In post","2022","Declared non-disabled","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","20-29","2140","2130","37320","33880"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","30-39","2580","2480","43700","40050"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","40-49","2420","2290","46530","43150"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","50-59","2190","2110","44350","40150"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","60-64","450","400","39330","35990"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","65+","170","140","39160","36200"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","20-29","610","600","39190","34020"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","30-39","540","530","50370","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","40-49","250","230","57970","57680"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","50-59","140","130","50650","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","20-29","720","720","36950","36500"
"In post","2022","Declared non-disabled","Department for Education","30-39","1410","1350","44980","45390"
"In post","2022","Declared non-disabled","Department for Education","40-49","1620","1530","49130","50130"
"In post","2022","Declared non-disabled","Department for Education","50-59","1310","1270","47450","46170"
"In post","2022","Declared non-disabled","Department for Education","60-64","230","220","45410","42220"
"In post","2022","Declared non-disabled","Department for Education","65+","60","60","41820","40230"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","16-19","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","20-29","1870","1850","29930","29180"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","30-39","2170","2070","35490","33120"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","40-49","2610","2440","37870","35900"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","50-59","2200","2110","37820","34100"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","60-64","530","470","34370","29180"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","65+","190","160","31690","26520"
"In post","2022","Declared non-disabled","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","20-29","480","480","37970","34430"
"In post","2022","Declared non-disabled","Department for International Trade","30-39","410","410","51110","51970"
"In post","2022","Declared non-disabled","Department for International Trade","40-49","280","270","55490","51970"
"In post","2022","Declared non-disabled","Department for International Trade","50-59","290","290","48850","42630"
"In post","2022","Declared non-disabled","Department for International Trade","60-64","70","60","46200","39240"
"In post","2022","Declared non-disabled","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","20-29","670","670","37650","33210"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","30-39","780","760","46910","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","40-49","710","680","49740","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","50-59","560","540","47800","46120"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","60-64","130","120","50190","47660"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","65+","60","40","54630","58810"
"In post","2022","Declared non-disabled","Department for Transport","16-19","40","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","20-29","1390","1360","31190","29080"
"In post","2022","Declared non-disabled","Department for Transport","30-39","2610","2450","33980","28230"
"In post","2022","Declared non-disabled","Department for Transport","40-49","2830","2680","36090","30730"
"In post","2022","Declared non-disabled","Department for Transport","50-59","2950","2810","35270","29730"
"In post","2022","Declared non-disabled","Department for Transport","60-64","1070","880","30870","26780"
"In post","2022","Declared non-disabled","Department for Transport","65+","390","270","30310","26780"
"In post","2022","Declared non-disabled","Department for Work and Pensions","16-19","130","130","23060","21260"
"In post","2022","Declared non-disabled","Department for Work and Pensions","20-29","8270","8130","26950","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","30-39","11500","10600","28430","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","40-49","16600","14990","29400","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","50-59","24200","22010","29260","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","60-64","7560","5880","27740","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","65+","2090","1510","26950","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","20-29","1220","1160","30920","28590"
"In post","2022","Declared non-disabled","Department of Health and Social Care","30-39","1420","1330","42290","40060"
"In post","2022","Declared non-disabled","Department of Health and Social Care","40-49","1240","1150","49190","46000"
"In post","2022","Declared non-disabled","Department of Health and Social Care","50-59","940","890","49100","41650"
"In post","2022","Declared non-disabled","Department of Health and Social Care","60-64","240","200","51290","42370"
"In post","2022","Declared non-disabled","Department of Health and Social Care","65+","80","60","49450","40060"
"In post","2022","Declared non-disabled","Estyn","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","50-59","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","20-29","60","60","31570","30350"
"In post","2022","Declared non-disabled","Food Standards Agency","30-39","160","160","38580","37350"
"In post","2022","Declared non-disabled","Food Standards Agency","40-49","240","240","42050","38600"
"In post","2022","Declared non-disabled","Food Standards Agency","50-59","340","330","36790","30810"
"In post","2022","Declared non-disabled","Food Standards Agency","60-64","80","80","33030","28800"
"In post","2022","Declared non-disabled","Food Standards Agency","65+","40","30","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","20-29","840","840","34020","33230"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","30-39","1430","1400","46410","47810"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","40-49","1540","1500","52770","54470"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","50-59","1460","1430","52420","49370"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","60-64","280","270","50620","44300"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","65+","90","70","47530","45240"
"In post","2022","Declared non-disabled","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","20-29","470","460","26810","27130"
"In post","2022","Declared non-disabled","HM Land Registry","30-39","510","480","31010","27130"
"In post","2022","Declared non-disabled","HM Land Registry","40-49","810","750","36060","33840"
"In post","2022","Declared non-disabled","HM Land Registry","50-59","1850","1670","33280","33840"
"In post","2022","Declared non-disabled","HM Land Registry","60-64","410","290","32800","33840"
"In post","2022","Declared non-disabled","HM Land Registry","65+","100","60","32800","33840"
"In post","2022","Declared non-disabled","HM Revenue and Customs","16-19","90","90","22330","21250"
"In post","2022","Declared non-disabled","HM Revenue and Customs","20-29","6520","6410","29750","26820"
"In post","2022","Declared non-disabled","HM Revenue and Customs","30-39","9720","9320","34690","33080"
"In post","2022","Declared non-disabled","HM Revenue and Customs","40-49","9330","8810","36460","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","50-59","12120","11300","36950","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","60-64","3260","2520","33170","28920"
"In post","2022","Declared non-disabled","HM Revenue and Customs","65+","820","580","32010","28920"
"In post","2022","Declared non-disabled","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","20-29","700","700","38250","32320"
"In post","2022","Declared non-disabled","HM Treasury","30-39","560","550","55200","56440"
"In post","2022","Declared non-disabled","HM Treasury","40-49","290","270","58300","55270"
"In post","2022","Declared non-disabled","HM Treasury","50-59","270","260","52250","49750"
"In post","2022","Declared non-disabled","HM Treasury","60-64","70","60","47490","43160"
"In post","2022","Declared non-disabled","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Home Office","20-29","2980","2910","29110","25040"
"In post","2022","Declared non-disabled","Home Office","30-39","6500","6130","32360","28670"
"In post","2022","Declared non-disabled","Home Office","40-49","6990","6550","34520","29080"
"In post","2022","Declared non-disabled","Home Office","50-59","7130","6700","33500","28810"
"In post","2022","Declared non-disabled","Home Office","60-64","1860","1530","30900","27370"
"In post","2022","Declared non-disabled","Home Office","65+","660","500","29010","25630"
"In post","2022","Declared non-disabled","Ministry of Defence","16-19","100","100","19400","19460"
"In post","2022","Declared non-disabled","Ministry of Defence","20-29","5270","5240","29250","28010"
"In post","2022","Declared non-disabled","Ministry of Defence","30-39","7440","7170","35840","33700"
"In post","2022","Declared non-disabled","Ministry of Defence","40-49","8170","7880","38000","34850"
"In post","2022","Declared non-disabled","Ministry of Defence","50-59","13010","12730","35890","33300"
"In post","2022","Declared non-disabled","Ministry of Defence","60-64","4120","3820","33190","29280"
"In post","2022","Declared non-disabled","Ministry of Defence","65+","1420","1260","32220","27630"
"In post","2022","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Ministry of Justice","16-19","100","100","23290","23140"
"In post","2022","Declared non-disabled","Ministry of Justice","20-29","10020","9880","26650","25210"
"In post","2022","Declared non-disabled","Ministry of Justice","30-39","14010","13270","30330","28200"
"In post","2022","Declared non-disabled","Ministry of Justice","40-49","12860","12100","33310","30450"
"In post","2022","Declared non-disabled","Ministry of Justice","50-59","14580","13760","32580","30110"
"In post","2022","Declared non-disabled","Ministry of Justice","60-64","4260","3550","29600","26090"
"In post","2022","Declared non-disabled","Ministry of Justice","65+","1410","1090","27740","24310"
"In post","2022","Declared non-disabled","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Crime Agency","20-29","80","80","34520","32770"
"In post","2022","Declared non-disabled","National Crime Agency","30-39","310","300","41180","40170"
"In post","2022","Declared non-disabled","National Crime Agency","40-49","510","490","44100","43230"
"In post","2022","Declared non-disabled","National Crime Agency","50-59","570","560","46240","43710"
"In post","2022","Declared non-disabled","National Crime Agency","60-64","130","120","44760","43710"
"In post","2022","Declared non-disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","30-39","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20-29","110","110","29340","25880"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","30-39","350","330","43910","39850"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40-49","470","450","53520","51360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50-59","460","450","58820","59810"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","60-64","110","100","58240","64500"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","20-29","330","330","30680","29160"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","30-39","420","420","44060","41000"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","40-49","260","250","53660","50740"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","50-59","130","130","55650","53510"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","30-39","60","60","40060","38000"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","40-49","60","60","50660","46660"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50-59","30","30","[c]","[c]"
