"Status","Year","Responsibility_level","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","International Trade","Male","400","400","36690","38160"
"In post","2022","SEO/HEO","Knowledge and Information Management","Female","550","520","36400","35480"
"In post","2022","SEO/HEO","Knowledge and Information Management","Male","500","500","36910","36610"
"In post","2022","SEO/HEO","Legal","Female","2190","2020","39850","38890"
"In post","2022","SEO/HEO","Legal","Male","1700","1650","39010","37930"
"In post","2022","SEO/HEO","Medicine","Female","560","500","39880","39030"
"In post","2022","SEO/HEO","Medicine","Male","200","190","40550","39630"
"In post","2022","SEO/HEO","Operational Delivery","Female","20570","19360","36110","34500"
"In post","2022","SEO/HEO","Operational Delivery","Male","17650","17090","37970","36500"
"In post","2022","SEO/HEO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Female","220","210","36890","37930"
"In post","2022","SEO/HEO","Operational Research","Male","310","300","37250","38070"
"In post","2022","SEO/HEO","Other","Female","3410","3230","35980","35050"
"In post","2022","SEO/HEO","Other","Male","3290","3220","36440","35430"
"In post","2022","SEO/HEO","Planning","Female","50","50","38730","38160"
"In post","2022","SEO/HEO","Planning","Male","60","60","38760","39100"
"In post","2022","SEO/HEO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Female","8070","7780","37070","36650"
"In post","2022","SEO/HEO","Policy","Male","6400","6330","37330","36740"
"In post","2022","SEO/HEO","Project Delivery","Female","4470","4230","36820","36840"
"In post","2022","SEO/HEO","Project Delivery","Male","3920","3840","37810","38600"
"In post","2022","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Female","1360","1290","36910","35310"
"In post","2022","SEO/HEO","Property","Male","2070","2010","38280","37100"
"In post","2022","SEO/HEO","Psychology","Female","810","780","37100","31600"
"In post","2022","SEO/HEO","Psychology","Male","90","80","36910","34340"
"In post","2022","SEO/HEO","Science and Engineering","Female","2290","2120","36340","37000"
"In post","2022","SEO/HEO","Science and Engineering","Male","4540","4440","37580","38070"
"In post","2022","SEO/HEO","Security","Female","720","700","37740","36500"
"In post","2022","SEO/HEO","Security","Male","1190","1170","40380","38160"
"In post","2022","SEO/HEO","Social Research","Female","620","590","36560","37610"
"In post","2022","SEO/HEO","Social Research","Male","240","240","36200","37380"
"In post","2022","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Statistics","Female","560","530","37200","37610"
"In post","2022","SEO/HEO","Statistics","Male","690","680","37520","37830"
"In post","2022","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Tax","Female","3870","3640","36050","33370"
"In post","2022","SEO/HEO","Tax","Male","4440","4310","36140","33370"
"In post","2022","SEO/HEO","Unknown","Female","6960","6720","36610","35540"
"In post","2022","SEO/HEO","Unknown","Male","5680","5620","37290","36130"
"In post","2022","SEO/HEO","Veterinarian","Female","160","140","39360","37480"
"In post","2022","SEO/HEO","Veterinarian","Male","100","100","40470","37910"
"In post","2022","Unknown","Commercial","Female","100","90","37610","37400"
"In post","2022","Unknown","Commercial","Male","100","100","42150","39860"
"In post","2022","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Male","50","40","[c]","[c]"
"In post","2022","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Female","14630","13460","29740","28200"
"In post","2022","Unknown","Operational Delivery","Male","4840","4570","31200","28200"
"In post","2022","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Female","260","260","32570","30780"
"In post","2022","Unknown","Other","Male","1700","1700","38030","34460"
"In post","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","180","170","41250","39860"
"In post","2022","Unknown","Project Delivery","Male","320","320","47090","44430"
"In post","2022","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Female","90","90","39650","33870"
"In post","2022","Unknown","Science and Engineering","Male","720","710","41020","39860"
"In post","2022","Unknown","Security","Female","50","40","[c]","[c]"
"In post","2022","Unknown","Security","Male","140","140","31800","28280"
"In post","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","Male","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Economics","Male","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Female","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","Female","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Female","2580","2240","20520","20470"
"Leaver CS","2021","AA/AO","Operational Delivery","Male","2620","2400","20870","20690"
"Leaver CS","2021","AA/AO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Female","280","250","20900","20920"
"Leaver CS","2021","AA/AO","Other","Male","210","200","20560","20180"
"Leaver CS","2021","AA/AO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Female","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Female","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Male","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Female","110","100","20830","20230"
"Leaver CS","2021","AA/AO","Science and Engineering","Male","120","120","19850","20150"
"Leaver CS","2021","AA/AO","Security","Female","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Male","270","260","27960","24610"
"Leaver CS","2021","AA/AO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Female","3280","2530","21220","21010"
"Leaver CS","2021","AA/AO","Unknown","Male","1820","1660","21430","21010"
"Leaver CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","Male","60","50","27590","26710"
"Leaver CS","2021","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Female","40","30","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Medicine","Female","40","30","[c]","[c]"
"Leaver CS","2021","EO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Operational Delivery","Female","590","520","26460","26410"
"Leaver CS","2021","EO","Operational Delivery","Male","690","610","28220","27000"
"Leaver CS","2021","EO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other","Female","120","110","25680","26670"
"Leaver CS","2021","EO","Other","Male","310","300","27750","29100"
"Leaver CS","2021","EO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Policy","Female","80","70","24650","26550"
"Leaver CS","2021","EO","Policy","Male","50","50","[c]","[c]"
"Leaver CS","2021","EO","Project Delivery","Female","50","40","[c]","[c]"
"Leaver CS","2021","EO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Property","Female","50","40","25830","26000"
"Leaver CS","2021","EO","Property","Male","90","80","26060","25500"
"Leaver CS","2021","EO","Psychology","Female","40","40","[c]","[c]"
"Leaver CS","2021","EO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Science and Engineering","Female","40","40","[c]","[c]"
"Leaver CS","2021","EO","Science and Engineering","Male","70","70","24470","25190"
"Leaver CS","2021","EO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Security","Male","40","40","[c]","[c]"
"Leaver CS","2021","EO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Female","2140","1700","27890","27570"
"Leaver CS","2021","EO","Unknown","Male","1360","1190","27980","27570"
"Leaver CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Digital, Data and Technology","Female","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Digital, Data and Technology","Male","90","80","59490","57680"
"Leaver CS","2021","G6/G7","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Finance","Male","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Human Resources","Female","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Legal","Female","130","110","58930","55610"
"Leaver CS","2021","G6/G7","Legal","Male","110","100","58300","55610"
"Leaver CS","2021","G6/G7","Medicine","Female","30","20","[c]","[c]"
"Leaver CS","2021","G6/G7","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Operational Delivery","Female","120","120","58120","56290"
"Leaver CS","2021","G6/G7","Operational Delivery","Male","150","140","61030","58230"
"Leaver CS","2021","G6/G7","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other","Male","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Policy","Female","120","110","58350","55660"
"Leaver CS","2021","G6/G7","Policy","Male","150","140","59660","57600"
"Leaver CS","2021","G6/G7","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Project Delivery","Female","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Project Delivery","Male","60","50","57190","54990"
"Leaver CS","2021","G6/G7","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Property","Male","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Science and Engineering","Female","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Science and Engineering","Male","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Female","390","320","60890","59650"
"Leaver CS","2021","G6/G7","Unknown","Male","480","410","61970","59700"
"Leaver CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Policy","Female","40","30","[c]","[c]"
"Leaver CS","2021","SCS","Policy","Male","40","30","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Female","60","50","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Male","100","80","104330","92000"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Female","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Male","50","50","37630","37250"
"Leaver CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Female","70","70","36210","35500"
"Leaver CS","2021","SEO/HEO","Communications","Male","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Female","60","60","37990","38280"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Male","130","130","37980","38000"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Female","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Male","60","60","40870","39890"
"Leaver CS","2021","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Female","70","70","38780","38770"
"Leaver CS","2021","SEO/HEO","Human Resources","Male","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Female","90","70","41040","42460"
"Leaver CS","2021","SEO/HEO","Legal","Male","40","40","[c]","[c]"
