"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Health and Safety Executive","100","100","49650","46320"
"In post","2021","Male","Undeclared","HM Courts and Tribunals Service","370","360","26070","21310"
"In post","2021","Male","Undeclared","HM Land Registry","120","100","33670","33840"
"In post","2021","Male","Undeclared","HM Prison and Probation Service","4460","4150","32230","31650"
"In post","2021","Male","Undeclared","HM Revenue and Customs (excl. agencies)","1660","1590","34430","31810"
"In post","2021","Male","Undeclared","HM Treasury (excl. agencies)","190","190","45470","37900"
"In post","2021","Male","Undeclared","Home Office (incl. agencies)","1000","950","32940","29080"
"In post","2021","Male","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","Male","Undeclared","Maritime and Coastguard Agency","60","60","38480","35450"
"In post","2021","Male","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Ministry of Defence (excl. agencies)","1720","1690","32900","33000"
"In post","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","44360","39600"
"In post","2021","Male","Undeclared","Ministry of Justice (excl. agencies)","190","190","42930","37710"
"In post","2021","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Office of the Public Guardian","50","50","21530","20430"
"In post","2021","Male","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Public Health England","150","140","54260","46890"
"In post","2021","Male","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Scottish Government (excl. agencies)","50","50","44670","46600"
"In post","2021","Male","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Submarine Delivery Agency","90","90","45260","44320"
"In post","2021","Male","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","UK Hydrographic Office","30","30","[c]","[c]"
"In post","2021","Male","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","United Kingdom Statistics Authority","50","40","30930","29540"
"In post","2021","Male","Undeclared","Valuation Office Agency","170","170","39110","36890"
"In post","2021","Male","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Welsh Government (excl. agencies)","90","90","43350","45380"
"In post","2021","Male","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Advisory, Conciliation and Arbitration Service","300","290","34710","31540"
"In post","2021","Male","Unknown","Animal and Plant Health Agency","70","70","29250","25630"
"In post","2021","Male","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Cabinet Office (excl. agencies)","1840","1830","47370","34550"
"In post","2021","Male","Unknown","Centre for Environment, Fisheries and Aquaculture Science","110","100","40640","37280"
"In post","2021","Male","Unknown","Charity Commission","80","80","36420","30370"
"In post","2021","Male","Unknown","Companies House","150","140","29160","24900"
"In post","2021","Male","Unknown","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Crown Commercial Service","280","270","37070","34800"
"In post","2021","Male","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Crown Prosecution Service","470","460","39900","38180"
"In post","2021","Male","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Debt Management Office","70","70","63080","58110"
"In post","2021","Male","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Defence Equipment and Support","760","740","34810","32300"
"In post","2021","Male","Unknown","Defence Science and Technology Laboratory","550","540","41630","38190"
"In post","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","450","450","45270","40050"
"In post","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","120","120","49100","47930"
"In post","2021","Male","Unknown","Department for Education (excl. agencies)","420","410","39720","36500"
"In post","2021","Male","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","370","370","43430","38750"
"In post","2021","Male","Unknown","Department for International Trade","500","500","46570","40000"
"In post","2021","Male","Unknown","Department for Transport (excl. agencies)","150","150","46980","43360"
"In post","2021","Male","Unknown","Department for Work and Pensions (excl. agencies)","1340","1330","29590","27570"
"In post","2021","Male","Unknown","Department of Health and Social Care (excl. agencies)","1020","1010","47600","40650"
"In post","2021","Male","Unknown","Disclosure Scotland","70","70","27940","24110"
"In post","2021","Male","Unknown","Driver and Vehicle Licensing Agency","280","270","27200","21590"
"In post","2021","Male","Unknown","Driver and Vehicle Standards Agency","560","550","28260","26700"
"In post","2021","Male","Unknown","Education and Skills Funding Agency","90","90","38710","36500"
"In post","2021","Male","Unknown","Education Scotland","50","40","[c]","[c]"
"In post","2021","Male","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","FCDO Services","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Food Standards Scotland","80","70","34690","30650"
"In post","2021","Male","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","730","720","49920","52390"
"In post","2021","Male","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Government Legal Department","120","120","59140","65180"
"In post","2021","Male","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","HM Courts and Tribunals Service","590","590","22730","19930"
"In post","2021","Male","Unknown","HM Land Registry","820","800","28240","22350"
"In post","2021","Male","Unknown","HM Prison and Probation Service","2620","2560","26410","25450"
"In post","2021","Male","Unknown","HM Revenue and Customs (excl. agencies)","9480","9130","29300","25560"
"In post","2021","Male","Unknown","HM Treasury (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Male","Unknown","Home Office (incl. agencies)","1080","1070","32300","25770"
"In post","2021","Male","Unknown","Insolvency Service","260","260","29530","24500"
"In post","2021","Male","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Maritime and Coastguard Agency","160","160","33930","31350"
"In post","2021","Male","Unknown","Medicines and Healthcare Products Regulatory Agency","300","290","49030","41010"
"In post","2021","Male","Unknown","Ministry of Defence (excl. agencies)","3780","3710","32640","29250"
"In post","2021","Male","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","130","130","44590","39600"
"In post","2021","Male","Unknown","Ministry of Justice (excl. agencies)","330","330","43600","39560"
"In post","2021","Male","Unknown","National Crime Agency","1920","1900","40840","38540"
"In post","2021","Male","Unknown","National Records of Scotland","90","90","32990","28170"
"In post","2021","Male","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2021","Male","Unknown","Office of Gas and Electricity Markets","60","60","51220","48040"
"In post","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Office of the Public Guardian","70","70","20790","19930"
"In post","2021","Male","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Planning Inspectorate","80","80","44310","47660"
"In post","2021","Male","Unknown","Public Health England","540","530","55060","50410"
"In post","2021","Male","Unknown","Registers of Scotland","210","210","31540","30080"
"In post","2021","Male","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Royal Fleet Auxiliary","1670","1670","38060","34460"
"In post","2021","Male","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scottish Courts and Tribunals Service","540","510","28270","22820"
"In post","2021","Male","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scottish Government (excl. agencies)","1240","1210","41860","38340"
"In post","2021","Male","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scottish Prison Service","2660","2490","32310","33650"
"In post","2021","Male","Unknown","Scottish Public Pensions Agency","60","60","28600","24110"
"In post","2021","Male","Unknown","Serious Fraud Office","70","60","45900","40270"
"In post","2021","Male","Unknown","Social Security Scotland","140","140","33480","26160"
"In post","2021","Male","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Student Awards Agency for Scotland","70","60","27740","22790"
"In post","2021","Male","Unknown","Submarine Delivery Agency","150","150","43670","41930"
"In post","2021","Male","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","The National Archives","80","80","36520","33820"
"In post","2021","Male","Unknown","Transport Scotland","120","110","46380","46600"
"In post","2021","Male","Unknown","UK Hydrographic Office","160","150","34980","33290"
"In post","2021","Male","Unknown","UK Intellectual Property Office","240","230","34650","29950"
"In post","2021","Male","Unknown","UK Space Agency","50","50","47950","49080"
"In post","2021","Male","Unknown","United Kingdom Statistics Authority","1060","980","32150","29540"
"In post","2021","Male","Unknown","Valuation Office Agency","340","330","29870","25860"
"In post","2021","Male","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Welsh Government (excl. agencies)","130","120","38900","28850"
"In post","2021","Male","Unknown","Welsh Revenue Authority","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Advisory, Conciliation and Arbitration Service","120","110","32500","30950"
"In post","2022","Female","Declared disabled","Animal and Plant Health Agency","250","230","27660","24920"
"In post","2022","Female","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Cabinet Office (excl. agencies)","460","440","42630","38580"
"In post","2022","Female","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Companies House","60","50","30860","24500"
"In post","2022","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Crown Commercial Service","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Crown Office and Procurator Fiscal Service","90","80","34470","28460"
"In post","2022","Female","Declared disabled","Crown Prosecution Service","570","510","40600","34160"
"In post","2022","Female","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Defence Equipment and Support","430","400","33760","31450"
"In post","2022","Female","Declared disabled","Defence Science and Technology Laboratory","110","100","38880","38070"
"In post","2022","Female","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","310","300","46440","40220"
"In post","2022","Female","Declared disabled","Department for Digital, Culture, Media and Sport","100","100","46000","38020"
"In post","2022","Female","Declared disabled","Department for Education (excl. agencies)","360","330","42020","37100"
"In post","2022","Female","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","450","430","40790","36680"
"In post","2022","Female","Declared disabled","Department for International Trade","130","130","45570","42220"
"In post","2022","Female","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","220","210","41480","36340"
"In post","2022","Female","Declared disabled","Department for Transport (excl. agencies)","110","100","45430","42470"
"In post","2022","Female","Declared disabled","Department for Work and Pensions (excl. agencies)","10560","8970","27180","27570"
"In post","2022","Female","Declared disabled","Department of Health and Social Care (excl. agencies)","160","150","43890","40650"
"In post","2022","Female","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Driver and Vehicle Licensing Agency","460","360","23180","21840"
"In post","2022","Female","Declared disabled","Driver and Vehicle Standards Agency","160","150","29070","26780"
"In post","2022","Female","Declared disabled","Education and Skills Funding Agency","120","110","39460","36500"
"In post","2022","Female","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","FCDO Services","30","30","[c]","[c]"
"In post","2022","Female","Declared disabled","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Female","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","380","360","44660","39260"
"In post","2022","Female","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Government Internal Audit Agency","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Government Legal Department","120","110","54880","57120"
"In post","2022","Female","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Health and Safety Executive","200","180","36980","32270"
"In post","2022","Female","Declared disabled","HM Courts and Tribunals Service","1500","1320","25550","21490"
"In post","2022","Female","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","HM Land Registry","430","380","29290","27130"
"In post","2022","Female","Declared disabled","HM Prison and Probation Service","4360","4060","30140","28200"
"In post","2022","Female","Declared disabled","HM Revenue and Customs (excl. agencies)","3500","3060","32320","28920"
"In post","2022","Female","Declared disabled","HM Treasury (excl. agencies)","130","120","44140","37900"
"In post","2022","Female","Declared disabled","Home Office","1650","1490","31820","28650"
"In post","2022","Female","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Intellectual Property Office","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Legal Aid Agency","100","90","26970","25120"
"In post","2022","Female","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Met Office","70","60","34890","34360"
"In post","2022","Female","Declared disabled","Ministry of Defence (excl. agencies)","1620","1540","31770","26930"
"In post","2022","Female","Declared disabled","Ministry of Justice (excl. agencies)","390","380","40000","36030"
"In post","2022","Female","Declared disabled","National Crime Agency","120","110","37170","36310"
"In post","2022","Female","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office for Standards in Education, Children's Services and Skills","100","100","46280","51360"
"In post","2022","Female","Declared disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of the Public Guardian","120","110","24800","25120"
"In post","2022","Female","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Registers of Scotland","70","70","33020","30840"
"In post","2022","Female","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Rural Payments Agency","130","110","26140","24920"
"In post","2022","Female","Declared disabled","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","Female","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Scottish Government (excl. agencies)","450","430","42180","39660"
"In post","2022","Female","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Scottish Prison Service","120","120","33740","35000"
"In post","2022","Female","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Social Security Scotland","160","150","29430","27230"
"In post","2022","Female","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Submarine Delivery Agency","90","90","37290","33900"
"In post","2022","Female","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","The Insolvency Service","130","120","32960","28960"
"In post","2022","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Health Security Agency","220","200","37280","32330"
"In post","2022","Female","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Statistics Authority","370","330","33020","30710"
"In post","2022","Female","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Valuation Office Agency","160","140","32180","27000"
"In post","2022","Female","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Welsh Government (excl. agencies)","210","190","39090","38160"
"In post","2022","Female","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Accountant in Bankruptcy","40","40","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Advisory, Conciliation and Arbitration Service","250","230","33050","30950"
"In post","2022","Female","Declared non-disabled","Animal and Plant Health Agency","1280","1200","30200","27960"
"In post","2022","Female","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Cabinet Office (excl. agencies)","2520","2420","46020","40600"
"In post","2022","Female","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","220","210","31930","29750"
"In post","2022","Female","Declared non-disabled","Charity Commission","130","130","36410","29160"
"In post","2022","Female","Declared non-disabled","Companies House","450","410","30240","24900"
"In post","2022","Female","Declared non-disabled","Competition and Markets Authority","360","340","57740","55860"
"In post","2022","Female","Declared non-disabled","Criminal Injuries Compensation Authority","100","90","30420","25120"
"In post","2022","Female","Declared non-disabled","Crown Commercial Service","170","160","39700","38980"
"In post","2022","Female","Declared non-disabled","Crown Office and Procurator Fiscal Service","1510","1400","35950","30040"
"In post","2022","Female","Declared non-disabled","Crown Prosecution Service","3120","2810","40370","33310"
"In post","2022","Female","Declared non-disabled","Defence Electronics and Components Agency","40","40","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Defence Equipment and Support","2720","2540","34590","32170"
"In post","2022","Female","Declared non-disabled","Defence Science and Technology Laboratory","1550","1450","38710","38070"
"In post","2022","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","2180","2100","48330","46050"
"In post","2022","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","850","830","46490","47070"
"In post","2022","Female","Declared non-disabled","Department for Education (excl. agencies)","2230","2090","45750","45250"
"In post","2022","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","2510","2380","41150","37070"
"In post","2022","Female","Declared non-disabled","Department for International Trade","710","690","46250","42630"
"In post","2022","Female","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","1210","1170","45920","41450"
"In post","2022","Female","Declared non-disabled","Department for Transport (excl. agencies)","1140","1090","47300","42890"
"In post","2022","Female","Declared non-disabled","Department for Work and Pensions (excl. agencies)","44270","38170","27560","27570"
"In post","2022","Female","Declared non-disabled","Department of Health and Social Care (excl. agencies)","650","610","49210","49530"
"In post","2022","Female","Declared non-disabled","Disclosure Scotland","80","80","28980","23810"
"In post","2022","Female","Declared non-disabled","Driver and Vehicle Licensing Agency","2680","2250","25080","21840"
"In post","2022","Female","Declared non-disabled","Driver and Vehicle Standards Agency","960","870","29570","26780"
"In post","2022","Female","Declared non-disabled","Education and Skills Funding Agency","730","690","42090","37100"
"In post","2022","Female","Declared non-disabled","Education Scotland","110","110","57910","65280"
"In post","2022","Female","Declared non-disabled","Estyn","60","50","55930","65710"
"In post","2022","Female","Declared non-disabled","FCDO Services","260","250","38850","32090"
"In post","2022","Female","Declared non-disabled","Food Standards Agency","380","370","40100","37350"
"In post","2022","Female","Declared non-disabled","Food Standards Scotland","70","70","36050","31540"
"In post","2022","Female","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","2420","2340","47980","43300"
"In post","2022","Female","Declared non-disabled","Forestry and Land Scotland","310","290","32610","31060"
"In post","2022","Female","Declared non-disabled","Government Actuary's Department","60","50","63870","59990"
"In post","2022","Female","Declared non-disabled","Government Internal Audit Agency","180","160","47350","44020"
"In post","2022","Female","Declared non-disabled","Government Legal Department","1280","1160","53480","51250"
"In post","2022","Female","Declared non-disabled","Government Property Agency","110","100","46020","44780"
"In post","2022","Female","Declared non-disabled","Health and Safety Executive","1060","980","38390","35470"
"In post","2022","Female","Declared non-disabled","HM Courts and Tribunals Service","8080","7060","26700","23720"
"In post","2022","Female","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","HM Land Registry","2580","2250","31750","27130"
"In post","2022","Female","Declared non-disabled","HM Prison and Probation Service","21500","20080","30000","27380"
"In post","2022","Female","Declared non-disabled","HM Revenue and Customs (excl. agencies)","21010","18940","33590","31020"
"In post","2022","Female","Declared non-disabled","HM Treasury (excl. agencies)","740","710","46850","42890"
"In post","2022","Female","Declared non-disabled","Home Office","13700","12350","32040","28350"
"In post","2022","Female","Declared non-disabled","Institute for Apprenticeships and Technical Education","130","120","48930","49960"
"In post","2022","Female","Declared non-disabled","Intellectual Property Office","610","550","35060","30770"
"In post","2022","Female","Declared non-disabled","Legal Aid Agency","520","470","29550","25120"
"In post","2022","Female","Declared non-disabled","Maritime and Coastguard Agency","340","310","33850","31040"
"In post","2022","Female","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","270","250","53020","53100"
"In post","2022","Female","Declared non-disabled","Met Office","760","700","38270","38200"
"In post","2022","Female","Declared non-disabled","Ministry of Defence (excl. agencies)","11430","10830","31730","26670"
"In post","2022","Female","Declared non-disabled","Ministry of Justice (excl. agencies)","2340","2260","42330","41100"
"In post","2022","Female","Declared non-disabled","National Crime Agency","700","660","41500","39840"
"In post","2022","Female","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","National Records of Scotland","130","120","37830","34600"
"In post","2022","Female","Declared non-disabled","National Savings and Investments","90","90","46990","43530"
"In post","2022","Female","Declared non-disabled","Northern Ireland Office","60","60","46160","37680"
"In post","2022","Female","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","1020","970","50490","51360"
"In post","2022","Female","Declared non-disabled","Office of Gas and Electricity Markets","540","520","42480","36700"
"In post","2022","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","120","120","41410","38000"
"In post","2022","Female","Declared non-disabled","Office of Rail and Road","130","120","50590","50810"
"In post","2022","Female","Declared non-disabled","Office of the Public Guardian","500","450","24120","21190"
"In post","2022","Female","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
