"Status","Year","Disability","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Female","Legal","130","120","36840","27130"
"Leaver CS","2021","Unknown","Female","No function","1290","1200","29480","22680"
"Leaver CS","2021","Unknown","Female","Project Delivery","60","60","34930","30850"
"Leaver CS","2021","Unknown","Female","Property","60","50","25450","21070"
"Leaver CS","2021","Unknown","Female","Security","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","1960","1620","30470","27570"
"Leaver CS","2021","Unknown","Male","Analysis","70","70","28570","24300"
"Leaver CS","2021","Unknown","Male","Commercial","50","50","60780","51560"
"Leaver CS","2021","Unknown","Male","Communications","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Digital, Data & Technology","120","110","41340","38570"
"Leaver CS","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Grants Management","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Legal","100","100","35810","29350"
"Leaver CS","2021","Unknown","Male","No function","1270","1210","33240","26990"
"Leaver CS","2021","Unknown","Male","Project Delivery","100","100","35700","32370"
"Leaver CS","2021","Unknown","Male","Property","100","90","26810","24500"
"Leaver CS","2021","Unknown","Male","Security","120","110","28230","25680"
"Leaver CS","2021","Unknown","Male","Unknown","1600","1440","32970","28680"
"Leaver CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","90","80","45590","40010"
"Leaver CS","2022","Declared disabled","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Human Resources","60","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Legal","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","No function","1610","1360","28250","27570"
"Leaver CS","2022","Declared disabled","Female","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Unknown","580","460","28820","26160"
"Leaver CS","2022","Declared disabled","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Digital, Data & Technology","70","70","39270","36430"
"Leaver CS","2022","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","No function","1070","970","29220","27130"
"Leaver CS","2022","Declared disabled","Male","Project Delivery","80","70","39500","35810"
"Leaver CS","2022","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Security","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Male","Unknown","460","400","30340","26670"
"Leaver CS","2022","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Female","Analysis","130","120","37780","33210"
"Leaver CS","2022","Declared non-disabled","Female","Commercial","100","90","40280","36640"
"Leaver CS","2022","Declared non-disabled","Female","Communications","130","120","40830","37640"
"Leaver CS","2022","Declared non-disabled","Female","Counter Fraud","140","100","28030","27570"
"Leaver CS","2022","Declared non-disabled","Female","Debt","100","70","22600","21260"
"Leaver CS","2022","Declared non-disabled","Female","Digital, Data & Technology","260","240","41530","37710"
"Leaver CS","2022","Declared non-disabled","Female","Finance","150","130","36090","33000"
"Leaver CS","2022","Declared non-disabled","Female","Grants Management","70","60","24160","21300"
"Leaver CS","2022","Declared non-disabled","Female","Human Resources","290","260","36540","33000"
"Leaver CS","2022","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Female","Legal","290","250","46290","50500"
"Leaver CS","2022","Declared non-disabled","Female","No function","8660","7550","30720","27570"
"Leaver CS","2022","Declared non-disabled","Female","Project Delivery","300","270","38250","34290"
"Leaver CS","2022","Declared non-disabled","Female","Property","150","140","31730","26030"
"Leaver CS","2022","Declared non-disabled","Female","Security","110","100","30180","26750"
"Leaver CS","2022","Declared non-disabled","Female","Unknown","3320","2740","30350","25630"
"Leaver CS","2022","Declared non-disabled","Male","Analysis","170","160","40240","36220"
"Leaver CS","2022","Declared non-disabled","Male","Commercial","110","110","46940","39850"
"Leaver CS","2022","Declared non-disabled","Male","Communications","80","80","42240","39600"
"Leaver CS","2022","Declared non-disabled","Male","Counter Fraud","120","100","31960","27570"
"Leaver CS","2022","Declared non-disabled","Male","Debt","60","60","22610","21260"
"Leaver CS","2022","Declared non-disabled","Male","Digital, Data & Technology","540","520","43540","40030"
"Leaver CS","2022","Declared non-disabled","Male","Finance","160","150","44000","40190"
"Leaver CS","2022","Declared non-disabled","Male","Grants Management","70","70","23730","21300"
"Leaver CS","2022","Declared non-disabled","Male","Human Resources","120","110","36560","33350"
"Leaver CS","2022","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Male","Legal","180","170","50990","52500"
"Leaver CS","2022","Declared non-disabled","Male","No function","6300","5930","32960","27570"
"Leaver CS","2022","Declared non-disabled","Male","Project Delivery","560","530","39930","37880"
"Leaver CS","2022","Declared non-disabled","Male","Property","200","190","37650","33300"
"Leaver CS","2022","Declared non-disabled","Male","Security","350","340","33140","29250"
"Leaver CS","2022","Declared non-disabled","Male","Unknown","2950","2610","33860","28650"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","No function","620","530","29730","26780"
"Leaver CS","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Unknown","250","210","31380","27570"
"Leaver CS","2022","Undeclared","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Digital, Data & Technology","60","60","42270","39670"
"Leaver CS","2022","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","No function","690","610","31470","27570"
"Leaver CS","2022","Undeclared","Male","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Security","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Unknown","270","240","31760","27640"
"Leaver CS","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Analysis","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Commercial","110","70","64420","61710"
"Leaver CS","2022","Unknown","Female","Communications","100","70","40290","34770"
"Leaver CS","2022","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Digital, Data & Technology","130","100","37520","32450"
"Leaver CS","2022","Unknown","Female","Finance","70","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Human Resources","100","80","32390","27200"
"Leaver CS","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Legal","120","110","40190","38000"
"Leaver CS","2022","Unknown","Female","No function","2960","2620","32310","26900"
"Leaver CS","2022","Unknown","Female","Project Delivery","100","90","41060","34510"
"Leaver CS","2022","Unknown","Female","Property","60","60","24360","22010"
"Leaver CS","2022","Unknown","Female","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","1780","1500","29790","27570"
"Leaver CS","2022","Unknown","Male","Analysis","90","70","35480","31990"
"Leaver CS","2022","Unknown","Male","Commercial","150","120","63560","61710"
"Leaver CS","2022","Unknown","Male","Communications","70","50","44860","40580"
"Leaver CS","2022","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Digital, Data & Technology","280","260","40280","36970"
"Leaver CS","2022","Unknown","Male","Finance","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Human Resources","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Legal","70","70","45210","49100"
"Leaver CS","2022","Unknown","Male","No function","2550","2330","33230","27570"
"Leaver CS","2022","Unknown","Male","Project Delivery","150","140","39110","35480"
"Leaver CS","2022","Unknown","Male","Property","110","100","29290","25000"
"Leaver CS","2022","Unknown","Male","Security","200","190","30860","28750"
"Leaver CS","2022","Unknown","Male","Unknown","1850","1690","33110","28650"
"Leaver Dept.","2021","Declared disabled","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","No function","170","160","35310","32000"
"Leaver Dept.","2021","Declared disabled","Female","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Female","Unknown","240","220","33980","30200"
"Leaver Dept.","2021","Declared disabled","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","No function","140","140","36430","32360"
"Leaver Dept.","2021","Declared disabled","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Unknown","190","180","33950","28760"
"Leaver Dept.","2021","Declared non-disabled","Female","Analysis","90","80","40800","35290"
"Leaver Dept.","2021","Declared non-disabled","Female","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Communications","60","60","41110","36660"
"Leaver Dept.","2021","Declared non-disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Digital, Data & Technology","60","60","45610","40600"
"Leaver Dept.","2021","Declared non-disabled","Female","Finance","70","70","49110","49000"
"Leaver Dept.","2021","Declared non-disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Human Resources","190","190","37820","32000"
"Leaver Dept.","2021","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Legal","100","90","44140","38690"
"Leaver Dept.","2021","Declared non-disabled","Female","No function","1180","1140","38280","32750"
"Leaver Dept.","2021","Declared non-disabled","Female","Project Delivery","160","160","41160","34510"
"Leaver Dept.","2021","Declared non-disabled","Female","Property","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Unknown","1950","1770","34260","29290"
"Leaver Dept.","2021","Declared non-disabled","Male","Analysis","80","80","43160","40100"
"Leaver Dept.","2021","Declared non-disabled","Male","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Digital, Data & Technology","80","80","46260","40600"
"Leaver Dept.","2021","Declared non-disabled","Male","Finance","60","60","43740","38700"
"Leaver Dept.","2021","Declared non-disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Human Resources","100","100","37390","33300"
"Leaver Dept.","2021","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","No function","860","840","40050","34140"
"Leaver Dept.","2021","Declared non-disabled","Male","Project Delivery","180","180","40780","37530"
"Leaver Dept.","2021","Declared non-disabled","Male","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Male","Unknown","1440","1340","34650","29860"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","No function","110","100","33270","32000"
"Leaver Dept.","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","150","140","36720","31700"
"Leaver Dept.","2021","Undeclared","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","No function","90","90","38780","33570"
"Leaver Dept.","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Unknown","150","140","34180","30830"
"Leaver Dept.","2021","Unknown","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","60","60","42290","37570"
"Leaver Dept.","2021","Unknown","Female","Legal","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","No function","790","770","36650","32000"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","650","500","32800","28630"
"Leaver Dept.","2021","Unknown","Male","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","No function","680","680","37550","32320"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","50","50","41570","37910"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","600","480","39340","33960"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Human Resources","60","60","39970","36330"
"Leaver Dept.","2022","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","No function","730","680","34590","31060"
"Leaver Dept.","2022","Declared disabled","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Unknown","150","130","35990","30450"
"Leaver Dept.","2022","Declared disabled","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","No function","440","420","34970","28590"
"Leaver Dept.","2022","Declared disabled","Male","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Male","Unknown","120","110","35220","30820"
"Leaver Dept.","2022","Declared non-disabled","Female","Analysis","130","120","42490","39440"
"Leaver Dept.","2022","Declared non-disabled","Female","Commercial","110","100","40700","37580"
"Leaver Dept.","2022","Declared non-disabled","Female","Communications","150","140","41090","37060"
"Leaver Dept.","2022","Declared non-disabled","Female","Counter Fraud","60","50","31230","27570"
"Leaver Dept.","2022","Declared non-disabled","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Digital, Data & Technology","200","190","41880","36940"
"Leaver Dept.","2022","Declared non-disabled","Female","Finance","170","160","41230","36330"
"Leaver Dept.","2022","Declared non-disabled","Female","Grants Management","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Human Resources","350","340","37860","32330"
"Leaver Dept.","2022","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Legal","90","80","44620","41060"
"Leaver Dept.","2022","Declared non-disabled","Female","No function","5810","5410","36810","31990"
"Leaver Dept.","2022","Declared non-disabled","Female","Project Delivery","220","210","39860","36780"
"Leaver Dept.","2022","Declared non-disabled","Female","Property","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Security","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Unknown","1220","1070","35060","28810"
"Leaver Dept.","2022","Declared non-disabled","Male","Analysis","140","130","44370","39980"
"Leaver Dept.","2022","Declared non-disabled","Male","Commercial","90","90","45630","40960"
"Leaver Dept.","2022","Declared non-disabled","Male","Communications","100","100","43840","37290"
"Leaver Dept.","2022","Declared non-disabled","Male","Counter Fraud","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Digital, Data & Technology","240","240","42610","38000"
"Leaver Dept.","2022","Declared non-disabled","Male","Finance","160","150","42760","39960"
"Leaver Dept.","2022","Declared non-disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
