"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared non-disabled","80","80","44310","37930"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","150","150","47100","51730"
"In post","2022","Department for Education","Heterosexual / straight","Declared disabled","570","550","41530","37100"
"In post","2022","Department for Education","Heterosexual / straight","Declared non-disabled","4200","4030","45710","42750"
"In post","2022","Department for Education","Heterosexual / straight","Undeclared","220","210","43010","37030"
"In post","2022","Department for Education","Heterosexual / straight","Unknown","1330","1300","37840","36500"
"In post","2022","Department for Education","LGBO","Declared disabled","100","90","40610","36720"
"In post","2022","Department for Education","LGBO","Declared non-disabled","290","280","45900","42220"
"In post","2022","Department for Education","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","LGBO","Unknown","120","120","37560","34720"
"In post","2022","Department for Education","Undeclared","Declared disabled","70","70","40980","37100"
"In post","2022","Department for Education","Undeclared","Declared non-disabled","310","300","45940","44250"
"In post","2022","Department for Education","Undeclared","Undeclared","110","100","45740","45540"
"In post","2022","Department for Education","Undeclared","Unknown","120","120","39490","36500"
"In post","2022","Department for Education","Unknown","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department for Education","Unknown","Declared non-disabled","560","530","45800","42930"
"In post","2022","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Unknown","640","620","41330","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared disabled","1030","970","35550","31640"
"In post","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared non-disabled","6930","6600","37000","33340"
"In post","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Undeclared","240","230","37920","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Unknown","80","80","40750","36430"
"In post","2022","Department for Environment, Food and Rural Affairs","LGBO","Declared disabled","160","150","36310","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","LGBO","Declared non-disabled","500","490","36330","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared disabled","140","130","35120","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared non-disabled","600","570","36350","32960"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","230","220","37720","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared disabled","100","90","28230","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","1570","1470","27780","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","1150","1090","38860","35900"
"In post","2022","Department for International Trade","Heterosexual / straight","Declared disabled","150","150","47000","41180"
"In post","2022","Department for International Trade","Heterosexual / straight","Declared non-disabled","1240","1220","47580","47980"
"In post","2022","Department for International Trade","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Heterosexual / straight","Unknown","330","320","46520","41450"
"In post","2022","Department for International Trade","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department for International Trade","LGBO","Declared non-disabled","120","120","47050","41750"
"In post","2022","Department for International Trade","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Declared non-disabled","80","80","45040","40820"
"In post","2022","Department for International Trade","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Declared non-disabled","100","100","43630","38540"
"In post","2022","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Unknown","660","660","45420","40050"
"In post","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Declared disabled","310","310","41410","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Declared non-disabled","2470","2380","46490","46040"
"In post","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Undeclared","100","90","43580","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Unknown","90","80","42780","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","LGBO","Declared disabled","90","80","39430","34860"
"In post","2022","Department for Levelling Up, Housing and Communities","LGBO","Declared non-disabled","220","220","45600","42980"
"In post","2022","Department for Levelling Up, Housing and Communities","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Declared non-disabled","130","120","43830","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Undeclared","80","70","45790","46120"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Unknown","50","50","46280","45060"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared non-disabled","110","100","36270","32760"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","450","430","44650","40600"
"In post","2022","Department for Transport","Heterosexual / straight","Declared disabled","890","800","30860","26780"
"In post","2022","Department for Transport","Heterosexual / straight","Declared non-disabled","8820","8300","34870","30130"
"In post","2022","Department for Transport","Heterosexual / straight","Undeclared","500","470","33250","27930"
"In post","2022","Department for Transport","Heterosexual / straight","Unknown","220","210","30230","26840"
"In post","2022","Department for Transport","LGBO","Declared disabled","110","100","35170","30730"
"In post","2022","Department for Transport","LGBO","Declared non-disabled","480","460","36070","30730"
"In post","2022","Department for Transport","LGBO","Undeclared","60","50","34150","30730"
"In post","2022","Department for Transport","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Declared disabled","350","290","26720","21840"
"In post","2022","Department for Transport","Undeclared","Declared non-disabled","1780","1550","29930","26780"
"In post","2022","Department for Transport","Undeclared","Undeclared","540","500","34040","29730"
"In post","2022","Department for Transport","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Declared non-disabled","200","170","28980","26780"
"In post","2022","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Unknown","2350","2240","31280","26700"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Declared disabled","11870","10440","27720","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Declared non-disabled","49480","45050","29040","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Undeclared","2390","2210","28330","27570"
"In post","2022","Department for Work and Pensions","Heterosexual / straight","Unknown","390","360","28580","27570"
"In post","2022","Department for Work and Pensions","LGBO","Declared disabled","1220","1150","27900","27570"
"In post","2022","Department for Work and Pensions","LGBO","Declared non-disabled","2570","2470","28790","27570"
"In post","2022","Department for Work and Pensions","LGBO","Undeclared","210","200","28250","27570"
"In post","2022","Department for Work and Pensions","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Undeclared","Declared disabled","1720","1500","27050","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Declared non-disabled","5000","4450","28400","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Undeclared","1060","990","30290","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Declared disabled","1310","1100","26500","27570"
"In post","2022","Department for Work and Pensions","Unknown","Declared non-disabled","13310","11290","27260","27570"
"In post","2022","Department for Work and Pensions","Unknown","Undeclared","640","570","27210","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","2920","2800","30130","27570"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Declared disabled","420","390","41810","36330"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Declared non-disabled","4300","4010","42660","37470"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Undeclared","50","50","43220","39420"
"In post","2022","Department of Health and Social Care","Heterosexual / straight","Unknown","2060","1980","46970","40850"
"In post","2022","Department of Health and Social Care","LGBO","Declared disabled","100","100","38580","32790"
"In post","2022","Department of Health and Social Care","LGBO","Declared non-disabled","290","270","42510","36820"
"In post","2022","Department of Health and Social Care","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","LGBO","Unknown","210","200","45000","40650"
"In post","2022","Department of Health and Social Care","Undeclared","Declared disabled","60","60","43780","40990"
"In post","2022","Department of Health and Social Care","Undeclared","Declared non-disabled","460","420","42730","36820"
"In post","2022","Department of Health and Social Care","Undeclared","Undeclared","50","50","46740","41020"
"In post","2022","Department of Health and Social Care","Undeclared","Unknown","1690","1630","46830","41130"
"In post","2022","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Declared non-disabled","110","110","57800","53100"
"In post","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","1970","1890","48840","42120"
"In post","2022","Estyn","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Declared non-disabled","90","80","58800","75480"
"In post","2022","Estyn","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Declared disabled","80","80","38870","37350"
"In post","2022","Food Standards Agency","Heterosexual / straight","Declared non-disabled","650","630","38770","36960"
"In post","2022","Food Standards Agency","Heterosexual / straight","Undeclared","260","260","37780","37350"
"In post","2022","Food Standards Agency","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Undeclared","70","60","38860","37350"
"In post","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Declared non-disabled","190","180","32230","27190"
"In post","2022","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared disabled","620","600","44110","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared non-disabled","4790","4680","48000","43320"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Undeclared","120","110","47080","40380"
"In post","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Unknown","230","230","54190","54750"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Declared disabled","80","80","44690","38600"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Declared non-disabled","300","290","48220","44880"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared disabled","50","50","47450","43180"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared non-disabled","370","360","48650","44710"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","200","190","50110","44740"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared disabled","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","210","210","45720","42890"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","1190","1170","48200","51420"
"In post","2022","HM Land Registry","Heterosexual / straight","Declared disabled","480","420","30240","27130"
"In post","2022","HM Land Registry","Heterosexual / straight","Declared non-disabled","2900","2620","33320","30600"
"In post","2022","HM Land Registry","Heterosexual / straight","Undeclared","90","80","31860","27130"
"In post","2022","HM Land Registry","Heterosexual / straight","Unknown","500","480","27930","22600"
"In post","2022","HM Land Registry","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Declared non-disabled","80","80","32330","27130"
"In post","2022","HM Land Registry","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","LGBO","Unknown","50","50","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Declared disabled","70","60","31170","27130"
"In post","2022","HM Land Registry","Undeclared","Declared non-disabled","390","340","33110","31740"
"In post","2022","HM Land Registry","Undeclared","Undeclared","160","140","34420","33840"
"In post","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Declared disabled","80","70","27510","27130"
"In post","2022","HM Land Registry","Unknown","Declared non-disabled","780","680","30380","27130"
"In post","2022","HM Land Registry","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Unknown","960","920","27440","22600"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Declared disabled","4650","4210","33370","30750"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Declared non-disabled","34160","32030","35150","33080"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Undeclared","1090","1010","33020","30750"
"In post","2022","HM Revenue and Customs","Heterosexual / straight","Unknown","1910","1700","32000","28010"
"In post","2022","HM Revenue and Customs","LGBO","Declared disabled","570","550","33320","33080"
"In post","2022","HM Revenue and Customs","LGBO","Declared non-disabled","1980","1930","34390","33080"
"In post","2022","HM Revenue and Customs","LGBO","Undeclared","150","140","31490","26820"
"In post","2022","HM Revenue and Customs","LGBO","Unknown","120","110","31080","26820"
"In post","2022","HM Revenue and Customs","Undeclared","Declared disabled","530","480","33210","29610"
"In post","2022","HM Revenue and Customs","Undeclared","Declared non-disabled","2210","2020","34620","33080"
"In post","2022","HM Revenue and Customs","Undeclared","Undeclared","1910","1760","36980","33370"
"In post","2022","HM Revenue and Customs","Undeclared","Unknown","300","260","32430","28920"
"In post","2022","HM Revenue and Customs","Unknown","Declared disabled","640","550","29800","26590"
"In post","2022","HM Revenue and Customs","Unknown","Declared non-disabled","3500","3050","31390","26820"
"In post","2022","HM Revenue and Customs","Unknown","Undeclared","310","280","34680","30610"
"In post","2022","HM Revenue and Customs","Unknown","Unknown","17350","16240","30060","26820"
"In post","2022","HM Treasury","Heterosexual / straight","Declared disabled","210","200","45910","43160"
"In post","2022","HM Treasury","Heterosexual / straight","Declared non-disabled","1610","1560","48780","49680"
"In post","2022","HM Treasury","Heterosexual / straight","Undeclared","230","230","46030","43600"
"In post","2022","HM Treasury","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Declared non-disabled","140","130","47060","50000"
"In post","2022","HM Treasury","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Treasury","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Declared non-disabled","130","130","46860","44310"
"In post","2022","HM Treasury","Undeclared","Undeclared","130","130","45670","43220"
"In post","2022","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Unknown","130","130","57360","52500"
"In post","2022","Home Office","Heterosexual / straight","Declared disabled","2360","2180","31930","27370"
"In post","2022","Home Office","Heterosexual / straight","Declared non-disabled","22830","21260","32630","28650"
"In post","2022","Home Office","Heterosexual / straight","Undeclared","540","500","31820","28790"
"In post","2022","Home Office","Heterosexual / straight","Unknown","1280","1260","33370","28650"
"In post","2022","Home Office","LGBO","Declared disabled","230","220","34180","30500"
"In post","2022","Home Office","LGBO","Declared non-disabled","810","780","33860","28660"
"In post","2022","Home Office","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","Home Office","LGBO","Unknown","110","110","33130","27740"
"In post","2022","Home Office","Undeclared","Declared disabled","390","360","32550","28790"
"In post","2022","Home Office","Undeclared","Declared non-disabled","2370","2170","32930","28650"
"In post","2022","Home Office","Undeclared","Undeclared","1070","990","34080","30460"
"In post","2022","Home Office","Undeclared","Unknown","80","80","[c]","[c]"
"In post","2022","Home Office","Unknown","Declared disabled","50","50","31680","28650"
"In post","2022","Home Office","Unknown","Declared non-disabled","110","110","31900","28650"
"In post","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","4250","4110","32350","27370"
"In post","2022","Ministry of Defence","Heterosexual / straight","Declared disabled","3790","3640","33310","31600"
"In post","2022","Ministry of Defence","Heterosexual / straight","Declared non-disabled","31640","30600","34330","32750"
"In post","2022","Ministry of Defence","Heterosexual / straight","Undeclared","1830","1770","32850","29290"
"In post","2022","Ministry of Defence","Heterosexual / straight","Unknown","3050","2930","33770","31470"
"In post","2022","Ministry of Defence","LGBO","Declared disabled","260","250","33330","30280"
"In post","2022","Ministry of Defence","LGBO","Declared non-disabled","980","960","33930","31890"
"In post","2022","Ministry of Defence","LGBO","Undeclared","100","100","33430","33000"
"In post","2022","Ministry of Defence","LGBO","Unknown","120","110","31280","27780"
"In post","2022","Ministry of Defence","Undeclared","Declared disabled","620","600","35240","33300"
"In post","2022","Ministry of Defence","Undeclared","Declared non-disabled","2770","2660","35410","33300"
"In post","2022","Ministry of Defence","Undeclared","Undeclared","1920","1860","35320","33300"
"In post","2022","Ministry of Defence","Undeclared","Unknown","600","580","36070","33300"
"In post","2022","Ministry of Defence","Unknown","Declared disabled","260","250","36270","34010"
"In post","2022","Ministry of Defence","Unknown","Declared non-disabled","4140","3980","39880","38070"
"In post","2022","Ministry of Defence","Unknown","Undeclared","120","110","34910","33300"
"In post","2022","Ministry of Defence","Unknown","Unknown","5640","5500","34620","32700"
"In post","2022","Ministry of Justice","Heterosexual / straight","Declared disabled","8170","7580","30180","27980"
"In post","2022","Ministry of Justice","Heterosexual / straight","Declared non-disabled","48020","45210","30710","27700"
"In post","2022","Ministry of Justice","Heterosexual / straight","Undeclared","4000","3680","31420","31180"
"In post","2022","Ministry of Justice","Heterosexual / straight","Unknown","550","520","28200","25480"
"In post","2022","Ministry of Justice","LGBO","Declared disabled","980","950","30460","28140"
"In post","2022","Ministry of Justice","LGBO","Declared non-disabled","2920","2850","30980","27700"
"In post","2022","Ministry of Justice","LGBO","Undeclared","300","290","31720","30450"
"In post","2022","Ministry of Justice","LGBO","Unknown","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Declared disabled","940","870","31030","28200"
"In post","2022","Ministry of Justice","Undeclared","Declared non-disabled","3560","3290","31400","28310"
"In post","2022","Ministry of Justice","Undeclared","Undeclared","2250","2100","32100","31080"
"In post","2022","Ministry of Justice","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Declared disabled","270","240","29680","28760"
"In post","2022","Ministry of Justice","Unknown","Declared non-disabled","2730","2410","31470","31650"
"In post","2022","Ministry of Justice","Unknown","Undeclared","1980","1750","31190","31650"
"In post","2022","Ministry of Justice","Unknown","Unknown","10140","9630","27920","25210"
"In post","2022","National Crime Agency","Heterosexual / straight","Declared disabled","190","190","38620","36740"
"In post","2022","National Crime Agency","Heterosexual / straight","Declared non-disabled","1400","1350","44160","41870"
"In post","2022","National Crime Agency","Heterosexual / straight","Unknown","2670","2620","39120","36740"
"In post","2022","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","LGBO","Declared non-disabled","60","60","41230","37560"
"In post","2022","National Crime Agency","LGBO","Unknown","140","140","36720","36200"
"In post","2022","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Declared non-disabled","100","100","42510","41340"
"In post","2022","National Crime Agency","Undeclared","Unknown","230","230","38500","36410"
"In post","2022","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Declared non-disabled","70","70","42150","40210"
"In post","2022","National Crime Agency","Unknown","Unknown","630","600","41660","39840"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","90","90","46910","41750"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Unknown","50","50","46430","41750"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared disabled","120","120","46820","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared non-disabled","1320","1270","51950","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","70","70","44150","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared non-disabled","110","110","50740","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","70","70","47650","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","60","60","38920","32010"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","50","50","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","630","620","42000","35050"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","80","70","37710","32160"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","60","60","41640","37120"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","410","410","47930","43650"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","170","160","44430","38760"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
